s,x,y,kappa,altitude(m)
2756.621989,458.4339393,-332.0092892,-4.13E-06,12.998
2757.621852,457.9450006,-332.8814502,-1.09E-06,12.998
2758.621715,457.456058,-333.753609,4.45E-06,13
2759.621578,456.9671109,-334.6257653,1.30E-05,13.004
2760.621441,456.4781595,-335.4979192,2.46E-05,13.009
2761.621304,455.9892067,-336.3700722,3.92E-05,13.017
2762.621166,455.5002557,-337.2422263,5.64E-05,13.027
2763.621029,455.0113098,-338.1143832,7.56E-05,13.038
2764.620892,454.5223722,-338.9865447,9.62E-05,13.052
2765.620755,454.0334403,-339.8587093,0.000117594,13.068
2766.620618,453.5445059,-340.7308725,0.000139467,13.085
2767.620481,453.0555604,-341.6030297,0.000161481,13.105
2768.620344,452.5665956,-342.4751763,0.000183385,13.126
2769.620207,452.0776074,-343.3473101,0.000204947,13.15
2770.62007,451.5886174,-344.2194429,0.000225934,13.175
2771.619932,451.0996559,-345.0915913,0.000246109,13.203
2772.619795,450.6107534,-345.9637721,0.000265237,13.232
2773.619658,450.1219396,-346.8360017,0.000283097,13.264
2774.619521,449.6331967,-347.7082701,0.000299494,13.297
2775.619384,449.1444205,-348.5805204,0.000314258,13.332
2776.619247,448.6554983,-349.4526904,0.000327245,13.37
2777.61911,448.166317,-350.3247183,0.000338335,13.409
2778.618973,447.6768031,-351.1965638,0.00034743,13.45
2779.618836,447.1873347,-352.0684362,0.000354445,13.494
2780.618698,446.698578,-352.9407038,0.000359316,13.539
2781.618561,446.2112043,-353.8137377,0.000361997,13.586
2782.618424,445.7258843,-354.687909,0.000362462,13.635
2783.618287,445.2430037,-355.5634307,0.000360709,13.686
2784.61815,444.7620273,-356.4400064,0.000356754,13.739
2785.618013,444.2822337,-357.3172367,0.000350638,13.793
2786.617876,443.802902,-358.1947223,0.000342417,13.85
2787.617739,443.323327,-359.0720729,0.000332165,13.909
2788.617602,442.8432203,-359.9491288,0.000319972,13.971
2789.617464,442.3627395,-360.8259773,0.000305949,14.034
2790.617327,441.8820638,-361.7027178,0.000290231,14.097
2791.61719,441.4013728,-362.5794496,0.000272985,14.148
2792.617053,440.9208206,-363.4562584,0.000254413,14.179
2793.616916,440.4404132,-364.3331472,0.000234745,14.21
2794.616779,439.9601014,-365.210089,0.000214231,14.239
2795.616642,439.4798362,-366.0870565,0.000193111,14.268
2796.616505,438.9995684,-366.9640226,0.000171595,14.296
2797.616368,438.5192694,-367.8409713,0.000149872,14.323
2798.61623,438.0389479,-368.7179074,0.000128132,14.348
2799.616093,437.5586171,-369.5948384,0.000106621,14.373
2800.615956,437.07829,-370.4717714,8.57E-05,14.397
2801.615819,436.5979788,-371.3487131,6.60E-05,14.42
2802.615682,436.117685,-372.2256644,4.83E-05,14.442
2803.615545,435.6374028,-373.1026221,3.34E-05,14.462
2804.615408,435.1571264,-373.979583,2.22E-05,14.482
2805.615271,434.67685,-374.856544,1.56E-05,14.501
2806.615134,434.1965695,-375.7335026,1.37E-05,14.519
2807.614996,433.7162868,-376.6104601,1.68E-05,14.536
2808.614859,433.2360052,-377.4874181,2.42E-05,14.552
2809.614722,432.7557277,-378.3643783,3.54E-05,14.567
2810.614585,432.2754576,-379.2413426,4.94E-05,14.581
2811.614448,431.7951928,-380.1183098,6.55E-05,14.594
2812.614311,431.3149259,-380.9952759,8.29E-05,14.606
2813.614174,430.834649,-381.8722365,0.00010117,14.617
2814.614037,430.3543543,-382.7491874,0.000120016,14.628
2815.6139,429.8740373,-383.6261261,0.00013918,14.637
2816.613762,429.393715,-384.5030619,0.000158466,14.645
2817.613625,428.9134131,-385.3800088,0.00017767,14.652
2818.613488,428.4331574,-386.256981,0.000196559,14.658
2819.613351,427.9529735,-387.1339924,0.00021488,14.664
2820.613214,427.4728513,-388.0110375,0.000232389,14.668
2821.613077,426.9927077,-388.888071,0.000248862,14.671
2822.61294,426.512451,-389.7650426,0.000264103,14.674
2823.612803,426.0319893,-390.6419023,0.000277947,14.675
2824.612666,425.5512483,-391.5186093,0.000290253,14.675
2825.612529,425.0703889,-392.3952516,0.000300903,14.675
2826.612391,424.5897413,-393.2720096,0.000309794,14.673
2827.612254,424.1096394,-394.1490658,0.000316841,14.671
2828.612117,423.6304171,-395.0266026,0.000321974,14.667
2829.61198,423.1523389,-395.9047642,0.000325146,14.662
2830.611843,422.6754132,-396.7835533,0.000326327,14.657
2831.611706,422.1995895,-397.6629401,0.000325508,14.65
2832.611569,421.7248171,-398.5428949,0.000322694,14.642
2833.611432,421.2510425,-399.4233864,0.000317907,14.634
2834.611295,420.7781169,-400.3043333,0.000311178,14.624
2835.611157,420.3057786,-401.1855951,0.000302562,14.613
2836.61102,419.8337594,-402.067028,0.000292136,14.602
2837.610883,419.361791,-402.9484882,0.000280015,14.589
2838.610746,418.8896385,-403.8298496,0.000266354,14.576
2839.610609,418.4172844,-404.7111029,0.000251338,14.561
2840.610472,417.9447992,-405.592286,0.000235162,14.546
2841.610335,417.4722537,-406.4734367,0.000217996,14.529
2842.610198,416.9997186,-407.3545929,0.000199946,14.512
2843.610061,416.5272372,-408.2357779,0.000181072,14.493
2844.609923,416.0547975,-409.1169854,0.000161431,14.474
2845.609786,415.5823809,-409.9982052,0.000141174,14.454
2846.609649,415.1099686,-410.8794273,0.000120709,14.426
2847.609512,414.6375428,-411.7606422,0.000100758,14.397
2848.609375,414.1650987,-412.6418473,8.23E-05,14.369
2849.609238,413.692641,-413.5230451,6.61E-05,14.34
2850.609101,413.2201744,-414.4042381,5.29E-05,14.312
2851.608964,412.7477038,-415.2854289,4.23E-05,14.283
2852.608827,412.2752335,-416.1666199,3.32E-05,14.255
2853.608689,411.8027662,-417.0478124,2.36E-05,14.226
2854.608552,411.330304,-417.9290077,1.10E-05,14.198
2855.608415,410.8578493,-418.8102072,-7.23E-06,14.169
2856.608278,410.3854041,-419.6914119,-3.29E-05,14.141
2857.608141,409.9129645,-420.5726198,-6.70E-05,14.112
2858.608004,409.4405194,-421.4538246,-0.00010974,14.084
2859.607867,408.9680572,-422.3350199,-0.000160185,14.055
2860.60773,408.495566,-423.2161992,-0.000217078,14.027
2861.607593,408.0230394,-424.0973588,-0.000278989,13.998
2862.607455,407.5505062,-424.9785148,-0.000344547,13.961
2863.607318,407.078011,-425.8596918,-0.000412544,13.923
2864.607181,406.6055981,-426.7409144,-0.000481937,13.885
2865.607044,406.1333117,-427.6222071,-0.000551768,13.845
2866.606907,405.6611353,-428.5035607,-0.000621114,13.804
2867.60677,405.1889197,-429.3848926,-0.000689089,13.763
2868.606633,404.716498,-430.2661104,-0.000754848,13.72
2869.606496,404.2437034,-431.1471215,-0.000817609,13.677
2870.606359,403.7703976,-432.0278495,-0.00087666,13.633
2871.606221,403.2968665,-432.9084526,-0.000931363,13.587
2872.606084,402.8237208,-433.7892695,-0.000981154,13.541
2873.605947,402.3515796,-434.6706429,-0.001025533,13.494
2874.60581,401.8810619,-435.5529161,-0.00106406,13.445
2875.605673,401.4123004,-436.4361625,-0.001096352,13.396
2876.605536,400.9434604,-437.3193664,-0.001122086,13.346
2877.605399,400.4722099,-438.2012367,-0.001141007,13.294
2878.605262,399.9962171,-439.0804821,-0.001152941,13.242
2879.605125,399.5131804,-439.9558281,-0.001157805,13.189
2880.604987,399.0224791,-440.8269292,-0.001155607,13.135
2881.60485,398.5260181,-441.6948354,-0.001146422,13.081
2882.604713,398.0259107,-442.5607117,-0.00113037,13.025
2883.604576,397.5242702,-443.4257232,-0.001107551,12.968
2884.604439,397.0230802,-444.2909638,-0.001078038,12.91
2885.604302,396.522893,-445.1567414,-0.00104191,12.851
2886.604165,396.0233708,-446.0228747,-0.000999326,12.791
2887.604028,395.5241626,-446.8891756,-0.000950682,12.731
2888.603891,395.0249172,-447.7554555,-0.000896778,12.669
2889.603753,394.5253731,-448.6215743,-0.000838802,12.606
2890.603616,394.025568,-449.4875522,-0.000778149,12.542
2891.603479,393.5256019,-450.3534433,-0.000716102,12.477
2892.603342,393.025575,-451.2193014,-0.000653268,12.411
2893.603205,392.5255854,-452.0851796,-0.000589274,12.345
2894.603068,392.025673,-452.9510992,-0.0005229,12.277
2895.602931,391.5258104,-453.8170453,-0.000452562,12.208
2896.602794,391.0259662,-454.6830008,-0.000377247,12.138
2897.602657,390.5261092,-455.5489488,-0.000297582,12.065
2898.60252,390.0262132,-456.4148749,-0.000216272,11.991
2899.602382,389.5262862,-457.280784,-0.000137816,11.917
2900.602245,389.0263505,-458.1466885,-6.76E-05,11.843
2901.602108,388.5264281,-459.0126008,-9.99E-06,11.769
2902.601971,388.0265413,-459.8785334,3.28E-05,11.696
2903.601834,387.5266878,-460.7444849,6.14E-05,11.622
2904.601697,387.0268135,-461.6104242,7.85E-05,11.548
2905.60156,386.5268575,-462.4763165,8.73E-05,11.474
2906.601423,386.0267589,-463.342127,8.92E-05,11.4
2907.601286,385.5264669,-464.2078266,8.28E-05,11.326
2908.601148,385.0260817,-465.0734727,6.31E-05,11.252
2909.601011,384.5258202,-465.9391897,2.23E-05,11.178
2910.600874,384.0259021,-466.8051037,-4.92E-05,11.104
2911.600737,383.5265475,-467.6713408,-0.000160482,11.03
2912.6006,383.0278117,-468.5379327,-0.000317991,10.956
2913.600463,382.5290597,-469.4045152,-0.000524196,10.882
2914.600326,382.0294748,-470.2706201,-0.000776036,10.809
2915.600189,381.5282403,-471.1357788,-0.001065677,10.735
2916.600052,381.0245689,-471.99954,-0.001382554,10.661
2917.599914,380.5190626,-472.8622478,-0.001716498,10.587
2918.599777,380.0142868,-473.725371,-0.002061786,10.513
2919.59964,379.5129551,-474.5904633,-0.002419355,10.439
2920.599503,379.0177813,-475.4590784,-0.002796708,10.365
2921.599366,378.5305449,-476.3322329,-0.003205553,10.291
2922.599229,378.0480333,-477.2080729,-0.003657662,10.217
2923.599092,377.5653719,-478.083789,-0.004160783,10.143
2924.598955,377.0776854,-478.9565713,-0.004715668,10.069
2925.598818,376.5803415,-479.8237517,-0.005315782,9.995
2926.59868,376.0736394,-480.6855412,-0.00594908,9.922
2927.598543,375.5624706,-481.544832,-0.006601415,9.848
2928.598406,375.0519016,-482.404618,-0.007260217,9.774
2929.598269,374.5469987,-483.2678934,-0.007916009,9.7
2930.598132,374.0504625,-484.1362207,-0.008562518,9.626
2931.597995,373.5554516,-485.0053878,-0.009195568,9.552
2932.597858,373.0527195,-485.8697276,-0.009811459,9.478
2933.597721,372.5330197,-486.7235726,-0.010406333,9.434
2934.597584,371.9877779,-487.5616022,-0.010975936,9.391
2935.597446,371.4156323,-488.3822157,-0.01151561,9.351
2936.597309,370.8196027,-489.1860722,-0.01202074,9.312
2937.597172,370.202771,-489.9738629,-0.012487285,9.276
2938.597035,369.5683982,-490.7465269,-0.012912425,9.241
2939.596898,368.9225092,-491.5088267,-0.013295499,9.209
2940.596761,368.2732982,-492.2685255,-0.013638263,9.18
2941.596624,367.6290175,-493.0334668,-0.013944427,9.152
2942.596487,366.9978855,-493.8114609,-0.014218534,9.127
2943.59635,366.3803305,-494.6026337,-0.014463773,9.104
2944.596212,365.7591031,-495.3896744,-0.014680484,9.083
2945.596075,365.1145153,-496.1528664,-0.014865933,9.065
2946.595938,364.4268991,-496.8725131,-0.015015741,9.049
2947.595801,363.6861156,-497.5384842,-0.015127291,9.035
2948.595664,362.9067812,-498.1654987,-0.015202563,9.023
2949.595527,362.1074801,-498.7722592,-0.015249588,9.014
2950.59539,361.3067835,-499.3774547,-0.01528152,9.007
2951.595253,360.5172468,-499.9936531,-0.015313468,9.002
2952.595116,359.7358978,-500.617623,-0.015359284,9
2953.594978,358.9572929,-501.243618,-0.015428438,9.042
2954.594841,358.1759884,-501.8658917,-0.015524667,9.083
2955.594704,357.3869064,-502.4790499,-0.015646637,9.123
2956.594567,356.5886898,-503.0812815,-0.015789941,9.163
2957.59443,355.7821524,-503.6728655,-0.01594981,9.202
2958.594293,354.9681347,-504.2541072,-0.01612229,9.24
2959.594156,354.1474663,-504.8253078,-0.016304103,9.278
2960.594019,353.3204553,-505.3866027,-0.016491247,9.315
2961.593882,352.4866824,-505.9378943,-0.01667752,9.351
2962.593745,351.645674,-506.4790681,-0.016855031,9.387
2963.593607,350.7969547,-507.0100034,-0.01701554,9.422
2964.59347,349.9394188,-507.5283216,-0.017152683,9.456
2965.593333,349.0703848,-508.0259996,-0.017264831,9.491
2966.593196,348.1869287,-508.4941465,-0.017356213,9.525
2967.593059,347.2861327,-508.9238875,-0.017436659,9.56
2968.592922,346.3677566,-509.3135513,-0.017519756,9.595
2969.592785,345.4384701,-509.6800545,-0.017618683,9.63
2970.592648,344.5060423,-510.0432711,-0.017742322,9.665
2971.592511,343.578242,-510.4230751,-0.017892445,9.698
2972.592373,342.6606408,-510.8328148,-0.018062412,9.73
2973.592236,341.7467172,-511.2499314,-0.018238961,9.76
2974.592099,340.8258131,-511.6395821,-0.018405925,9.791
2975.591962,339.8872665,-511.9669131,-0.018549277,9.822
2976.591825,338.9230802,-512.2060818,-0.018661676,9.857
2977.591688,337.9385729,-512.3762759,-0.0187447,9.893
2978.591551,336.9432145,-512.5107209,-0.018808052,9.93
2979.591414,335.9464764,-512.6426467,-0.018865767,9.967
2980.591277,334.9558805,-512.7979963,-0.018931863,10.003
2981.591139,333.9705936,-512.9714766,-0.019016389,10.038
2982.591002,332.9875443,-513.1494269,-0.019122985,10.072
2983.590865,332.0036611,-513.3181863,-0.019249112,10.106
2984.590728,331.0160153,-513.4647364,-0.019387819,10.163
2985.590591,330.0240297,-513.5866268,-0.019530936,10.226
2986.590454,329.0290526,-513.6900615,-0.019672286,10.291
2987.590317,328.0324891,-513.7814993,-0.019808682,10.356
2988.59018,327.035734,-513.8673438,-0.019939083,10.422
2989.590043,326.0393609,-513.9494991,-0.020062036,10.488
2990.589905,325.0425278,-514.0221157,-0.020172861,10.554
2991.589768,324.0442524,-514.0785768,-0.02026308,10.621
2992.589631,323.0435565,-514.1122631,-0.020321948,10.689
2993.589494,322.0407476,-514.1157722,-0.020339784,10.757
2994.589357,321.0392667,-514.0797926,-0.02031239,10.827
2995.58922,320.043023,-513.9947275,-0.020243592,10.897
2996.589083,319.0558179,-513.851391,-0.020144998,10.967
2997.588946,318.0775836,-513.6552949,-0.020032876,11.037
2998.588809,317.1034143,-513.4303309,-0.019922348,11.106
2999.588671,316.1280989,-513.2015502,-0.019822205,11.176
3000.588534,315.1464934,-512.9937455,-0.019731941,11.245
3001.588397,314.158611,-512.8118461,-0.019641835,11.313
3002.58826,313.1731864,-512.6271901,-0.01953678,11.381
3003.588123,312.1997965,-512.4078712,-0.019401696,11.448
3004.587986,311.2479368,-512.1222427,-0.019227192,11.514
3005.587849,310.320461,-511.7598333,-0.01901341,11.578
3006.587712,309.408759,-511.3467203,-0.018770208,11.641
3007.587575,308.5030841,-510.9126046,-0.018514286,11.702
3008.587437,307.593731,-510.4870685,-0.018264347,11.763
3009.5873,306.675765,-510.0860343,-0.018036731,11.823
3010.587163,305.7533918,-509.6992538,-0.017842596,11.883
3011.587026,304.8318495,-509.3135214,-0.017686837,11.942
3012.586889,303.9163766,-508.9156316,-0.017569039,12
3013.586752,303.0113622,-508.4943705,-0.017485034,12.009
3014.586615,302.115238,-508.0525004,-0.017429296,12.018
3015.586478,301.223885,-507.5987676,-0.017397307,12.029
3016.586341,300.3331743,-507.1419409,-0.017385963,12.04
3017.586203,299.4391827,-506.6904093,-0.017392741,12.052
3018.586066,298.5435389,-506.2422969,-0.017413377,12.066
3019.585929,297.6539241,-505.7845371,-0.017439471,12.08
3020.585792,296.7783256,-505.303498,-0.017458541,12.095
3021.585655,295.9246368,-504.7857264,-0.017455906,12.111
3022.585518,295.0962339,-504.2263996,-0.017418603,12.128
3023.585381,294.2900604,-503.6329845,-0.017339869,12.147
3024.585244,293.5025679,-503.0138876,-0.017221286,12.166
3025.585107,292.7301824,-502.3774665,-0.017072265,12.187
3026.584969,291.9685008,-501.730484,-0.016906164,12.209
3027.584832,291.2121287,-501.0777972,-0.016734306,12.231
3028.584695,290.4556132,-500.4241508,-0.016560978,12.255
3029.584558,289.6935178,-499.7742757,-0.016381152,12.281
3030.584421,288.9262351,-499.1277626,-0.016182017,12.307
3031.584284,288.1686118,-498.4714575,-0.015947584,12.334
3032.584147,287.4376969,-497.7902651,-0.01566445,12.363
3033.58401,286.750495,-497.0691292,-0.015326174,12.392
3034.583873,286.1141795,-496.301788,-0.014934344,12.423
3035.583736,285.5137343,-495.5018293,-0.014496717,12.454
3036.583598,284.9311008,-494.6855618,-0.014023202,12.486
3037.583461,284.348228,-493.869288,-0.013522135,12.52
3038.583324,283.7525281,-493.0644268,-0.012998975,12.554
3039.583187,283.1465845,-492.2688365,-0.012456887,12.59
3040.58305,282.5355925,-491.4780407,-0.011898852,12.627
3041.582913,281.9247473,-490.6875633,-0.011329683,12.665
3042.582776,281.3190156,-489.8931145,-0.010756459,12.704
3043.582639,280.7192965,-489.0937244,-0.010187657,12.745
3044.582502,280.1229886,-488.2912801,-0.009631267,12.786
3045.582364,279.5273766,-487.4877619,-0.009092841,12.828
3046.582227,278.9297451,-486.6851498,-0.00857444,12.872
3047.58209,278.3296352,-485.8839379,-0.008074574,12.916
3048.581953,277.7344495,-485.0794421,-0.007589006,12.938
3049.581816,277.1533019,-484.2658512,-0.007112533,12.959
3050.581679,276.5953063,-483.437354,-0.00664094,12.979
3051.581542,276.0674616,-482.5894924,-0.006172721,12.998
3052.581405,275.5643345,-481.72576,-0.005710744,12.987
3053.581268,275.0759642,-480.8525469,-0.005262192,12.972
3054.58113,274.5923832,-479.976247,-0.004837118,12.959
3055.580993,274.1041357,-479.1029264,-0.004445921,12.947
3056.580856,273.6086421,-478.2342424,-0.004095592,12.936
3057.580719,273.1082443,-477.3686967,-0.003787193,12.925
3058.580582,272.6053909,-476.5047224,-0.003514952,12.915
3059.580445,272.1025306,-475.6407529,-0.003267297,12.907
3060.580308,271.6015594,-474.7755748,-0.003030012,12.899
3061.580171,271.102305,-473.9092986,-0.002790021,12.893
3062.580034,270.6041115,-473.0423438,-0.002538893,12.887
3063.579896,270.1063229,-472.1751302,-0.002274459,12.883
3064.579759,269.6082931,-471.3080713,-0.002000443,12.879
3065.579622,269.1097302,-470.4413537,-0.001724087,12.876
3066.579485,268.6107837,-469.574882,-0.001453027,12.875
3067.579348,268.1116304,-468.708543,-0.001193631,12.874
3068.579211,267.6124474,-467.8422236,-0.000950511,12.875
3069.579074,267.1133915,-466.9758235,-0.00072749,12.876
3070.578937,266.6144753,-466.1093344,-0.000528983,12.879
3071.5788,266.1156485,-465.2427883,-0.000360218,12.882
3072.578662,265.6168605,-464.3762174,-0.000226614,12.887
3073.578525,265.1180608,-463.5096538,-0.000132048,12.892
3074.578388,264.6192175,-462.6431176,-7.71E-05,12.899
3075.578251,264.1203396,-461.7766034,-5.83E-05,12.906
3076.578114,263.6214417,-460.9101019,-6.83E-05,12.915
3077.577977,263.1225382,-460.043604,-9.73E-05,12.924
3078.57784,262.6236431,-459.177101,-0.000135238,12.935
3079.577703,262.1247609,-458.3105899,-0.000174148,12.946
3080.577566,261.6258886,-457.4440726,-0.000209093,12.959
3081.577428,261.1270234,-456.5775508,-0.000238569,12.972
3082.577291,260.6281621,-455.7110265,-0.000263644,12.987
3083.577154,260.1292992,-454.8445029,-0.0002863,13
3084.577017,259.6304184,-453.9779899,-0.000308244,13
3085.57688,259.1315004,-453.1114987,-0.000330256,13
3086.576743,258.6325263,-452.2450407,-0.000352068,13
3087.576606,258.1334781,-451.3786265,-0.000372893,13
3088.576469,257.634386,-450.5122383,-0.000391916,13
3089.576332,257.135346,-449.6458195,-0.000408514,13
3090.576194,256.6364582,-448.779311,-0.000422375,13
3091.576057,256.137823,-447.9126535,-0.000433451,13
3092.57592,255.6395686,-447.0457724,-0.000441797,13
3093.575783,255.14205,-446.1784682,-0.00044748,13
3094.575646,254.6457327,-445.3104801,-0.00045053,13
3095.575509,254.151083,-444.441547,-0.000450927,13
3096.575372,253.6585668,-443.5714081,-0.000448629,13
3097.575235,253.1683699,-442.6999602,-0.000443611,13
3098.575098,252.6799232,-441.8275245,-0.000435885,13
3099.57496,252.192532,-440.9544932,-0.00042551,13
3100.574823,251.7055013,-440.0812584,-0.000412587,13
3101.574686,251.2181554,-439.2082015,-0.000397252,13
3102.574549,250.730245,-438.3354633,-0.000379665,13
3103.574412,250.2419397,-437.4629479,-0.000360007,13
3104.574275,249.7534269,-436.5905496,-0.00033848,13
3105.574138,249.2648938,-435.7181628,-0.000315314,13
3106.574001,248.776499,-434.845698,-0.000290764,13
3107.573864,248.2882456,-433.9731534,-0.000265117,13
3108.573727,247.8000851,-433.1005564,-0.000238682,12.983
3109.573589,247.3119686,-432.2279346,-0.000211784,12.952
3110.573452,246.8238476,-431.3553154,-0.000184766,12.92
3111.573315,246.3356946,-430.4827142,-0.000157987,12.888
3112.573178,245.8475181,-429.6101264,-0.000131841,12.854
3113.573041,245.3593298,-428.7375453,-0.000106768,12.82
3114.572904,244.8711418,-427.864964,-8.33E-05,12.784
3115.572767,244.3829649,-426.9923765,-6.20E-05,12.747
3116.57263,243.8948011,-426.1197816,-4.36E-05,12.71
3117.572493,243.4066466,-425.2471814,-2.86E-05,12.671
3118.572355,242.9184978,-424.3745781,-1.76E-05,12.632
3119.572218,242.4303508,-423.5019737,-1.09E-05,12.595
3120.572081,241.9422031,-422.6293698,-8.36E-06,12.56
3121.571944,241.4540554,-421.7567658,-9.54E-06,12.525
3122.571807,240.9659092,-420.8841611,-1.38E-05,12.49
3123.57167,240.4777661,-420.0115546,-2.01E-05,12.455
3124.571533,239.9896272,-419.1389457,-2.78E-05,12.42
3125.571396,239.5014918,-418.266335,-3.61E-05,12.385
3126.571259,239.0133563,-417.3937242,-4.46E-05,12.35
3127.571121,238.5252173,-416.5211154,-5.30E-05,12.315
3128.570984,238.0370713,-415.6485105,-6.13E-05,12.28
3129.570847,237.5489165,-414.7759105,-6.96E-05,12.245
3130.57071,237.0607627,-413.9033099,-7.78E-05,12.21
3131.570573,236.5726234,-413.0307013,-8.59E-05,12.175
3132.570436,236.0845122,-412.158077,-9.38E-05,12.14
3133.570299,235.5964425,-411.2854295,-0.000101506,12.105
3134.570162,235.1084042,-410.4127645,-0.000108737,12.07
3135.570025,234.6203443,-409.5401116,-0.000115428,12.035
3136.569887,234.1322053,-408.6675028,-0.000121486,12
3137.56975,233.6439296,-407.7949703,-0.000126848,11.965
3138.569613,233.1554735,-406.9225384,-0.000131468,11.93
3139.569476,232.6669534,-406.0501422,-0.000135309,11.895
3140.569339,232.1785893,-405.177659,-0.000138345,11.86
3141.569202,231.6906026,-404.3049653,-0.00014055,11.825
3142.569065,231.2032149,-403.4319373,-0.000141904,11.79
3143.568928,230.7165762,-402.5584915,-0.000142393,11.755
3144.568791,230.2305941,-401.6846797,-0.000142006,11.721
3145.568653,229.7451243,-400.8105824,-0.000140742,11.686
3146.568516,229.260023,-399.9362803,-0.000138611,11.651
3147.568379,228.7751474,-399.0618532,-0.000135631,11.616
3148.568242,228.2903988,-398.1873562,-0.000131831,11.582
3149.568105,227.80573,-397.3128152,-0.00012725,11.547
3150.567968,227.3210966,-396.4382548,-0.000121935,11.512
3151.567831,226.8364542,-395.5636995,-0.000115941,11.477
3152.567694,226.3517643,-394.6891703,-0.000109328,11.443
3153.567557,225.8670285,-393.8146665,-0.000102165,11.408
3154.567419,225.3822646,-392.9401781,-9.45E-05,11.372
3155.567282,224.8974904,-392.0656955,-8.65E-05,11.333
3156.567145,224.4127239,-391.1912086,-7.81E-05,11.294
3157.567008,223.9279746,-390.3167122,-6.96E-05,11.257
3158.566871,223.4432351,-389.4422104,-6.09E-05,11.22
3159.566734,222.9584958,-388.5677085,-5.21E-05,11.185
3160.566597,222.4737471,-387.6932118,-4.35E-05,11.15
3161.56646,221.9889802,-386.8187251,-3.51E-05,11.117
3162.566323,221.504196,-385.9442481,-2.72E-05,11.084
3163.566185,221.0194024,-385.0697763,-2.00E-05,11.053
3164.566048,220.5346075,-384.1953052,-1.36E-05,11.022
3165.565911,220.0498194,-383.3208303,-8.31E-06,11.003
3166.565774,219.5650437,-382.4463486,-4.12E-06,11.014
3167.565637,219.080276,-381.5718624,-1.04E-06,11.025
3168.5655,218.5955097,-380.6973755,1.04E-06,11.034
3169.565363,218.1107381,-379.8228914,2.29E-06,11.042
3170.565226,217.6259547,-378.948414,2.95E-06,11.049
3171.565089,217.1411588,-378.0739434,3.21E-06,11.056
3172.564952,216.6563572,-377.199476,3.25E-06,11.061
3173.564814,216.1715569,-376.3250079,3.22E-06,11.066
3174.564677,215.6867652,-375.450535,3.19E-06,11.069
3175.56454,215.2019879,-374.5760542,3.19E-06,11.071
3176.564403,214.7172206,-373.7015678,3.25E-06,11.073
3177.564266,214.2324549,-372.8270805,3.36E-06,11.073
3178.564129,213.7476819,-371.9525973,3.49E-06,11.073
3179.563992,213.2628932,-371.0781227,3.65E-06,11.071
3180.563855,212.7780849,-370.2036591,3.81E-06,11.069
3181.563718,212.2932639,-369.3292024,3.97E-06,11.065
3182.56358,211.8084385,-368.4547483,4.12E-06,11.061
3183.563443,211.323617,-367.5802919,4.27E-06,11.055
3184.563306,210.8388073,-366.705829,4.43E-06,11.049
3185.563169,210.3540076,-365.8313605,4.59E-06,11.041
3186.563032,209.8692094,-364.9568913,4.76E-06,11.033
3187.562895,209.3844035,-364.0824263,4.93E-06,11.024
3188.562758,208.8995811,-363.2079704,5.09E-06,11.013
3189.562621,208.4147359,-362.3335272,5.23E-06,11.002
3190.562484,207.929873,-361.4590938,5.36E-06,10.987
3191.562346,207.4450007,-360.5846656,5.48E-06,10.972
3192.562209,206.9601269,-359.7102383,5.59E-06,10.958
3193.562072,206.4752597,-358.8358073,5.69E-06,10.945
3194.561935,205.9904009,-357.9613716,5.80E-06,10.933
3195.561798,205.5055439,-357.0869349,5.90E-06,10.922
3196.561661,205.0206819,-356.212501,5.99E-06,10.912
3197.561524,204.5358077,-355.3380739,6.07E-06,10.902
3198.561387,204.0509153,-354.4636568,6.14E-06,10.894
3199.56125,203.5660072,-353.5892485,6.19E-06,10.887
3200.561112,203.0810898,-352.7148453,6.23E-06,10.881
3201.560975,202.5961694,-351.8404438,6.27E-06,10.876
3202.560838,202.1112523,-350.9660405,6.32E-06,10.872
3203.560701,201.6263419,-350.0916334,6.37E-06,10.869
3204.560564,201.141434,-349.217225,6.42E-06,10.866
3205.560427,200.6565233,-348.3428181,6.48E-06,10.865
3206.56029,200.1716045,-347.4684157,6.54E-06,10.865
3207.560153,199.6866727,-346.5940205,6.58E-06,10.866
3208.560016,199.2017276,-345.7196327,6.59E-06,10.867
3209.559878,198.7167731,-344.8452501,6.58E-06,10.87
3210.559741,198.2318131,-343.9708705,6.55E-06,10.874
3211.559604,197.7468515,-343.0964919,6.50E-06,10.879
3212.559467,197.261891,-342.2221126,6.47E-06,10.884
3213.55933,196.7769295,-341.3477339,6.48E-06,10.891
3214.559193,196.2919633,-340.4733578,6.53E-06,10.899
3215.559056,195.8069887,-339.5989863,6.61E-06,10.907
3216.558919,195.3220021,-338.7246215,6.66E-06,10.917
3217.558782,194.8370025,-337.8502639,6.62E-06,10.927
3218.558644,194.3519926,-336.9759121,6.39E-06,10.939
3219.558507,193.8669752,-336.1015643,5.95E-06,10.951
3220.55837,193.3819533,-335.2272191,5.36E-06,10.965
3221.558233,192.8969296,-334.3528749,4.79E-06,10.979
3222.558096,192.4119034,-333.4785321,4.53E-06,10.995
3223.557959,191.9268731,-332.6041916,4.91E-06,11.024
3224.557822,191.4418365,-331.7298545,6.26E-06,11.059
3225.557685,190.9567919,-330.8555219,8.83E-06,11.119
3226.557548,190.4717379,-329.9811944,1.27E-05,11.206
3227.55741,189.9866751,-329.1068719,1.79E-05,11.292
