s,x,y,kappa,altitude(m)
0,3.98442026,2.208834694,-5.91E-07,11.906
0.99986289,3.499632233,3.083309604,-2.64E-07,11.905
1.999725781,3.014841844,3.957783205,6.35E-08,11.904
2.999588671,2.530049314,4.832255618,3.91E-07,11.901
3.999451562,2.045254862,5.706726967,7.18E-07,11.898
4.999314452,1.56045871,6.581197373,1.05E-06,11.894
5.999177343,1.075661078,7.455666958,1.37E-06,11.888
6.999040233,0.590862186,8.330135845,1.70E-06,11.882
7.998903124,0.106062255,9.204604156,2.03E-06,11.873
8.998766014,-0.378738495,10.07907201,2.35E-06,11.862
9.998628905,-0.863539878,10.95353952,2.68E-06,11.852
10.9984918,-1.348341983,11.82800662,3.01E-06,11.841
11.99835469,-1.833145021,12.70247321,3.34E-06,11.83
12.99821758,-2.317949207,13.57693916,3.66E-06,11.819
13.99808047,-2.802754752,14.45140436,3.99E-06,11.808
14.99794336,-3.287561917,15.32586866,4.32E-06,11.801
15.99780625,-3.772371062,16.20033187,4.64E-06,11.804
16.99766914,-4.257182565,17.07479376,4.97E-06,11.805
17.99753203,-4.741996804,17.94925414,5.30E-06,11.805
18.99739492,-5.226814168,18.82371279,5.63E-06,11.804
19.99725781,-5.711635242,19.69816937,5.95E-06,11.803
20.9971207,-6.196460771,20.57262349,6.29E-06,11.8
21.99698359,-6.681291505,21.44707473,6.63E-06,11.796
22.99684648,-7.166128193,22.32152266,6.95E-06,11.791
23.99670937,-7.65097159,23.19596687,7.27E-06,11.786
24.99657226,-8.135822483,24.07040693,7.55E-06,11.779
25.99643515,-8.620681664,24.94484239,7.80E-06,11.771
26.99629804,-9.105549928,25.81927281,8.01E-06,11.763
27.99616093,-9.590428062,26.69369776,8.16E-06,11.753
28.99602382,-10.07531659,27.56811695,8.27E-06,11.743
29.99588671,-10.56021567,28.44253029,8.33E-06,11.731
30.9957496,-11.04512542,29.31693771,8.34E-06,11.719
31.9956125,-11.53004597,30.19133913,8.31E-06,11.705
32.99547539,-12.01497745,31.0657345,8.23E-06,11.69
33.99533828,-12.49991993,31.94012377,8.11E-06,11.675
34.99520117,-12.98487347,32.81450691,7.93E-06,11.659
35.99506406,-13.46983812,33.68888388,7.72E-06,11.641
36.99492695,-13.95481394,34.56325465,7.45E-06,11.623
37.99478984,-14.43980065,35.43761939,7.15E-06,11.603
38.99465273,-14.92479715,36.31197869,6.82E-06,11.583
39.99451562,-15.40980221,37.18633325,6.45E-06,11.561
40.99437851,-15.8948146,38.06068374,6.07E-06,11.539
41.9942414,-16.37983311,38.93503084,5.66E-06,11.516
42.99410429,-16.8648569,39.809375,5.25E-06,11.491
43.99396718,-17.34988546,40.68371652,4.83E-06,11.452
44.99383007,-17.83491829,41.55805568,4.41E-06,11.413
45.99369296,-18.31995488,42.43239274,4.00E-06,11.374
46.99355585,-18.8049946,43.30672807,3.61E-06,11.334
47.99341874,-19.29003624,44.18106234,3.23E-06,11.295
48.99328163,-19.77507839,45.05539632,2.88E-06,11.256
49.99314452,-20.26011967,45.92973079,2.56E-06,11.217
50.99300741,-20.74515869,46.80406651,2.28E-06,11.178
51.99287031,-21.23019474,47.67840387,2.04E-06,11.139
52.9927332,-21.71522812,48.55274272,1.84E-06,11.099
53.99259609,-22.20025919,49.42708285,1.68E-06,11.06
54.99245898,-22.68528833,50.30142405,1.56E-06,11.021
55.99232187,-23.17031588,51.17576613,1.49E-06,10.982
56.99218476,-23.65534175,52.05010914,1.46E-06,10.943
57.99204765,-24.14036566,52.92445324,1.46E-06,10.903
58.99191054,-24.62538731,53.7987986,1.51E-06,10.864
59.99177343,-25.11040642,54.67314536,1.59E-06,10.825
60.99163632,-25.5954231,55.54749347,1.70E-06,10.786
61.99149921,-26.08043854,56.42184227,1.83E-06,10.747
62.9913621,-26.56545411,57.296191,1.98E-06,10.708
63.99122499,-27.05047117,58.1705389,2.14E-06,10.668
64.99108788,-27.53549108,59.04488522,2.31E-06,10.629
65.99095077,-28.0205145,59.91922959,2.48E-06,10.59
66.99081366,-28.5055415,60.79357198,2.64E-06,10.551
67.99067655,-28.99057214,61.66791235,2.80E-06,10.512
68.99053944,-29.47560644,62.54225068,2.94E-06,10.473
69.99040233,-29.96064459,63.41658688,3.06E-06,10.433
70.99026522,-30.44568735,64.29092053,3.16E-06,10.394
71.99012811,-30.93073566,65.16525109,3.22E-06,10.355
72.98999101,-31.41579048,66.03957805,3.26E-06,10.304
73.9898539,-31.90085274,66.91390087,3.26E-06,10.25
74.98971679,-32.3859227,67.78821943,3.22E-06,10.194
75.98957968,-32.87099948,68.6625342,3.15E-06,10.137
76.98944257,-33.35608211,69.53684572,3.04E-06,10.079
77.98930546,-33.84116962,70.41115454,2.90E-06,10.021
78.98916835,-34.32626111,71.28546114,2.72E-06,9.984
79.98903124,-34.81135639,72.15976565,2.51E-06,9.96
80.98889413,-35.29645563,73.03406796,2.28E-06,9.936
81.98875702,-35.78155905,73.90836795,2.02E-06,9.914
82.98861991,-36.26666682,74.78266553,1.73E-06,9.893
83.9884828,-36.75177872,75.65696081,1.42E-06,9.873
84.98834569,-37.23689325,76.53125464,1.10E-06,9.854
85.98820858,-37.72200868,77.40554796,7.67E-07,9.835
86.98807147,-38.20712331,78.27984173,4.30E-07,9.818
87.98793436,-38.69223547,79.15413687,9.32E-08,9.802
88.98779725,-39.17734464,80.02843367,-2.39E-07,9.787
89.98766014,-39.66245145,80.90273178,-5.63E-07,9.772
90.98752303,-40.14755656,81.77703083,-8.77E-07,9.759
91.98738592,-40.63266065,82.65133045,-1.18E-06,9.747
92.98724881,-41.11776412,83.52563041,-1.46E-06,9.735
93.98711171,-41.6028659,84.39993131,-1.73E-06,9.725
94.9869746,-42.08796445,85.274234,-1.98E-06,9.716
95.98683749,-42.57305823,86.14853934,-2.20E-06,9.707
96.98670038,-43.05814569,87.02284818,-2.39E-06,9.7
97.98656327,-43.5432264,87.89716077,-2.56E-06,9.693
98.98642616,-44.02830178,88.77147632,-2.69E-06,9.688
99.98628905,-44.51337343,89.64579394,-2.80E-06,9.683
100.9861519,-44.99844297,90.52011272,-2.89E-06,9.68
101.9860148,-45.48351184,91.39443188,-2.95E-06,9.677
102.9858777,-45.96857969,92.26875161,-2.98E-06,9.676
103.9857406,-46.45364509,93.14307269,-2.99E-06,9.675
104.9856035,-46.93870659,94.01739594,-2.97E-06,9.676
105.9854664,-47.42376274,94.89172216,-2.93E-06,9.677
106.9853293,-47.90881279,95.76605176,-2.87E-06,9.679
107.9851922,-48.39385809,96.64038399,-2.78E-06,9.683
108.9850551,-48.87890042,97.51471787,-2.67E-06,9.687
109.984918,-49.36394154,98.38905242,-2.55E-06,9.693
110.9847808,-49.84898318,99.26338669,-2.42E-06,9.699
111.9846437,-50.33402549,100.1377206,-2.27E-06,9.706
112.9845066,-50.81906703,101.0120549,-2.12E-06,9.714
113.9843695,-51.30410629,101.8863905,-1.95E-06,9.728
114.9842324,-51.78914173,102.7607282,-1.77E-06,9.753
115.9840953,-52.27417219,103.6350687,-1.59E-06,9.776
116.9839582,-52.75919857,104.5094114,-1.39E-06,9.799
117.9838211,-53.24422254,105.3837555,-1.20E-06,9.82
118.983684,-53.72924573,106.2581,-1.01E-06,9.841
119.9835469,-54.21426981,107.132444,-8.17E-07,9.86
120.9834097,-54.69929547,108.0067871,-6.34E-07,9.879
121.9832726,-55.18432173,108.8811299,-4.58E-07,9.897
122.9831355,-55.66934739,109.755473,-2.91E-07,9.913
123.9829984,-56.15437128,110.6298171,-1.33E-07,9.929
124.9828613,-56.63939235,111.5041628,1.42E-08,9.944
125.9827242,-57.12441122,112.3785097,1.48E-07,9.957
126.9825871,-57.60942956,113.2528569,2.66E-07,9.97
127.98245,-58.09444907,114.1272034,3.65E-07,9.982
128.9823129,-58.57947145,115.0015484,4.40E-07,9.992
129.9821758,-59.06449783,115.8758911,4.90E-07,10.004
130.9820387,-59.54952755,116.750232,5.14E-07,10.021
131.9819015,-60.03455954,117.6245716,5.12E-07,10.039
132.9817644,-60.51959274,118.4989106,4.85E-07,10.056
133.9816273,-61.00462612,119.3732494,4.33E-07,10.073
134.9814902,-61.48965971,120.2475881,3.58E-07,10.091
135.9813531,-61.97469468,121.1219261,2.58E-07,10.108
136.981216,-62.45973228,121.9962626,1.32E-07,10.126
137.9810789,-62.94477376,122.870597,-1.91E-08,10.143
138.9809418,-63.42982007,123.7449286,-1.95E-07,10.16
139.9808047,-63.91487025,124.6192582,-3.93E-07,10.178
140.9806676,-64.39992264,125.4935865,-6.09E-07,10.195
141.9805304,-64.88497556,126.3679145,-8.40E-07,10.213
142.9803933,-65.37002735,127.2422431,-1.08E-06,10.23
143.9802562,-65.85507705,128.1165729,-1.33E-06,10.247
144.9801191,-66.34012514,128.9909036,-1.58E-06,10.265
145.979982,-66.82517225,129.8652348,-1.83E-06,10.282
146.9798449,-67.31021903,130.7395662,-2.08E-06,10.299
147.9797078,-67.795266,131.6138975,-2.32E-06,10.317
148.9795707,-68.28031232,132.4882292,-2.55E-06,10.334
149.9794336,-68.76535617,133.3625623,-2.77E-06,10.342
150.9792965,-69.25039575,134.2368977,-2.96E-06,10.349
151.9791594,-69.73542921,135.1112365,-3.14E-06,10.354
152.9790222,-70.22045527,135.9855794,-3.28E-06,10.359
153.9788851,-70.70547444,136.8599261,-3.40E-06,10.362
154.978748,-71.19048768,137.7342761,-3.50E-06,10.365
155.9786109,-71.67549591,138.6086289,-3.57E-06,10.367
156.9784738,-72.16050005,139.482984,-3.61E-06,10.367
157.9783367,-72.64550021,140.3573413,-3.61E-06,10.367
158.9781996,-73.13049549,141.2317012,-3.55E-06,10.365
159.9780625,-73.61548496,142.1060645,-3.45E-06,10.363
160.9779254,-74.10046765,142.9804314,-3.30E-06,10.36
161.9777883,-74.58544288,143.8548025,-3.14E-06,10.355
162.9776511,-75.07041155,144.7291773,-3.00E-06,10.35
163.977514,-75.55537529,145.6035547,-2.90E-06,10.344
164.9773769,-76.04033568,146.4779341,-2.85E-06,10.337
165.9772398,-76.52529433,147.3523144,-2.77E-06,10.328
166.9771027,-77.0102522,148.2266951,-2.57E-06,10.319
167.9769656,-77.49520889,149.1010765,-2.13E-06,10.309
168.9768285,-77.98016383,149.9754588,-1.39E-06,10.298
169.9766914,-78.46511645,150.8498425,-4.02E-07,10.286
170.9765543,-78.95006629,151.7242277,6.00E-07,10.272
171.9764172,-79.43501427,152.5986139,1.23E-06,10.258
172.9762801,-79.91996234,153.4730001,9.78E-07,10.243
173.9761429,-80.40491247,154.3473851,-6.91E-07,10.227
174.9760058,-80.88986664,155.2217679,-4.24E-06,10.21
175.9758687,-81.37482593,156.0961478,-9.98E-06,10.192
176.9757316,-81.859788,156.9705262,-1.80E-05,10.173
177.9755945,-82.34474964,157.8449049,-2.83E-05,10.153
178.9754574,-82.82970768,158.7192855,-4.07E-05,10.132
179.9753203,-83.31465908,159.5936698,-5.48E-05,10.11
180.9751832,-83.79960639,160.4680563,-7.03E-05,10.087
181.9750461,-84.2845593,161.3424398,-8.69E-05,10.063
182.974909,-84.76952798,162.2168145,-0.000104269,10.038
183.9747718,-85.25452258,163.091175,-0.000122097,10.012
184.9746347,-85.7395493,163.9655177,-0.000140103,9.969
185.9744976,-86.22458533,164.8398552,-0.000158022,9.912
186.9743605,-86.70959486,165.7142074,-0.000175616,9.856
187.9742234,-87.19454206,166.588594,-0.000192666,9.811
188.9740863,-87.67939129,167.4630345,-0.000208974,9.772
189.9739492,-88.16415408,168.3375227,-0.000224358,9.732
190.9738121,-88.64894808,169.2119937,-0.000238653,9.693
191.973675,-89.1339055,170.0863746,-0.000251711,9.654
192.9735379,-89.61915852,170.9605925,-0.000263397,9.615
193.9734008,-90.10481792,171.8345862,-0.000273595,9.576
194.9732636,-90.59066328,172.7084775,-0.000282206,9.537
195.9731265,-91.0762136,173.5825314,-0.000289147,9.498
196.9729894,-91.56098086,174.457017,-0.000294354,9.458
197.9728523,-92.04447704,175.3322035,-0.000297778,9.419
198.9727152,-92.52634153,176.2082896,-0.000299391,9.38
199.9725781,-93.00676598,177.0851688,-0.000299181,9.34
200.972441,-93.48609173,177.9626522,-0.000297152,9.301
201.9723039,-93.96466012,178.8405506,-0.000293327,9.261
202.9721668,-94.4428104,179.7186762,-0.000287742,9.221
203.9720297,-94.92077195,180.5969024,-0.000280447,9.182
204.9718925,-95.39861082,181.4751937,-0.000271509,9.142
205.9717554,-95.87637984,182.3535222,-0.000261012,9.102
206.9716183,-96.35413182,183.2318597,-0.000249062,9.063
207.9714812,-96.83191512,184.1101806,-0.000235786,9.023
208.9713441,-97.30973774,184.9884806,-0.000221338,8.983
209.971207,-97.78758627,185.8667669,-0.000205888,8.943
210.9710699,-98.26544709,186.7450467,-0.000189614,8.904
211.9709328,-98.7433066,187.6233272,-0.000172688,8.864
212.9707957,-99.22115499,188.5016135,-0.000155272,8.824
213.9706586,-99.69899281,189.3799056,-0.000137532,8.785
214.9705215,-100.1768223,190.258202,-0.000119654,8.745
215.9703843,-100.6546456,191.1365018,-0.000101901,8.705
216.9702472,-101.1324651,192.0148037,-8.46E-05,8.666
217.9701101,-101.6102811,192.8931076,-6.84E-05,8.626
218.969973,-102.0880926,193.7714139,-5.36E-05,8.586
219.9698359,-102.5658985,194.6497232,-4.08E-05,8.55
220.9696988,-103.0436978,195.5280362,-3.03E-05,8.522
221.9695617,-103.5214893,196.4063534,-2.22E-05,8.493
222.9694246,-103.9992721,197.2846753,-1.60E-05,8.464
223.9692875,-104.477045,198.1630026,-1.14E-05,8.433
224.9691504,-104.9548072,199.0413358,-7.38E-06,8.401
225.9690132,-105.4325575,199.9196753,-3.26E-06,8.368
226.9688761,-105.9102963,200.7980212,1.75E-06,8.334
227.968739,-106.3880257,201.6763721,8.21E-06,8.3
228.9686019,-106.8657482,202.5547269,1.65E-05,8.264
229.9684648,-107.343466,203.4330842,2.66E-05,8.227
230.9683277,-107.8211811,204.3114429,3.86E-05,8.19
231.9681906,-108.2988906,205.1898047,5.22E-05,8.151
232.9680535,-108.7765888,206.0681726,6.72E-05,8.112
233.9679164,-109.2542701,206.9465497,8.31E-05,8.071
234.9677793,-109.7319288,207.8249392,9.96E-05,8.03
235.9676422,-110.2095657,208.7033405,0.000116472,7.987
236.967505,-110.6872005,209.5817429,0.000133329,7.944
237.9673679,-111.1648564,210.4601339,0.000149966,7.899
238.9672308,-111.6425564,211.3385008,0.000166183,7.854
239.9670937,-112.1203217,212.2168321,0.000181804,7.808
240.9669566,-112.5981234,213.0951436,0.000196662,7.76
241.9668195,-113.0758824,213.9734783,0.000210598,7.712
242.9666824,-113.553518,214.8518804,0.000223461,7.663
243.9665453,-114.0309491,215.7303938,0.000235113,7.612
244.9664082,-114.5081396,216.6090384,0.000245429,7.561
245.9662711,-114.9853008,217.487699,0.000254303,7.513
246.9661339,-115.4627289,218.3662141,0.00026165,7.469
247.9659968,-115.9407197,219.2444224,0.000267397,7.427
248.9658597,-116.4195678,220.1221635,0.000271491,7.386
249.9657226,-116.8994412,220.9993453,0.000273896,7.345
250.9655855,-117.3802932,221.8759918,0.000274589,7.306
251.9654484,-117.8620563,222.7521384,0.000273566,7.268
252.9653113,-118.344663,223.6278205,0.000270835,7.231
253.9651742,-118.8280373,224.5030784,0.000266425,7.194
254.9650371,-119.3120197,225.3779995,0.000260379,7.162
255.9649,-119.796403,226.2526987,0.000252754,7.18
256.9647629,-120.2809799,227.1272906,0.000243622,7.197
257.9646257,-120.7655428,228.0018904,0.000233069,7.214
258.9644886,-121.2499451,228.876579,0.000221195,7.232
259.9643515,-121.7342116,229.7513428,0.000208118,7.249
260.9642144,-122.2183972,230.6261514,0.000193977,7.267
261.9640773,-122.7025567,231.5009745,0.000178934,7.284
262.9639402,-123.1867432,232.3757827,0.000163176,7.301
263.9638031,-123.6709758,233.2505652,0.000146903,7.319
264.963666,-124.155241,234.1253298,0.000130324,7.336
265.9635289,-124.6395236,235.0000847,0.00011364,7.353
266.9633918,-125.1238085,235.8748384,9.70E-05,7.371
267.9632546,-125.6080829,236.7495978,8.07E-05,7.388
268.9631175,-126.0923465,237.6243632,6.48E-05,7.405
269.9629804,-126.576603,238.4991326,4.96E-05,7.423
270.9628433,-127.0608559,239.3739039,3.56E-05,7.44
271.9627062,-127.545109,240.2486752,2.31E-05,7.457
272.9625691,-128.0293638,241.1234455,1.27E-05,7.475
273.962432,-128.5136183,241.998216,5.07E-06,7.492
274.9622949,-128.9978701,242.872988,9.11E-07,7.509
275.9621578,-129.4821168,243.7477627,1.04E-06,7.527
276.9620207,-129.9663563,244.6225415,6.30E-06,7.544
277.9618836,-130.4505895,245.4973237,1.75E-05,7.561
278.9617464,-130.9348189,246.3721081,3.52E-05,7.579
279.9616093,-131.4190469,247.2468932,5.99E-05,7.596
280.9614722,-131.9032762,248.1216777,9.15E-05,7.614
281.9613351,-132.3875061,248.9964618,0.000129398,7.631
282.961198,-132.871727,249.871251,0.00017282,7.648
283.9610609,-133.3559272,250.7460515,0.000220577,7.666
284.9609238,-133.8400953,251.6208698,0.000271394,7.683
285.9607867,-134.3242206,252.4957115,0.000324063,7.7
286.9606496,-134.8083172,253.3705691,0.000377526,7.718
287.9605125,-135.2924243,254.245421,0.000430922,7.735
288.9603753,-135.7765821,255.120245,0.000483584,7.752
289.9602382,-136.2608312,255.995019,0.000535007,7.77
290.9601011,-136.7451898,256.8697327,0.000584753,7.827
291.959964,-137.2295515,257.7444448,0.000632357,7.901
292.9598269,-137.7137657,258.619238,0.0006772,7.975
293.9596898,-138.1976818,259.4941951,0.000718338,8.049
294.9595527,-138.6811519,260.3693974,0.0007544,8.123
295.9594156,-139.1642681,261.2447942,0.000783643,8.197
296.9592785,-139.6475546,262.1200974,0.000804128,8.271
297.9591414,-140.1315803,262.9949944,0.000813994,8.345
298.9590043,-140.6169145,263.8691721,0.000811831,8.419
299.9588671,-141.1041168,264.7423216,0.000796949,8.492
300.95873,-141.5936517,265.6141706,0.000769452,8.566
301.9585929,-142.0859272,266.484469,0.000730176,8.64
302.9584558,-142.5813508,267.3529668,0.000680459,8.714
303.9583187,-143.0803288,268.2194147,0.000621812,8.783
304.9581816,-143.5828805,269.0837915,0.000555666,8.849
305.9580445,-144.0880575,269.9466463,0.000483261,8.914
306.9579074,-144.5947623,270.8086162,0.000405612,8.978
307.9577703,-145.1018976,271.670338,0.000323584,9.041
308.9576332,-145.6084129,272.5324215,0.000238023,9.103
309.957496,-146.1139936,273.3950481,0.000149815,9.164
310.9573589,-146.6189096,274.2580592,5.99E-05,9.224
311.9572218,-147.1234471,275.1212868,-3.07E-05,9.283
312.9570847,-147.6278923,275.984563,-0.000120969,9.34
313.9569476,-148.1324874,276.8477466,-0.000209927,9.397
314.9568105,-148.6372871,277.7108116,-0.0002966,9.453
315.9566734,-149.1422961,278.5737625,-0.000380043,9.508
316.9565363,-149.6475191,279.436604,-0.000459304,9.562
317.9563992,-150.1529506,280.2993463,-0.000533367,9.615
318.9562621,-150.6580696,281.1622864,-0.000601137,9.667
319.956125,-151.1616079,282.0261364,-0.00066146,9.718
320.9559878,-151.6622384,282.8916414,-0.000713173,9.768
321.9558507,-152.1586344,283.7595461,-0.000755184,9.817
322.9557136,-152.6496345,284.6305021,-0.000786577,9.865
323.9555765,-153.1358169,285.504181,-0.000806697,9.912
324.9554394,-153.6187997,286.3796682,-0.000815226,9.959
325.9553023,-154.1002149,287.2560414,-0.000812255,10.004
326.9551652,-154.5816944,288.1323785,-0.000798339,10.049
327.9550281,-155.0644748,289.0079806,-0.000774479,10.092
328.954891,-155.5484103,289.8829299,-0.000742054,10.135
329.9547539,-156.0330532,290.7574796,-0.000702697,10.177
330.9546168,-156.5179557,291.6318825,-0.000658109,10.217
331.9544796,-157.002678,292.5063872,-0.000609857,10.257
332.9543425,-157.4870314,293.3811003,-0.000559246,10.295
333.9542054,-157.9711204,294.2559628,-0.000507245,10.333
334.9540683,-158.4550662,295.1309062,-0.000454504,10.369
335.9539312,-158.93899,296.005862,-0.000401471,10.405
336.9537941,-159.4229981,296.8807702,-0.000348552,10.44
337.953657,-159.9070973,297.755627,-0.000296236,10.473
338.9535199,-160.3912542,298.6304512,-0.000245165,10.506
339.9533828,-160.8754354,299.5052616,-0.000196193,10.538
340.9532457,-161.3596075,300.3800771,-0.000150368,10.569
341.9531085,-161.8437502,301.2549092,-0.00010886,10.598
342.9529714,-162.3278707,302.1297538,-7.29E-05,10.627
343.9528343,-162.8119792,303.0046052,-4.34E-05,10.655
344.9526972,-163.2960861,303.8794576,-2.11E-05,10.682
345.9525601,-163.7802011,304.7543054,-6.00E-06,10.708
346.952423,-164.264326,305.6291476,2.53E-06,10.732
347.9522859,-164.7484565,306.5039867,5.78E-06,10.756
348.9521488,-165.2325885,307.3788249,5.45E-06,10.779
349.9520117,-165.7167176,308.2536648,3.29E-06,10.801
350.9518746,-166.2008408,309.1285079,7.83E-07,10.822
351.9517375,-166.6849592,310.0033537,-1.13E-06,10.842
352.9516003,-167.1690751,310.8782009,-2.05E-06,10.861
353.9514632,-167.6531908,311.7530482,-2.10E-06,10.879
354.9513261,-168.1373083,312.6278945,-1.63E-06,10.896
355.951189,-168.6214279,313.5027397,-9.77E-07,10.912
356.9510519,-169.1055475,314.3775848,-3.86E-07,10.927
357.9509148,-169.5896648,315.2524312,9.61E-08,10.941
358.9507777,-170.0737776,316.1272801,5.64E-07,10.954
359.9506406,-170.5578838,317.0021326,1.14E-06,10.966
360.9505035,-171.0419848,317.8769881,1.92E-06,10.977
361.9503664,-171.5260828,318.7518452,2.94E-06,10.988
362.9502292,-172.0101804,319.6267025,4.17E-06,10.999
363.9500921,-172.49428,320.5015587,5.54E-06,11.01
364.949955,-172.9783826,321.3764132,6.99E-06,11.021
365.9498179,-173.4624865,322.251267,8.48E-06,11.032
366.9496808,-173.9465893,323.1261215,9.96E-06,11.043
367.9495437,-174.4306889,324.0009777,1.14E-05,11.054
368.9494066,-174.9147831,324.8758368,1.29E-05,11.065
369.9492695,-175.3988743,325.7506977,1.43E-05,11.076
370.9491324,-175.8829678,326.6255573,1.57E-05,11.087
371.9489953,-176.3670691,327.5004126,1.70E-05,11.098
372.9488582,-176.8511837,328.3752605,1.82E-05,11.109
373.948721,-177.3353141,329.2500996,1.93E-05,11.12
374.9485839,-177.8194518,330.1249347,2.03E-05,11.131
375.9484468,-178.3035851,330.9997723,2.11E-05,11.142
376.9483097,-178.7877023,331.8746188,2.18E-05,11.152
377.9481726,-179.2717925,332.7494802,2.24E-05,11.163
378.9480355,-179.7558679,333.6243498,2.28E-05,11.174
379.9478984,-180.2399722,334.4992034,2.31E-05,11.185
380.9477613,-180.724151,335.3740158,2.32E-05,11.196
381.9476242,-181.2084501,336.2487616,2.32E-05,11.207
382.9474871,-181.6929075,337.1234197,2.29E-05,11.218
383.9473499,-182.1775032,337.9980011,2.25E-05,11.229
384.9472128,-182.6621901,338.8725321,2.20E-05,11.24
385.9470757,-183.1469208,339.7470388,2.13E-05,11.251
386.9469386,-183.6316481,340.6215474,2.04E-05,11.262
387.9468015,-184.116341,341.4960751,1.95E-05,11.273
388.9466644,-184.6010066,342.3706179,1.84E-05,11.284
389.9465273,-185.0856574,343.2451688,1.72E-05,11.295
390.9463902,-185.570306,344.119721,1.59E-05,11.305
391.9462531,-186.0549642,344.9942679,1.46E-05,11.316
392.946116,-186.5396343,345.8688082,1.31E-05,11.327
393.9459789,-187.0243107,346.7433449,1.16E-05,11.338
394.9458417,-187.5089876,347.6178814,9.99E-06,11.349
395.9457046,-187.9936592,348.4924209,8.37E-06,11.36
396.9455675,-188.4783208,349.3669659,6.80E-06,11.348
397.9454304,-188.9629732,350.241516,5.35E-06,11.303
398.9452933,-189.4476187,351.1160698,4.07E-06,11.257
399.9451562,-189.9322597,351.9906263,3.01E-06,11.211
400.9450191,-190.4168984,352.865184,2.12E-06,11.166
401.944882,-190.9015354,353.7397426,1.29E-06,11.12
402.9447449,-191.3861695,354.6143028,3.04E-07,11.074
403.9446078,-191.8707991,355.4888655,-1.23E-06,11.029
404.9444706,-192.3554226,356.3634316,-3.90E-06,10.983
405.9443335,-192.8400387,357.2380018,-8.46E-06,10.937
406.9441964,-193.3246475,358.112576,-1.58E-05,10.892
407.9440593,-193.80925,358.9871538,-2.68E-05,10.846
408.9439222,-194.293847,359.8617345,-4.21E-05,10.801
409.9437851,-194.7784395,360.7363179,-6.23E-05,10.755
410.943648,-195.263029,361.6109029,-8.71E-05,10.709
411.9435109,-195.7476189,362.4854877,-0.000116355,10.664
412.9433738,-196.2322125,363.3600703,-0.000149191,10.618
413.9432367,-196.7168134,364.2346489,-0.000184722,10.572
414.9430996,-197.2014245,365.1092216,-0.000222029,10.527
415.9429624,-197.6860389,365.9837925,-0.000260292,10.481
416.9428253,-198.170641,366.8583703,-0.000298839,10.435
417.9426882,-198.655215,367.7329639,-0.000337145,10.398
418.9425511,-199.1397451,368.6075822,-0.000374773,10.381
419.942414,-199.6242265,369.482228,-0.000411314,10.364
420.9422769,-200.1087068,370.3568744,-0.000446372,10.349
421.9421398,-200.5932488,371.231486,-0.000479554,10.335
422.9420027,-201.0779152,372.1060276,-0.000510483,10.322
423.9418656,-201.5627667,372.9804648,-0.000538819,10.31
424.9417285,-202.0477508,373.8548273,-0.000564274,10.298
425.9415913,-202.5326437,374.7292411,-0.000586599,10.288
426.9414542,-203.0172078,375.6038401,-0.000605587,10.279
427.9413171,-203.5012051,376.4787585,-0.000621037,10.27
428.94118,-203.98438,377.3541389,-0.000632753,10.263
429.9410429,-204.4663091,378.2302078,-0.000640553,10.257
430.9409058,-204.9464761,379.1072379,-0.000644298,10.251
431.9407687,-205.4243638,379.9855021,-0.00064395,10.247
432.9406316,-205.8994552,380.8652734,-0.000639638,10.257
433.9404945,-206.3715254,381.7466689,-0.000631639,10.265
434.9403574,-206.841274,382.6293119,-0.000620304,10.272
435.9402203,-207.3095823,383.5127286,-0.000605931,10.279
436.9400831,-207.7773319,384.3964453,-0.00058857,10.284
437.939946,-208.2453883,385.2799968,-0.000567893,10.288
438.9398089,-208.7141248,386.1631825,-0.000543214,10.292
439.9396718,-209.1833451,387.0461079,-0.000513604,10.294
440.9395347,-209.6528214,387.9288956,-0.000478124,10.296
441.9393976,-210.1223255,388.8116683,-0.000436111,10.296
442.9392605,-210.5916583,389.694533,-0.000387395,10.296
443.9391234,-211.0608111,390.5774945,-0.000332364,10.295
444.9389863,-211.5298518,391.4605162,-0.000271926,10.292
445.9388492,-211.998849,392.3435612,-0.000207358,10.289
446.938712,-212.4678707,393.226593,-0.000140089,10.285
447.9385749,-212.9369527,394.1095923,-7.15E-05,10.28
448.9384378,-213.4060641,394.9925758,-3.06E-06,10.274
449.9383007,-213.8751656,395.8755646,6.41E-05,10.267
450.9381636,-214.3442179,396.75858,0.000128967,10.259
451.9380265,-214.8131869,397.6416402,0.00019035,10.25
452.9378894,-215.2821096,398.5247255,0.000247334,10.24
453.9377523,-215.7510748,399.4077877,0.000299082,10.229
454.9376152,-216.2201723,400.2907785,0.00034495,10.217
455.9374781,-216.6894921,401.1736491,0.000384586,10.204
456.937341,-217.1590536,402.0563893,0.000417982,10.19
457.9372038,-217.6286039,402.9391355,0.000445479,10.175
458.9370667,-218.0978245,403.8220597,0.00046771,10.16
459.9369296,-218.5663969,404.7053339,0.000485503,10.143
460.9367925,-219.0340198,405.5891208,0.00049971,10.125
461.9366554,-219.501035,406.473236,0.000511061,10.107
462.9365183,-219.9686075,407.3570504,0.000520056,10.087
463.9363812,-220.4379562,408.2399061,0.000526896,10.067
464.9362441,-220.9103001,409.1211451,0.000531492,10.045
465.936107,-221.3866243,410.0002354,0.000533565,10.023
466.9359699,-221.8663811,410.8774724,0.000532746,10.001
