s,x,y,kappa,altitude (m),altitude_smooth,gradient_rad,gradient_deg
1874.74292,934.4981769,123.0393948,-0.008050225,10.591,10.552777085383923,0.019596191354127337,1.12277905912225
1875.742783,935.0492714,122.2074355,-0.007754801,10.611,10.572230740852351,0.019296396217960473,1.1056020631013388
1876.742645,935.5692845,121.3525961,-0.007453622,10.63,10.591369361386118,0.018966384376745384,1.0866937774103729
1877.742508,936.074253,120.4867073,-0.007153749,10.648,10.61016284231831,0.018606304014788893,1.0660626923847227
1878.742371,936.5801653,119.6215633,-0.006862302,10.666,10.628581165562096,0.01821624756401114,1.0437141039833053
1879.742234,937.0969322,118.7644623,-0.006584289,10.685,10.646594375995933,0.017796318129931845,1.0196539197172445
1880.742097,937.6225542,117.91389,-0.006320688,10.703,10.664172683094046,0.017346633061706848,0.9938888631978997
1881.74196,938.1536481,117.0673084,-0.006067655,10.722,10.681286368884248,0.016867334254244346,0.9664270644046449
1882.741823,938.6868307,116.2221797,-0.005817053,10.742,10.69790592912811,0.016358670283850945,0.9372827657107355
1883.741686,939.2188701,115.3760864,-0.00555853,10.761,10.714002145542086,0.015820957510709503,0.9064740932194554
1884.741549,939.7483595,114.528065,-0.005282328,10.78,10.729546149128685,0.015254636050049581,0.8740262636759578
1885.741411,940.2751028,113.6781167,-0.004981929,10.798,10.744509589054557,0.0146602502696163,0.8399704670545411
1886.741274,940.7989258,112.8262599,-0.004655524,10.817,10.758864718540213,0.014038482568243018,0.8043458019283016
1887.741137,941.3196541,111.9725131,-0.004306125,10.836,10.772584551999525,0.013390192443298315,0.7672015138689613
1888.741,941.8371385,111.1168804,-0.00394011,10.854,10.785643034959408,0.012716391539685363,0.728595565859838
1889.740863,942.3513032,110.2593233,-0.003564837,10.873,10.798015221571546,0.012018264729219852,0.6885958460552346
1890.740726,942.8620861,109.3997956,-0.003187111,10.891,10.809677428589875,0.011297177797987976,0.647280608233608
1891.740589,943.3694252,108.5382512,-0.002812641,10.909,10.820607442868965,0.010554669874646937,0.6047380379711431
1892.740452,943.8733108,107.6746752,-0.002446827,10.927,10.830784660154741,0.009792460401352994,0.5610666520465107
1893.740315,944.3743249,106.8094073,-0.00209649,10.945,10.840190306490008,0.009012445803192087,0.516375107613298
1894.740177,944.8734215,105.9430102,-0.001770569,10.963,10.84880756130629,0.008216613346414128,0.4707772666403934
1895.74004,945.3715603,105.0760498,-0.001479533,10.981,10.85662164339066,0.007407063778572947,0.42439349309645397
1896.739903,945.8696995,104.2090914,-0.001233221,10.999,10.863619930220485,0.006586004006168846,0.37735023340972706
1897.739766,946.3684681,103.3425056,-0.001037644,11.016,10.869792037262366,0.005755695047964231,0.32977703441269834
1898.739629,946.8677538,102.476226,-0.000892763,11.034,10.875129870356782,0.004918416624744635,0.28180451448484717
1899.739492,947.3673432,101.6101261,-0.000791884,11.052,10.879627602175962,0.004076429171139991,0.23356218699033388
1900.739355,947.8670226,100.7440796,-0.000722865,11.042,10.883281656911011,0.003231930750128944,0.18517599166093873
1901.739218,948.3665879,99.87796551,-0.000671111,11.031,10.886090600630027,0.0023870268703930805,0.13676656525784486
1902.739081,948.8659779,99.01174778,-0.000623185,11.021,10.88805506567257,0.0015436876851582823,0.08844678924588939
1903.738943,949.3652448,98.1454573,-0.000569784,11.011,10.889177553938271,0.0007036964467670114,0.04031883645810216
1904.738806,949.8644438,97.27912679,-0.000507195,11.001,10.889462265281857,-0.00013134289689689261,-0.007525393661213864
1905.738669,950.3636302,96.41278898,-0.000437147,10.991,10.888914904130921,-0.0009600643084372778,-0.05500763293460213
1906.738532,950.8628485,95.54647022,-0.000364772,10.981,10.887542399132741,-0.0017813503602143556,-0.10206385747439149
1907.738395,951.3620981,94.68017015,-0.000295993,10.971,10.885352687732604,-0.0025943479342737364,-0.14864518722236858
1908.738258,951.8613667,93.81388138,-0.000235909,10.961,10.882354402476007,-0.003398489221737062,-0.19471908912623345
1909.738121,952.3606418,92.9475965,-0.000187778,10.95,10.878556614310888,-0.004193485166776918,-0.24026900150703154
1910.737984,952.8599112,92.0813082,-0.000152974,10.94,10.873968532001266,-0.004979349166366047,-0.2852956919547593
1911.737847,953.3591678,91.21501226,-0.000131636,10.93,10.868599198025237,-0.005756320237058527,-0.3298128551091991
1912.737709,953.8584115,90.34870883,-0.000122992,10.92,10.862457347373045,-0.00652484684771592,-0.3738461863433616
1913.737572,954.357643,89.48239832,-0.00012569,10.91,10.855551113494071,-0.007285612461978281,-0.41743484523927243
1914.737435,954.8568627,88.61608118,-0.00013811,10.9,10.847887860922487,-0.008039475466919433,-0.46062801375345036
1915.737298,955.3560725,87.74975855,-0.000158513,10.89,10.839474019003847,-0.008787407354425724,-0.5034813542708143
1916.737161,955.8552843,86.8834372,-0.000185111,10.879,10.830315001644147,-0.009530465241148466,-0.5460554351139375
1917.737024,956.3545152,86.01712668,-0.000216148,10.869,10.82041512282716,-0.01026974090481442,-0.5884128105387296
1918.736887,956.8537822,85.15083654,-0.00024991,10.859,10.809777611728856,-0.011006306961877004,-0.6306149369410078
1919.73675,957.3531022,84.2845763,-0.000284721,10.849,10.798404635849728,-0.011741171357041702,-0.672719565298379
1920.736613,957.852471,83.41834346,-0.000319021,10.839,10.786297407130453,-0.01247522295646875,-0.7147776238903766
1921.736476,958.351831,82.55210578,-0.000351515,10.829,10.773456313888792,-0.01320919079667768,-0.7568308834326806
1922.736338,958.8511169,81.68582645,-0.000381344,10.819,10.759881121651569,-0.013943540951454786,-0.7989060479861875
1923.736201,959.3502633,80.8194687,-0.000408278,10.809,10.745571259277085,-0.014678512593459224,-0.8410168211348419
1924.736064,959.8492136,79.95300082,-0.000432796,10.798,10.730526010075112,-0.01541409520417372,-0.8831626002119971
1925.735927,960.3480737,79.08648227,-0.000455993,10.788,10.71474485089886,-0.016149923877981434,-0.9253224776658877
1926.73579,960.8470889,78.22005114,-0.000479383,10.778,10.69822777934084,-0.016885311486931034,-0.9674570839649167
1927.735653,961.3465093,77.35384811,-0.000504636,10.768,10.680975645084441,-0.01761921781080954,-1.0095068188811165
1928.735516,961.846585,76.48801386,-0.000533254,10.758,10.662990524995516,-0.01835026565052002,-1.0513927747186833
1929.735379,962.347367,75.62257668,-0.000566345,10.748,10.644276022348206,-0.019076755383617947,-1.0930175702847802
1930.735242,962.8479748,74.75703873,-0.000604491,10.738,10.62483761291136,-0.019796675697377242,-1.1342659658489218
1931.735104,963.3472554,73.89074837,-0.000647715,10.728,10.604682942617695,-0.020507703828201388,-1.175004876860221
1932.734967,963.8440559,73.02305394,-0.000695542,10.717,10.583822094802635,-0.021207297655215736,-1.2150886505215486
1933.73483,964.3372346,72.15331012,-0.000747149,10.707,10.562267799186676,-0.02189274688328705,-1.254361998360535
1934.734693,964.8264837,71.28134304,-0.000801499,10.696,10.540035603914896,-0.02256116237276664,-1.2926593848688865
1935.734556,965.3128894,70.40776702,-0.000857433,10.676,10.517143999844235,-0.023209594430731555,-1.3298118050912586
1936.734419,965.7976709,69.53327136,-0.000913764,10.636,10.493614438716925,-0.023835063226484616,-1.3656485273050392
1937.734282,966.2820469,68.65854536,-0.000969344,10.597,10.4694713760881,-0.024434604162998082,-1.3999996926125815
1938.734145,966.7671556,67.78423267,-0.00102311,10.558,10.444742198696948,-0.025005344333964997,-1.4327006956075607
1939.734008,967.2531905,66.91044398,-0.001074129,10.519,10.41945711435675,-0.02554457496382772,-1.4635963348828758
1940.73387,967.7397337,66.036945,-0.001121627,10.48,10.39364895983342,-0.026049766150546327,-1.4925416577290576
1941.733733,968.2263568,65.1634956,-0.001164994,10.441,10.367352959416465,-0.026518696621897188,-1.5194093946225422
1942.733596,968.7126317,64.2898557,-0.001203761,10.402,10.340606398223386,-0.0269495157176043,-1.5440935105402025
1943.733459,969.1983201,63.41589044,-0.001237593,10.363,10.313448261613422,-0.027340546884860064,-1.566497946082032
1944.733322,969.6838186,62.54181703,-0.001266301,10.323,10.285919168749404,-0.027690617897373464,-1.5865555376289213
1945.733185,970.1696567,61.66792619,-0.00128988,10.284,10.258060455749069,-0.02799916683637254,-1.6042340896068077
1946.733048,970.6563636,60.79450866,-0.001308571,10.245,10.22991387090326,-0.028266009645229764,-1.6195230563477427
1947.732911,971.1444347,59.92183654,-0.001322838,10.206,10.20152112285041,-0.028491405732039114,-1.632437300840683
1948.732774,971.6333872,59.049647,-0.001333258,10.167,10.172923444396401,-0.0286760917534826,-1.6430190304044574
1949.732636,972.1216376,58.17707527,-0.001340354,10.128,10.144161101676154,-0.028821235864880192,-1.651335175408716
1950.732499,972.6075441,57.30322452,-0.001344279,10.089,10.115272934895165,-0.02892847953999364,-1.6574797853721888
1951.732362,973.0894644,56.42719791,-0.001344589,10.05,10.086295926474678,-0.028999909917443046,-1.661572444529066
1952.732225,973.5659734,55.54821839,-0.001340384,10.01,10.057264798610621,-0.029037964229229548,-1.6637527959867076
1953.732088,974.0372644,54.66640293,-0.001330715,9.974,10.028211627875248,-0.02904545161423393,-1.6641817915470483
1954.731951,974.5042623,53.78227271,-0.001315234,9.943,9.999165514657319,-0.02902549583856515,-1.6630384098243174
1955.731814,974.9678957,52.89635087,-0.001295025,9.913,9.970152283667492,-0.028981478005137725,-1.6605163737456161
1956.731677,975.429093,52.00916051,-0.00127295,9.883,9.941194268142747,-0.02891697785392821,-1.6568207873033551
1957.73154,975.888667,51.12115337,-0.001253448,9.854,9.912310127937662,-0.02883573998291126,-1.6521662001574557
1958.731402,976.347096,50.23257446,-0.001241961,9.826,9.883514730275818,-0.02874154459987862,-1.6467692022600673
1959.731265,976.8047976,49.34363156,-0.00124408,9.799,9.854819111133652,-0.02863821666123358,-1.6408489474699197
1960.731128,977.2621897,48.45453244,-0.001264529,9.773,9.826230482458396,-0.028529475616154067,-1.6346185445270218
1961.730991,977.7196807,47.56548029,-0.001306325,9.747,9.797752493374785,-0.02841902106640985,-1.6282899649986604
1962.730854,978.177431,46.67655524,-0.001370313,9.723,9.769384922716304,-0.02831053966494315,-1.622074438538954
1963.730717,978.6353304,45.78770339,-0.001454715,9.7,9.74112404134144,-0.028207402721301112,-1.6161651269563868
1964.73058,979.0932552,44.89886408,-0.001554754,9.677,9.712962881100085,-0.028112734074053437,-1.6107410130168822
1965.730443,979.5510817,44.00997666,-0.001663507,9.656,9.684891461281955,-0.028029388984960827,-1.6059656911687339
1966.730306,980.0086914,43.12098232,-0.001773377,9.635,9.656897099782631,-0.027959911822217475,-1.6019849429709963
1967.730168,980.4659978,42.23183364,-0.001878479,9.616,9.62896475216106,-0.027906456061602008,-1.5989221534970683
1968.730031,980.9229268,41.34248755,-0.001977857,9.597,9.601077370933673,-0.02787083373550653,-1.5968811445553586
1969.729894,981.3794042,40.45290099,-0.002077067,9.579,9.573216285723651,-0.027854498485364743,-1.5959452036649437
1970.729757,981.8353499,39.56302821,-0.002187852,9.56,9.545361595893375,-0.02785847686223997,-1.5961731478692067
1971.72962,982.29051,38.67274547,-0.002325878,9.535,9.517492548843016,-0.027883407424105347,-1.5976015638449828
1972.729483,982.744434,37.78184091,-0.002506739,9.51,9.48958796597363,-0.027929526211924443,-1.6002439757432763
1973.729346,983.1966612,36.89009796,-0.002742085,9.485,9.461626622124761,-0.027996678746062424,-1.6040915325329907
1974.729209,983.6467309,35.99730011,-0.003036731,9.459,9.433587647528622,-0.028084327844859654,-1.6091134559721971
1975.729072,984.0946755,35.10346639,-0.003388135,9.433,9.405450891612828,-0.028191469185877747,-1.6152522026239058
1976.728934,984.5421273,34.20938023,-0.003787895,9.408,9.377197522167327,-0.02831680823311665,-1.6224336010388858
1977.728797,984.9910431,33.31597979,-0.004224883,9.382,9.348809922430537,-0.028458893899476253,-1.630574510050595
1978.72866,985.4433792,32.42420326,-0.00468903,9.357,9.320272163162052,-0.028615915502923008,-1.6395711852204709
1979.728523,985.9009367,31.53491473,-0.005173416,9.332,9.291570307386184,-0.02878577873836658,-1.6493036317058247
1980.728386,986.3615504,30.64708966,-0.005675363,9.308,9.262692588227312,-0.028966198045941305,-1.6596408965725291
1981.728249,986.8188604,29.7577059,-0.006195822,9.283,9.233629642268685,-0.029154717411499817,-1.6704422605755158
1982.728112,987.2663052,28.86364546,-0.006737369,9.257,9.204374617483118,-0.02934876456698225,-1.681560343611178
1983.727975,987.6973247,27.96179078,-0.007302517,9.23,9.174923298158756,-0.029545678695909298,-1.692842692125193
1984.727838,988.107603,27.05014645,-0.007891566,9.2,9.145274157414038,-0.02974276598273436,-1.7041349618559531
1985.727701,988.49989,26.13024917,-0.008500907,9.169,9.11542837096841,-0.029937357668177463,-1.7152842441601803
1986.727563,988.8783222,25.20432885,-0.00912288,9.136,9.085389783417417,-0.030126786983183527,-1.726137744426082
1987.727426,989.2470361,24.27461544,-0.009746709,9.102,9.05516484857294,-0.030308496842979517,-1.736548952488306
1988.727289,989.6102526,23.34329706,-0.010360792,9.068,9.024762528956643,-0.030480090020604086,-1.7463805173594324
1989.727152,989.972972,22.41217622,-0.010955858,9.034,8.994194137580662,-0.030639282626725037,-1.7555015818198516
1990.727015,990.3406155,21.48284711,-0.01152718,9.0,8.963473178887588,-0.030783984962760948,-1.763792414960393
