Timestamp,Voltage,Current,Power,Energy
190,53.63,0,0,0
923,53.92,0,0,0
1689,53.94,0,0,0
2423,53.95,0,0,0
3173,53.97,0,0,0
3939,53.97,0,0,0
4689,53.97,0,0,0
5439,53.97,0,0,0
6189,53.97,0,0,0
6939,53.98,0,0,0
7673,53.98,0,0,0
8439,53.98,0,0,0
9189,53.98,0,0,0
9939,53.98,0,0,0
10689,53.98,0,0,0
11439,53.98,0,0,0
12189,53.98,0,0,0
12939,53.98,0,0,0
13689,53.98,0,0,0
14439,53.98,0,0,0
15189,53.98,0,0,0
15939,53.98,0,0,0
16689,53.98,0,0,0
17439,53.98,0,0,0
18173,53.98,0,0,0
18939,53.98,0,0,0
19689,53.98,0,0,0
20439,53.98,0,0,0
21189,53.98,0,0,0
21939,53.98,0,0,0
22689,53.98,0,0,0
23439,53.98,0,0,0
24189,53.98,0,0,0
24923,53.98,0,0,0
25689,53.98,0,0,0
26439,53.98,0,0,0
27189,53.98,0,0,0
27923,53.98,0,0,0
28689,53.98,0,0,0
29423,53.98,0,0,0
30189,53.98,0,0,0
30939,53.98,0,0,0
31673,53.98,0,0,0
32423,53.98,0,0,0
33173,53.98,0,0,0
33939,53.98,0,0,0
34673,53.98,0,0,0
35423,53.98,0,0,0
36189,53.98,0,0,0
36923,53.98,0,0,0
37673,53.98,0,0,0
38423,53.98,0,0,0
39173,53.98,0,0,0
39923,53.98,0,0,0
40673,53.98,0,0,0
41439,53.98,0,0,0
42173,53.98,0,0,0
42939,53.98,0,0,0
43689,53.98,0,0,0
44439,53.98,0,0,0
45189,53.98,0,0,0
45923,53.98,0,0,0
46689,53.98,0,0,0
47439,53.98,0,0,0
48189,53.98,0,0,0
48939,53.98,0,0,0
49689,53.98,0,0,0
50423,53.99,0,0,0
51189,53.99,0,0,0
51923,53.98,0,0,0
52689,53.98,0,0,0
53423,53.99,0,0,0
54173,53.98,0,0,0
54939,53.98,0,0,0
55673,53.99,0,0,0
56423,53.98,0,0,0
57189,53.98,0,0,0
57923,53.99,0,0,0
58673,53.98,0,0,0
59439,53.98,0,0,0
60189,53.98,0,0,0
60939,53.99,0,0,0
61689,53.99,0,0,0
62439,53.99,0,0,0
63173,53.99,0,0,0
63939,53.99,0,0,0
64689,53.99,0,0,0
65439,53.99,0,0,0
66173,53.99,0,0,0
66923,53.99,0,0,0
67673,53.99,0,0,0
68439,53.98,0,0,0
69189,53.99,0,0,0
69939,53.99,0,0,0
70689,53.99,0,0,0
71423,53.99,0,0,0
72173,53.99,0,0,0
72939,53.99,0,0,0
73689,53.99,0,0,0
74439,53.99,0,0,0
75189,53.99,0,0,0
75939,53.99,0,0,0
76673,53.99,0,0,0
77439,53.99,0,0,0
78173,53.99,0,0,0
78923,53.99,0,0,0
79673,53.99,0,0,0
80423,53.99,0,0,0
81173,53.99,0,0,0
81939,53.99,0,0,0
82689,53.99,0,0,0
83439,53.99,0,0,0
84189,53.99,0,0,0
84939,53.99,0,0,0
85689,53.99,0,0,0
86439,53.99,0,0,0
87189,53.99,0,0,0
87923,53.99,0,0,0
88673,53.99,0,0,0
89439,53.99,0,0,0
90189,53.99,0,0,0
90939,53.99,0,0,0
91689,53.99,0,0,0
92423,53.99,0,0,0
93189,53.99,0,0,0
93923,53.99,0,0,0
94689,53.99,0,0,0
95423,53.99,0,0,0
96189,53.99,0,0,0
96939,53.99,0,0,0
97689,53.99,0,0,0
98439,53.99,0,0,0
99173,53.99,0,0,0
99939,53.99,0,0,0
100689,53.99,0,0,0
101439,53.99,0,0,0
102173,53.99,0,0,0
102939,53.99,0,0,0
103673,53.99,0,0,0
104439,53.99,0,0,0
105189,53.99,0,0,0
105939,53.99,0,0,0
106689,53.99,0,0,0
107423,53.99,0,0,0
108189,53.99,0,0,0
108939,53.99,0,0,0
109689,53.99,0,0,0
110439,53.99,0,0,0
111173,53.99,0,0,0
111939,53.99,0,0,0
112689,53.99,0,0,0
113423,53.99,0,0,0
114189,53.99,0,0,0
114939,53.99,0,0,0
115689,53.99,0,0,0
116423,53.99,0,0,0
117189,53.99,0,0,0
117939,53.99,0,0,0
118689,53.99,0,0,0
119439,53.99,0,0,0
120189,53.99,0,0,0
120923,53.99,0,0,0
121689,53.99,0,0,0
122439,53.99,0,0,0
123173,53.99,0,0,0
123939,53.99,0,0,0
124689,53.99,0,0,0
125423,53.99,0,0,0
126189,53.99,0,0,0
126939,53.99,0,0,0
127689,53.99,0,0,0
128439,53.99,0,0,0
129173,53.99,0,0,0
129923,53.99,0,0,0
130673,53.99,0,0,0
131439,53.99,0,0,0
132189,53.99,0,0,0
132939,53.99,0,0,0
133673,53.99,0,0,0
134439,53.99,0,0,0
135189,53.99,0,0,0
135923,53.99,0,0,0
136673,53.99,0,0,0
137423,53.99,0,0,0
138189,53.99,0,0,0
138939,53.99,0,0,0
139689,53.99,0,0,0
140423,53.99,0,0,0
141189,53.99,0,0,0
141939,53.99,0,0,0
142673,53.99,0,0,0
143439,53.99,0,0,0
144189,53.99,0,0,0
