s,x,y,kappa,altitude (m)
165.9828512,-165.9125187,-6.138774329,-0.000493518,5.629
166.9827479,-166.9109411,-6.193044185,-0.000470189,5.586
167.9826446,-167.9093766,-6.247085048,-0.000444376,5.543
168.9825413,-168.9078142,-6.301090159,-0.000416351,5.5
169.982438,-169.9062472,-6.35517608,-0.000386417,5.457
170.9823347,-170.904679,-6.40927974,-0.000354911,5.414
171.9822314,-171.9031146,-6.463312627,-0.000322206,5.372
172.982128,-172.9015566,-6.517227206,-0.000288707,5.329
173.9820247,-173.9000031,-6.571062127,-0.000254848,5.287
174.9819214,-174.8984511,-6.624866734,-0.000221079,5.244
175.9818181,-175.8968993,-6.678668285,-0.00018788,5.154
176.9817148,-176.8953484,-6.732452252,-0.000155789,5.064
177.9816115,-177.8937995,-6.786199613,-0.000125416,4.974
178.9815082,-178.892253,-6.839903358,-9.74E-05,4.885
179.9814049,-179.8907081,-6.893576954,-7.26E-05,4.796
180.9813016,-180.889164,-6.9472358,-5.15E-05,4.707
181.9811983,-181.88762,-7.000891611,-3.47E-05,4.619
182.981095,-182.8860759,-7.054550434,-2.24E-05,4.531
183.9809917,-183.8845313,-7.108217783,-1.44E-05,4.443
184.9808884,-184.8829861,-7.161896926,-9.81E-06,4.356
185.9807851,-185.8814402,-7.215588007,-7.61E-06,4.269
186.9806818,-186.8798937,-7.269290864,-6.74E-06,4.182
187.9805785,-187.8783467,-7.323002612,-6.20E-06,4.096
188.9804752,-188.8767996,-7.376716946,-5.23E-06,4.01
189.9803718,-189.8752527,-7.43042761,-3.34E-06,3.924
190.9802685,-190.8737059,-7.484136135,-3.39E-07,3.839
191.9801652,-191.8721587,-7.537852885,3.70E-06,3.754
192.9800619,-192.8706104,-7.591588103,8.67E-06,3.669
193.9799586,-193.8690614,-7.645337645,1.44E-05,3.585
194.9798553,-194.8675127,-7.699082604,2.09E-05,3.501
195.979752,-195.8659652,-7.752804194,2.80E-05,3.418
196.9796487,-196.8644191,-7.806499699,3.55E-05,3.334
197.9795454,-197.8628737,-7.860181316,4.32E-05,3.251
198.9794421,-198.8613284,-7.913861248,5.09E-05,3.169
199.9793388,-199.8597831,-7.967542078,5.86E-05,3.086
200.9792355,-200.8582381,-8.021218315,6.61E-05,3.005
201.9791322,-201.8566935,-8.074884759,7.34E-05,2.923
202.9790289,-202.8551494,-8.128544121,8.03E-05,2.842
203.9789256,-203.8536051,-8.18220512,8.69E-05,2.761
204.9788223,-204.8520603,-8.235876527,9.29E-05,2.68
205.9787189,-205.8505146,-8.289565885,9.84E-05,2.594
206.9786156,-206.8489675,-8.34327989,0.000103344,2.486
207.9785123,-207.8474188,-8.39702235,0.000107671,2.378
208.978409,-208.8458702,-8.450765465,0.000111375,2.269
209.9783057,-209.844324,-8.504461874,0.000114432,2.16
210.9782024,-210.842782,-8.558082581,0.000116817,2.051
211.9780991,-211.8412359,-8.611777896,0.00011851,1.941
212.9779958,-212.8396723,-8.665798163,0.000119503,1.831
213.9778925,-213.8380782,-8.72038156,0.000119795,1.721
214.9777892,-214.8364463,-8.775655563,0.000119395,1.61
215.9776859,-215.8347716,-8.83169257,0.000118312,1.499
216.9775826,-216.8330517,-8.888525306,0.000116553,1.388
217.9774793,-217.8313008,-8.945903637,0.00011413,1.276
218.977376,-218.8295401,-9.003453498,0.000111053,1.164
219.9772727,-219.8277883,-9.060846692,0.00010734,1.052
220.9771694,-220.8260475,-9.118047405,0.000103012,0.939
221.9770661,-221.8243133,-9.175133419,9.81E-05,0.826
222.9769627,-222.8225816,-9.23217485,9.26E-05,0.712
223.9768594,-223.820851,-9.289197511,8.67E-05,0.599
224.9767561,-224.8191209,-9.346211816,8.04E-05,0.484
225.9766528,-225.8173911,-9.403221618,7.37E-05,0.37
226.9765495,-226.8156631,-9.460198195,6.68E-05,0.255
227.9764462,-227.8139393,-9.517102719,5.97E-05,0.14
228.9763429,-228.8122209,-9.573911254,5.24E-05,0.024
229.9762396,-229.8105056,-9.630665808,4.51E-05,-0.092
230.9761363,-230.8087899,-9.68742663,3.82E-05,-0.208
231.976033,-231.8070712,-9.744240625,3.18E-05,-0.325
232.9759297,-232.8053498,-9.801102093,2.61E-05,-0.442
233.9758264,-233.8036268,-9.857992373,2.08E-05,-0.559
234.9757231,-234.801903,-9.914896,1.53E-05,-0.677
235.9756198,-235.8001787,-9.971808739,8.98E-06,-0.795
236.9755165,-236.7984539,-10.02872882,7.02E-07,-0.875
237.9754132,-237.7967286,-10.08565978,-1.04E-05,-0.901
238.9753098,-238.7950015,-10.1426218,-2.52E-05,-0.927
239.9752065,-239.7932712,-10.19963828,-4.39E-05,-0.953
240.9751032,-240.7915374,-10.25671774,-6.66E-05,-0.979
241.9749999,-241.7898018,-10.31382704,-9.28E-05,-1.006
242.9748966,-242.7880669,-10.37092586,-0.000122272,-1.033
243.9747933,-243.786334,-10.42798903,-0.00015438,-1.06
244.97469,-244.7846024,-10.48502937,-0.000188482,-1.087
245.9745867,-245.782871,-10.54206545,-0.000223884,-1.115
