0,53.11,0,0,0,0
0.75,51.31,7.92,406.45,0.07,1
1.483,51.68,5.65,292.23,0.4,1
2.233,52.19,3.38,176.48,0.55,1
3,52.16,3.44,179.18,0.71,1
3.733,51.95,4.49,233,0.87,1
4.5,51.72,5.41,279.62,1.06,1
5.25,51.76,4.97,257.39,1.28,1
6,51.87,4.53,234.82,1.46,1
6.75,52.06,3.63,188.81,1.6,1
7.5,51.88,4.42,229.13,1.8,1
8.25,51.77,4.9,253.79,1.97,1
9,50.74,9.46,480.21,2.2,1
9.75,51.23,6.86,351.67,2.52,1
10.483,51.67,4.57,236.09,2.73,1
11.25,52.79,0,0,2.81,0
12,52.85,0,0,2.81,0
12.75,52.88,0,0,2.81,0
13.5,52.9,0,0,2.81,0
14.25,52.92,0,0,2.81,0
15,52.93,0,0,2.81,0
15.733,52.95,0,0,2.81,0
16.5,52.96,0,0,2.81,0
17.25,52.97,0,0,2.81,0
18,52.97,0,0,2.81,0
18.733,52.98,0,0,2.81,0
19.483,52.98,0,0,2.81,0
20.233,52.99,0,0,2.81,0
20.983,53,0,0,2.81,0
21.75,53,0,0,2.81,0
22.501,53,0,0,2.81,0
23.233,53.01,0,0,2.81,0
24.001,53.01,0,0,2.81,0
24.75,53.02,0,0,2.81,0
25.483,53.02,0,0,2.81,0
26.25,53.02,0,0,2.81,0
27.001,53.02,0,0,2.81,0
27.75,53.02,0,0,2.81,0
28.483,53.03,0,0,2.81,0
29.25,53.03,0,0,2.81,0
30.001,53.03,0,0,2.81,0
30.733,53.03,0,0,2.81,0
31.483,53.03,0,0,2.81,0
32.25,53.03,0,0,2.81,0
32.983,53.04,0,0,2.81,0
33.75,53.04,0,0,2.81,0
34.483,53.04,0,0,2.81,0
35.25,53.04,0,0,2.81,0
36.001,53.04,0,0,2.81,0
36.75,53.04,0,0,2.81,0
37.501,53.04,0,0,2.81,0
38.233,53.04,0,0,2.81,0
38.983,53.04,0,0,2.81,0
39.733,53.05,0,0,2.81,0
40.483,53.05,0,0,2.81,0
41.233,53.05,0,0,2.81,0
41.983,53.05,0,0,2.81,0
42.733,53.05,0,0,2.81,0
43.501,53.05,0,0,2.81,0
44.25,53.05,0,0,2.81,0
45.001,53.05,0,0,2.81,0
45.75,53.05,0,0,2.81,0
46.501,53.05,0,0,2.81,0
47.233,53.05,0,0,2.81,0
48.001,53.05,0,0,2.81,0
48.733,53.05,0,0,2.81,0
49.501,53.05,0,0,2.81,0
50.233,53.05,0,0,2.81,0
50.983,53.05,0,0,2.81,0
51.733,53.05,0,0,2.81,0
52.483,53.05,0,0,2.81,0
53.233,53.06,0,0,2.81,0
54.001,53.06,0,0,2.81,0
54.733,53.06,0,0,2.81,0
55.483,53.06,0,0,2.81,0
56.233,53.06,0,0,2.81,0
57.001,53.06,0,0,2.81,0
57.75,53.06,0,0,2.81,0
58.483,53.06,0,0,2.81,0
59.233,53.06,0,0,2.81,0
59.983,53.06,0,0,2.81,0
60.733,53.06,0,0,2.81,0
61.501,53.06,0,0,2.81,0
62.233,53.06,0,0,2.81,0
62.983,53.06,0,0,2.81,0
63.75,53.06,0,0,2.81,0
64.501,53.06,0,0,2.81,0
65.25,48.86,17.76,868,3.43,1
65.983,50.24,11.23,563.92,3.94,1
66.75,51.23,6.65,340.66,4.28,1
67.483,51.78,4.31,222.99,4.47,1
68.25,52.79,0,0,4.52,0
68.983,52.84,0,0,4.52,0
69.733,52.87,0,0,4.52,0
70.483,52.89,0,0,4.52,0
71.25,52.91,0,0,4.52,0
71.983,52.92,0,0,4.52,0
72.733,52.94,0,0,4.52,0
73.483,52.94,0,0,4.52,0
74.233,52.95,0,0,4.52,0
75.001,52.96,0,0,4.52,0
75.733,52.97,0,0,4.52,0
76.501,52.97,0,0,4.52,0
77.25,52.98,0,0,4.52,0
78.001,52.98,0,0,4.52,0
78.75,52.99,0,0,4.52,0
79.483,52.99,0,0,4.52,0
80.25,52.99,0,0,4.52,0
80.983,53,0,0,4.52,0
81.75,53,0,0,4.52,0
82.483,53,0,0,4.52,0
83.233,53,0,0,4.52,0
84.001,53.01,0,0,4.52,0
84.733,53.01,0,0,4.52,0
85.483,53.01,0,0,4.52,0
86.233,53.01,0,0,4.52,0
87.001,53.02,0,0,4.52,0
87.75,53.02,0,0,4.52,0
88.501,53.02,0,0,4.52,0
89.233,53.02,0,0,4.52,0
89.983,53.02,0,0,4.52,0
90.75,53.02,0,0,4.52,0
91.501,53.02,0,0,4.52,0
92.25,53.02,0,0,4.52,0
93.001,53.02,0,0,4.52,0
93.733,53.03,0,0,4.52,0
94.501,53.03,0,0,4.52,0
95.25,53.03,0,0,4.52,0
96.001,53.03,0,0,4.52,0
96.75,53.03,0,0,4.52,0
97.483,53.03,0,0,4.52,0
98.233,53.03,0,0,4.52,0
99.001,53.03,0,0,4.52,0
99.75,53.03,0,0,4.52,0
100.501,53.03,0,0,4.52,0
101.233,53.03,0,0,4.52,0
102.001,53.03,0,0,4.52,0
102.75,53.03,0,0,4.52,0
103.501,53.03,0,0,4.52,0
104.233,53.03,0,0,4.52,0
104.983,53.03,0,0,4.52,0
105.75,53.03,0,0,4.52,0
106.483,53.03,0,0,4.52,0
107.233,53.03,0,0,4.52,0
107.983,53.03,0,0,4.52,0
108.733,53.03,0,0,4.52,0
109.501,53.04,0,0,4.52,0
110.233,53.04,0,0,4.52,0
110.983,53.04,0,0,4.52,0
111.733,53.04,0,0,4.52,0
112.501,53.04,0,0,4.52,0
113.25,53.04,0,0,4.52,0
113.983,53.04,0,0,4.52,0
114.75,53.04,0,0,4.52,0
115.483,53.04,0,0,4.52,0
116.25,53.04,0,0,4.52,0
117.001,53.04,0,0,4.52,0
117.75,53.04,0,0,4.52,0
118.501,52.66,6.09,320.58,4.53,1
119.233,50.15,12.34,618.77,5.07,1
120.001,51.15,7.42,379.4,5.43,1
120.733,51.76,4.43,229.28,5.65,1
121.483,52.79,0,0,5.76,0
122.233,52.86,0,0,5.76,0
122.983,52.89,0,0,5.76,0
123.733,52.91,0,0,5.76,0
124.483,52.93,0,0,5.76,0
125.25,52.94,0,0,5.76,0
125.983,52.95,0,0,5.76,0
126.75,52.95,0,0,5.76,0
127.483,52.96,0,0,5.76,0
128.25,52.97,0,0,5.76,0
128.983,52.97,0,0,5.76,0
129.75,52.98,0,0,5.76,0
130.501,52.98,0,0,5.76,0
131.25,52.98,0,0,5.76,0
132.001,52.99,0,0,5.76,0
132.75,52.99,0,0,5.76,0
133.501,52.99,0,0,5.76,0
134.25,52.99,0,0,5.76,0
134.983,53,0,0,5.76,0
135.75,53,0,0,5.76,0
136.501,53,0,0,5.76,0
137.25,53,0,0,5.76,0
137.983,53,0,0,5.76,0
138.75,53,0,0,5.76,0
139.501,53.01,0,0,5.76,0
140.25,53.01,0,0,5.76,0
140.983,53.01,0,0,5.76,0
141.75,53.01,0,0,5.76,0
142.483,53.01,0,0,5.76,0
143.233,53.01,0,0,5.76,0
144.001,53.01,0,0,5.76,0
144.733,53.01,0,0,5.76,0
145.501,53.01,0,0,5.76,0
146.233,53.02,0,0,5.76,0
147.001,53.02,0,0,5.76,0
147.733,53.02,0,0,5.76,0
148.483,53.02,0,0,5.76,0
149.233,53.02,0,0,5.76,0
149.983,53.02,0,0,5.76,0
150.733,53.02,0,0,5.76,0
151.483,53.02,0,0,5.76,0
152.25,53.02,0,0,5.76,0
153.001,53.02,0,0,5.76,0
153.75,53.02,0,0,5.76,0
154.483,53.02,0,0,5.76,0
155.25,53.02,0,0,5.76,0
156.001,53.02,0,0,5.76,0
156.733,53.02,0,0,5.76,0
157.501,53.02,0,0,5.76,0
158.233,53.03,0,0,5.76,0
158.983,53.03,0,0,5.76,0
159.733,53.03,0,0,5.76,0
160.501,53.03,0,0,5.76,0
161.25,53.03,0,0,5.76,0
161.983,53.03,0,0,5.76,0
162.751,53.03,0,0,5.76,0
163.501,53.03,0,0,5.76,0
164.251,53.03,0,0,5.76,0
164.983,53.03,0,0,5.76,0
165.733,53.03,0,0,5.76,0
166.501,53.03,0,0,5.76,0
167.233,53.03,0,0,5.76,0
167.983,53.03,0,0,5.76,0
168.733,53.03,0,0,5.76,0
169.483,52.87,0.76,40.09,5.78,1
170.233,48.55,20.27,984.13,6.09,1
171.001,50.08,12.08,604.67,6.68,1
171.75,51.03,7.46,380.71,7.04,1
172.501,51.64,4.71,243.16,7.27,1
173.251,52.02,3.29,171.01,7.42,1
173.983,52.79,0,0,7.44,0
174.751,52.83,0,0,7.44,0
175.501,52.86,0,0,7.44,0
176.25,52.88,0,0,7.44,0
176.983,52.89,0,0,7.44,0
177.733,52.9,0,0,7.44,0
178.483,52.91,0,0,7.44,0
179.25,52.92,0,0,7.44,0
180.001,52.93,0,0,7.44,0
180.75,52.94,0,0,7.44,0
181.483,52.94,0,0,7.44,0
182.233,52.95,0,0,7.44,0
182.983,52.95,0,0,7.44,0
183.75,52.96,0,0,7.44,0
184.501,52.96,0,0,7.44,0
185.233,52.96,0,0,7.44,0
185.983,52.97,0,0,7.44,0
186.75,52.97,0,0,7.44,0
187.483,52.97,0,0,7.44,0
188.233,52.97,0,0,7.44,0
