latitude,longitude,x_local,y_local
-6.116267322,106.8614992,299.4030680839205,244.0827301107347
-6.116321302,106.8615963,310.1316779041663,238.07531360990833
-6.116354058,106.8616293,313.77233837591484,234.43984592193738
-6.116399388,106.8616609,317.25319762248546,229.41422916844022
-6.116449285,106.8616843,319.8245404905174,223.88664531358518
-6.116522507,106.8616995,321.47918186010793,215.78245810931548
-6.116648198,106.8617188,323.5676067469176,201.8736226867186
-6.117667745,106.8618674,339.6274864510633,89.05464522074908
-6.118263532,106.861942,347.6576290719677,23.131928912363946
-6.118341219,106.8619511,348.63525442872196,14.536247845040634
-6.118398223,106.8619571,349.2776265135035,8.229297799407504
-6.118461566,106.8619613,349.7183039262891,1.2219440414337441
-6.11849389,106.8619529,348.7760129405651,-2.349871818907559
-6.118518716,106.8619353,346.8181296347175,-5.08887911576312
-6.11854049,106.8619045,343.40013915579766,-7.4852717072935775
-6.118548893,106.8618819,340.8950358245056,-8.405975678469986
-6.118551626,106.8618475,337.0858124558581,-8.695051090675406
-6.118541887,106.8618124,333.2038765120087,-7.604453790234402
-6.118518659,106.8617819,329.83634220273234,-5.023736371542327
-6.118483825,106.8617488,326.185427574208,-1.1583973113447428
-6.118438547,106.8617117,322.09570309426636,3.8635828738333657
-6.118394257,106.8616802,318.6255350667052,8.774141970323399
-6.118335674,106.8616427,314.49662587046623,15.267808813252486
-6.117992654,106.8614291,290.9819140378386,53.287759162834845
-6.117898344,106.861373,284.8076099893078,63.73996265605092
-6.117843507,106.8613441,281.6293022020254,69.81601953750942
-6.117775789,106.8613229,279.308340151445,77.31376328296028
-6.117718836,106.8613159,278.55523539776914,83.61545274907257
-6.117464568,106.8612991,276.7928194315173,111.74395133811049
-6.117365442,106.8612931,276.16656894166954,122.7095936271362
-6.117147823,106.861275,274.24619443854317,146.78520775877405
-6.117052686,106.861265,273.1756010953104,157.31119939277414
-6.117002372,106.8612531,271.8775043534115,162.88049269386102
-6.116965677,106.8612366,270.06495720986277,166.9452870292589
-6.116934281,106.8612183,268.0511148052756,170.42470151989255
-6.116535066,106.8609601,239.62044380418956,214.67686676920857
-6.116494285,106.8609296,236.25961236003786,219.1989361338783
-6.116465833,106.8608995,232.9383410839364,222.35726399894338
-6.116449243,106.8608766,230.40959059493616,224.20089468627702
-6.116440235,106.8608479,227.23585869104136,225.20817847561557
-6.116446085,106.8608136,223.4365004443098,224.5743128224276
-6.116462071,106.8607851,220.27534002775792,222.81718241411727
-6.116489031,106.8607514,216.53432203293778,219.84831987600774
-6.116524287,106.8607123,212.1923313877778,215.96398869960103
-6.11678569,106.8604589,184.0400923731504,187.14991128107067
-6.1168334,106.8604183,179.52728426165413,181.88874129531905
-6.116866848,106.8603948,176.9129585076589,178.19839650089853
-6.116900878,106.8603771,174.9404878874775,174.441460172995
-6.116939214,106.8603601,173.04386125085875,170.20801201905124
-6.116980251,106.8603498,171.88791111973114,165.67326612456236
-6.117022283,106.8603425,171.06368921720423,161.02732377767097
-6.117059952,106.8603391,170.67287922045216,156.86243494984228
-6.117108848,106.8603405,170.80914581473917,151.4540007036412
-6.117182628,106.8603526,172.12040827353485,143.28929601307027
-6.117245398,106.8603709,174.122243290185,136.33992154046427
-6.117303609,106.8603947,176.7346891905181,129.8926647620974
-6.117347066,106.860422,179.74024305818602,125.07585905853193
-6.117397079,106.8604643,184.40383057110012,119.52821130130906
-6.118038209,106.8610389,247.76820697751828,48.39897708862554
-6.118071867,106.8610699,251.18710372422356,44.66451611672528
-6.118108986,106.861099,254.394338990096,40.54799644614104
-6.118147656,106.8611177,256.44967026566155,36.26392301043961
-6.118187045,106.8611218,256.88846457307227,31.905925486586057
-6.118236505,106.8611116,255.74035094410647,26.43955727329012
-6.118277074,106.8610917,253.52182578190695,21.960253078490496
-6.118309585,106.861066,250.66431114682928,18.374387776246294
-6.11833196,106.8610347,247.19074359210208,15.911711506312713
-6.118348511,106.8609946,242.74522259633522,14.09654350974597
-6.118358825,106.8609543,238.27995024051052,12.971264429506846
-6.118364932,106.8609148,233.90485165943392,12.310972766252235
-6.118483561,106.8588023,0.0,0.0
