x_meter_interp,y_meter_interp,cumulative_distance,x_wall_left,y_wall_left,x_wall_right,y_wall_right
-173.65299750056164,-10.155285476827892,173.95161668514748,-173.32250821710448,-15.144351204348425,-173.9834867840188,-5.16621974930736
-174.6505331891256,-10.221364954016959,174.9513386201196,-174.32004390566846,-15.210430681537492,-174.98102247258277,-5.232299226496427
-175.64806887768958,-10.287444431206026,175.95106055509171,-175.31757959423243,-15.276510158726559,-175.97855816114674,-5.298378703685494
-176.64560456625355,-10.353523908395093,176.95078249006383,-176.3151152827964,-15.342589635915626,-176.9760938497107,-5.364458180874561
-177.64314025481755,-10.41960338558416,177.95050442503594,-177.3126509713604,-15.408669113104693,-177.9736295382747,-5.430537658063628
-178.64067594338152,-10.485682862773228,178.95022636000806,-178.31018665992437,-15.47474859029376,-178.97116522683868,-5.496617135252696
-179.6382116319455,-10.551762339962295,179.94994829498017,-179.30772234848834,-15.540828067482828,-179.96870091540265,-5.562696612441763
-180.63574732050947,-10.617841817151362,180.9496702299523,-180.3052580370523,-15.606907544671895,-180.96623660396662,-5.628776089630829
-181.63328300907347,-10.68392129434043,181.9493921649244,-181.3027937256163,-15.672987021860962,-181.96377229253062,-5.694855566819896
-182.6308186976374,-10.750000771529495,182.9491140998965,-182.30032941418025,-15.739066499050026,-182.96130798109456,-5.760935044008963
-183.62835438620138,-10.816080248718562,183.9488360348686,-183.29786510274423,-15.805145976239093,-183.95884366965853,-5.82701452119803
-184.62589007476535,-10.882159725907629,184.94855796984072,-184.2954007913082,-15.871225453428162,-184.9563793582225,-5.893093998387096
-185.62342576332935,-10.948239203096696,185.94827990481284,-185.2929364798722,-15.937304930617229,-185.9539150467865,-5.959173475576163
-186.62096145189332,-11.014318680285763,186.94800183978495,-186.29047216843617,-16.003384407806294,-186.95145073535048,-6.025252952765231
-187.6184971404573,-11.08039815747483,187.94772377475707,-187.28800785700014,-16.06946388499536,-187.94898642391445,-6.091332429954298
-188.61603282902126,-11.146477634663897,188.94744570972918,-188.2855435455641,-16.13554336218443,-188.94652211247842,-6.157411907143365
-189.61356851758524,-11.212557111852963,189.9471676447013,-189.28307923412808,-16.201622839373496,-189.9440578010424,-6.22349138433243
-190.61110420614924,-11.27863658904203,190.9468895796734,-190.28061492269208,-16.267702316562563,-190.9415934896064,-6.289570861521498
-191.60863989471318,-11.344716066231097,191.9466115146455,-191.27815061125602,-16.333781793751626,-191.93912917817033,-6.355650338710566
-192.60617558327715,-11.410795543420164,192.9463334496176,-192.27568629982,-16.399861270940697,-192.9366648667343,-6.421729815899632
-193.60371127184112,-11.476875020609231,193.94605538458973,-193.27322198838397,-16.465940748129764,-193.93420055529828,-6.487809293088699
-194.60124696040512,-11.542954497798299,194.94577731956184,-194.27075767694797,-16.53202022531883,-194.93173624386228,-6.553888770277766
-195.5987826489691,-11.609033974987366,195.94549925453396,-195.26829336551194,-16.5980997025079,-195.92927193242625,-6.619968247466834
-196.59631833753306,-11.675113452176433,196.94522118950607,-196.2658290540759,-16.664179179696966,-196.92680762099022,-6.6860477246559
-197.59385402609706,-11.7411929293655,197.9449431244782,-197.2633647426399,-16.730258656886033,-197.92434330955422,-6.752127201844967
-198.59138971466103,-11.807272406554565,198.9446650594503,-198.26090043120388,-16.7963381340751,-198.9218789981182,-6.8182066790340325
-199.588925403225,-11.873351883743632,199.94438699442242,-199.25843611976785,-16.862417611264163,-199.91941468668216,-6.884286156223101
-200.58646109178898,-11.9394313609327,200.94410892939453,-200.25597180833182,-16.92849708845323,-200.91695037524613,-6.950365633412168
-201.58399678035292,-12.005510838121765,201.94383086436662,-201.25350749689576,-16.994576565642298,-201.91448606381007,-7.016445110601232
-202.58153246891692,-12.071590315310832,202.94355279933873,-202.25104318545976,-17.060656042831365,-202.91202175237407,-7.082524587790299
-203.5790681574809,-12.1376697924999,203.94327473431085,-203.24857887402374,-17.126735520020432,-203.90955744093804,-7.148604064979367
-204.57660384604486,-12.203749269688966,204.94299666928296,-204.2461145625877,-17.1928149972095,-204.90709312950202,-7.2146835421684345
-205.57413953460883,-12.269828746878034,205.94271860425508,-205.24365025115168,-17.258894474398566,-205.904628818066,-7.280763019357502
-206.5716752231728,-12.3359082240671,206.9424405392272,-206.24118593971565,-17.324973951587634,-206.90216450662996,-7.346842496546568
-207.5692109117368,-12.401987701256168,207.9421624741993,-207.23872162827965,-17.3910534287767,-207.89970019519396,-7.412921973735635
-208.56674660030077,-12.468067178445235,208.94188440917142,-208.23625731684362,-17.457132905965768,-208.89723588375793,-7.479001450924703
-209.56428228886475,-12.534146655634302,209.94160634414354,-209.2337930054076,-17.523212383154835,-209.8947715723219,-7.545080928113769
-210.56181797742875,-12.60022613282337,210.94132827911565,-210.2313286939716,-17.589291860343902,-210.8923072608859,-7.6111604053028366
-211.5593536659927,-12.666305610012435,211.94105021408774,-211.22886438253553,-17.655371337532966,-211.88984294944984,-7.677239882491903
-212.55688935455666,-12.732385087201502,212.94077214905985,-212.2264000710995,-17.721450814722033,-212.88737863801381,-7.74331935968097
-213.55442504312063,-12.798464564390569,213.94049408403197,-213.22563564417308,-17.787642606026257,-213.88321444206818,-7.809286522754881
-214.55200458133086,-12.863864206761466,214.94021601900408,-214.2318712204827,-17.85360514505396,-214.87213794217902,-7.874123268468972
-215.5497635425348,-12.926482116353053,215.9399379539762,-215.23658691110813,-17.916664517581314,-215.86294017396148,-7.936299715124794
-216.54752250373875,-12.989100025944639,216.9396598889483,-216.23434587231208,-17.979282427172897,-216.86069913516542,-7.99891762471638
-217.5452814649427,-13.051717935536226,217.93938182392043,-217.23210483351602,-18.041900336764485,-217.85845809636936,-8.061535534307968
-218.54304042614663,-13.114335845127812,218.93910375889254,-218.22986379471996,-18.104518246356072,-218.8562170575733,-8.124153443899552
-219.54079938735057,-13.1769537547194,219.93882569386466,-219.2276227559239,-18.16713615594766,-219.85397601877725,-8.186771353491139
