latitude,longitude
-6.1184462559896495,106.85880003463389
-6.118446795907555,106.8587910173259
-6.118447335139282,106.85878199997642
-6.118447873762178,106.85877298259014
-6.118448411853585,106.85876396517176
-6.118448949490847,106.85875494772598
-6.118449486751312,106.85874593025747
-6.118450023726082,106.85873691277177
-6.118450560549936,106.85872789527697
-6.118451097366247,106.85871887778173
-6.118451634261209,106.85870986029121
-6.118452171158861,106.85870084280087
-6.118452707954795,106.85869182530439
-6.118453244588667,106.85868280779816
-6.118453781111927,106.85867379028528
-6.11845431759326,106.85866477276986
-6.118454854049206,106.85865575525293
-6.118455390377737,106.85864673772831
-6.118455926460613,106.85863772018894
-6.118456462206591,106.85862870262929
-6.118456997579533,106.85861968504724
-6.118457532550323,106.85861066744106
-6.11845806711978,106.8586016498108
-6.118458601343681,106.85859263215983
-6.118459135283681,106.85858361449183
-6.118459669000468,106.8585745968105
-6.1184602025531385,106.85856557911933
-6.118460735999972,106.85855656142182
-6.118461269363097,106.85854754371931
-6.118461802610745,106.8585385260099
-6.118462335708526,106.85852950829153
-6.118462868696921,106.8585204905666
-6.118463401717191,106.85851147284359
-6.1184639349130805,106.85850245513107
-6.118464468272753,106.85849343742836
-6.118465001595203,106.85848441972341
-6.118465534672853,106.85847540200383
-6.118466067431293,106.85846638426517
-6.118466599942469,106.85845736651173
-6.118467132281921,106.85844834874803
-6.118467664436535,106.8584393309733
-6.1184681963051,106.8584303131815
-6.118468727788925,106.85842129536677
-6.118469258909733,106.85841227753039
-6.118469789797402,106.85840325968013
-6.118470320579899,106.8583942418236
-6.1184708512917245,106.85838522396287
-6.118471381891498,106.85837620609547
-6.11847191234873,106.85836718821959
-6.118472442815088,106.85835817034423
-6.118472973575819,106.85834915248643
-6.118473504895342,106.85834013466192
-6.118474036750334,106.85833111686931
-6.118474568927007,106.85832209909587
-6.118475101232397,106.85831308133012
-6.11847563372734,106.8583040635757
-6.118476166624141,106.85829504584532
-6.118476700103289,106.85828602814978
-6.118477234034815,106.85827701048129
-6.118477768121906,106.8582679928221
-6.118478302097949,106.85825897515628
-6.11847883595284,106.8582499574832
-6.118479369800418,106.85824093980969
-6.118479903728146,106.85823192214097
-6.118480437629959,106.85822290447071
-6.118480971315841,106.85821388678751
-6.118481504635244,106.8582048690824
-6.118482037688505,106.85819585136136
-6.118482570673472,106.85818683363622
-6.1184831037543095,106.85817781591683
-6.118483636905567,106.85816879820165
-6.118484170035886,106.85815978048522
-6.118484703091134,106.8581507627643
-6.118485236202618,106.85814174504672
-6.1184857695591885,106.85813272734383
-6.118486303299167,106.85812370966389
-6.118486837337168,106.85811469200178
-6.118487371525929,106.85810567434869
-6.118487905771102,106.85809665669898
-6.118488440186903,106.8580876390595
-6.118488974938918,106.85807862144021
-6.118489510100526,106.85806960384548
-6.118490045421386,106.85806058626031
-6.118490580580221,106.8580515686654
-6.118491115399172,106.8580425510501
-6.118491650149378,106.85803353343069
-6.118492185189393,106.85802451582867
-6.118492720713635,106.85801549825572
-6.118493256457585,106.85800648069596
-6.118493792077631,106.85799746312875
-6.118494327421016,106.85798844554492
-6.118494862812432,106.85797942796398
-6.118495398649274,106.85797041040983
-6.118495935167528,106.85796139289667
-6.118496472241217,106.8579523754169
-6.118497009695846,106.85794335796007
-6.118497547459789,106.85793434052188
-6.118498085668584,106.85792532311058
-6.11849862448146,106.85791630573586
-6.118499163945734,106.85790728840054
-6.118499703905995,106.85789827109514
-6.118500244187157,106.85788925380898
-6.1185007847316895,106.85788023653868
-6.118501325673885,106.85787121929283
-6.11850186716129,106.85786220208087
-6.118502409109518,106.85785318489727
-6.118502951092859,106.85784416771453
-6.118503492669889,106.85783515050423
-6.118504033875003,106.85782613327012
-6.118504575374789,106.85781711605884
-6.118505117845668,106.85780809891749
-6.118505660854517,106.85779908181256
-6.118506202636346,106.85779006461378
-6.118506741642402,106.85778104720515
-6.118507284099699,106.85777202999876
-6.11850784460446,106.85776301397502
-6.11850843736549,106.85775400008893
-6.1185090605335075,106.85774498822302
-6.118509697418145,106.85773597726855
-6.11851033150218,106.85772696612811
-6.118510957858599,106.85771795447441
-6.118511580831646,106.85770894259613
-6.118512204781799,106.85769993078303
-6.118512830752421,106.85769091910404
-6.118513457389382,106.85768190746855
-6.118514083379035,106.85767289578865
-6.118514708516436,106.85766388405095
-6.118515333320845,106.85765487229072
-6.118515958278024,106.85764586054088
-6.118516583399399,106.85763684880204
-6.118517208416673,106.85762783705572
-6.118517833094489,106.85761882528566
-6.1185184575283,106.85760981349863
-6.118519081989455,106.85760080171356
-6.118519706708078,106.85759178994653
-6.118520331572423,106.85758277818967
-6.118520956307098,106.85757376642371
-6.118521580692543,106.85756475463329
-6.118522204910344,106.85755574283112
-6.118522829314675,106.85754673104202
-6.118523454176158,106.85753771928493
-6.118524079238349,106.85752870754193
-6.118524704041344,106.85751969578082
-6.118525328228961,106.85751068397667
-6.118525952024456,106.85750167214498
-6.118526575851405,106.85749266031527
-6.118527200033077,106.85748364851015
-6.118527824394864,106.85747463671784
-6.118528448608276,106.85746562491595
-6.118529072395046,106.85745661308518
-6.118529695698879,106.85744760121979
-6.11853031852473,106.85743858931784
-6.118530941072619,106.85742957739282
-6.11853156431076,106.85742056551943
-6.118532189396364,106.85741155378733
-6.118532816301106,106.85740254219549
-6.118533440831418,106.85739353042405
-6.118534057879085,106.85738451808321
-6.118534661103362,106.85737550474445
-6.118535240193456,106.85736648985456
-6.11853578404388,106.85735747283546
-6.118536288031119,106.8573484534732
-6.118536767669105,106.85733943268501
-6.118537242365954,106.85733041160694
-6.118537725921388,106.85732139104697
-6.118538215750472,106.85731237085488
-6.1185387062958005,106.85730335070669
-6.118539193807986,106.85729433038351
-6.118539679263093,106.85728530994142
-6.118540164397045,106.85727628948071
-6.11854065025692,106.85726726906216
-6.118541136276136,106.8572582486541
-6.118541621659599,106.85724922821171
-6.1185421059802865,106.85724020771082
-6.118542589585406,106.85723118717054
-6.118543072918204,106.85722216661544
-6.118543556223541,106.85721314605908
-6.118544039370927,106.85720412549432
-6.1185445221894765,106.85719510491177
-6.118545004616222,106.85718608430794
-6.118545486772129,106.85717706368942
-6.118545968795543,106.85716804306374
-6.1185464507916905,106.8571590224366
-6.118546932814893,106.85715000181095
-6.118547414914691,106.85714098118943
-6.118547897120428,106.85713196057364
-6.118548379433405,106.85712293996363
-6.118548861852175,106.85711391935935
-6.118549344350812,106.85710489875939
-6.118549826872675,106.85709587816069
-6.118550309361572,106.85708685756022
-6.118550791831253,106.8570778369587
-6.118551274374817,106.85706881636116
-6.118551757084285,106.85705979577261
-6.118552239922433,106.85705077519103
-6.1185527227194045,106.85704175460722
-6.118553205306452,106.85703273401205
