s,x,y,kappa,altitude (m)
2118.800282,229.3448971,9.864183752,-0.018607304,5.872
2119.800188,228.4118901,9.503454749,-0.018210693,6.03
2120.800093,227.4707817,9.16439235,-0.017795504,6.187
2121.799999,226.5227983,8.845673107,-0.017358012,6.346
2122.799905,225.5683233,8.547383719,-0.016898033,6.504
2123.799811,224.6076805,8.269708238,-0.016417827,6.622
2124.799716,223.6413207,8.012450089,-0.015920933,6.582
2125.799622,222.6699019,7.774793061,-0.0154116,6.537
2126.799528,221.6941,7.555864124,-0.014893407,6.486
2127.799434,220.7145118,7.354798797,-0.014367148,6.431
2128.799339,219.731599,7.170747204,-0.013830479,6.37
2129.799245,218.7458096,7.002860061,-0.013280977,6.306
2130.799151,217.7575584,6.85022745,-0.012718626,6.238
2131.799057,216.7672055,6.71183872,-0.012145535,6.166
2132.798962,215.775105,6.586673226,-0.011564896,6.09
2133.798868,214.781566,6.473681271,-0.010979817,6.012
2134.798774,213.7868281,6.371768177,-0.010391947,5.932
2135.79868,212.7911243,6.279836039,-0.009801215,5.849
2136.798585,211.7946508,6.1968169,-0.009207301,5.764
2137.798491,210.797552,6.121685109,-0.00861168,5.677
2138.798397,209.7999683,6.053413085,-0.008018444,5.589
2139.798303,208.8020237,5.990780585,-0.007433783,5.499
2140.798208,207.803822,5.932320964,-0.006864654,5.409
2141.798114,206.8054637,5.876576033,-0.006317703,5.318
2142.79802,205.8070006,5.822831712,-0.005798422,5.226
2143.797926,204.8084276,5.771234061,-0.005310495,5.133
2144.797831,203.8097368,5.721970991,-0.004855605,5.04
2145.797737,202.8109299,5.675079638,-0.004433822,4.946
2146.797643,201.8120186,5.630439601,-0.004044541,4.852
2147.797549,200.8130148,5.587925037,-0.003687162,4.757
2148.797454,199.8139272,5.547450941,-0.003361263,4.661
2149.79736,198.8147612,5.508970887,-0.003066343,4.565
2150.797266,197.815522,5.47243967,-0.002801536,4.469
2151.797172,196.8162152,5.437806929,-0.002565587,4.372
2152.797077,195.816846,5.405017906,-0.002356925,4.275
2153.796983,194.8174198,5.374017879,-0.002173779,4.177
2154.796889,193.8179414,5.344754855,-0.00201423,4.079
2155.796795,192.8184151,5.317178947,-0.001876224,3.981
2156.7967,191.8188451,5.29123976,-0.001757589,3.882
2157.796606,190.8192353,5.266879558,-0.001656069,3.783
2158.796512,189.8195898,5.244035474,-0.001569378,3.684
2159.796418,188.8199122,5.222645086,-0.001495244,3.585
2160.796323,187.8202057,5.202652243,-0.001431451,3.485
2161.796229,186.8204733,5.184004759,-0.001375864,3.385
2162.796135,185.8207177,5.166649697,-0.00132648,3.285
2163.796041,184.8209416,5.150525977,-0.00128152,3.184
2164.795946,183.8211472,5.135567856,-0.001239536,3.084
2165.795852,182.821337,5.12171233,-0.001199461,2.983
2166.795758,181.8215128,5.108920927,-0.001160598,2.882
2167.795664,180.8216758,5.097167897,-0.001122569,2.781
2168.795569,179.8218274,5.086427476,-0.001085244,2.68
2169.795475,178.821969,5.076672945,-0.00104864,2.579
2170.795381,177.8221016,5.067877139,-0.001012823,2.477
2171.795287,176.8222264,5.060015813,-0.000977824,2.376
2172.795192,175.8223444,5.053085014,-0.000943602,2.274
2173.795098,174.8224564,5.047089396,-0.000910079,2.173
2174.795004,173.8225632,5.042030175,-0.000877182,2.071
2175.79491,172.8226657,5.037887042,-0.000844853,1.969
2176.794815,171.822765,5.034631437,-0.000813032,1.867
2177.794721,170.8228619,5.032235834,-0.000781656,1.765
2178.794627,169.8229571,5.030678551,-0.000750648,1.663
2179.794533,168.8230514,5.02993993,-0.000719922,1.562
2180.794438,167.8231456,5.029994097,-0.000689387,1.46
2181.794344,166.82324,5.030784035,-0.000658951,1.358
2182.79425,165.8233351,5.032242994,-0.00062852,1.256
2183.794156,164.8234313,5.034310953,-0.000598005,1.154
2184.794061,163.823529,5.036958297,-0.000567323,1.052
2185.793967,162.8236283,5.040163987,-0.000536405,0.994
2186.793873,161.8237295,5.043902625,-0.000505196,0.982
2187.793779,160.8238326,5.048131045,-0.000473665,0.969
2188.793684,159.8239377,5.052801558,-0.000441806,0.957
2189.79359,158.8240447,5.057874152,-0.000409633,0.945
2190.793496,157.8241539,5.063337067,-0.000377184,0.933
2191.793402,156.8242652,5.069185045,-0.000344516,0.92
2192.793307,155.8243788,5.075404882,-0.000311702,0.908
2193.793213,154.8244945,5.081956926,-0.000278829,0.896
2194.793119,153.8246121,5.088796031,-0.000245993,0.884
2195.793025,152.8247314,5.095884171,-0.000213287,0.872
2196.79293,151.8248524,5.103204803,-0.000180806,0.86
2197.792836,150.8249751,5.1107454,-0.000148637,0.847
2198.792742,149.8250993,5.118483762,-0.000116861,0.835
2199.792648,148.8252247,5.126371212,-8.56E-05,0.823
2200.792553,147.8253508,5.134354609,-5.48E-05,0.811
2201.792459,146.8254773,5.14238842,-2.46E-05,0.799
2202.792365,145.825604,5.150446051,4.91E-06,0.787
2203.792271,144.8257307,5.158503743,3.37E-05,0.775
2204.792176,143.8258571,5.166524675,6.18E-05,0.763
2205.792082,142.8259827,5.174442446,8.92E-05,0.751
2206.791988,141.826107,5.182186697,0.00011567,0.739
2207.791894,140.8262295,5.189703753,0.000141353,0.727
2208.791799,139.8263501,5.196974374,0.00016617,0.715
2209.791705,138.8264689,5.203983518,0.000190091,0.703
2210.791611,137.8265857,5.210709822,0.000213088,0.691
2211.791517,136.8267005,5.217120028,0.000235131,0.679
2212.791422,135.8268131,5.223179789,0.000256195,0.668
2213.791328,134.8269236,5.228873163,0.000276261,0.656
2214.791234,133.827032,5.234215838,0.000295314,0.644
2215.79114,132.8271388,5.239226322,0.00031335,0.632
2216.791045,131.8272439,5.243904436,0.00033037,0.596
2217.790951,130.8273474,5.248220668,0.000346383,0.551
2218.790857,129.8274494,5.252143237,0.000361408,0.507
2219.790763,128.8275497,5.25565512,0.00037548,0.462
2220.790668,127.8276488,5.258760463,0.000388649,0.418
2221.790574,126.8277466,5.261464633,0.000400981,0.373
2222.79048,125.8278434,5.263756514,0.000412552,0.329
2223.790386,124.8279393,5.265603383,0.000423451,0.284
2224.790291,123.8280344,5.266971826,0.000433777,0.24
2225.790197,122.828129,5.267853763,0.000443642,0.195
2226.790103,121.8282233,5.268271472,0.000453173,0.151
2227.790009,120.8283174,5.268248163,0.000462504,0.106
2228.789914,119.8284117,5.267783656,0.000471771,0.062
2229.78982,118.8285063,5.266852159,0.000481109,0.017
2230.789726,117.8286015,5.265427427,0.000490643,-0.028
2231.789632,116.8286976,5.263502853,0.000500491,-0.072
2232.789537,115.8287946,5.261091475,0.000510758,-0.117
2233.789443,114.8288929,5.25820606,0.000521531,-0.162
2234.789349,113.8289928,5.254837354,0.000532877,-0.206
2235.789255,112.8290945,5.250955991,0.000544841,-0.251
2236.78916,111.8291985,5.246533266,0.000557449,-0.296
2237.789066,110.829305,5.241564107,0.000570714,-0.341
2238.788972,109.8294143,5.236063133,0.000584641,-0.386
2239.788877,108.8295265,5.230044034,0.000599223,-0.431
2240.788783,107.8296421,5.223498092,0.000614445,-0.476
2241.788689,106.8297614,5.216399581,0.00063029,-0.521
2242.788595,105.8298851,5.208723796,0.000646736,-0.566
2243.7885,104.8300134,5.200464561,0.000663766,-0.611
2244.788406,103.8301465,5.191628501,0.000681356,-0.656
2245.788312,102.8302849,5.18221926,0.000699479,-0.701
2246.788218,101.8304291,5.172204171,0.000718088,-0.747
2247.788123,100.8305803,5.16152776,0.000737127,-0.728
2248.788029,99.8307393,5.150137611,0.000756522,-0.708
2249.787935,98.8309069,5.138015001,0.000776192,-0.688
2250.787841,97.83108355,5.125160421,0.000796047,-0.669
2251.787746,96.83126985,5.111568642,0.000815984,-0.65
2252.787652,95.83146732,5.097182526,0.000835896,-0.63
2253.787558,94.83167794,5.081918131,0.00085567,-0.611
2254.787464,93.83190358,5.065699719,0.000875198,-0.592
2255.787369,92.83214522,5.048516813,0.000894379,-0.573
2256.787275,91.8324034,5.030389401,0.000913121,-0.554
2257.787181,90.83267885,5.011329556,0.000931338,-0.535
2258.787087,89.83297348,4.991293689,0.000948945,-0.517
2259.786992,88.83328973,4.970214787,0.000965859,-0.498
2260.786898,87.83362975,4.948038094,0.000982001,-0.48
2261.786804,86.8339941,4.924784471,0.000997298,-0.462
2262.78671,85.83438271,4.900503409,0.001011676,-0.443
2263.786615,84.83479586,4.875230699,0.00102506,-0.426
2264.786521,83.83523576,4.848927043,0.001037377,-0.408
2265.786427,82.83570526,4.821527637,0.001048557,-0.39
2266.786333,81.83620685,4.792980438,0.00105854,-0.372
2267.786238,80.83674143,4.763295635,0.001067282,-0.355
2268.786144,79.8373094,4.73250234,0.001074749,-0.338
2269.78605,78.83791159,4.700616441,0.001080919,-0.321
2270.785956,77.83855075,4.667596347,0.001085777,-0.304
2271.785861,76.83923017,4.633384856,0.001089314,-0.287
2272.785767,75.83995239,4.597945501,0.001091526,-0.271
2273.785673,74.84071712,4.561322156,0.001092417,-0.254
2274.785579,73.84152339,4.523578151,0.001091989,-0.238
2275.785484,72.84237099,4.484756404,0.001090243,-0.222
2276.78539,71.84326233,4.444829276,0.001087174,-0.206
2277.785296,70.84420037,4.403753909,0.001082774,-0.18
2278.785202,69.8451872,4.361508693,0.001077039,-0.119
2279.785107,68.8462221,4.318137555,0.001069972,-0.058
2280.785013,67.84730383,4.273696976,0.001061584,0.002
2281.784919,66.84843247,4.228214306,0.001051902,0.063
2282.784825,65.84961177,4.181636607,0.001040966,0.123
2283.78473,64.85084611,4.133897337,0.001028833,0.184
2284.784636,63.85213801,4.084967791,0.001015579,0.244
2285.784542,62.85348548,4.034912605,0.001001299,0.304
2286.784448,61.85488585,3.983810397,0.0009861,0.364
2287.784353,60.85633799,3.931708164,0.000970098,0.424
2288.784259,59.85784421,3.878582966,0.000953408,0.484
2289.784165,58.85940727,3.824402765,0.000936149,0.543
2290.784071,57.86102794,3.769170834,0.000918437,0.603
2291.783976,56.86270303,3.712960593,0.000900386,0.662
2292.783882,55.86442894,3.655853316,0.000882105,0.722
2293.783788,54.8662042,3.597891269,0.000863692,0.781
2294.783694,53.86803123,3.539047007,0.000845234,0.84
2295.783599,52.86991281,3.47928653,0.000826815,0.899
2296.783505,51.87184899,3.418620581,0.000808516,0.958
2297.783411,50.87383536,3.357131941,0.000790423,1.017
2298.783317,49.8758672,3.294909234,0.000772624,1.076
2299.783222,48.87794177,3.232006469,0.000755206,1.135
2300.783128,47.8800593,3.16842737,0.000738252,1.194
2301.783034,46.88222019,3.104172465,0.000721842,1.253
2302.78294,45.88442281,3.039272533,0.000706051,1.311
2303.782845,44.88666288,2.973798045,0.000690951,1.37
2304.782751,43.88893605,2.907820422,0.000676601,1.428
2305.782657,42.89124163,2.841355238,0.000663047,1.487
2306.782563,41.89358329,2.774351825,0.000650312,1.545
2307.782468,40.89596487,2.706756927,0.0006384,1.603
2308.782374,39.89838804,2.638550329,0.000627297,1.632
2309.78228,38.9008521,2.569747268,0.000616968,1.623
2310.782186,37.90335635,2.500363667,0.00060736,1.614
2311.782091,36.90590167,2.430392404,0.0005984,1.605
2312.781997,35.90849053,2.359803979,0.000589999,1.596
2313.781903,34.91112532,2.28857026,0.000582053,1.588
2314.781809,33.91380536,2.216705298,0.000574452,1.58
2315.781714,32.91652731,2.144260215,0.000567074,1.572
2316.78162,31.9192879,2.071285048,0.000559788,1.564
2317.781526,30.9220865,1.997792954,0.000552456,1.557
2318.781432,29.92492458,1.923767756,0.000544934,1.55
2319.781337,28.92780355,1.84919394,0.000536956,1.543
2320.781243,27.93072334,1.774075904,0.00052846,1.536
2321.781149,26.93368282,1.698432376,0.000519453,1.53
2322.781055,25.93668104,1.622279588,0.000510001,1.524
2323.78096,24.93971961,1.545600692,0.000500208,1.518
2324.780866,23.94280181,1.468357323,0.000490201,1.513
2325.780772,22.94593059,1.390515289,0.000480114,1.508
2326.780678,21.94910529,1.312087054,0.000470062,1.503
2327.780583,20.95232306,1.23311251,0.000460109,1.498
2328.780489,19.95558133,1.15362857,0.000450239,1.494
2329.780395,18.95887984,1.073642093,0.000440323,1.49
2330.780301,17.96221958,0.993143989,0.000430408,1.487
2331.780206,16.96560119,0.91212945,0.000420493,1.483
2332.780112,15.96902239,0.830628995,0.000410578,1.48
2333.780018,14.97247952,0.748690044,0.000400663,1.478
2334.779924,13.97596916,0.666356793,0.000390749,1.475
2335.779829,12.97948977,0.583649898,0.000380835,1.473
2336.779735,11.98304061,0.500579876,0.000370921,1.472
2337.779641,10.98662057,0.417161551,0.000361008,1.47
2338.779547,9.990226182,0.333437076,0.000351094,1.469
2339.779452,8.993853113,0.249459199,0.000341181,1.449
2340.779358,7.997497113,0.165279278,0.000331268,1.417
2341.779264,7.001154537,0.080940775,0.000321356,1.384
2342.77917,6.004821946,-0.003515599,0.000311444,1.352
2343.779075,5.008496133,-0.088051878,0.000301531,1.321
2344.778981,4.012175044,-0.17264381,0.00029162,1.289
2345.778887,3.015856984,-0.257271424,0.000281708,1.258
2346.778793,2.019540259,-0.34191475,0.000271796,1.228
2347.778698,1.023223173,-0.426553818,0.000261885,1.197
2348.778604,0.026904031,-0.511168658,0.000251974,1.167
