s,x,y,kappa
0.0,0.010603342514639458,-0.17561133325976908,0.00024783072798853555
0.9999057488832402,-0.9874308884281967,-0.236760172061614,0.00022902222074168668
1.9998114977664805,-1.985464803747747,-0.29791416239812135,0.0002102138941272404
2.9997172466497206,-2.9834986082017654,-0.3590699622974235,0.00019140574814519674
3.999622995532961,-3.9815325065480045,-0.4202242297876523,0.00017259778279555567
4.999528744416201,-4.979566703544219,-0.4813736228969403,0.0001537899980783175
5.999434493299441,-5.977601403955937,-0.5425147995259134,0.0001349824230514041
6.999340242182682,-6.975636833531187,-0.6036440736259424,0.00011617502224653882
7.999245991065922,-7.973673284655712,-0.6647566668093582,9.73677822111746e-05
8.999151739949163,-8.97171106288842,-0.7258475847447671,7.856068764429809e-05
9.999057488832403,-9.969750451267037,-0.7869121963739928,5.975372169573509e-05
10.998963237715643,-10.96779166896837,-0.8479469007343541,4.094686626543445e-05
11.998868986598882,-11.965834923590766,-0.9089482837106808,2.214010230273392e-05
12.998774735482122,-12.963880283988486,-0.9699152035768824,3.3334101056103608e-06
13.998680484365364,-13.961927467112714,-1.0308522821722932,-1.5473230380082035e-05
14.998586233248604,-14.959976135379996,-1.0917650345278644,-3.4279839261382004e-05
15.998491982131844,-15.958026048354126,-1.1526573864398688,-5.308643639899627e-05
16.998397731015086,-16.95607718640735,-1.2135296514925116,-7.189304110807576e-05
17.998303479898325,-17.954129561831024,-1.2743816210470347,-9.069967185898914e-05
18.998209228781565,-18.95218339121938,-1.3352097359553092,-0.00010950634597809049
19.998114977664805,-19.95023930805732,-1.396003600179774,-0.00012831307934848163
20.998020726548045,-20.94829800115833,-1.4567519094030636,-0.00014719014056817367
21.997926475431285,-21.946360606612682,-1.5174359339959285,-0.00016601077528925116
22.997832224314525,-22.94442908126052,-1.5780233189320159,-0.0001847241925014978
23.997737973197765,-23.94250546832447,-1.638480271580679,-0.00020333600954501932
24.997643722081005,-24.94059169941863,-1.6987745969299042,-0.00022189031611845875
25.997549470964245,-25.9386895217153,-1.7588767401562346,-0.00024045234628044103
26.997455219847488,-26.936800664317868,-1.81875739904466,-0.0002590913053937588
27.997360968730728,-27.934926813869474,-1.8783875525711276,-0.0002778638483645138
28.997266717613968,-28.93306959374068,-1.9377385987312727,-0.00029680009071630226
29.997172466497208,-29.931230612841144,-1.9967821183784484,-0.00031589324221856105
30.997078215380448,-30.92941108842865,-2.0554959519296516,-0.00033509297428579825
31.996983964263688,-31.927611710961894,-2.1138663593507725,-0.0003541254511947812
32.99688971314693,-32.925833144926436,-2.1718799863826166,-0.00037282222286572943
33.99679546203017,-33.924076428133866,-2.229516525988133,-0.00039100821257482903
34.99670121091341,-34.92234305200187,-2.286747223227511,-0.00040850730079345
35.99660695979665,-35.92063452638778,-2.343542940688197,-0.0004251484378040627
36.99651270867989,-36.918952116931976,-2.3998780193854974,-0.0004407719166461901
37.99641845756313,-37.917296821087106,-2.455730620183152,-0.00045523414877119946
38.99632420644637,-38.915669626334946,-2.5110789858341396,-0.00046841099654302014
39.99622995532961,-39.914071605332985,-2.5658987808383222,-0.00048019977565134453
40.99613570421285,-40.91250391530012,-2.620163110036192,-0.0004905198663106108
41.99604145309609,-41.91096768665544,-2.673845492893579,-0.0004993120092964219
42.995947201979334,-42.90946346932255,-2.726929454323987,-0.0005065368891450749
43.99585295086257,-43.9079912921907,-2.7794074998144924,-0.0005121724110874249
44.995758699745814,-44.90655118097817,-2.831272114299171,-0.000516210492527373
45.99566444862905,-45.905143409857224,-2.8825102808086376,-0.0005186538707766762
46.99557019751229,-46.903768454577644,-2.933104518531009,-0.0005195145234665136
47.99547594639553,-47.90242674919348,-2.9830381338477503,-0.0005188127109545565
48.99538169527877,-48.90111806653856,-3.032307181008039,-0.000516576844167215
49.99528744416201,-49.899841694728025,-3.0809170592996584,-0.0005128432437530142
50.99519319304525,-50.898596893768705,-3.128873785104181,-0.0005076556946411661
51.99509894192849,-51.8973827193933,-3.1761882183288925,-0.0005010644352942887
52.99500469081173,-52.89619809211784,-3.2228744249909917,-0.0004931256978069998
53.994910439694976,-53.89504183718306,-3.2689487662480046,-0.00048390147674208826
54.99481618857821,-54.89391180578698,-3.3144510770926243,-0.0004734590315238662
55.994721937461456,-55.8928052674264,-3.3594352111653887,-0.0004618694157247948
56.99462768634469,-56.89171957472256,-3.4039534499424695,-0.00044920590168661306
57.994533435227936,-57.8906529158772,-3.44804189965099,-0.0004355420978497322
58.99443918411117,-58.8896039288226,-3.4917279605887854,-0.00042095172672217227
59.994344932994416,-59.88857128766495,-3.535038345652392,-0.00040550908863390596
60.99425068187765,-60.887553924063475,-3.5779948859955693,-0.00038929019160768944
61.994156430760896,-61.88655089444717,-3.620617047849463,-0.00037237280773396353
62.99406217964413,-62.88556138367295,-3.662921271431853,-0.0003548360034619668
63.993967928527375,-63.88458548904461,-3.7049024709775007,-0.00033675939171500685
64.99387367741062,-64.88362370512812,-3.7465461887092966,-0.000318222512933371
65.99377942629386,-65.88267637104231,-3.787841730685026,-0.0002993037942227792
66.99368517517709,-66.88174283009216,-3.8288025081016874,-0.000280078767547598
67.99359092406034,-67.88082203656657,-3.869451348864604,-0.00026061624185370826
68.99349667294358,-68.87991296869457,-3.909810670754428,-0.0002409742949995442
69.99340242182681,-69.87901474463438,-3.9499004587636706,-0.00022119606252173058
70.99330817071005,-70.87812653151018,-3.989739846566702,-0.00020130792806920722
71.9932139195933,-71.8772474176997,-4.029350127240482,-0.00018131927344705703
72.99311966847654,-72.8763760962164,-4.068763433001662,-0.00016122329524576251
