latitude,longitude,elevation,time,speed,course,horizontal_dilution,vertical_dilution,position_dilution
-6.118361146,106.856955095,1.38,,,,,,
-6.11836693,106.856962005,1.535,,,,,,
-6.118372462,106.85696912,1.688,,,,,,
-6.118377823,106.856976374,1.84,,,,,,
-6.118383092,106.856983699,1.989,,,,,,
-6.11838828,106.856991078,2.135,,,,,,
-6.118393312,106.856998561,2.28,,,,,,
-6.118398105,106.8570062,2.422,,,,,,
-6.118402608,106.857014019,2.564,,,,,,
-6.118406824,106.857022004,2.704,,,,,,
-6.118410756,106.85703013,2.842,,,,,,
-6.118414463,106.85703836,2.978,,,,,,
-6.118418107,106.857046618,3.113,,,,,,
-6.118421862,106.857054823,3.244,,,,,,
-6.11842586,106.857062914,3.372,,,,,,
-6.11842996,106.857070958,3.498,,,,,,
-6.118433923,106.857079063,3.621,,,,,,
-6.118437518,106.857087334,3.743,,,,,,
-6.118440692,106.857095788,3.865,,,,,,
-6.118443524,106.857104374,3.987,,,,,,
-6.118446098,106.857113038,4.107,,,,,,
-6.11844854,106.857121734,4.227,,,,,,
-6.118451011,106.857130416,4.344,,,,,,
-6.118453672,106.857139041,4.459,,,,,,
-6.118456552,106.857147603,4.571,,,,,,
-6.118459434,106.857156163,4.681,,,,,,
-6.118462072,106.857164791,4.79,,,,,,
-6.118464302,106.857173535,4.9,,,,,,
-6.118466227,106.857182364,5.01,,,,,,
-6.118468008,106.857191228,5.12,,,,,,
-6.11846978,106.857200088,5.228,,,,,,
-6.118471551,106.857208943,5.335,,,,,,
-6.1184733,106.857217802,5.441,,,,,,
-6.118475005,106.857226671,5.514,,,,,,
-6.118476636,106.857235555,5.555,,,,,,
-6.118478165,106.857244458,5.597,,,,,,
-6.118479566,106.85725338,5.639,,,,,,
-6.118480862,106.857262319,5.681,,,,,,
-6.118482112,106.857271266,5.723,,,,,,
-6.118483373,106.857280211,5.765,,,,,,
-6.118484638,106.857289156,5.806,,,,,,
-6.11848584,106.857298108,5.847,,,,,,
-6.118486905,106.857307077,5.889,,,,,,
-6.1184878,106.857316066,5.932,,,,,,
-6.118488537,106.857325071,5.975,,,,,,
-6.118489135,106.857334086,6.019,,,,,,
-6.118489608,106.857343108,6.063,,,,,,
-6.118489965,106.857352135,6.108,,,,,,
-6.118490215,106.857361165,6.153,,,,,,
-6.118490366,106.857370198,6.199,,,,,,
-6.118490425,106.857379232,6.245,,,,,,
-6.118490401,106.857388266,6.292,,,,,,
-6.118490308,106.857397299,6.339,,,,,,
-6.118490163,106.857406332,6.387,,,,,,
-6.118489988,106.857415364,6.435,,,,,,
-6.1184898,106.857424396,6.482,,,,,,
-6.11848962,106.857433427,6.53,,,,,,
-6.118489463,106.85744246,6.578,,,,,,
-6.118489328,106.857451492,6.626,,,,,,
-6.118489185,106.857460525,6.673,,,,,,
-6.118489009,106.857469557,6.721,,,,,,
-6.118488789,106.857478588,6.77,,,,,,
-6.118488538,106.857487618,6.818,,,,,,
-6.118488268,106.857496648,6.867,,,,,,
-6.11848799,106.857505677,6.868,,,,,,
-6.118487707,106.857514707,6.841,,,,,,
-6.118487424,106.857523736,6.814,,,,,,
-6.118487143,106.857532765,6.787,,,,,,
-6.118486862,106.857541794,6.76,,,,,,
-6.118486581,106.857550824,6.733,,,,,,
-6.118486299,106.857559853,6.705,,,,,,
-6.118486018,106.857568882,6.677,,,,,,
-6.118485736,106.857577912,6.65,,,,,,
-6.118485455,106.857586941,6.622,,,,,,
-6.118485173,106.85759597,6.593,,,,,,
-6.118484891,106.857604999,6.565,,,,,,
-6.118484609,106.857614029,6.537,,,,,,
-6.118484327,106.857623058,6.508,,,,,,
-6.118484046,106.857632087,6.48,,,,,,
-6.118483765,106.857641117,6.451,,,,,,
-6.118483484,106.857650146,6.422,,,,,,
-6.118483202,106.857659175,6.393,,,,,,
-6.118482921,106.857668204,6.364,,,,,,
-6.118482639,106.857677234,6.335,,,,,,
-6.118482358,106.857686263,6.305,,,,,,
-6.118482077,106.857695292,6.276,,,,,,
-6.118481796,106.857704322,6.246,,,,,,
-6.118481514,106.857713351,6.216,,,,,,
-6.118481233,106.85772238,6.186,,,,,,
-6.118480951,106.85773141,6.156,,,,,,
-6.11848067,106.857740439,6.126,,,,,,
-6.118480388,106.857749468,6.096,,,,,,
-6.118480105,106.857758497,6.065,,,,,,
-6.118479821,106.857767527,6.035,,,,,,
-6.118479533,106.857776556,6.004,,,,,,
-6.118479241,106.857785585,6.003,,,,,,
-6.118478946,106.857794613,6.006,,,,,,
-6.118478644,106.857803642,6.009,,,,,,
-6.118478338,106.85781267,6.011,,,,,,
-6.118478025,106.857821699,6.013,,,,,,
-6.118477705,106.857830727,6.015,,,,,,
-6.118477377,106.857839754,6.017,,,,,,
-6.11847704,106.857848782,6.018,,,,,,
-6.118476694,106.857857809,6.019,,,,,,
-6.118476338,106.857866835,6.019,,,,,,
-6.118475972,106.857875862,6.019,,,,,,
-6.118475593,106.857884887,6.019,,,,,,
-6.118475203,106.857893913,6.018,,,,,,
-6.118474799,106.857902937,6.017,,,,,,
-6.118474383,106.857911961,6.015,,,,,,
-6.118473956,106.857920985,6.013,,,,,,
-6.118473523,106.857930008,6.01,,,,,,
-6.118473108,106.857939032,6.007,,,,,,
-6.118472736,106.857948058,6.005,,,,,,
-6.118472419,106.857957086,6.002,,,,,,
-6.118472131,106.857966115,5.999,,,,,,
-6.118471836,106.857975144,5.996,,,,,,
-6.118471507,106.857984172,5.992,,,,,,
-6.118471149,106.857993198,5.988,,,,,,
-6.118470768,106.858002224,5.983,,,,,,
-6.118470372,106.858011249,5.978,,,,,,
-6.118469958,106.858020273,5.972,,,,,,
-6.118469525,106.858029296,5.965,,,,,,
-6.118469069,106.858038318,5.957,,,,,,
-6.118468591,106.858047339,5.949,,,,,,
-6.118468092,106.858056359,5.932,,,,,,
-6.118467572,106.858065378,5.828,,,,,,
-6.118467028,106.858074395,5.724,,,,,,
-6.118466457,106.85808341,5.62,,,,,,
-6.118465855,106.858092424,5.516,,,,,,
-6.11846522,106.858101435,5.412,,,,,,
-6.118464551,106.858110444,5.308,,,,,,
-6.118463844,106.85811945,5.203,,,,,,
-6.118463099,106.858128452,5.099,,,,,,
-6.118462313,106.858137451,4.994,,,,,,
-6.118461485,106.858146447,4.889,,,,,,
-6.118460613,106.858155438,4.784,,,,,,
-6.118459696,106.858164424,4.679,,,,,,
-6.118458731,106.858173406,4.574,,,,,,
-6.118457718,106.858182382,4.469,,,,,,
-6.118456652,106.858191352,4.364,,,,,,
-6.118455534,106.858200316,4.259,,,,,,
-6.118454366,106.858209273,4.154,,,,,,
-6.118453147,106.858218223,4.049,,,,,,
-6.118451876,106.858227166,3.944,,,,,,
-6.118450541,106.858236099,3.839,,,,,,
-6.118449132,106.858245022,3.735,,,,,,
-6.118447679,106.858253937,3.63,,,,,,
-6.118446257,106.858262857,3.527,,,,,,
-6.118444945,106.858271793,3.425,,,,,,
-6.118443758,106.858280747,3.324,,,,,,
-6.118442611,106.858289707,3.224,,,,,,
-6.118441415,106.858298661,3.125,,,,,,
-6.118440116,106.8583076,3.025,,,,,,
-6.118438732,106.858316526,2.926,,,,,,
-6.118437287,106.858325442,2.827,,,,,,
-6.118435811,106.858334353,2.729,,,,,,
-6.118434336,106.858343264,2.643,,,,,,
-6.118432899,106.858352182,2.557,,,,,,
-6.1184315,106.858361106,2.472,,,,,,
-6.118430076,106.858370025,2.386,,,,,,
-6.118428554,106.858378928,2.301,,,,,,
-6.118426911,106.858387809,2.215,,,,,,
-6.11842522,106.858396682,2.13,,,,,,
-6.118423567,106.858405561,2.045,,,,,,
-6.118421995,106.858414455,1.961,,,,,,
-6.118420455,106.858423355,1.877,,,,,,
-6.118418885,106.85843225,1.794,,,,,,
-6.118417236,106.858441131,1.711,,,,,,
-6.118415493,106.858449993,1.627,,,,,,
-6.118413648,106.858458834,1.544,,,,,,
-6.118411703,106.858467654,1.461,,,,,,
-6.118409698,106.85847646,1.378,,,,,,
-6.118407674,106.858485261,1.295,,,,,,
-6.118405664,106.858494066,1.213,,,,,,
-6.118403674,106.858502875,1.131,,,,,,
-6.118401705,106.858511689,1.05,,,,,,
-6.118399749,106.858520506,0.969,,,,,,
-6.118397771,106.858529318,0.889,,,,,,
-6.118395727,106.858538115,0.809,,,,,,
-6.118393581,106.858546888,0.729,,,,,,
-6.118391318,106.858555631,0.65,,,,,,
-6.118388924,106.858564338,0.571,,,,,,
-6.118386411,106.858573011,0.492,,,,,,
-6.118383853,106.858581671,0.413,,,,,,
-6.118381336,106.858590343,0.335,,,,,,
-6.118378915,106.858599042,0.258,,,,,,
-6.118376542,106.858607755,0.182,,,,,,
-6.118374146,106.858616461,0.18,,,,,,
-6.118371669,106.858625145,0.225,,,,,,
-6.118369107,106.858633804,0.271,,,,,,
-6.118366467,106.858642439,0.318,,,,,,
-6.118363762,106.858651053,0.366,,,,,,
-6.118361019,106.858659655,0.414,,,,,,
-6.118358266,106.858668255,0.464,,,,,,
-6.118355525,106.858676858,0.515,,,,,,
-6.118352765,106.858685455,0.568,,,,,,
-6.118349938,106.858694029,0.621,,,,,,
-6.118347005,106.858702568,0.675,,,,,,
-6.118343962,106.858711068,0.73,,,,,,
-6.118340817,106.85871953,0.787,,,,,,
-6.118337583,106.858727958,0.844,,,,,,
-6.118334292,106.858736364,0.902,,,,,,
-6.118330983,106.858744762,0.967,,,,,,
-6.118327683,106.858753165,1.033,,,,,,
-6.118324369,106.858761561,1.098,,,,,,
-6.118320997,106.858769934,1.163,,,,,,
-6.118317529,106.858778268,1.226,,,,,,
-6.118313951,106.858786555,1.289,,,,,,
-6.118310255,106.858794789,1.351,,,,,,
-6.118306444,106.858802969,1.411,,,,,,
-6.118302574,106.858811121,1.471,,,,,,
-6.118298716,106.85881928,1.53,,,,,,
-6.118294931,106.858827472,1.588,,,,,,
-6.118291194,106.858835686,1.646,,,,,,
-6.118287451,106.858843898,1.703,,,,,,
-6.118283649,106.858852084,1.759,,,,,,
-6.118279768,106.858860231,1.814,,,,,,
-6.118275795,106.858868334,1.867,,,,,,
-6.118271726,106.858876387,1.92,,,,,,
-6.118267583,106.858884402,1.972,,,,,,
-6.118263405,106.8588924,2.016,,,,,,
-6.118259225,106.858900396,2.052,,,,,,
-6.118255055,106.858908397,2.09,,,,,,
-6.118250895,106.858916403,2.128,,,,,,
-6.118246741,106.858924413,2.168,,,,,,
-6.118242576,106.858932417,2.208,,,,,,
-6.11823837,106.858940399,2.249,,,,,,
-6.118234094,106.858948344,2.291,,,,,,
-6.118229733,106.858956242,2.333,,,,,,
-6.118225276,106.858964086,2.376,,,,,,
-6.118220717,106.85897187,2.42,,,,,,
-6.118216107,106.858979623,2.464,,,,,,
-6.118211518,106.858987389,2.51,,,,,,
-6.118207023,106.858995209,2.557,,,,,,
-6.118202624,106.859003085,2.605,,,,,,
-6.11819828,106.859010993,2.653,,,,,,
-6.118193948,106.859018908,2.703,,,,,,
-6.118189601,106.859026813,2.753,,,,,,
-6.118185218,106.859034699,2.805,,,,,,
-6.118180784,106.859042554,2.857,,,,,,
-6.11817629,106.859050376,2.91,,,,,,
-6.118171741,106.859058166,2.964,,,,,,
-6.118167141,106.859065926,3.019,,,,,,
-6.118162494,106.859073656,3.074,,,,,,
-6.118157799,106.859081358,3.131,,,,,,
-6.118153058,106.859089031,3.188,,,,,,
-6.118148272,106.859096676,3.246,,,,,,
-6.118143442,106.859104293,3.306,,,,,,
-6.11813857,106.859111882,3.366,,,,,,
-6.118133657,106.859119445,3.427,,,,,,
-6.118128705,106.859126981,3.489,,,,,,
-6.118123715,106.859134493,3.551,,,,,,
-6.118118688,106.859141979,3.615,,,,,,
-6.118113624,106.859149441,3.68,,,,,,
-6.118108524,106.859156877,3.746,,,,,,
-6.118103386,106.859164287,3.812,,,,,,
-6.118098211,106.859171671,3.841,,,,,,
-6.118092999,106.859179029,3.853,,,,,,
-6.118087768,106.859186372,3.868,,,,,,
-6.118082542,106.859193719,3.884,,,,,,
-6.118077345,106.859201088,3.902,,,,,,
-6.118072165,106.859208468,3.922,,,,,,
-6.11806697,106.859215838,3.944,,,,,,
-6.118061731,106.859223175,3.969,,,,,,
-6.118056445,106.859230479,3.995,,,,,,
-6.118051126,106.859237759,3.992,,,,,,
-6.118045786,106.859245023,3.98,,,,,,
-6.118040416,106.859252265,3.966,,,,,,
-6.118034996,106.859259468,3.951,,,,,,
-6.118029512,106.859266624,3.933,,,,,,
-6.118024009,106.859273765,3.912,,,,,,
-6.118018558,106.859280944,3.89,,,,,,
-6.118013223,106.85928821,3.867,,,,,,
-6.118007993,106.859295555,3.841,,,,,,
-6.118002811,106.859302935,3.814,,,,,,
-6.117997621,106.859310309,3.784,,,,,,
-6.1179924,106.85931766,3.753,,,,,,
-6.117987147,106.859324988,3.719,,,,,,
-6.117981865,106.859332294,3.684,,,,,,
-6.117976553,106.859339579,3.646,,,,,,
-6.117971211,106.859346842,3.606,,,,,,
-6.11796584,106.859354082,3.564,,,,,,
-6.117960437,106.859361299,3.52,,,,,,
-6.117955005,106.859368493,3.474,,,,,,
-6.117949542,106.859375664,3.426,,,,,,
-6.11794405,106.859382813,3.375,,,,,,
-6.117938529,106.859389939,3.323,,,,,,
-6.117932982,106.859397044,3.268,,,,,,
-6.117927406,106.859404126,3.211,,,,,,
-6.117921797,106.859411182,3.152,,,,,,
-6.117916151,106.859418209,3.091,,,,,,
-6.117910468,106.859425204,3.028,,,,,,
-6.117904746,106.859432168,2.962,,,,,,
-6.117898981,106.859439097,2.894,,,,,,
-6.11789316,106.859445977,2.825,,,,,,
-6.11788726,106.859452789,2.758,,,,,,
-6.117881271,106.859459521,2.691,,,,,,
-6.117875235,106.859466211,2.623,,,,,,
-6.117869217,106.859472918,2.556,,,,,,
-6.117863279,106.859479695,2.489,,,,,,
-6.117857419,106.859486541,2.422,,,,,,
-6.117851604,106.859493427,2.355,,,,,,
-6.117845798,106.859500322,2.289,,,,,,
-6.117839967,106.859507195,2.222,,,,,,
-6.117834073,106.859514011,2.155,,,,,,
-6.11782808,106.859520739,2.088,,,,,,
-6.117821969,106.859527361,2.02,,,,,,
-6.117815745,106.859533876,1.951,,,,,,
-6.11780941,106.859540283,1.883,,,,,,
-6.117802966,106.859546578,1.814,,,,,,
-6.117796409,106.859552753,1.744,,,,,,
-6.117789734,106.859558799,1.674,,,,,,
-6.117782942,106.859564712,1.604,,,,,,
-6.117776033,106.859570487,1.537,,,,,,
-6.11776901,106.859576122,1.478,,,,,,
-6.11776187,106.859581607,1.42,,,,,,
-6.117754612,106.859586931,1.363,,,,,,
-6.117747236,106.859592084,1.307,,,,,,
-6.117739758,106.859597088,1.252,,,,,,
-6.117732213,106.859601992,1.198,,,,,,
-6.117724634,106.859606848,1.145,,,,,,
-6.117717021,106.859611648,1.092,,,,,,
-6.117709338,106.859616328,1.041,,,,,,
-6.117701548,106.859620818,0.99,,,,,,
-6.117693634,106.859625087,0.941,,,,,,
-6.117685611,106.859629156,0.892,,,,,,
-6.117677497,106.85963305,0.844,,,,,,
-6.117669298,106.859636764,0.797,,,,,,
-6.117661002,106.859640235,0.751,,,,,,
-6.117652593,106.859643394,0.705,,,,,,
-6.117644075,106.859646238,0.661,,,,,,
-6.117635505,106.859648944,0.617,,,,,,
-6.117626951,106.859651725,0.573,,,,,,
-6.117618461,106.859654726,0.53,,,,,,
-6.117609981,106.859657738,0.488,,,,,,
-6.117601422,106.859660421,0.446,,,,,,
-6.117592712,106.859662519,0.405,,,,,,
-6.117583898,106.859664259,0.365,,,,,,
-6.11757507,106.859666044,0.325,,,,,,
-6.117566296,106.85966815,0.285,,,,,,
-6.117557534,106.859670193,0.246,,,,,,
-6.117548707,106.859671579,0.207,,,,,,
-6.117539772,106.859672073,0.169,,,,,,
-6.117530763,106.859672285,0.131,,,,,,
-6.11752173,106.85967286,0.092,,,,,,
-6.117512742,106.859673358,0.054,,,,,,
-6.117503883,106.859672635,0.016,,,,,,
-6.117495135,106.859670572,0.032,,,,,,
-6.117486363,106.859668327,0.089,,,,,,
-6.117477567,106.859666367,0.145,,,,,,
-6.117468997,106.859663848,0.2,,,,,,
-6.117460793,106.859660241,0.251,,,,,,
-6.117452774,106.85965607,0.3,,,,,,
-6.11744474,106.859651951,0.348,,,,,,
-6.117436719,106.859647886,0.395,,,,,,
-6.117428865,106.859643549,0.44,,,,,,
-6.117421272,106.859638743,0.482,,,,,,
-6.11741386,106.859633617,0.521,,,,,,
-6.117406529,106.859628375,0.559,,,,,,
-6.117399231,106.859623109,0.596,,,,,,
-6.117391981,106.859617781,0.632,,,,,,
-6.117384801,106.859612349,0.665,,,,,,
-6.117377744,106.859606753,0.697,,,,,,
-6.117370876,106.859600933,0.727,,,,,,
-6.117364231,106.859594858,0.753,,,,,,
-6.117357703,106.859588651,0.778,,,,,,
-6.117351147,106.859582473,0.802,,,,,,
-6.117344489,106.859576406,0.826,,,,,,
-6.117337826,106.859570349,0.848,,,,,,
-6.117331272,106.859564174,0.869,,,,,,
-6.117324886,106.859557821,0.888,,,,,,
-6.117318637,106.859551328,0.904,,,,,,
-6.11731249,106.859544738,0.919,,,,,,
-6.117306421,106.859538077,0.932,,,,,,
-6.117300424,106.859531352,0.943,,,,,,
-6.117294492,106.859524569,0.953,,,,,,
-6.117288614,106.859517738,0.962,,,,,,
-6.117282773,106.859510875,0.969,,,,,,
-6.11727695,106.859503996,0.975,,,,,,
-6.117271142,106.859497105,0.98,,,,,,
-6.117265364,106.859490188,0.984,,,,,,
-6.11725963,106.859483235,0.986,,,,,,
-6.117253926,106.859476256,0.987,,,,,,
-6.11724821,106.859469288,0.988,,,,,,
-6.117242438,106.859462366,0.987,,,,,,
-6.117236586,106.859455513,0.986,,,,,,
-6.117230646,106.859448735,0.985,,,,,,
-6.117224612,106.859442041,0.992,,,,,,
-6.117218475,106.859435443,1.012,,,,,,
-6.11721222,106.859428959,1.03,,,,,,
-6.117205834,106.859422606,1.045,,,,,,
-6.11719931,106.859416396,1.057,,,,,,
-6.11719265,106.859410332,1.067,,,,,,
-6.117185852,106.859404419,1.074,,,,,,
-6.117178903,106.859398686,1.079,,,,,,
-6.117171776,106.859393186,1.081,,,,,,
-6.117164448,106.859387962,1.081,,,,,,
-6.117156967,106.859382957,1.079,,,,,,
-6.117149448,106.859378013,1.074,,,,,,
-6.117142003,106.859372976,1.066,,,,,,
-6.117134628,106.859367841,1.054,,,,,,
-6.117127194,106.859362761,1.04,,,,,,
-6.117119573,106.859357897,1.024,,,,,,
-6.11711169,106.859353457,1.007,,,,,,
-6.117103522,106.859349689,0.99,,,,,,
-6.11709505,106.859346827,0.975,,,,,,
-6.11708635,106.859344665,0.962,,,,,,
-6.1170776,106.85934251,0.947,,,,,,
-6.117068966,106.859339741,0.928,,,,,,
-6.117060383,106.859336935,0.906,,,,,,
-6.117051625,106.859335485,0.891,,,,,,
-6.117042632,106.859335514,0.886,,,,,,
-6.11703365,106.859334826,0.875,,,,,,
-6.117024816,106.859332818,0.854,,,,,,
-6.117016015,106.859332141,0.842,,,,,,
-6.117007158,106.859333696,0.848,,,,,,
-6.116998232,106.859335277,0.856,,,,,,
-6.116989255,106.859335646,0.853,,,,,,
-6.116980298,106.859336175,0.853,,,,,,
-6.116971437,106.859337744,0.862,,,,,,
-6.116962749,106.859340196,0.882,,,,,,
-6.11695428,106.85934327,0.911,,,,,,
-6.116945882,106.859346467,0.942,,,,,,
-6.116937341,106.859349207,0.98,,,,,,
-6.116928622,106.859351422,1.014,,,,,,
-6.116919912,106.85935366,1.048,,,,,,
-6.116911406,106.859356492,1.088,,,,,,
-6.116903177,106.8593601,1.134,,,,,,
-6.116895161,106.859364246,1.185,,,,,,
-6.116887292,106.859368674,1.238,,,,,,
-6.116879522,106.859373222,1.291,,,,,,
-6.116871837,106.859377885,1.344,,,,,,
-6.116864228,106.859382674,1.397,,,,,,
-6.116856703,106.859387609,1.451,,,,,,
-6.116849305,106.859392741,1.505,,,,,,
-6.116842085,106.859398119,1.561,,,,,,
-6.116835082,106.859403782,1.618,,,,,,
-6.116828298,106.859409711,1.677,,,,,,
-6.116821728,106.859415877,1.737,,,,,,
-6.116815361,106.859422251,1.797,,,,,,
-6.116809167,106.859428795,1.858,,,,,,
-6.116803112,106.859435472,1.92,,,,,,
-6.116797175,106.859442256,1.981,,,,,,
-6.11679139,106.85944917,2.034,,,,,,
-6.11678581,106.859456248,2.085,,,,,,
-6.116780474,106.859463518,2.137,,,,,,
-6.116775385,106.859470967,2.191,,,,,,
-6.116770535,106.859478574,2.246,,,,,,
-6.116765906,106.859486317,2.301,,,,,,
-6.116761454,106.859494163,2.358,,,,,,
-6.116757128,106.859502083,2.415,,,,,,
-6.11675289,106.859510052,2.472,,,,,,
-6.11674878,106.859518086,2.53,,,,,,
-6.116744853,106.859526209,2.589,,,,,,
-6.116741154,106.859534442,2.648,,,,,,
-6.116737679,106.859542775,2.708,,,,,,
-6.11673441,106.859551193,2.769,,,,,,
-6.116731329,106.85955968,2.83,,,,,,
-6.116728428,106.859568231,2.891,,,,,,
-6.1167257,106.859576839,2.953,,,,,,
-6.11672314,106.8595855,3.016,,,,,,
-6.116720752,106.859594211,3.078,,,,,,
-6.116718545,106.859602968,3.141,,,,,,
-6.116716519,106.859611768,3.205,,,,,,
-6.116714626,106.859620599,3.268,,,,,,
-6.116712798,106.859629445,3.332,,,,,,
-6.116710971,106.859638292,3.396,,,,,,
-6.116709165,106.859647143,3.459,,,,,,
-6.11670745,106.859656009,3.523,,,,,,
-6.116705893,106.859664903,3.587,,,,,,
-6.116704515,106.859673829,3.652,,,,,,
-6.116703302,106.859682783,3.716,,,,,,
-6.116702232,106.85969176,3.781,,,,,,
-6.116701172,106.859700738,3.845,,,,,,
-6.116699881,106.859709673,3.91,,,,,,
-6.116698158,106.859718531,3.973,,,,,,
-6.116696164,106.859727342,3.996,,,,,,
-6.116694245,106.85973617,3.99,,,,,,
-6.116692643,106.859745059,3.985,,,,,,
-6.116691183,106.859753974,3.98,,,,,,
-6.116689588,106.859762863,3.976,,,,,,
-6.116687714,106.859771696,3.973,,,,,,
-6.116685705,106.859780503,3.971,,,,,,
-6.116683737,106.859789319,3.97,,,,,,
-6.116681877,106.859798157,3.97,,,,,,
-6.116680088,106.85980701,3.971,,,,,,
-6.116678326,106.859815868,3.972,,,,,,
-6.116676543,106.859824723,3.974,,,,,,
-6.11667469,106.859833562,3.977,,,,,,
-6.116672736,106.859842379,3.981,,,,,,
-6.116670759,106.859851191,3.986,,,,,,
-6.116668869,106.859860023,3.992,,,,,,
-6.11666712,106.859868885,3.998,,,,,,
-6.116665375,106.859877748,3.981,,,,,,
-6.116663462,106.859886571,3.952,,,,,,
-6.116661303,106.859895339,3.918,,,,,,
-6.116659011,106.859904076,3.881,,,,,,
-6.116656723,106.859912814,3.843,,,,,,
-6.116654501,106.859921567,3.806,,,,,,
-6.116652304,106.859930326,3.767,,,,,,
-6.116650089,106.85993908,3.728,,,,,,
-6.116647825,106.859947822,3.686,,,,,,
-6.116645498,106.859956548,3.643,,,,,,
-6.116643097,106.859965253,3.597,,,,,,
-6.116640624,106.859973937,3.549,,,,,,
-6.116638091,106.859982604,3.499,,,,,,
-6.116635513,106.859991259,3.446,,,,,,
-6.116632879,106.859999897,3.392,,,,,,
-6.116630142,106.860008501,3.324,,,,,,
-6.116627257,106.860017056,3.255,,,,,,
-6.116624252,106.860025571,3.187,,,,,,
-6.116621258,106.860034089,3.12,,,,,,
-6.116618415,106.860042655,3.058,,,,,,
-6.116615778,106.860051289,3.001,,,,,,
-6.116613237,106.860059955,2.947,,,,,,
-6.116610665,106.860068613,2.894,,,,,,
-6.116607978,106.860077234,2.842,,,,,,
-6.116605182,106.860085819,2.789,,,,,,
-6.116602297,106.860094374,2.738,,,,,,
-6.116599357,106.860102909,2.687,,,,,,
-6.116596423,106.860111447,2.639,,,,,,
-6.116593561,106.860120012,2.593,,,,,,
-6.116590769,106.860128603,2.55,,,,,,
-6.116587899,106.860137164,2.508,,,,,,
-6.116584787,106.860145633,2.466,,,,,,
-6.11658138,106.860153989,2.421,,,,,,
-6.116577853,106.860162301,2.378,,,,,,
-6.11657441,106.860170646,2.337,,,,,,
-6.116571143,106.86017906,2.301,,,,,,
-6.116567941,106.8601875,2.268,,,,,,
-6.116564667,106.860195914,2.236,,,,,,
-6.116561227,106.860204262,2.204,,,,,,
-6.116557595,106.860212527,2.173,,,,,,
-6.116553753,106.860220691,2.142,,,,,,
-6.116549724,106.860228764,2.112,,,,,,
-6.1165456,106.86023679,2.083,,,,,,
-6.116541474,106.860244818,2.057,,,,,,
-6.116537365,106.860252854,2.033,,,,,,
-6.116533174,106.860260844,2.012,,,,,,
-6.116528794,106.860268727,1.991,,,,,,
-6.116524192,106.860276484,1.972,,,,,,
-6.116519443,106.860284155,1.966,,,,,,
-6.116514628,106.860291784,1.965,,,,,,
-6.116509803,106.860299404,1.969,,,,,,
-6.11650499,106.86030703,1.976,,,,,,
-6.116500207,106.860314678,1.987,,,,,,
-6.116495427,106.86032233,2.002,,,,,,
-6.116490559,106.860329921,2.02,,,,,,
-6.116485512,106.86033739,2.041,,,,,,
-6.116480271,106.860344726,2.064,,,,,,
-6.116474916,106.860351981,2.09,,,,,,
-6.11646953,106.860359215,2.12,,,,,,
-6.116464135,106.860366439,2.153,,,,,,
-6.116458685,106.860373619,2.191,,,,,,
-6.116453128,106.860380715,2.231,,,,,,
-6.116447442,106.860387709,2.275,,,,,,
-6.116441632,106.860394601,2.322,,,,,,
-6.116435709,106.860401393,2.372,,,,,,
-6.11642968,106.86040809,2.426,,,,,,
-6.116423554,106.860414698,2.482,,,,,,
-6.116417339,106.860421222,2.542,,,,,,
-6.11641103,106.860427655,2.606,,,,,,
-6.116404614,106.860433977,2.673,,,,,,
-6.116398076,106.860440171,2.743,,,,,,
-6.116391451,106.860446271,2.816,,,,,,
-6.116384811,106.860452355,2.816,,,,,,
-6.116378228,106.860458501,2.771,,,,,,
-6.116371724,106.860464732,2.732,,,,,,
-6.116365279,106.860471025,2.695,,,,,,
-6.116358871,106.860477356,2.662,,,,,,
-6.116352471,106.860483695,2.632,,,,,,
-6.116346046,106.860490008,2.602,,,,,,
-6.116339564,106.860496261,2.574,,,,,,
-6.116333023,106.860502453,2.545,,,,,,
-6.116326442,106.860508601,2.518,,,,,,
-6.116319837,106.860514723,2.492,,,,,,
-6.116313216,106.860520829,2.467,,,,,,
-6.116306585,106.860526922,2.444,,,,,,
-6.116299946,106.860533006,2.424,,,,,,
-6.116293305,106.860539089,2.405,,,,,,
-6.116286669,106.860545178,2.388,,,,,,
-6.116280046,106.86055128,2.374,,,,,,
-6.116273442,106.860557403,2.335,,,,,,
-6.116266863,106.860563554,2.236,,,,,,
-6.116260316,106.860569739,2.141,,,,,,
-6.116253808,106.860575965,2.051,,,,,,
-6.116247345,106.860582239,1.965,,,,,,
-6.116240934,106.860588567,1.885,,,,,,
-6.116234583,106.860594956,1.809,,,,,,
-6.116228298,106.86060141,1.739,,,,,,
-6.116222086,106.860607936,1.674,,,,,,
-6.116215956,106.860614539,1.614,,,,,,
-6.116209915,106.860621226,1.559,,,,,,
-6.116203973,106.860628001,1.51,,,,,,
-6.116198135,106.860634866,1.466,,,,,,
-6.116192403,106.860641823,1.428,,,,,,
-6.116186785,106.860648876,1.396,,,,,,
-6.1161813,106.860656032,1.369,,,,,,
-6.116175973,106.860663305,1.348,,,,,,
-6.116170814,106.860670696,1.332,,,,,,
-6.116165777,106.860678175,1.323,,,,,,
-6.116160796,106.860685698,1.317,,,,,,
-6.116155836,106.860693239,1.316,,,,,,
-6.116150986,106.860700847,1.32,,,,,,
-6.116146372,106.860708591,1.33,,,,,,
