latitude,longitude,elevation,time,speed,course,horizontal_dilution,vertical_dilution,position_dilution
-6.116142073,106.860716515,1.346,,,,,,
-6.116137954,106.860724545,1.368,,,,,,
-6.116133817,106.86073257,1.393,,,,,,
-6.116129531,106.860740516,1.42,,,,,,
-6.116125237,106.860748452,1.451,,,,,,
-6.116121147,106.860756486,1.487,,,,,,
-6.116117385,106.86076468,1.528,,,,,,
-6.116113843,106.860772986,1.574,,,,,,
-6.116110379,106.860781337,1.615,,,,,,
-6.116106967,106.860789708,1.626,,,,,,
-6.116103802,106.860798161,1.642,,,,,,
-6.116101098,106.860806759,1.664,,,,,,
-6.116098763,106.860815479,1.694,,,,,,
-6.116096378,106.860824198,1.722,,,,,,
-6.11609362,106.860832816,1.744,,,,,,
-6.116090863,106.86084142,1.684,,,,,,
-6.116088729,106.860850164,1.627,,,,,,
-6.116087337,106.860859085,1.581,,,,,,
-6.116086012,106.860868036,1.536,,,,,,
-6.116084188,106.86087689,1.486,,,,,,
-6.116082248,106.860885711,1.435,,,,,,
-6.116080852,106.860894619,1.392,,,,,,
-6.116079934,106.86090361,1.355,,,,,,
-6.116078839,106.860912581,1.316,,,,,,
-6.116077252,106.860921478,1.272,,,,,,
-6.116075628,106.860930363,1.229,,,,,,
-6.116074494,106.860939311,1.192,,,,,,
-6.116073911,106.860948327,1.161,,,,,,
-6.116073614,106.860957372,1.134,,,,,,
-6.116073359,106.86096641,1.108,,,,,,
-6.116073102,106.860975438,1.081,,,,,,
-6.116072881,106.860984466,1.055,,,,,,
-6.116072744,106.8609935,1.03,,,,,,
-6.116072762,106.861002537,1.007,,,,,,
-6.11607301,106.861011567,0.986,,,,,,
-6.116073525,106.861020585,0.967,,,,,,
-6.116074167,106.861029596,0.949,,,,,,
-6.116074751,106.861038611,0.931,,,,,,
-6.116075143,106.861047636,0.91,,,,,,
-6.116075445,106.861056666,0.889,,,,,,
-6.116075814,106.861065692,0.868,,,,,,
-6.116076395,106.861074706,0.848,,,,,,
-6.1160772,106.861083704,0.83,,,,,,
-6.116078189,106.861092686,0.814,,,,,,
-6.11607932,106.861101651,0.797,,,,,,
-6.116080585,106.861110596,0.782,,,,,,
-6.116081991,106.861119518,0.79,,,,,,
-6.116083549,106.861128415,0.802,,,,,,
-6.11608526,106.861137284,0.814,,,,,,
-6.116087119,106.861146123,0.827,,,,,,
-6.116089119,106.861154931,0.842,,,,,,
-6.116091256,106.861163707,0.857,,,,,,
-6.116093527,106.861172447,0.873,,,,,,
-6.116095931,106.861181152,0.891,,,,,,
-6.116098462,106.86118982,0.909,,,,,,
-6.116101118,106.861198451,0.928,,,,,,
-6.116103894,106.861207043,0.948,,,,,,
-6.116106786,106.861215596,0.969,,,,,,
-6.11610979,106.86122411,0.99,,,,,,
-6.116112901,106.861232585,1.016,,,,,,
-6.116116115,106.861241021,1.044,,,,,,
-6.116119428,106.861249419,1.075,,,,,,
-6.116122835,106.861257778,1.107,,,,,,
-6.116126331,106.861266099,1.14,,,,,,
-6.116129914,106.861274384,1.175,,,,,,
-6.11613358,106.861282631,1.212,,,,,,
-6.116137322,106.861290844,1.25,,,,,,
-6.116141134,106.861299024,1.289,,,,,,
-6.11614501,106.861307174,1.33,,,,,,
-6.116148949,106.861315293,1.373,,,,,,
-6.116152958,106.861323377,1.416,,,,,,
-6.116157042,106.861331423,1.462,,,,,,
-6.116161204,106.861339429,1.509,,,,,,
-6.116165447,106.861347392,1.558,,,,,,
-6.116169772,106.861355309,1.608,,,,,,
-6.116174184,106.861363179,1.66,,,,,,
-6.116178683,106.861370998,1.714,,,,,,
-6.116183273,106.861378764,1.77,,,,,,
-6.116187956,106.861386473,1.828,,,,,,
-6.116192735,106.861394123,1.876,,,,,,
-6.116197612,106.861401709,1.92,,,,,,
-6.116202588,106.86140923,1.964,,,,,,
-6.116207667,106.861416682,2.008,,,,,,
-6.116212849,106.861424062,2.052,,,,,,
-6.116218135,106.861431366,2.097,,,,,,
-6.116223529,106.861438591,2.142,,,,,,
-6.116229031,106.861445732,2.187,,,,,,
-6.11623464,106.861452788,2.232,,,,,,
-6.116240356,106.861459759,2.277,,,,,,
-6.116246175,106.861466642,2.323,,,,,,
-6.116252102,106.861473432,2.368,,,,,,
-6.116258146,106.861480115,2.414,,,,,,
-6.116264312,106.861486683,2.46,,,,,,
-6.116270581,106.861493152,2.507,,,,,,
-6.116276912,106.861499562,2.553,,,,,,
-6.116283266,106.86150595,2.598,,,,,,
-6.116289638,106.861512319,2.643,,,,,,
-6.116296061,106.861518634,2.686,,,,,,
-6.116302569,106.861524857,2.73,,,,,,
-6.116309183,106.861530967,2.774,,,,,,
-6.116315895,106.861536971,2.819,,,,,,
-6.116322699,106.861542879,2.863,,,,,,
-6.116329602,106.861548673,2.907,,,,,,
-6.116336649,106.861554281,2.952,,,,,,
-6.116343888,106.86155962,2.999,,,,,,
-6.116351345,106.861564647,3.047,,,,,,
-6.116358948,106.861569463,3.097,,,,,,
-6.116366599,106.861574207,3.146,,,,,,
-6.116374214,106.861579001,3.193,,,,,,
-6.116381766,106.861583892,3.239,,,,,,
-6.116389239,106.861588904,3.282,,,,,,
-6.116396598,106.861594087,3.31,,,,,,
-6.116403783,106.861599511,3.336,,,,,,
-6.116410796,106.861605164,3.362,,,,,,
-6.116417836,106.861610774,3.389,,,,,,
-6.116425121,106.861616042,3.419,,,,,,
-6.116432623,106.861621014,3.453,,,,,,
-6.116440109,106.861626014,3.488,,,,,,
-6.116447423,106.86163126,3.522,,,,,,
-6.116454705,106.86163655,3.557,,,,,,
-6.116462157,106.861641593,3.594,,,,,,
-6.116469763,106.86164641,3.634,,,,,,
-6.116477267,106.861651365,3.674,,,,,,
-6.116484464,106.861656752,3.712,,,,,,
-6.116491469,106.861662416,3.748,,,,,,
-6.116498495,106.861668059,3.795,,,,,,
-6.116505684,106.861673483,3.869,,,,,,
-6.116513035,106.861678677,3.942,,,,,,
-6.11652053,106.861683657,4.012,,,,,,
-6.116528143,106.861688449,4.081,,,,,,
-6.116535833,106.861693118,4.148,,,,,,
-6.116543557,106.861697734,4.213,,,,,,
-6.116551283,106.861702346,4.276,,,,,,
-6.11655903,106.861706918,4.337,,,,,,
-6.11656683,106.861711396,4.397,,,,,,
-6.116574709,106.861715732,4.455,,,,,,
-6.116582668,106.861719922,4.511,,,,,,
-6.116590697,106.861723976,4.566,,,,,,
-6.116598787,106.861727905,4.619,,,,,,
-6.116606933,106.861731713,4.671,,,,,,
-6.116615136,106.861735395,4.721,,,,,,
-6.116623393,106.861738951,4.77,,,,,,
-6.116631704,106.86174238,4.817,,,,,,
-6.116640066,106.861745682,4.863,,,,,,
-6.116648475,106.861748858,4.908,,,,,,
-6.116656927,106.861751918,4.951,,,,,,
-6.116665416,106.861754872,4.994,,,,,,
-6.116673936,106.861757735,4.965,,,,,,
-6.116682485,106.861760507,4.924,,,,,,
-6.116691065,106.861763182,4.882,,,,,,
-6.116699676,106.861765753,4.839,,,,,,
-6.116708317,106.86176822,4.795,,,,,,
-6.116716986,106.861770586,4.751,,,,,,
-6.11672568,106.861772858,4.706,,,,,,
-6.116734397,106.861775039,4.661,,,,,,
-6.116743136,106.861777131,4.615,,,,,,
-6.116751893,106.86177914,4.569,,,,,,
-6.116760669,106.861781067,4.522,,,,,,
-6.116769461,106.861782918,4.475,,,,,,
-6.116778268,106.861784696,4.428,,,,,,
-6.116787088,106.861786406,4.38,,,,,,
-6.11679592,106.86178805,4.331,,,,,,
-6.116804763,106.861789635,4.283,,,,,,
-6.116813616,106.861791163,4.234,,,,,,
-6.116822478,106.86179264,4.185,,,,,,
-6.116831347,106.86179407,4.135,,,,,,
-6.116840222,106.861795457,4.086,,,,,,
-6.116849104,106.861796807,4.036,,,,,,
-6.116857991,106.861798122,3.985,,,,,,
-6.116866881,106.861799409,3.935,,,,,,
-6.116875775,106.861800674,3.884,,,,,,
-6.116884671,106.861801921,3.833,,,,,,
-6.11689357,106.861803153,3.782,,,,,,
-6.11690247,106.861804367,3.73,,,,,,
-6.116911374,106.861805564,3.679,,,,,,
-6.116920279,106.861806744,3.627,,,,,,
-6.116929186,106.861807907,3.574,,,,,,
-6.116938096,106.861809054,3.522,,,,,,
-6.116947008,106.861810186,3.492,,,,,,
-6.116955921,106.861811303,3.519,,,,,,
-6.116964836,106.861812405,3.545,,,,,,
-6.116973753,106.861813494,3.571,,,,,,
-6.116982671,106.861814569,3.596,,,,,,
-6.116991591,106.86181563,3.621,,,,,,
-6.117000513,106.861816679,3.646,,,,,,
-6.117009436,106.861817716,3.67,,,,,,
-6.11701836,106.861818741,3.693,,,,,,
-6.117027286,106.861819755,3.717,,,,,,
-6.117036212,106.861820758,3.739,,,,,,
-6.11704514,106.861821752,3.762,,,,,,
-6.117054069,106.861822736,3.784,,,,,,
-6.117062998,106.861823712,3.806,,,,,,
-6.117071929,106.861824679,3.827,,,,,,
-6.11708086,106.86182564,3.848,,,,,,
-6.117089793,106.861826593,3.868,,,,,,
-6.117098725,106.861827541,3.888,,,,,,
-6.117107659,106.861828483,3.908,,,,,,
-6.117116592,106.861829419,3.927,,,,,,
-6.117125527,106.861830352,3.946,,,,,,
-6.117134461,106.86183128,3.965,,,,,,
-6.117143396,106.861832206,3.983,,,,,,
-6.117152332,106.861833129,4.001,,,,,,
-6.117161267,106.861834051,4.018,,,,,,
-6.117170202,106.861834972,4.035,,,,,,
-6.117179138,106.861835893,4.051,,,,,,
-6.117188073,106.861836815,4.067,,,,,,
-6.117197009,106.861837738,4.083,,,,,,
-6.117205944,106.861838663,4.098,,,,,,
-6.117214879,106.86183959,4.112,,,,,,
-6.117223813,106.861840519,4.12,,,,,,
-6.117232747,106.861841451,4.098,,,,,,
-6.117241682,106.861842385,4.076,,,,,,
-6.117250615,106.861843324,4.055,,,,,,
-6.117259549,106.861844265,4.033,,,,,,
-6.117268482,106.86184521,4.012,,,,,,
-6.117277414,106.86184616,3.991,,,,,,
-6.117286346,106.861847114,3.97,,,,,,
-6.117295278,106.861848073,3.95,,,,,,
-6.117304209,106.861849037,3.929,,,,,,
-6.117313139,106.861850007,3.909,,,,,,
-6.117322069,106.861850982,3.888,,,,,,
-6.117330998,106.861851964,3.868,,,,,,
-6.117339926,106.861852951,3.849,,,,,,
-6.117348854,106.861853945,3.829,,,,,,
-6.117357781,106.861854945,3.809,,,,,,
-6.117366707,106.861855953,3.79,,,,,,
-6.117375633,106.861856967,3.771,,,,,,
-6.117384557,106.861857989,3.752,,,,,,
-6.117393481,106.861859018,3.733,,,,,,
-6.117402404,106.861860054,3.714,,,,,,
-6.117411326,106.861861098,3.696,,,,,,
-6.117420247,106.86186215,3.678,,,,,,
-6.117429168,106.861863209,3.659,,,,,,
-6.117438087,106.861864275,3.642,,,,,,
-6.117447006,106.861865349,3.624,,,,,,
-6.117455923,106.86186643,3.606,,,,,,
-6.11746484,106.861867518,3.589,,,,,,
-6.117473756,106.861868613,3.572,,,,,,
-6.117482672,106.861869715,3.555,,,,,,
-6.117491586,106.861870825,3.538,,,,,,
-6.117500499,106.861871943,3.523,,,,,,
-6.117509411,106.861873069,3.538,,,,,,
-6.117518322,106.861874203,3.554,,,,,,
-6.117527233,106.861875345,3.572,,,,,,
-6.117536142,106.861876495,3.59,,,,,,
-6.11754505,106.861877655,3.61,,,,,,
-6.117553957,106.861878823,3.632,,,,,,
-6.117562862,106.861879999,3.654,,,,,,
-6.117571767,106.861881183,3.678,,,,,,
-6.117580671,106.861882374,3.703,,,,,,
-6.117589574,106.861883573,3.73,,,,,,
-6.117598476,106.861884778,3.758,,,,,,
-6.117607377,106.861885992,3.787,,,,,,
-6.117616276,106.861887215,3.818,,,,,,
-6.117625174,106.86188845,3.85,,,,,,
-6.117634071,106.86188969,3.884,,,,,,
-6.117642969,106.861890931,3.919,,,,,,
-6.117651866,106.861892169,3.955,,,,,,
-6.117660762,106.861893421,3.993,,,,,,
-6.117669652,106.861894711,4.033,,,,,,
-6.117678534,106.861896058,4.074,,,,,,
-6.117687408,106.861897458,4.117,,,,,,
-6.117696275,106.861898899,4.162,,,,,,
-6.117705138,106.861900369,4.208,,,,,,
-6.117713997,106.861901858,4.257,,,,,,
-6.117722855,106.861903357,4.307,,,,,,
-6.117731712,106.861904859,4.359,,,,,,
-6.117740569,106.861906362,4.413,,,,,,
-6.117749425,106.861907869,4.468,,,,,,
-6.117758281,106.861909381,4.525,,,,,,
-6.117767136,106.861910897,4.584,,,,,,
-6.11777599,106.861912416,4.645,,,,,,
-6.117784844,106.861913937,4.58,,,,,,
-6.117793698,106.861915459,4.482,,,,,,
-6.117802552,106.861916982,4.382,,,,,,
-6.117811405,106.861918506,4.281,,,,,,
-6.117820259,106.861920029,4.178,,,,,,
-6.117829113,106.861921551,4.074,,,,,,
-6.117837967,106.861923072,3.969,,,,,,
-6.117846821,106.861924592,3.862,,,,,,
-6.117855676,106.86192611,3.754,,,,,,
-6.117864531,106.861927626,3.645,,,,,,
-6.117873386,106.861929141,3.534,,,,,,
-6.117882241,106.861930654,3.421,,,,,,
-6.117891097,106.861932163,3.308,,,,,,
-6.117899954,106.861933669,3.193,,,,,,
-6.117908811,106.861935172,3.076,,,,,,
-6.117917669,106.86193667,2.958,,,,,,
-6.117926528,106.861938163,2.839,,,,,,
-6.117935387,106.86193965,2.718,,,,,,
-6.117944248,106.861941131,2.596,,,,,,
-6.11795311,106.861942605,2.472,,,,,,
-6.117961973,106.861944074,2.347,,,,,,
-6.117970837,106.861945535,2.22,,,,,,
-6.117979702,106.86194699,2.094,,,,,,
-6.117988568,106.861948438,1.969,,,,,,
-6.117997435,106.861949878,1.844,,,,,,
-6.118006304,106.86195131,1.721,,,,,,
-6.118015174,106.861952733,1.598,,,,,,
-6.118024045,106.861954148,1.477,,,,,,
-6.118032918,106.861955553,1.356,,,,,,
-6.118041793,106.861956948,1.237,,,,,,
-6.118050669,106.861958331,1.118,,,,,,
-6.118059547,106.861959703,0.982,,,,,,
-6.118068427,106.861961064,0.825,,,,,,
-6.118077309,106.861962412,0.668,,,,,,
-6.118086192,106.861963748,0.51,,,,,,
-6.118095078,106.861965071,0.352,,,,,,
-6.118103965,106.86196638,0.194,,,,,,
-6.118112855,106.861967676,0.035,,,,,,
-6.118121746,106.861968956,-0.124,,,,,,
-6.11813064,106.861970221,-0.284,,,,,,
-6.118139536,106.861971471,-0.444,,,,,,
-6.118148434,106.861972703,-0.604,,,,,,
-6.118157335,106.861973919,-0.765,,,,,,
-6.118166238,106.861975114,-0.926,,,,,,
-6.118175144,106.861976289,-1.087,,,,,,
-6.118184052,106.861977444,-1.249,,,,,,
-6.118192963,106.861978585,-1.411,,,,,,
-6.118201875,106.861979715,-1.574,,,,,,
-6.118210789,106.861980826,-1.736,,,,,,
-6.118219707,106.8619819,-1.9,,,,,,
-6.118228633,106.861982919,-2.063,,,,,,
-6.118237566,106.861983864,-2.227,,,,,,
-6.118246508,106.861984717,-2.392,,,,,,
-6.11825546,106.86198546,-2.557,,,,,,
-6.118264422,106.861986081,-2.722,,,,,,
-6.118273391,106.861986572,-2.888,,,,,,
-6.118282369,106.861986923,-3.055,,,,,,
-6.11829135,106.861987111,-3.221,,,,,,
-6.118300334,106.861987103,-3.388,,,,,,
-6.118309314,106.861986869,-3.554,,,,,,
-6.118318287,106.861986394,-3.721,,,,,,
-6.118327243,106.861985671,-3.887,,,,,,
-6.118336174,106.861984695,-4.012,,,,,,
-6.118345074,106.861983463,-4.048,,,,,,
-6.118353937,106.861981972,-4.084,,,,,,
-6.118362754,106.861980218,-4.12,,,,,,
-6.118371513,106.86197819,-4.154,,,,,,
-6.118380197,106.861975868,-4.188,,,,,,
-6.118388786,106.861973233,-4.22,,,,,,
-6.118397277,106.861970295,-4.252,,,,,,
-6.118405683,106.861967101,-4.282,,,,,,
-6.118414017,106.861963698,-4.311,,,,,,
-6.118422276,106.861960101,-4.338,,,,,,
-6.118430401,106.86195623,-4.364,,,,,,
-6.118438328,106.861951986,-4.388,,,,,,
-6.118445991,106.861947277,-4.41,,,,,,
-6.118453371,106.86194211,-4.415,,,,,,
-6.118460472,106.86193655,-4.401,,,,,,
-6.118467301,106.861930662,-4.383,,,,,,
-6.118473882,106.861924511,-4.362,,,,,,
-6.11848027,106.861918161,-4.34,,,,,,
-6.118486596,106.861911748,-4.316,,,,,,
-6.118493258,106.861905674,-4.297,,,,,,
-6.118500044,106.861899742,-4.278,,,,,,
-6.118505848,106.86189289,-4.25,,,,,,
-6.11851036,106.861885017,-4.209,,,,,,
-6.118513716,106.861876589,-4.161,,,,,,
-6.118515667,106.861867798,-4.105,,,,,,
-6.118516382,106.861858786,-4.042,,,,,,
-6.118516851,106.861849745,-3.979,,,,,,
-6.118517246,106.861840728,-3.915,,,,,,
-6.118517225,106.861831698,-3.85,,,,,,
-6.118516774,106.861822669,-3.784,,,,,,
-6.118515981,106.861813664,-3.716,,,,,,
-6.118514864,106.861804699,-3.647,,,,,,
-6.118513406,106.861795781,-3.578,,,,,,
-6.118511588,106.861786921,-3.508,,,,,,
-6.118509378,106.861778152,-3.436,,,,,,
-6.118506742,106.861769512,-3.365,,,,,,
-6.118503651,106.861761035,-3.293,,,,,,
-6.118500153,106.861752714,-3.22,,,,,,
-6.118496345,106.861744521,-3.147,,,,,,
-6.11849232,106.861736425,-3.075,,,,,,
-6.1184881,106.861728435,-3.002,,,,,,
-6.118483616,106.861720607,-2.929,,,,,,
-6.118478791,106.861712998,-2.857,,,,,,
-6.118473605,106.861705629,-2.786,,,,,,
-6.118468154,106.861698442,-2.714,,,,,,
-6.118462549,106.861691366,-2.643,,,,,,
-6.118456865,106.861684357,-2.572,,,,,,
-6.118451058,106.861677463,-2.502,,,,,,
-6.118445058,106.861670749,-2.432,,,,,,
-6.118438813,106.861664263,-2.359,,,,,,
-6.118432369,106.861657967,-2.283,,,,,,
-6.118425802,106.861651793,-2.208,,,,,,
-6.118419179,106.861645683,-2.135,,,,,,
-6.118412491,106.86163965,-2.063,,,,,,
-6.118405701,106.86163374,-1.993,,,,,,
-6.118398772,106.861627994,-1.924,,,,,,
-6.118391707,106.861622413,-1.858,,,,,,
-6.118384527,106.86161698,-1.794,,,,,,
-6.118377254,106.861611676,-1.731,,,,,,
-6.118369904,106.861606482,-1.67,,,,,,
-6.11836249,106.861601383,-1.61,,,,,,
-6.118355022,106.861596362,-1.552,,,,,,
-6.118347507,106.861591414,-1.495,,,,,,
-6.118339946,106.861586537,-1.44,,,,,,
-6.118332342,106.861581728,-1.374,,,,,,
-6.118324704,106.861576973,-1.23,,,,,,
-6.118317046,106.861572253,-1.086,,,,,,
-6.118309378,106.861567548,-0.941,,,,,,
-6.1183017,106.86156286,-0.797,,,,,,
-6.118294007,106.861558195,-0.653,,,,,,
-6.118286297,106.861553562,-0.508,,,,,,
-6.118278567,106.86154896,-0.364,,,,,,
-6.118270818,106.861544392,-0.219,,,,,,
-6.118263049,106.861539857,-0.075,,,,,,
-6.118255261,106.861535357,0.07,,,,,,
-6.118247452,106.861530893,0.214,,,,,,
-6.118239621,106.861526467,0.359,,,,,,
-6.118231769,106.86152208,0.504,,,,,,
-6.118223894,106.861517735,0.648,,,,,,
-6.118215996,106.861513432,0.793,,,,,,
-6.118208075,106.861509173,0.938,,,,,,
-6.118200129,106.861504959,1.082,,,,,,
-6.118192159,106.861500793,1.227,,,,,,
-6.118184164,106.861496676,1.372,,,,,,
-6.118176143,106.86149261,1.517,,,,,,
-6.118168096,106.861488596,1.662,,,,,,
-6.118160022,106.861484636,1.806,,,,,,
-6.118151921,106.861480733,1.951,,,,,,
-6.118143794,106.861476887,2.096,,,,,,
-6.118135638,106.8614731,2.24,,,,,,
-6.118127455,106.861469375,2.385,,,,,,
-6.118119244,106.861465712,2.53,,,,,,
-6.118111005,106.861462113,2.674,,,,,,
-6.118102738,106.861458581,2.819,,,,,,
-6.118094442,106.861455116,2.963,,,,,,
-6.118086119,106.861451721,3.108,,,,,,
-6.118077767,106.861448395,3.252,,,,,,
-6.118069387,106.861445141,3.396,,,,,,
-6.11806098,106.86144196,3.54,,,,,,
-6.118052545,106.861438854,3.667,,,,,,
-6.118044083,106.861435825,3.765,,,,,,
-6.118035595,106.861432868,3.865,,,,,,
-6.118027084,106.861429981,3.966,,,,,,
-6.118018552,106.861427157,4.069,,,,,,
-6.118010002,106.861424387,4.174,,,,,,
-6.118001439,106.86142166,4.28,,,,,,
-6.117992863,106.861418969,4.387,,,,,,
-6.117984271,106.861416333,4.496,,,,,,
-6.117975656,106.861413778,4.606,,,,,,
-6.117967012,106.861411323,4.718,,,,,,
-6.117958341,106.861408968,4.829,,,,,,
-6.117949644,106.861406703,4.942,,,,,,
-6.117940926,106.861404523,5.056,,,,,,
-6.117932184,106.861402441,5.17,,,,,,
-6.117923416,106.861400481,5.284,,,,,,
-6.117914621,106.861398656,5.398,,,,,,
-6.11790581,106.861396906,5.513,,,,,,
-6.117897002,106.861395126,5.629,,,,,,
-6.117888216,106.861393227,5.748,,,,,,
-6.117879431,106.861391321,5.868,,,,,,
-6.117870605,106.861389653,5.986,,,,,,
-6.117861702,106.861388435,6.094,,,,,,
-6.11785276,106.861387453,6.192,,,,,,
-6.117843876,106.861386192,6.288,,,,,,
-6.117835125,106.861384237,6.384,,,,,,
-6.117826462,106.861381812,6.479,,,,,,
-6.117817801,106.86137937,6.573,,,,,,
-6.117809087,106.861377174,6.667,,,,,,
-6.117800325,106.861375193,6.76,,,,,,
-6.117791522,106.861373362,6.854,,,,,,
-6.117782726,106.861371499,6.948,,,,,,
-6.117774021,106.861369303,6.999,,,,,,
-6.117765458,106.861366592,6.996,,,,,,
-6.117756953,106.861363668,6.993,,,,,,
-6.11774839,106.86136094,6.989,,,,,,
-6.117739723,106.861358577,6.985,,,,,,
-6.117731004,106.861356389,6.98,,,,,,
-6.117722294,106.861354167,6.975,,,,,,
-6.117713608,106.86135186,6.969,,,,,,
-6.117704916,106.86134959,6.963,,,,,,
-6.117696183,106.861347483,6.956,,,,,,
-6.117687403,106.861345575,6.949,,,,,,
-6.117678589,106.861343823,6.942,,,,,,
-6.117669753,106.861342186,6.935,,,,,,
-6.117660902,106.861340646,6.927,,,,,,
-6.117652034,106.86133921,6.919,,,,,,
-6.117643149,106.861337886,6.911,,,,,,
-6.117634248,106.861336671,6.903,,,,,,
-6.117625333,106.861335559,6.895,,,,,,
-6.117616408,106.861334543,6.886,,,,,,
-6.117607472,106.861333617,6.878,,,,,,
-6.117598529,106.861332779,6.87,,,,,,
-6.117589578,106.861332024,6.861,,,,,,
-6.11758062,106.861331348,6.853,,,,,,
-6.117571658,106.861330747,6.845,,,,,,
-6.117562691,106.861330216,6.836,,,,,,
-6.11755372,106.86132975,6.828,,,,,,
-6.117544747,106.861329345,6.82,,,,,,
-6.117535771,106.861328997,6.812,,,,,,
-6.117526794,106.861328701,6.804,,,,,,
-6.117517815,106.861328455,6.796,,,,,,
-6.117508835,106.861328255,6.789,,,,,,
-6.117499854,106.861328094,6.779,,,,,,
-6.117490872,106.861327962,6.653,,,,,,
-6.117481891,106.861327848,6.527,,,,,,
-6.117472909,106.861327748,6.401,,,,,,
-6.117463927,106.861327658,6.275,,,,,,
-6.117454946,106.861327574,6.149,,,,,,
-6.117445964,106.861327498,6.023,,,,,,
-6.117436982,106.86132743,5.897,,,,,,
-6.117427999,106.861327371,5.771,,,,,,
-6.117419017,106.861327307,5.645,,,,,,
-6.117410036,106.861327222,5.519,,,,,,
-6.117401054,106.861327107,5.392,,,,,,
-6.117392072,106.861326985,5.265,,,,,,
-6.117383091,106.861326895,5.138,,,,,,
-6.117374109,106.86132686,5.012,,,,,,
-6.117365126,106.861326859,4.886,,,,,,
-6.117356144,106.861326853,4.76,,,,,,
-6.117347162,106.861326809,4.634,,,,,,
-6.11733818,106.861326717,4.507,,,,,,
-6.117329199,106.861326576,4.379,,,,,,
-6.117320218,106.861326385,4.251,,,,,,
-6.117311239,106.861326138,4.121,,,,,,
-6.117302262,106.861325829,3.991,,,,,,
-6.117293287,106.861325454,3.859,,,,,,
-6.117284316,106.861325006,3.726,,,,,,
-6.117275349,106.861324482,3.592,,,,,,
-6.117266386,106.861323878,3.456,,,,,,
-6.11725743,106.861323189,3.318,,,,,,
-6.117248481,106.861322409,3.177,,,,,,
-6.11723954,106.861321534,3.035,,,,,,
-6.11723061,106.861320561,2.89,,,,,,
-6.117221691,106.861319487,2.746,,,,,,
-6.117212785,106.861318308,2.645,,,,,,
-6.117203895,106.861317014,2.542,,,,,,
-6.117195024,106.861315594,2.439,,,,,,
-6.117186174,106.861314048,2.333,,,,,,
-6.117177343,106.861312397,2.227,,,,,,
-6.117168526,106.861310667,2.121,,,,,,
-6.117159722,106.861308873,2.014,,,,,,
-6.117150936,106.861306991,1.907,,,,,,
-6.117142176,106.861304995,1.799,,,,,,
-6.117133447,106.861302863,1.691,,,,,,
-6.117124753,106.861300592,1.581,,,,,,
-6.117116095,106.861298179,1.471,,,,,,
-6.117107478,106.861295624,1.359,,,,,,
-6.117098907,106.861292919,1.247,,,,,,
-6.117090387,106.861290056,1.135,,,,,,
-6.117081915,106.861287055,1.022,,,,,,
-6.117073453,106.861284023,0.91,,,,,,
-6.117064959,106.861281086,0.801,,,,,,
-6.117056406,106.861278326,0.694,,,,,,
-6.117047832,106.861275629,0.59,,,,,,
-6.117039295,106.861272823,0.486,,,,,,
-6.117030839,106.861269778,0.38,,,,,,
-6.117022425,106.86126661,0.274,,,,,,
-6.117013985,106.86126352,0.171,,,,,,
-6.117005463,106.861260676,0.072,,,,,,
-6.116996874,106.86125803,-0.025,,,,,,
-6.116988264,106.861255446,-0.119,,,,,,
-6.116979674,106.861252802,-0.214,,,,,,
-6.116971112,106.86125007,-0.307,,,,,,
-6.116962571,106.861247274,-0.4,,,,,,
-6.116954043,106.861244437,-0.492,,,,,,
-6.116945527,106.861241565,-0.584,,,,,,
-6.116937023,106.861238657,-0.501,,,,,,
-6.116928532,106.861235708,-0.394,,,,,,
-6.116920061,106.861232702,-0.286,,,,,,
-6.116911622,106.861229608,-0.18,,,,,,
-6.116903226,106.861226397,-0.075,,,,,,
-6.11689488,106.861223058,0.029,,,,,,
-6.116886581,106.861219599,0.132,,,,,,
-6.116878328,106.86121603,0.233,,,,,,
-6.116870121,106.861212358,0.334,,,,,,
-6.116861959,106.861208585,0.433,,,,,,
-6.116853843,106.861204715,0.532,,,,,,
-6.116845771,106.86120075,0.63,,,,,,
-6.116837744,106.861196697,0.727,,,,,,
-6.116829759,106.861192559,0.823,,,,,,
-6.116821815,106.861188341,0.919,,,,,,
-6.116813912,106.861184048,1.014,,,,,,
-6.116806047,106.861179685,1.109,,,,,,
-6.116798218,106.861175255,1.203,,,,,,
-6.116790425,106.861170763,1.298,,,,,,
-6.116782664,106.861166215,1.392,,,,,,
-6.116774934,106.861161614,1.486,,,,,,
-6.116767232,106.861156966,1.58,,,,,,
-6.116759556,106.861152274,1.674,,,,,,
-6.116751903,106.861147544,1.768,,,,,,
-6.116744272,106.861142779,1.863,,,,,,
-6.116736659,106.861137985,1.958,,,,,,
-6.116729062,106.861133165,2.054,,,,,,
-6.116721479,106.861128322,2.15,,,,,,
-6.116713909,106.86112346,2.246,,,,,,
-6.116706347,106.861118585,2.343,,,,,,
-6.116698787,106.861113706,2.442,,,,,,
-6.116691225,106.861108831,2.542,,,,,,
-6.116683664,106.861103955,2.644,,,,,,
-6.116676111,106.861099065,2.745,,,,,,
-6.116668576,106.861094148,2.844,,,,,,
-6.116661064,106.861089195,2.844,,,,,,
-6.116653584,106.861084193,2.811,,,,,,
-6.116646143,106.861079133,2.778,,,,,,
-6.116638748,106.861074004,2.746,,,,,,
-6.116631409,106.861068796,2.715,,,,,,
-6.116624133,106.861063498,2.683,,,,,,
