s,velocity,energy,time
7161.471199,27.95821234,9.147386314,1005.5
7162.247204,27.93619039,9.147386314,1005.6
7163.022598,27.91418483,9.147386314,1005.7
7163.79738,27.89215143,9.147386314,1005.8
7164.571549,27.87008844,9.147386314,1005.9
7165.345104,27.84799423,9.147386314,1006
7166.118045,27.82586743,9.147386314,1006.1
7166.890372,27.80375704,9.147386314,1006.2
7167.662083,27.78161295,9.147386314,1006.3
7168.433179,27.75943451,9.147386314,1006.4
7169.203657,27.73722157,9.147386314,1006.5
7169.973519,27.71502506,9.147386314,1006.6
7170.742763,27.69279442,9.147386314,1006.7
7171.511389,27.67053077,9.147386314,1006.8
7172.279395,27.64823595,9.147386314,1006.9
7173.046782,27.6259126,9.147386314,1007
7173.813549,27.60360569,9.147386314,1007.1
7174.579695,27.58127372,9.147386314,1007.2
7175.345221,27.55892115,9.147386314,1007.3
7176.110125,27.53655334,9.147386314,1007.4
7176.874408,27.51420195,9.147386314,1007.5
7177.638071,27.49184164,9.147386314,1007.6
7178.401112,27.46947972,9.147386314,1007.7
7179.163532,27.44712446,9.147386314,1007.8
7179.925332,27.42478554,9.147386314,1007.9
7180.686511,27.40246245,9.147386314,1008
7181.447071,27.38016524,9.147386314,1008.1
7182.207013,27.35790482,9.147386314,1008.2
7182.966337,27.33566061,9.147386314,1008.3
7183.725044,27.31346482,9.147386314,1008.4
7184.483137,27.29132976,9.147386314,1008.5
7185.240616,27.26926835,9.147386314,1008.6
7185.997484,27.24722292,9.147386314,1008.7
7186.753741,27.22526451,9.147386314,1008.8
7187.509391,27.20340685,9.147386314,1008.9
7188.264437,27.18166395,9.147386314,1009
7189.018883,27.16004997,9.147386314,1009.1
7189.772729,27.13845158,9.147386314,1009.2
7190.525979,27.11699634,9.147386314,1009.3
7191.278637,27.09569836,9.147386314,1009.4
7192.030709,27.07457162,9.147386314,1009.5
7192.782194,27.05346004,9.147386314,1009.6
7193.533098,27.03253346,9.147386314,1009.7
7194.283425,27.01180518,9.147386314,1009.8
7195.033183,26.99128815,9.147386314,1009.9
7195.782372,26.97078578,9.147386314,1010
7196.530997,26.95050714,9.147386314,1010.1
7197.279066,26.93046401,9.147386314,1010.2
7198.026584,26.91066762,9.147386314,1010.3
7198.773553,26.89088531,9.147386314,1010.4
7199.51998,26.87136043,9.147386314,1010.5
7200.265872,26.85210281,9.147386314,1010.6
7201.011236,26.8331217,9.147386314,1010.7
7201.756074,26.81415404,9.147386314,1010.8
7202.500392,26.79547152,9.147386314,1010.9
7203.2442,26.77708186,9.147386314,1011
7203.987498,26.75870519,9.147386314,1011.1
7204.730293,26.74062861,9.147386314,1011.2
7205.472594,26.72285844,9.147386314,1011.3
7206.214411,26.70540046,9.147386314,1011.4
7206.955743,26.68795476,9.147386314,1011.5
7207.696599,26.67082647,9.147386314,1011.6
7208.436989,26.65401995,9.147386314,1011.7
7209.176921,26.63753907,9.147386314,1011.8
7209.916395,26.62106976,9.147386314,1011.9
7210.655421,26.6049295,9.147386314,1012
7211.394007,26.58912093,9.147386314,1012.1
7212.132164,26.57364624,9.147386314,1012.2
7212.869891,26.55818236,9.147386314,1012.3
7213.607198,26.5430542,9.147386314,1012.4
7214.344095,26.52826281,9.147386314,1012.5
7215.080587,26.51372785,9.147386314,1012.6
7215.816676,26.49920305,9.147386314,1012.7
7216.552379,26.48530579,9.147386314,1012.8
7217.287696,26.47141807,9.147386314,1012.9
7218.022632,26.45767825,9.147386314,1013
7218.75719,26.44408644,9.147386314,1013.1
7219.491374,26.43064292,9.147386314,1013.2
7220.225185,26.41720881,9.147386314,1013.3
7220.958628,26.40392347,9.147386314,1013.4
7221.691705,26.39078734,9.147386314,1013.5
7222.424418,26.37766039,9.147386314,1013.6
7223.15677,26.36468356,9.147386314,1013.7
7223.888766,26.35185794,9.147386314,1013.8
7224.62041,26.33918498,9.147386314,1013.9
7225.351703,26.32652085,9.147386314,1014
7226.082647,26.31401121,9.147386314,1014.1
7226.813249,26.30165815,9.147386314,1014.2
7227.543512,26.28946429,9.147386314,1014.3
7228.273436,26.2772789,9.147386314,1014.4
7229.003027,26.26525581,9.147386314,1014.5
7229.732288,26.25339846,9.147386314,1014.6
7230.46122,26.24154934,9.147386314,1014.7
7231.189827,26.22986999,9.147386314,1014.8
7231.918115,26.21836485,9.147386314,1014.9
7232.646088,26.20703884,9.147386314,1015
7233.373747,26.19572067,9.147386314,1015.1
7234.101097,26.18458708,9.147386314,1015.2
7234.828143,26.17364382,9.147386314,1015.3
7235.55489,26.16289716,9.147386314,1015.4
7236.281339,26.1521579,9.147386314,1015.5
7237.007495,26.14162191,9.147386314,1015.6
7237.733364,26.13129601,9.147386314,1015.7
7238.458947,26.12097722,9.147386314,1015.8
7239.184249,26.11087575,9.147386314,1015.9
7239.909277,26.10099882,9.147386314,1016
7240.634037,26.09135383,9.147386314,1016.1
7241.358529,26.08171545,9.147386314,1016.2
7242.08276,26.07231647,9.147386314,1016.3
7242.806736,26.06316406,9.147386314,1016.4
7243.530466,26.0542653,9.147386314,1016.5
7244.253949,26.04537262,9.147386314,1016.6
7244.977191,26.03674045,9.147386314,1016.7
7245.700202,26.02837507,9.147386314,1016.8
7246.42298,26.02001538,9.147386314,1016.9
7247.145534,26.01192846,9.147386314,1017
7247.86787,26.00411948,9.147386314,1017.1
7248.589998,25.99659308,9.147386314,1017.2
7249.311916,25.98907178,9.147386314,1017.3
7250.033634,25.98183703,9.147386314,1017.4
7250.755159,25.97489179,9.147386314,1017.5
7251.476499,25.96823823,9.147386314,1017.6
7252.197654,25.96158915,9.147386314,1017.7
7252.918633,25.95523309,9.147386314,1017.8
7253.639443,25.9491702,9.147386314,1017.9
7254.360085,25.94311138,9.147386314,1018
7255.080567,25.93734507,9.147386314,1018.1
7255.800897,25.93186934,9.147386314,1018.2
7256.521082,25.92668132,9.147386314,1018.3
7257.241124,25.92149677,9.147386314,1018.4
7257.961029,25.91659613,9.147386314,1018.5
7258.680806,25.91197431,9.147386314,1018.6
7259.400455,25.90735556,9.147386314,1018.7
7260.119983,25.90300971,9.147386314,1018.8
7260.839398,25.89892961,9.147386314,1018.9
7261.558706,25.89510724,9.147386314,1019
7262.277909,25.8912874,9.147386314,1019.1
7262.997012,25.88771637,9.147386314,1019.2
7263.716023,25.88438411,9.147386314,1019.3
7264.434941,25.88105404,9.147386314,1019.4
7265.153773,25.87795199,9.147386314,1019.5
7265.872525,25.87506615,9.147386314,1019.6
7266.591202,25.87238403,9.147386314,1019.7
7267.309805,25.86970367,9.147386314,1019.8
7268.028339,25.86721382,9.147386314,1019.9
7268.746808,25.86490037,9.147386314,1020
7269.465218,25.8627486,9.147386314,1020.1
7270.183568,25.86059825,9.147386314,1020.2
7270.901862,25.85859426,9.147386314,1020.3
7271.620104,25.85672061,9.147386314,1020.4
7272.338294,25.85484819,9.147386314,1020.5
7273.056436,25.85308961,9.147386314,1020.6
7273.774531,25.85142771,9.147386314,1020.7
7274.492582,25.8498449,9.147386314,1020.8
7275.21059,25.84826315,9.147386314,1020.9
7275.928555,25.84674247,9.147386314,1021
7276.646479,25.84526431,9.147386314,1021.1
7277.364362,25.84378716,9.147386314,1021.2
7278.082204,25.8423337,9.147386314,1021.3
7278.800007,25.84088468,9.147386314,1021.4
7279.517768,25.8394206,9.147386314,1021.5
7280.235489,25.83795754,9.147386314,1021.6
7280.953169,25.83645966,9.147386314,1021.7
7281.670805,25.83490704,9.147386314,1021.8
7282.388398,25.83335551,9.147386314,1021.9
7283.105946,25.83172918,9.147386314,1022
7283.823447,25.83000795,9.147386314,1022.1
7284.540896,25.82817175,9.147386314,1022.2
7285.258294,25.82633686,9.147386314,1022.3
7285.975638,25.82436698,9.147386314,1022.4
7286.692922,25.82224235,9.147386314,1022.5
7287.410148,25.82011924,9.147386314,1022.6
7288.127309,25.81782182,9.147386314,1022.7
7288.844402,25.81533099,9.147386314,1022.8
7289.561419,25.81262807,9.147386314,1022.9
7290.278362,25.8099271,9.147386314,1023
7290.995223,25.8069958,9.147386314,1023.1
7291.711995,25.80381678,9.147386314,1023.2
7292.42868,25.80064004,9.147386314,1023.3
7293.145269,25.7971987,9.147386314,1023.4
7293.861754,25.79347688,9.147386314,1023.5
7294.578128,25.78945948,9.147386314,1023.6
7295.29439,25.78544496,9.147386314,1023.7
7296.010533,25.78112061,9.147386314,1023.8
7296.726546,25.77647341,9.147386314,1023.9
7297.44243,25.77182953,9.147386314,1024
7298.158176,25.76685062,9.147386314,1024.1
7298.873774,25.76152587,9.147386314,1024.2
7299.589214,25.75584547,9.147386314,1024.3
7300.304496,25.75016911,9.147386314,1024.4
7301.019611,25.74412832,9.147386314,1024.5
7301.734548,25.73771561,9.147386314,1024.6
7302.449295,25.73092465,9.147386314,1024.7
7303.163855,25.72413849,9.147386314,1024.8
7303.878215,25.71696876,9.147386314,1024.9
7304.592365,25.7094116,9.147386314,1025
7305.306306,25.70185978,9.147386314,1025.1
7306.020026,25.6939175,9.147386314,1025.2
7306.733514,25.68558313,9.147386314,1025.3
7307.44676,25.6768558,9.147386314,1025.4
7308.159764,25.6681346,9.147386314,1025.5
7308.872515,25.65902049,9.147386314,1025.6
7309.585001,25.64951484,9.147386314,1025.7
7310.297224,25.64001585,9.147386314,1025.8
7311.009172,25.63012729,9.147386314,1025.9
7311.720834,25.61985236,9.147386314,1026
7312.432212,25.6095846,9.147386314,1026.1
7313.143293,25.59893414,9.147386314,1026.2
7313.854068,25.58790575,9.147386314,1026.3
7314.564527,25.57650483,9.147386314,1026.4
7315.274669,25.56511182,9.147386314,1026.5
7315.984484,25.55335217,9.147386314,1026.6
7316.693963,25.54123277,9.147386314,1026.7
7317.403105,25.52912176,9.147386314,1026.8
7318.111901,25.51665821,9.147386314,1026.9
7318.820341,25.50385024,9.147386314,1027
7319.528417,25.49070638,9.147386314,1027.1
7320.236127,25.47757158,9.147386314,1027.2
7320.943463,25.46410981,9.147386314,1027.3
7321.650417,25.45033083,9.147386314,1027.4
7322.356988,25.43656132,9.147386314,1027.5
7323.063168,25.42248456,9.147386314,1027.6
7323.768949,25.40811125,9.147386314,1027.7
7324.474323,25.3934524,9.147386314,1027.8
7325.17929,25.37880358,9.147386314,1027.9
7325.883842,25.36388052,9.147386314,1028
7326.587972,25.34869515,9.147386314,1028.1
7327.291681,25.33352014,9.147386314,1028.2
7327.994962,25.31809487,9.147386314,1028.3
7328.697807,25.30243196,9.147386314,1028.4
7329.400217,25.28677971,9.147386314,1028.5
7330.102187,25.27090251,9.147386314,1028.6
7330.80371,25.25481356,9.147386314,1028.7
7331.50478,25.23852618,9.147386314,1028.8
7332.205398,25.22224982,9.147386314,1028.9
7332.905559,25.20578848,9.147386314,1029
7333.605257,25.18915594,9.147386314,1029.1
7334.304494,25.17253463,9.147386314,1029.2
7335.003265,25.1557559,9.147386314,1029.3
7335.701566,25.13883371,9.147386314,1029.4
7336.399398,25.1219229,9.147386314,1029.5
7337.096755,25.10488264,9.147386314,1029.6
7337.793637,25.08772712,9.147386314,1029.7
7338.490039,25.07047054,9.147386314,1029.8
7339.185962,25.05322553,9.147386314,1029.9
7339.881403,25.03589363,9.147386314,1030
7340.576361,25.01848919,9.147386314,1030.1
7341.270836,25.00109637,9.147386314,1030.2
7341.964826,24.98364522,9.147386314,1030.3
7342.65833,24.96614998,9.147386314,1030.4
7343.351349,24.9486664,9.147386314,1030.5
7344.043881,24.93115289,9.147386314,1030.6
7344.735926,24.91362365,9.147386314,1030.7
7345.427484,24.89609285,9.147386314,1030.8
7346.118556,24.87857368,9.147386314,1030.9
7346.809141,24.86106704,9.147386314,1031
7347.49924,24.84358703,9.147386314,1031.1
7348.188855,24.82611857,9.147386314,1031.2
7348.877985,24.80869077,9.147386314,1031.3
7349.566633,24.79131761,9.147386314,1031.4
7350.254798,24.7739559,9.147386314,1031.5
7350.942483,24.75666279,9.147386314,1031.6
7351.62969,24.73945218,9.147386314,1031.7
7352.31642,24.72225288,9.147386314,1031.8
7353.002674,24.70514993,9.147386314,1031.9
7353.688456,24.68815708,9.147386314,1032
7354.373766,24.67117536,9.147386314,1032.1
7355.058608,24.65431746,9.147386314,1032.2
7355.742986,24.63759696,9.147386314,1032.3
7356.426904,24.62102729,9.147386314,1032.4
7357.110361,24.60446842,9.147386314,1032.5
7357.793363,24.5880737,9.147386314,1032.6
7358.475915,24.57185614,9.147386314,1032.7
7359.158016,24.55564912,9.147386314,1032.8
7359.839672,24.53963212,9.147386314,1032.9
7360.52089,24.52381773,9.147386314,1033
7361.201668,24.50801359,9.147386314,1033.1
7361.882013,24.49242453,9.147386314,1033.2
7362.561931,24.47706256,9.147386314,1033.3
7363.241423,24.46171053,9.147386314,1033.4
7363.920495,24.44659745,9.147386314,1033.5
7364.599155,24.43173468,9.147386314,1033.6
7365.277401,24.41688149,9.147386314,1033.7
7365.955243,24.40228973,9.147386314,1033.8
7366.632686,24.38796996,9.147386314,1033.9
7367.309733,24.3736594,9.147386314,1034
7367.986389,24.35963114,9.147386314,1034.1
7368.662664,24.34589485,9.147386314,1034.2
7369.338557,24.33216737,9.147386314,1034.3
7370.014078,24.31874125,9.147386314,1034.4
7370.689234,24.30562522,9.147386314,1034.5
7371.364035,24.29282758,9.147386314,1034.6
7372.03848,24.2800381,9.147386314,1034.7
7372.71258,24.26757493,9.147386314,1034.8
7373.386342,24.25544524,9.147386314,1034.9
7374.059768,24.24332326,9.147386314,1035
7374.732866,24.23154163,9.147386314,1035.1
7375.405647,24.22010641,9.147386314,1035.2
7376.07811,24.20867844,9.147386314,1035.3
7376.750266,24.19760265,9.147386314,1035.4
7377.422124,24.18688398,9.147386314,1035.5
7378.093684,24.17617208,9.147386314,1035.6
7378.764957,24.16582191,9.147386314,1035.7
7379.435952,24.15583723,9.147386314,1035.8
7380.106671,24.14585884,9.147386314,1035.9
7380.777122,24.13624934,9.147386314,1036
7381.447317,24.12701131,9.147386314,1036.1
7382.117255,24.11777907,9.147386314,1036.2
7382.786947,24.10892053,9.147386314,1036.3
7383.456404,24.10043705,9.147386314,1036.4
7384.125625,24.09195887,9.147386314,1036.5
7384.794621,24.08385675,9.147386314,1036.6
7385.463402,24.0761304,9.147386314,1036.7
7386.131969,24.06840885,9.147386314,1036.8
7386.800332,24.06106232,9.147386314,1036.9
7387.468501,24.0540891,9.147386314,1037
7388.136477,24.04712021,9.147386314,1037.1
7388.804269,24.04052275,9.147386314,1037.2
7389.471888,24.03429348,9.147386314,1037.3
7390.139335,24.02806807,9.147386314,1037.4
7390.806618,24.02220568,9.147386314,1037.5
7391.473749,24.01670042,9.147386314,1037.6
7392.140727,24.01119855,9.147386314,1037.7
7392.807561,24.00604743,9.147386314,1037.8
7393.474262,24.0012396,9.147386314,1037.9
7393.602625,24.00031398,9.147386314,1037.919254
7393.646168,24,9.147386314,1037.925786
7393.646168,24,9.147386314,1037.925786
7393.686209,23.99971129,9.147386392,1037.931792
7393.766287,23.99913391,9.147386942,1037.943804
7393.926439,23.99797925,9.147389223,1037.967828
7394.086584,23.99682476,9.147393005,1037.991852
7394.140893,23.99643327,9.147394503,1038
7394.211069,23.99596255,9.147396873,1038.010528
7394.351418,23.99502095,9.147402227,1038.031584
7394.56434,23.99359259,9.147412767,1038.06353
7394.777249,23.99216456,9.14742632,1038.095476
7394.807398,23.99196234,9.147428487,1038.1
7394.958136,23.99102487,9.14744107,1038.122619
7395.259601,23.98914997,9.14746953,1038.167858
7395.473781,23.98781815,9.147493825,1038.2
7395.618911,23.98691586,9.147513095,1038.221781
7395.909162,23.98511152,9.147555004,1038.265344
7396.140049,23.98367648,9.147593238,1038.3
7396.200007,23.98333231,9.147604046,1038.309
7396.319922,23.9826438,9.147626278,1038.327
7396.508582,23.98156066,9.147663782,1038.35532
7396.739989,23.98023233,9.147714101,1038.390059
7396.806208,23.97985224,9.14772939,1038.4
7396.905534,23.9793278,9.147753537,1038.414912
7397.104182,23.97827881,9.147803689,1038.444735
7397.398785,23.97672336,9.147885036,1038.488967
7397.472265,23.97633546,9.147906644,1038.5
7397.582483,23.97575368,9.147940674,1038.516549
7397.802913,23.97459024,9.148011214,1038.549648
7398.138225,23.97282082,9.148128209,1038.6
7398.198156,23.97253125,9.148150565,1038.609
7398.318017,23.97195196,9.148196054,1038.627
7398.510917,23.97101973,9.148272571,1038.655969
7398.748044,23.96987399,9.148372327,1038.691582
7398.804091,23.9696032,9.148396835,1038.7
7398.88816,23.96923303,9.14843468,1038.712626
7399.056294,23.96849256,9.148512019,1038.737879
7399.316335,23.96734749,9.148638212,1038.776938
7399.469872,23.96667153,9.148716532,1038.8
7399.529788,23.96640776,9.148748095,1038.809
7399.649619,23.96588027,9.148812108,1038.827
7400.135572,23.96374161,9.149090328,1038.9
7400.195481,23.96350264,9.149126947,1038.909
7400.315297,23.96302457,9.149201126,1038.927
7400.513324,23.96223449,9.149327895,1038.95675
7400.757401,23.96126088,9.149491402,1038.99342
7400.801194,23.9610862,9.149521596,1039
7400.866884,23.96085005,9.149567679,1039.00987
7400.998262,23.96037761,9.149661044,1039.029609
7401.213429,23.95960392,9.149819184,1039.061938
7401.466746,23.95869325,9.150013815,1039.1
7401.526643,23.95847795,9.150061447,1039.109
7401.540119,23.95842951,9.15007218,1039.111025
7401.540119,23.95842951,9.15007218,1039.111025
7401.550901,23.95846703,9.150082198,1039.112645
7401.572463,23.95865988,9.15010571,1039.115885
7401.594026,23.95905794,9.150136507,1039.119125
7401.627379,23.96002393,9.150198874,1039.124136
7401.660733,23.961417,9.150279062,1039.129148
7401.712991,23.96444941,9.150440595,1039.136998
7401.794861,23.97126163,9.15078172,1039.149296
7401.922633,23.98682277,9.151528757,1039.168478
7402.132832,24.02507001,9.15332511,1039.2
7402.14625,24.02807207,9.153465102,1039.20201
7402.173091,24.03419918,9.153750827,1039.206031
7402.233493,24.04887492,9.154435502,1039.215076
7402.317785,24.07138104,9.155487174,1039.227688
7402.470527,24.11801371,9.157676477,1039.250509
7402.802954,24.24416567,9.163684845,1039.3
7402.817186,24.25033432,9.163981218,1039.302113
7402.845657,24.26278914,9.164580198,1039.306338
7402.90917,24.29138968,9.165960031,1039.315757
7402.997361,24.33294234,9.16797534,1039.328815
7403.15975,24.41486144,9.17198434,1039.3528
7403.481046,24.5963279,9.181025603,1039.4
7403.496287,24.60558071,9.181492048,1039.40223
7403.52678,24.62419914,9.18243166,1039.40669
7403.677583,24.71931018,9.187263648,1039.428694
7403.932882,24.89128663,9.196130013,1039.465746
7404.170541,25.06292134,9.205132271,1039.5
7404.187048,25.07526405,9.205785274,1039.50237
7404.220078,25.10005847,9.207098553,1039.50711
7404.226713,25.10505895,9.207363725,1039.508061
7404.226713,25.10505895,9.207363725,1039.508061
7404.299258,25.15951606,9.210241703,1039.518441
7404.44466,25.26763888,9.215954754,1039.539202
7404.590681,25.3740537,9.221583135,1039.559963
7404.73731,25.47874897,9.227128343,1039.580723
7404.873997,25.57447295,9.232203728,1039.6
7405.041388,25.68805894,9.238235802,1039.623459
7405.377624,25.91116694,9.250099808,1039.670376
7405.591407,26.0478976,9.257386848,1039.7
7405.631898,26.07329434,9.258741995,1039.705591
7405.71296,26.12386826,9.261441433,1039.716772
7406.120574,26.37028917,9.274619335,1039.77268
7406.321139,26.48685516,9.280868003,1039.8
7406.363825,26.51122592,9.282175291,1039.805796
7406.449276,26.55974894,9.284779005,1039.817389
7406.623694,26.65718261,9.290012428,1039.840987
7406.841855,26.77609095,9.296408874,1039.870384
7407.062615,26.89317378,9.302717634,1039.9
7407.107901,26.91674334,9.303988552,1039.906057
7407.198551,26.96366187,9.306519355,1039.91817
7407.382474,27.05727227,9.311573908,1039.942684
7407.612141,27.17126254,9.317738368,1039.973177
7407.814954,27.2693264,9.323050099,1040
7407.862694,27.29200913,9.324279534,1040.006297
7407.958252,27.33715411,9.326727315,1040.018892
7408.156159,27.42903615,9.331714558,1040.04491
7408.403209,27.54075561,9.337788442,1040.077269
7408.57735,27.61757518,9.341971393,1040.1
7408.627622,27.63939805,9.343160901,1040.106548
7408.728247,27.68282355,9.345528779,1040.119644
7409.230067,27.89204476,9.356961766,1040.184657
7409.349042,27.93989315,9.359582524,1040.2
7409.478927,27.99104382,9.362386635,1040.216705
7409.501705,28,9.362877668,1040.219634
7409.501705,28,9.362877668,1040.219634
7409.501811,28.00004171,9.362877668,1040.219647
7409.501912,28.00008087,9.362877668,1040.21966
7409.502112,28.0001587,9.362877668,1040.219686
7409.502125,28.00016357,9.362877668,1040.219688
7409.502125,28.00016357,9.362877668,1040.219688
7409.502162,28.00017778,9.362877668,1040.219693
7409.502162,28.00017778,9.362877668,1040.219693
7409.502199,28.00019199,9.362877668,1040.219697
7409.502274,28.00022032,9.362877668,1040.219707
7409.502399,28.00026765,9.362877668,1040.219723
7409.502654,28.00036261,9.362877668,1040.219756
7409.503199,28.00055825,9.362877668,1040.219826
7409.503744,28.00074483,9.362877668,1040.219896
7409.504288,28.00092273,9.362877668,1040.219966
7409.504833,28.00109232,9.362877668,1040.220036
7409.505378,28.00125395,9.362877668,1040.220106
7409.506043,28.00144128,9.362877668,1040.220192
7409.506709,28.00161785,9.362877668,1040.220277
7409.507375,28.00178423,9.362877668,1040.220363
7409.508041,28.00194098,9.362877668,1040.220448
7409.508707,28.00208863,9.362877668,1040.220534
7409.50957,28.00226724,9.362877668,1040.220645
7409.510433,28.00243246,9.362877668,1040.220756
7409.511295,28.00258525,9.362877668,1040.220867
7409.512338,28.00275458,9.362877668,1040.221001
7409.51338,28.00290856,9.362877668,1040.221135
7409.514422,28.00304853,9.362877668,1040.221269
7409.515747,28.00320824,9.362877668,1040.221439
7409.517072,28.00334956,9.362877668,1040.221609
7409.518717,28.0035026,9.362877668,1040.221821
7409.520363,28.00363384,9.362877668,1040.222032
7409.522479,28.00377548,9.362877668,1040.222304
7409.524595,28.00389124,9.362877668,1040.222577
7409.527634,28.00402138,9.362877668,1040.222967
7409.531534,28.00414011,9.362877668,1040.223469
7409.536638,28.00423768,9.362877668,1040.224125
7409.541743,28.00429091,9.362877668,1040.224781
7409.546848,28.00431606,9.362877668,1040.225437
7409.551952,28.00432341,9.362877668,1040.226093
7409.557057,28.00431946,9.362877668,1040.22675
7409.562162,28.00430834,9.362877668,1040.227406
7409.568513,28.0042884,9.362877668,1040.228222
7409.574863,28.00426435,9.362877668,1040.229039
7409.582552,28.00423225,9.362877668,1040.230027
7409.590241,28.00419839,9.362877668,1040.231015
7409.59793,28.00416364,9.362877668,1040.232004
7409.608399,28.00411568,9.362877668,1040.23335
7409.618868,28.00406737,9.362877668,1040.234696
7409.632996,28.00400201,9.362877668,1040.236512
7409.647124,28.00393657,9.362877668,1040.238328
7409.66729,28.00384315,9.362877668,1040.24092
7409.691674,28.00373017,9.362877668,1040.244055
7409.725075,28.00357542,9.362877668,1040.248349
7409.770908,28.00336309,9.362877668,1040.254241
7409.844139,28.00302384,9.362877668,1040.263655
7409.979659,28.00239607,9.362877668,1040.281078
7410.126844,28.00171435,9.362877668,1040.3
7410.904573,27.99825506,9.362877668,1040.4
7411.68221,27.99492977,9.362877668,1040.5
7412.459755,27.99160696,9.362877668,1040.6
7413.237211,27.98840723,9.362877668,1040.7
7414.014581,27.98531919,9.362877668,1040.8
7414.791868,27.98233199,9.362877668,1040.9
7415.569074,27.97943532,9.362877668,1041
7416.3462,27.97654081,9.362877668,1041.1
7417.123248,27.97372717,9.362877668,1041.2
7417.90022,27.97098527,9.362877668,1041.3
7418.677118,27.96830671,9.362877668,1041.4
7419.453941,27.96563014,9.362877668,1041.5
7420.230691,27.96300918,9.362877668,1041.6
7421.00737,27.96043673,9.362877668,1041.7
7421.783978,27.9579064,9.362877668,1041.8
7422.560516,27.95537797,9.362877668,1041.9
7423.336985,27.95288597,9.362877668,1042
7424.113386,27.95042528,9.362877668,1042.1
7424.889719,27.94799145,9.362877668,1042.2
7425.665985,27.94558053,9.362877668,1042.3
7426.442185,27.94317141,9.362877668,1042.4
7427.218317,27.94078179,9.362877668,1042.5
7427.994384,27.93840869,9.362877668,1042.6
7428.770386,27.93604953,9.362877668,1042.7
7429.546322,27.93369213,9.362877668,1042.8
7430.322192,27.93134642,9.362877668,1042.9
7431.097998,27.92901033,9.362877668,1043
7431.873739,27.92668186,9.362877668,1043.1
7432.649416,27.92435891,9.362877668,1043.2
7433.425028,27.9220377,9.362877668,1043.3
7434.200576,27.9197195,9.362877668,1043.4
7434.976059,27.9174015,9.362877668,1043.5
7435.751478,27.91508023,9.362877668,1043.6
7436.526833,27.91276069,9.362877668,1043.7
7437.302122,27.91043384,9.362877668,1043.8
7438.077347,27.90809503,9.362877668,1043.9
7438.852507,27.90573926,9.362877668,1044
7439.6276,27.90336089,9.362877668,1044.1
7440.402627,27.90098429,9.362877668,1044.2
7441.177588,27.89857916,9.362877668,1044.3
7441.952481,27.89613892,9.362877668,1044.4
7442.727304,27.89365413,9.362877668,1044.5
7443.502059,27.8911712,9.362877668,1044.6
7444.276743,27.88862964,9.362877668,1044.7
7445.051355,27.88601791,9.362877668,1044.8
7445.825892,27.88332295,9.362877668,1044.9
7446.600351,27.88053019,9.362877668,1045
7447.374733,27.87773955,9.362877668,1045.1
7448.149034,27.87483523,9.362877668,1045.2
7448.92325,27.8718001,9.362877668,1045.3
7449.697378,27.8686159,9.362877668,1045.4
7450.471418,27.86543414,9.362877668,1045.5
7451.245365,27.86208377,9.362877668,1045.6
7452.019213,27.85854427,9.362877668,1045.7
7452.792958,27.85479413,9.362877668,1045.8
7453.566591,27.85081097,9.362877668,1045.9
7454.340114,27.84683088,9.362877668,1046
7455.11352,27.84259458,9.362877668,1046.1
7455.8868,27.83807852,9.362877668,1046.2
7456.659946,27.83325876,9.362877668,1046.3
7457.432958,27.82844274,9.362877668,1046.4
7458.205828,27.82329884,9.362877668,1046.5
7458.978544,27.81780328,9.362877668,1046.6
7459.751098,27.81193253,9.362877668,1046.7
7460.523489,27.80606636,9.362877668,1046.8
7461.295706,27.7998019,9.362877668,1046.9
7462.067737,27.79311725,9.362877668,1047
7462.83957,27.78599142,9.362877668,1047.1
7463.611192,27.77840476,9.362877668,1047.2
7464.382604,27.770824,9.362877668,1047.3
7465.153792,27.76276403,9.362877668,1047.4
7465.924742,27.75420851,9.362877668,1047.5
7466.69544,27.7451427,9.362877668,1047.6
7467.465887,27.73608392,9.362877668,1047.7
7468.236068,27.72650181,9.362877668,1047.8
7469.005967,27.71638572,9.362877668,1047.9
7469.775571,27.70572684,9.362877668,1048
7470.544878,27.69507619,9.362877668,1048.1
7471.313875,27.68387573,9.362877668,1048.2
7472.082545,27.6721209,9.362877668,1048.3
7472.850873,27.65980884,9.362877668,1048.4
7473.618844,27.64693852,9.362877668,1048.5
7474.386457,27.63407803,9.362877668,1048.6
7475.153697,27.62065967,9.362877668,1048.7
7475.92055,27.60668582,9.362877668,1048.8
7476.686999,27.59215995,9.362877668,1048.9
7477.453044,27.57764511,9.362877668,1049
7478.218672,27.56258258,9.362877668,1049.1
7478.983866,27.54697801,9.362877668,1049.2
7479.748611,27.5308375,9.362877668,1049.3
7480.512908,27.51470916,9.362877668,1049.4
7481.276743,27.49805111,9.362877668,1049.5
7482.040101,27.48087024,9.362877668,1049.6
7482.802967,27.46317325,9.362877668,1049.7
7483.565327,27.44496656,9.362877668,1049.8
7484.327182,27.42677345,9.362877668,1049.9
7485.088517,27.4080765,9.362877668,1050
7485.849319,27.38888144,9.362877668,1050.1
7486.609575,27.36919295,9.362877668,1050.2
7487.369284,27.34951905,9.362877668,1050.3
7488.128432,27.32935539,9.362877668,1050.4
7488.887008,27.30870504,9.362877668,1050.5
7489.644996,27.28756982,9.362877668,1050.6
7490.402397,27.26645018,9.362877668,1050.7
7491.159198,27.24484613,9.362877668,1050.8
