s,velocity,energy,time
4173.501591,27.33399884,5.768566442,581.6369306
4173.768877,27.44408318,5.775290893,581.6720625
4173.982186,27.52950739,5.780531613,581.7
4174.03438,27.54995506,5.781794161,581.7068202
4174.138844,27.59063631,5.784308398,581.7204607
4174.243462,27.63089021,5.786801033,581.7341012
4174.383452,27.68400417,5.790097509,581.7523229
4174.623319,27.77306495,5.795644646,581.7834648
4174.75099,27.81948536,5.798546046,581.8
4174.882783,27.86619076,5.801486869,581.8170262
4175.146805,27.95838757,5.807306847,581.8510785
4175.268464,28,5.809943206,581.8667337
4175.268464,28,5.809943206,581.8667337
4175.268577,28.0000382,5.809943206,581.8667482
4175.268678,28.00007213,5.809943206,581.8667612
4175.268879,28.00013948,5.809943206,581.8667871
4175.268884,28.0001412,5.809943206,581.8667877
4175.268884,28.0001412,5.809943206,581.8667877
4175.268922,28.0001534,5.809943206,581.8667925
4175.268922,28.0001534,5.809943206,581.8667925
4175.268959,28.00016561,5.809943206,581.8667973
4175.269033,28.00018995,5.809943206,581.8668068
4175.269158,28.00023056,5.809943206,581.8668229
4175.269414,28.00031185,5.809943206,581.8668558
4175.269958,28.00047837,5.809943206,581.8669258
4175.270503,28.00063585,5.809943206,581.8669958
4175.271047,28.00078465,5.809943206,581.8670658
4175.271592,28.00092515,5.809943206,581.8671359
4175.272137,28.00105771,5.809943206,581.8672059
4175.272803,28.00120948,5.809943206,581.8672915
4175.273469,28.00135051,5.809943206,581.8673771
4175.274135,28.00148135,5.809943206,581.8674627
4175.2748,28.00160257,5.809943206,581.8675484
4175.275466,28.0017147,5.809943206,581.867634
4175.276329,28.0018473,5.809943206,581.8677449
4175.277192,28.0019665,5.809943206,581.8678558
4175.278054,28.00207329,5.809943206,581.8679667
4175.279097,28.00218705,5.809943206,581.8681007
4175.280139,28.00228545,5.809943206,581.8682347
4175.281181,28.00236984,5.809943206,581.8683687
4175.282506,28.0024589,5.809943206,581.868539
4175.283831,28.00252957,5.809943206,581.8687093
4175.285476,28.00259488,5.809943206,581.8689208
4175.287121,28.00263838,5.809943206,581.8691323
4175.289237,28.00266717,5.809943206,581.8694043
4175.291353,28.00267007,5.809943206,581.8696763
4175.294392,28.00263806,5.809943206,581.870067
4175.298291,28.00254873,5.809943206,581.8705683
4175.303395,28.00237385,5.809943206,581.8712245
4175.3085,28.00215457,5.809943206,581.8718807
4175.313604,28.00190716,5.809943206,581.8725369
4175.318708,28.00164192,5.809943206,581.8731931
4175.323812,28.00136535,5.809943206,581.8738493
4175.328916,28.00108159,5.809943206,581.8745055
4175.335266,28.00072246,5.809943206,581.8753219
4175.341616,28.0003592,5.809943206,581.8761383
4175.349303,27.99991642,5.809943206,581.8771267
4175.35699,27.99947187,5.809943206,581.8781151
4175.364678,27.99902643,5.809943206,581.8791035
4175.375144,27.99841929,5.809943206,581.8804492
4175.38561,27.99781182,5.809943206,581.881795
4175.399734,27.99699185,5.809943206,581.8836111
4175.413858,27.99617183,5.809943206,581.8854272
4175.434016,27.99500139,5.809943206,581.8880193
4175.45839,27.99358612,5.809943206,581.8911537
4175.491774,27.99164761,5.809943206,581.8954471
4175.527173,27.98959198,5.809943206,581.9
4175.598618,27.98535527,5.809943206,581.9091906
4175.741487,27.97688309,5.809943206,581.9275718
4175.884312,27.96841222,5.809943206,581.945953
4176.071283,27.95732089,5.809943206,581.970024
4176.304017,27.94351154,5.809943206,582
4176.734405,27.91751434,5.809943206,582.0554992
4177.079374,27.89667278,5.809943206,582.1
4177.489596,27.87189342,5.809943206,582.1529853
4177.85345,27.8499101,5.809943206,582.2
4178.625746,27.80264214,5.809943206,582.3
4179.396715,27.75491358,5.809943206,582.4
4180.166348,27.70678604,5.809943206,582.5
4180.934647,27.65873655,5.809943206,582.6
4181.701601,27.61035234,5.809943206,582.7
4182.467204,27.56169902,5.809943206,582.8
4183.231449,27.51284259,5.809943206,582.9
4183.99434,27.46406432,5.809943206,583
4184.755872,27.41514729,5.809943206,583.1
4185.516043,27.3661538,5.809943206,583.2
4186.274852,27.3171438,5.809943206,583.3
4187.032302,27.26817641,5.809943206,583.4
4187.788393,27.21928547,5.809943206,583.5
4188.543129,27.17049786,5.809943206,583.6
4189.296514,27.12188033,5.809943206,583.7
4190.048556,27.07350684,5.809943206,583.8
4190.799256,27.02520713,5.809943206,583.9
4191.548624,26.97723019,5.809943206,584
4192.29667,26.9296566,5.809943206,584.1
4193.043408,26.88256143,5.809943206,584.2
4193.788839,26.83553567,5.809943206,584.3
4194.53298,26.78905035,5.809943206,584.4
4195.275845,26.74315285,5.809943206,584.5
4196.017453,26.69787431,5.809943206,584.6
4196.757804,26.65265977,5.809943206,584.7
4197.496918,26.60808198,5.809943206,584.8
4198.234811,26.5641539,5.809943206,584.9
4198.971485,26.52028643,5.809943206,585
4199.70696,26.47708107,5.809943206,585.1
4200.441253,26.43455555,5.809943206,585.2
4201.174385,26.39273182,5.809943206,585.3
4201.906356,26.3509643,5.809943206,585.4
4202.637187,26.30992149,5.809943206,585.5
4203.366899,26.26962429,5.809943206,585.6
4204.095512,26.23008733,5.809943206,585.7
4204.823029,26.19060256,5.809943206,585.8
4205.54947,26.15188508,5.809943206,585.9
4206.274857,26.1139366,5.809943206,586
4206.999212,26.07675557,5.809943206,586.1
4207.722535,26.03962333,5.809943206,586.2
4208.444847,26.00325672,5.809943206,586.3
4209.166171,25.9676562,5.809943206,586.4
4209.886507,25.93210265,5.809943206,586.5
4210.605877,25.89731814,5.809943206,586.6
4211.324302,25.86330808,5.809943206,586.7
4212.041805,25.83007942,5.809943206,586.8
4212.758385,25.79689544,5.809943206,586.9
4213.474066,25.76450146,5.809943206,587
4214.188869,25.7329085,5.809943206,587.1
4214.902795,25.70135877,5.809943206,587.2
4215.615868,25.67062451,5.809943206,587.3
4216.328111,25.64072412,5.809943206,587.4
4217.039546,25.61167905,5.809943206,587.5
4217.750176,25.5826749,5.809943206,587.6
4218.460024,25.55454873,5.809943206,587.7
4219.169117,25.52732218,5.809943206,587.8
4219.877454,25.50013469,5.809943206,587.9
4220.585061,25.47386559,5.809943206,588
4221.291965,25.44853166,5.809943206,588.1
4221.998191,25.42414867,5.809943206,588.2
4222.703741,25.39980147,5.809943206,588.3
4223.408642,25.37642203,5.809943206,588.4
4224.11292,25.35402956,5.809943206,588.5
4224.816578,25.33167035,5.809943206,588.6
4225.519642,25.3103174,5.809943206,588.7
4226.222142,25.28998854,5.809943206,588.8
4226.924106,25.27069581,5.809943206,588.9
4227.625534,25.25143193,5.809943206,589
4228.326457,25.23320818,5.809943206,589.1
4229.026902,25.21602168,5.809943206,589.2
4229.72687,25.19886082,5.809943206,589.3
4230.426391,25.18272734,5.809943206,589.4
4231.125491,25.16760883,5.809943206,589.5
4231.824172,25.15251273,5.809943206,589.6
4232.522461,25.1384168,5.809943206,589.7
4233.220386,25.12530624,5.809943206,589.8
4233.917974,25.11316381,5.809943206,589.9
4234.615225,25.10103907,5.809943206,590
4235.312166,25.0898604,5.809943206,590.1
4236.008821,25.07960015,5.809943206,590.2
4236.705192,25.06935456,5.809943206,590.3
4237.401303,25.05999096,5.809943206,590.4
4238.097177,25.05146528,5.809943206,590.5
4238.792815,25.04295152,5.809943206,590.6
4239.488238,25.03522311,5.809943206,590.7
4240.183466,25.02822181,5.809943206,590.8
4240.8785,25.02123006,5.809943206,590.9
4241.573359,25.01490214,5.809943206,591
4242.268058,25.00917329,5.809943206,591.1
4242.962613,25.00397905,5.809943206,591.2
4243.657024,24.99879167,5.809943206,591.3
4244.351304,24.99407717,5.809943206,591.4
4245.045464,24.98977917,5.809943206,591.5
4245.739505,24.98548671,5.809943206,591.6
4246.433438,24.98156052,5.809943206,591.7
4247.12727,24.97795766,5.809943206,591.8
4247.821002,24.97435936,5.809943206,591.9
4248.514642,24.97104757,5.809943206,592
4249.208197,24.96799015,5.809943206,592.1
4249.901674,24.9651567,5.809943206,592.2
4250.595072,24.96232671,5.809943206,592.3
4251.288397,24.95968914,5.809943206,592.4
4251.981653,24.95720978,5.809943206,592.5
4252.67484,24.95473337,5.809943206,592.6
4253.367961,24.95237774,5.809943206,592.7
4254.06102,24.9501042,5.809943206,592.8
4254.754015,24.94783328,5.809943206,592.9
4255.446949,24.94560744,5.809943206,593
4256.139821,24.94339496,5.809943206,593.1
4256.832631,24.94118497,5.809943206,593.2
4257.52538,24.93896465,5.809943206,593.3
4258.218067,24.93671955,5.809943206,593.4
4258.91069,24.93444341,5.809943206,593.5
4259.603251,24.93216975,5.809943206,593.6
4260.295747,24.9298641,5.809943206,593.7
4260.988178,24.92752725,5.809943206,593.8
4261.680545,24.92519285,5.809943206,593.9
4262.372845,24.92282634,5.809943206,594
4263.065079,24.92042323,5.809943206,594.1
4263.757247,24.91802255,5.809943206,594.2
4264.449346,24.91557713,5.809943206,594.3
4265.141376,24.91307635,5.809943206,594.4
4265.833336,24.91057799,5.809943206,594.5
4266.525226,24.90801278,5.809943206,594.6
4267.217042,24.9053701,5.809943206,594.7
4267.908782,24.90264101,5.809943206,594.8
4268.600446,24.89991444,5.809943206,594.9
4269.292032,24.8970946,5.809943206,595
4269.983537,24.89417659,5.809943206,595.1
4270.674961,24.89126117,5.809943206,595.2
4271.366301,24.88824366,5.809943206,595.3
4272.057554,24.88512022,5.809943206,595.4
4272.748721,24.88199944,5.809943206,595.5
4273.439798,24.8787678,5.809943206,595.6
4274.130781,24.8754189,5.809943206,595.7
4274.821672,24.87207275,5.809943206,595.8
4275.512467,24.86860166,5.809943206,595.9
4276.203161,24.8649979,5.809943206,596
4276.893752,24.86125502,5.809943206,596.1
4277.584238,24.85751504,5.809943206,596.2
4278.274617,24.85363178,5.809943206,596.3
4278.964884,24.84960371,5.809943206,596.4
4279.655039,24.84557867,5.809943206,596.5
4280.345078,24.84140854,5.809943206,596.6
4281.034997,24.83709263,5.809943206,596.7
4281.724796,24.83277988,5.809943206,596.8
4282.414472,24.82831804,5.809943206,596.9
4283.104019,24.82370032,5.809943206,597
4283.793438,24.81908589,5.809943206,597.1
4284.482724,24.81430533,5.809943206,597.2
4285.171873,24.80934695,5.809943206,597.3
4285.860884,24.80439203,5.809943206,597.4
4286.549752,24.799248,5.809943206,597.5
4287.238472,24.79390624,5.809943206,597.6
4287.927037,24.7883617,5.809943206,597.7
4288.615449,24.78282095,5.809943206,597.8
4289.303701,24.77707557,5.809943206,597.9
4289.991788,24.77112563,5.809943206,598
4290.679709,24.76517975,5.809943206,598.1
4291.36746,24.75902928,5.809943206,598.2
4292.055034,24.7526729,5.809943206,598.3
4292.742432,24.74632081,5.809943206,598.4
4293.429648,24.73975911,5.809943206,598.5
4294.116675,24.73298248,5.809943206,598.6
4294.803514,24.72621041,5.809943206,598.7
4295.490159,24.71921693,5.809943206,598.8
4296.176604,24.71199627,5.809943206,598.9
4296.862847,24.70478045,5.809943206,599
4297.548884,24.69733326,5.809943206,599.1
4298.234708,24.68965295,5.809943206,599.2
4298.920312,24.68173943,5.809943206,599.3
4299.605696,24.67383121,5.809943206,599.4
4300.290854,24.66568015,5.809943206,599.5
4300.975778,24.65727639,5.809943206,599.6
4301.660469,24.64887825,5.809943206,599.7
4302.34492,24.6402251,5.809943206,599.8
4303.029123,24.63132086,5.809943206,599.9
4303.71308,24.62242256,5.809943206,600
4304.396781,24.61326608,5.809943206,600.1
4305.08022,24.60379792,5.809943206,600.2
4305.763396,24.59433612,5.809943206,600.3
4306.4463,24.58453153,5.809943206,600.4
4307.128921,24.57435369,5.809943206,600.5
4307.811259,24.56418282,5.809943206,600.6
4308.493304,24.55361126,5.809943206,600.7
4309.175043,24.54261674,5.809943206,600.8
4309.856478,24.53162995,5.809943206,600.9
4310.537594,24.52020291,5.809943206,601
4311.218381,24.50832302,5.809943206,601.1
4311.898825,24.49598114,5.809943206,601.2
4312.578926,24.48364835,5.809943206,601.3
4313.258672,24.4708472,5.809943206,601.4
4313.938049,24.4575738,5.809943206,601.5
4314.617058,24.44431049,5.809943206,601.6
4315.295685,24.43057329,5.809943206,601.7
4315.973917,24.4163633,5.809943206,601.8
4316.651755,24.40216443,5.809943206,601.9
4317.329185,24.38749698,5.809943206,602
4318.006196,24.37236948,5.809943206,602.1
4318.682786,24.35725414,5.809943206,602.2
4319.358944,24.34169235,5.809943206,602.3
4320.034658,24.3257036,5.809943206,602.4
4320.709928,24.30972799,5.809943206,602.5
4321.384744,24.2933508,5.809943206,602.6
4322.059094,24.27660282,5.809943206,602.7
4322.732979,24.25986878,5.809943206,602.8
4323.40639,24.24279857,5.809943206,602.9
4324.079319,24.22542906,5.809943206,603
4324.751765,24.20807404,5.809943206,603.1
4325.423722,24.19045678,5.809943206,603.2
4326.095184,24.17261332,5.809943206,603.3
4326.76615,24.15478464,5.809943206,603.4
4327.436616,24.13676358,5.809943206,603.5
4328.106576,24.11858191,5.809943206,603.6
4328.776032,24.10041505,5.809943206,603.7
4329.44498,24.08211709,5.809943206,603.8
4330.113417,24.06371616,5.809943206,603.9
4330.781342,24.04532986,5.809943206,604
4331.448755,24.02686734,5.809943206,604.1
4332.115654,24.00835488,5.809943206,604.2
4332.782039,23.98985669,5.809943206,604.3
4333.447909,23.97133402,5.809943206,604.4
4334.113265,23.95281205,5.809943206,604.5
4334.778107,23.93430384,5.809943206,604.6
4335.442435,23.9158204,5.809943206,604.7
4336.106252,23.89738463,5.809943206,604.8
4336.769556,23.87896197,5.809943206,604.9
4337.432351,23.86060716,5.809943206,605
4338.094638,23.8423371,5.809943206,605.1
4338.756418,23.82407943,5.809943206,605.2
4339.417693,23.80591868,5.809943206,605.3
4340.078467,23.78786228,5.809943206,605.4
4340.73874,23.76981753,5.809943206,605.5
4341.398514,23.75185941,5.809943206,605.6
4342.057783,23.73369913,5.809943206,605.7
4342.716549,23.71555065,5.809943206,605.8
4343.374805,23.6972315,5.809943206,605.9
4344.032549,23.67877403,5.809943206,606
4344.68978,23.6603289,5.809943206,606.1
4345.346496,23.64177775,5.809943206,606.2
4346.002695,23.62315234,5.809943206,606.3
4346.658377,23.60453959,5.809943206,606.4
4347.31354,23.58588431,5.809943206,606.5
4347.968185,23.5672193,5.809943206,606.6
4348.622312,23.5485671,5.809943206,606.7
4349.275921,23.52994033,5.809943206,606.8
4349.929015,23.51137711,5.809943206,606.9
4350.581594,23.49282657,5.809943206,607
4351.23366,23.47437982,5.809943206,607.1
4351.885218,23.45607721,5.809943206,607.2
4352.536267,23.43778689,5.809943206,607.3
4353.186814,23.41967833,5.809943206,607.4
4353.836863,23.40178396,5.809943206,607.5
4354.486416,23.38390121,5.809943206,607.6
4355.135479,23.36625797,5.809943206,607.7
4355.784052,23.34862596,5.809943206,607.8
4356.432142,23.3312513,5.809943206,607.9
4357.079753,23.31399859,5.809943206,608
4357.726885,23.29675667,5.809943206,608.1
4358.373538,23.27950276,5.809943206,608.2
4359.019712,23.2622501,5.809943206,608.3
4359.665406,23.24500867,5.809943206,608.4
4360.310623,23.22778264,5.809943206,608.5
4360.955361,23.21058648,5.809943206,608.6
4361.599622,23.19340186,5.809943206,608.7
4362.243407,23.17626256,5.809943206,608.8
4362.886718,23.15918525,5.809943206,608.9
4363.529555,23.14211968,5.809943206,609
4364.17192,23.12513451,5.809943206,609.1
4364.813815,23.10824921,5.809943206,609.2
4365.455243,23.09137575,5.809943206,609.3
4366.096204,23.0746223,5.809943206,609.4
4366.736701,23.05788066,5.809943206,609.5
4367.376736,23.041279,5.809943206,609.6
4368.016315,23.02483636,5.809943206,609.7
4368.655438,23.0084054,5.809943206,609.8
4368.778479,23.00527427,5.809943206,609.8192542
4368.934046,23.00131531,5.809943206,609.8436003
4368.98573,23,5.809943206,609.8516897
4368.98573,23,5.809943206,609.8516897
4369.011455,22.99934532,5.80994325,609.8557163
4369.062902,22.99803603,5.809943517,609.8637696
4369.16579,22.99541757,5.809944556,609.8798761
4369.268667,22.99279936,5.809946265,609.8959827
4369.294325,22.99214636,5.809946756,609.9
4369.422595,22.9889185,5.809950415,609.9200867
4369.679099,22.98246346,5.809959976,609.9602602
4369.932763,22.97607966,5.809973956,610
4370.448748,22.9630944,5.810027527,610.0808927
4370.570619,22.96002739,5.810040781,610.1
4371.207957,22.94418238,5.810148184,610.2
4371.265314,22.94277506,5.810158147,610.209
4371.380021,22.93996044,5.810178676,610.227
4371.586742,22.93488791,5.810218765,610.2594446
4371.845077,22.92854874,5.810274607,610.3
4371.902394,22.92714234,5.81028804,610.309
4372.017023,22.92432971,5.810315564,610.327
4372.481762,22.91292611,5.810441063,610.4
4372.539041,22.91153994,5.810458269,610.409
4372.653592,22.90876763,5.810493394,610.427
4372.858168,22.90381644,5.810559716,610.4591517
4373.118016,22.89752745,5.810650751,610.5
4373.308791,22.89291051,5.810724673,610.53
4373.690262,22.88367834,5.810881274,610.59
4373.753826,22.88213997,5.810909084,610.6
4374.071528,22.8745606,5.811062094,610.65
4374.389178,22.86698232,5.811221665,610.7
4375.023957,22.85206005,5.811608999,610.8
4375.081084,22.85071723,5.811644317,610.809
4375.195331,22.84803174,5.811715881,610.827
4375.658528,22.83714361,5.812025552,610.9
4375.715617,22.83582185,5.812066151,610.909
4375.82979,22.83317834,5.812148331,610.927
4376.030409,22.8285332,5.812297559,610.9586339
4376.167054,22.8253693,5.812402773,610.980184
4376.167054,22.8253693,5.812402773,610.980184
4376.178362,22.8252009,5.812413312,610.9819674
4376.200977,22.82500657,5.812438537,610.9855343
4376.223592,22.82506125,5.812472416,610.9891012
4376.257872,22.82556222,5.812540645,610.9945077
4376.292696,22.82659163,5.812630696,611
4376.297421,22.82677788,5.812644725,611.0007452
4376.306871,22.8271695,5.812673551,611.0022356
4376.341753,22.82894427,5.812793296,611.0077365
4376.396121,22.83273655,5.813021867,611.0163093
4376.486966,22.84182323,5.813517829,611.0306299
4376.880217,22.91880237,5.817305665,611.0925042
4376.927952,22.932225,5.81794603,611.1
4376.940692,22.93597843,5.818124869,611.1019996
4376.966176,22.94360457,5.818488121,611.1059989
4377.092729,22.9849123,5.820454779,611.1258381
4377.366664,23.09309793,5.825628727,611.1686423
4377.568231,23.18828087,5.83022282,611.2
4377.581864,23.19520609,5.830558715,611.2021159
4377.609138,23.20917176,5.831236639,611.2063477
4377.670133,23.24120062,5.832795499,611.2158022
4377.754665,23.28737457,5.835052858,611.228883
4377.9124,23.37888422,5.839561929,611.2532194
4378.217469,23.57436149,5.849348856,611.3
4378.232139,23.58438378,5.849855774,611.3022393
4378.261492,23.60453916,5.850876265,611.3067179
4378.328753,23.65148624,5.853261308,611.3169658
4378.422166,23.7184073,5.85668024,611.3311641
4378.601496,23.85223042,5.863583411,611.3583064
4378.879015,24.07222777,5.875115894,611.4
4378.894945,24.08533258,5.875810002,611.402381
4378.926821,24.11164929,5.877205427,611.4071429
4379.077203,24.23823012,5.883959939,611.4295369
4379.102082,24.25955063,5.885104368,611.4332304
4379.102082,24.25955063,5.885104368,611.4332304
4379.157518,24.30698054,5.887644016,611.4414408
4379.268604,24.40131599,5.892693997,611.4578615
4379.380119,24.49448319,5.897686162,611.4742822
4379.492055,24.58645164,5.902621457,611.4907029
4379.555617,24.6380128,5.905390677,611.5
4379.668873,24.72799407,5.91023013,611.5164882
4379.896197,24.90568077,5.919798653,611.5494645
4380.247665,25.16931409,5.934041229,611.6
4380.284787,25.19633883,5.935504207,611.605304
4380.359111,25.25016632,5.938419338,611.6159119
4380.510201,25.35789053,5.944260569,611.6374074
4380.699678,25.48984829,5.951429196,611.6642373
4380.953749,25.66152076,5.960777877,611.7
4380.993152,25.68754687,5.962197865,611.7055221
4381.072038,25.73937671,5.965026911,611.7165664
4381.3574,25.92238651,5.975035728,611.7563368
4381.672983,26.11690507,5.985708527,611.8
4381.714533,26.14186346,5.987080305,611.8057218
4381.797711,26.19155919,5.989812934,611.8171654
4381.965614,26.29026363,5.995247698,611.8402
4382.175466,26.4106761,6.001891126,611.8688701
4382.404397,26.53842035,6.008955626,611.9
4382.448245,26.56241358,6.010284102,611.9059428
4382.536021,26.6101795,6.012930082,611.9178283
4382.70724,26.70185836,6.018015602,611.9409522
4382.920704,26.81345708,6.024218784,611.9696718
4383.14708,26.92863772,6.030636114,612
4383.19328,26.95168688,6.031922589,612.0061711
4383.28576,26.99756558,6.034484542,612.0185133
4383.670343,27.18295691,6.044863318,612.0696203
4383.900186,27.28971814,6.050860086,612.1
4383.948945,27.31194123,6.05210981,612.1064271
4384.046544,27.35616691,6.054598167,612.1192812
4384.235276,27.4402551,6.05933668,612.1440797
4384.469942,27.5422392,6.065096817,612.1748094
4384.662952,27.62404679,6.06972815,612.2
4384.714124,27.64538098,6.070937047,612.2066637
4384.816547,27.68783007,6.073343762,612.2199911
4385.006744,27.76533904,6.077745251,612.2446861
4385.242574,27.85912405,6.08308343,612.2752118
4385.434658,27.93366646,6.087336374,612.3
4385.488375,27.95417643,6.088507571,612.3069178
4385.595888,27.99497773,6.090838869,612.3207535
4385.790633,28.06763608,6.094997352,612.3457641
4386.031563,28.15535548,6.100030011,612.376618
4386.214644,28.2204498,6.10377354,612.4
4386.402715,28.28528341,6.107513981,612.4239367
4386.779704,28.41259506,6.114874554,612.4718101
4387.002474,28.48538161,6.119097391,612.5
4387.201419,28.54829549,6.122756971,612.5250873
4387.600169,28.67173141,6.129953532,612.575262
4387.797394,28.73084603,6.133412283,612.6
4388.001008,28.79001109,6.136882518,612.6254605
4388.409056,28.90606093,6.143705716,612.6763816
4388.59887,28.95835352,6.146791555,612.7
4388.741036,28.99660471,6.149052474,612.7176502
4388.753666,29,6.149253179,612.7192181
4388.753666,29,6.149253179,612.7192181
4388.753776,29.00002949,6.149253179,612.7192318
4388.753879,29.00005706,6.149253179,612.7192446
4388.753987,29.00008558,6.149253179,612.719258
4388.753987,29.00008558,6.149253179,612.719258
4388.754021,29.00009445,6.149253179,612.7192622
4388.754021,29.00009445,6.149253179,612.7192622
4388.754055,29.00010333,6.149253179,612.7192664
4388.754122,29.00012104,6.149253179,612.7192748
4388.754245,29.00015284,6.149253179,612.71929
4388.754498,29.00021745,6.149253179,612.7193214
4388.755054,29.00035452,6.149253179,612.7193905
4388.755611,29.00048498,6.149253179,612.7194596
4388.756167,29.00060913,6.149253179,612.7195286
4388.756723,29.00072723,6.149253179,612.7195977
4388.757279,29.00083954,6.149253179,612.7196667
4388.757957,29.0009689,6.149253179,612.7197508
4388.758634,29.00109048,6.149253179,612.7198349
4388.759312,29.00120471,6.149253179,612.719919
4388.75999,29.00131198,6.149253179,612.7200031
4388.760667,29.00141267,6.149253179,612.7200872
4388.761541,29.0015334,6.149253179,612.7201957
4388.762415,29.00164449,6.149253179,612.7203042
4388.763289,29.0017466,6.149253179,612.7204127
4388.764341,29.00185849,6.149253179,612.7205432
4388.765392,29.00195928,6.149253179,612.7206738
4388.766444,29.00204991,6.149253179,612.7208043
4388.767773,29.00215125,6.149253179,612.7209693
4388.769102,29.00223926,6.149253179,612.7211343
4388.770741,29.00233156,6.149253179,612.7213377
4388.77238,29.00240799,6.149253179,612.7215411
4388.774465,29.0024856,6.149253179,612.7218
4388.776551,29.00254432,6.149253179,612.7220588
4388.779477,29.00260075,6.149253179,612.722422
4388.783115,29.00263735,6.149253179,612.7228737
4388.788369,29.00264275,6.149253179,612.7235258
4388.793622,29.00260895,6.149253179,612.7241779
4388.798876,29.00254987,6.149253179,612.72483
4388.80413,29.00247444,6.149253179,612.7254821
4388.809383,29.00238845,6.149253179,612.7261343
4388.814637,29.00229563,6.149253179,612.7267864
4388.820998,29.00217751,6.149253179,612.727576
4388.82736,29.00205549,6.149253179,612.7283657
4388.833721,29.00193117,6.149253179,612.7291553
4388.842004,29.00176739,6.149253179,612.7301834
4388.850286,29.00160242,6.149253179,612.7312115
4388.860771,29.00139277,6.149253179,612.732513
4388.871255,29.00118271,6.149253179,612.7338144
4388.88493,29.00090851,6.149253179,612.7355119
4388.898604,29.00063421,6.149253179,612.7372093
4388.917934,29.00024643,6.149253179,612.7396089
4388.937264,28.99985865,6.149253179,612.7420084
4388.968099,28.99924003,6.149253179,612.7458364
4389.008066,28.99843824,6.149253179,612.750798
4389.070376,28.99718823,6.149253179,612.7585336
4389.170233,28.99518503,6.149253179,612.7709312
4389.40434,28.99048886,6.149253179,612.8
4390.209182,28.97429764,6.149253179,612.9
4391.013574,28.95811856,6.149253179,613
4391.817515,28.94188619,6.149253179,613.1
4392.621004,28.92559615,6.149253179,613.2
4393.424039,28.90924549,6.149253179,613.3
4394.226617,28.8928324,6.149253179,613.4
4395.02874,28.87643298,6.149253179,613.5
4395.830406,28.85997054,6.149253179,613.6
4396.631613,28.84344571,6.149253179,613.7
4397.432359,28.82686072,6.149253179,613.8
4398.232643,28.81021937,6.149253179,613.9
4399.032465,28.79359271,6.149253179,614
4399.831824,28.77691508,6.149253179,614.1
4400.630718,28.76019316,6.149253179,614.2
4401.429147,28.74343521,6.149253179,614.3
4402.227109,28.72665121,6.149253179,614.4
4403.024606,28.7098828,6.149253179,614.5
4403.821637,28.69310044,6.149253179,614.6
4404.618201,28.67631801,6.149253179,614.7
4405.4143,28.65955097,6.149253179,614.8
4406.209933,28.64281583,6.149253179,614.9
4407.005103,28.62609681,6.149253179,615
4407.799809,28.60942672,6.149253179,615.1
4408.594054,28.59282235,6.149253179,615.2
4409.38784,28.57630009,6.149253179,615.3
4410.18117,28.55987587,6.149253179,615.4
4410.974044,28.54346779,6.149253179,615.5
4411.766466,28.5271736,6.149253179,615.6
4412.558438,28.51100938,6.149253179,615.7
4413.349966,28.49499178,6.149253179,615.8
4414.141053,28.47913799,6.149253179,615.9
4414.9317,28.46329973,6.149253179,616
4415.721912,28.44764236,6.149253179,616.1
4416.511695,28.43218153,6.149253179,616.2
4417.301054,28.41693005,6.149253179,616.3
4418.089996,28.40189649,6.149253179,616.4
4418.87852,28.38687725,6.149253179,616.5
4419.666634,28.37207932,6.149253179,616.6
4420.454342,28.35750113,6.149253179,616.7
4421.241651,28.3431369,6.149253179,616.8
4422.028562,28.3287859,6.149253179,616.9
4422.81508,28.31463991,6.149253179,617
4423.60121,28.3006882,6.149253179,617.1
4424.386958,28.28691919,6.149253179,617.2
4425.172328,28.27332063,6.149253179,617.3
4425.957321,28.25973397,6.149253179,617.4
4426.74194,28.24630439,6.149253179,617.5
4427.526191,28.23301688,6.149253179,617.6
4428.310075,28.21985383,6.149253179,617.7
4429.093597,28.2067938,6.149253179,617.8
4429.876757,28.19374458,6.149253179,617.9
4430.659556,28.18077228,6.149253179,618
4431.441996,28.16784601,6.149253179,618.1
4432.224078,28.15493069,6.149253179,618.2
4433.005801,28.14202567,6.149253179,618.3
4433.787164,28.12909395,6.149253179,618.4
4434.568167,28.11609822,6.149253179,618.5
4435.348806,28.10300422,6.149253179,618.6
4436.129078,28.08978325,6.149253179,618.7
4436.908983,28.07657259,6.149253179,618.8
4437.688516,28.06321302,6.149253179,618.9
4438.467675,28.04968952,6.149253179,619
4439.246452,28.03599242,6.149253179,619.1
4440.024849,28.02230589,6.149253179,619.2
4440.802862,28.00843932,6.149253179,619.3
4441.580484,27.99438766,6.149253179,619.4
4442.35771,27.98014534,6.149253179,619.5
4443.134535,27.96570572,6.149253179,619.6
4443.910959,27.95127705,6.149253179,619.7
4444.686977,27.93664329,6.149253179,619.8
4445.462583,27.92179639,6.149253179,619.9
4446.23777,27.90672855,6.149253179,620
4447.012538,27.89167203,6.149253179,620.1
4447.786882,27.87638787,6.149253179,620.2
4448.560795,27.86086249,6.149253179,620.3
4449.33427,27.84509605,6.149253179,620.4
4450.107301,27.82909531,6.149253179,620.5
4450.879887,27.81310654,6.149253179,620.6
4451.652023,27.79688902,6.149253179,620.7
4452.423702,27.78044759,6.149253179,620.8
4453.194918,27.76378648,6.149253179,620.9
4453.965672,27.7471378,6.149253179,621
