s,x,y,velocity,kappa,gradient_deg
879.8793436,23.61056182,396.3480172,23.252276952794066,3.68e-05,1.133657584459114
880.8792065,24.46546393,395.8294922,23.76572592853035,4.5e-05,1.1295262944763045
881.8790694,25.32036692,395.3109687,25.460037543552605,5.33e-05,1.1221302526124883
882.8789323,26.17526725,394.7924408,28.593900897880633,6.18e-05,1.1113475265257888
883.8787952,27.0301614,394.2739026,24.33582988259707,7.02e-05,1.0970684527410115
884.8786581,27.88504705,393.7553503,28.99984270781194,7.86e-05,1.0791952285068382
885.878521,28.73993122,393.2367956,24.162754672895844,8.67e-05,1.0576479384923312
886.8783839,29.59482528,392.7182572,28.251140726904886,9.46e-05,1.0323632063966162
887.8782467,30.44974062,392.1997541,24.4309054621369,0.000102061,1.0032804513401157
888.8781096,31.30468857,391.681305,27.331505463276613,0.000109044,0.9703501718150284
889.8779725,32.15966661,391.1629057,24.96418812284778,0.000115468,0.9335426239633344
890.8778354,33.01463958,390.644498,27.996208471099308,0.000121263,0.8928418628894619
891.8776983,33.86956767,390.126016,24.724279607997538,0.00012637,0.84824610444586
892.8775612,34.72441107,389.6073935,27.818086886756735,0.00013074,0.7997692034278067
893.8774241,35.57913663,389.0885758,27.32267527567884,0.000134332,0.747439084341311
894.877287,36.43382081,388.5696894,24.136754722478752,0.000137112,0.6912992577092192
895.8771499,37.28862989,388.0510096,25.552636297949242,0.000139058,0.6314102621764304
896.8770128,38.14373277,387.5328163,26.35891422137113,0.000140151,0.5678488469595183
897.8768757,38.99929836,387.015389,24.224289765356776,0.000140382,0.5007089298265518
898.8767385,39.85544603,386.4989255,27.29144735361633,0.00013975,0.4301024824401799
899.8766014,40.71207238,385.9832546,24.145083441910266,0.000138262,0.3561596488220091
900.8764643,41.56901145,385.4681017,26.425540126738547,0.000135932,0.2790296590352707
901.8763272,42.42609731,384.953192,23.870793104656507,0.000132785,0.1988816792902603
902.8761901,43.28316538,384.4382531,28.325261283024762,0.00012885,0.1159043482226721
903.876053,44.14012719,383.9231385,25.17287150671956,0.000124168,0.0303069629831695
904.8759159,44.99700831,383.4078905,25.76555909535112,0.000118786,-0.0576808055104298
905.8757788,45.8538437,382.8925669,27.528990376950006,0.000112757,-0.147809513814938
906.8756417,46.71066832,382.3772255,26.641192960094294,0.000106146,-0.2398099010502783
907.8755046,47.56751406,381.861919,27.785555753964733,9.9e-05,-0.3333931868656267
908.8753674,48.42438527,381.3466545,27.385861124038282,9.15e-05,-0.428250036183765
909.8752303,49.2812717,380.8314153,27.367358762822104,8.36e-05,-0.5240523204558429
910.8750932,50.13816298,380.3161839,28.002282273861073,7.55e-05,-0.6204620116527341
911.8749561,50.99504872,379.8009435,27.868555164636447,6.72e-05,-0.7171279521107813
912.874819,51.85192178,379.285682,27.174661019101855,5.89e-05,-0.8136831040247586
913.8746819,52.70878363,378.7704019,28.251533491133877,5.06e-05,-0.9097508723565996
914.8745448,53.56563717,378.255108,28.184264169388463,4.25e-05,-1.0049462908838604
915.8744077,54.42248529,377.7398051,27.26552002440989,3.47e-05,-1.0988785406321169
916.8742706,55.27933082,377.2244979,28.04082372740621,2.73e-05,-1.1911550666206316
917.8741335,56.1361752,376.7091888,28.26236327097596,2.06e-05,-1.2813849761127871
918.8739964,56.99301855,376.1938779,27.23697772345809,1.47e-05,-1.3691722553643184
919.8738592,57.84986095,375.6785655,27.87034924773436,9.87e-06,-1.4541324719183482
920.8737221,58.70670248,375.1632516,28.0708002444022,6.29e-06,-1.5359001520765692
921.873585,59.56354325,374.6479364,28.260226037979844,3.97e-06,-1.6141170884063287
922.8734479,60.42038352,374.1326205,27.684220072652145,2.82e-06,-1.6884407719532517
923.8733108,61.27722362,373.6173042,27.428086409135325,2.64e-06,-1.7585478212017904
924.8731737,62.13406384,373.1019882,26.974934611650507,3.11e-06,-1.8241367835214957
925.8730366,62.99090451,372.5866728,28.02079029159642,3.92e-06,-1.8849316099507487
926.8728995,63.84774649,372.0713597,27.464116052951685,4.81e-06,-1.9406843887395715
927.8727624,64.70459152,371.5560517,26.902504189710776,5.59e-06,-1.9911771282560884
928.8726253,65.56144141,371.0407517,27.78556633559722,6.18e-06,-2.036223964163894
929.8724881,66.41829798,370.5254628,27.54109659381102,6.6e-06,-2.075673264453516
930.872351,67.27516286,370.0101878,26.836985569917296,6.93e-06,-2.1094081547331043
931.8722139,68.13203604,369.4949265,27.43186902967652,7.28e-06,-2.1373494234628567
932.8720768,68.98891655,368.9796775,27.799803840565612,7.7e-06,-2.159455282988967
933.8719397,69.84580341,368.464439,26.81693787150788,8.23e-06,-2.175720888387493
934.8718026,70.70269566,367.9492094,27.261112743425446,8.8e-06,-2.1861806135294577
935.8716655,71.5595929,367.4339882,27.818786911836195,9.28e-06,-2.1909059430127464
936.8715284,72.41649648,366.9187775,26.794079600835587,9.49e-06,-2.1900045342052104
937.8713913,73.27340805,366.4035801,27.118511781457073,9.21e-06,-2.18361922975249
938.8712542,74.13032926,365.8883987,27.32285948272939,8.23e-06,-2.17192532917393
939.8711171,74.98726166,365.373236,27.777579807860544,6.38e-06,-2.15512913085546
940.8709799,75.84420452,364.8580907,27.0048824084823,3.52e-06,-2.1334642224652827
941.8708428,76.70115489,364.3429578,26.733955222040812,-4.23e-07,-2.10718852793228
942.8707057,77.5581097,363.8278324,27.5942474387701,-5.53e-06,-2.0765805534302357
943.8705686,78.41506591,363.3127092,26.94365633194241,-1.19e-05,-2.041934593923373
944.8704315,79.27202126,362.7975845,26.63872767285318,-1.97e-05,-2.0035576368167964
945.8702944,80.12897781,362.2824618,27.340843671546317,-2.89e-05,-1.9617652085431927
946.8701573,80.98593908,361.7673471,26.873447958843656,-3.91e-05,-1.9168761943470525
947.8700202,81.8429086,361.2522461,26.524306016708586,-4.96e-05,-1.8692079218589592
948.8698831,82.69988982,360.7371648,27.187390045092464,-5.85e-05,-1.819074203888351
949.869746,83.55688121,360.2221006,27.68636162831048,-6.38e-05,-1.7667805774214385
950.8696088,84.41387262,359.7070363,26.525877941550043,-6.27e-05,-1.7126145797520116
951.8694717,85.27085309,359.1919535,27.091156318945774,-5.31e-05,-1.6568470401315694
952.8693346,86.12781163,358.6768338,27.19170645508974,-3.39e-05,-1.5997308630840266
953.8691975,86.98473977,358.1616628,26.573587199713288,-5.54e-06,-1.5414956646575622
954.8690604,87.84165576,357.6464715,27.021562337262864,3.02e-05,-1.482347144532138
955.8689233,88.69859404,357.1313177,26.543842252483326,7.13e-05,-1.4224663022698771
956.8687862,89.55558929,356.6162601,27.48825692633666,0.000116767,-1.3620079843011703
957.8686491,90.41267617,356.101357,27.186679607940512,0.000167812,-1.3011008577561174
958.868512,91.26985787,355.5866137,26.33111262122931,0.000228319,-1.239848469927686
959.8683749,92.12704001,355.0718707,27.496582352177192,0.00030392,-1.1783315131160892
960.8682378,92.98410933,354.5569367,27.15166942741229,0.00040033,-1.116609223609376
961.8681006,93.84095258,354.0416205,26.477351208780142,0.000521308,-1.0547211313212297
962.8679635,94.69746089,353.5257383,27.36126506198529,0.000667386,-0.9926919160421896
963.8678264,95.55360411,353.0092454,26.768093555324985,0.000835919,-0.9305328123561236
964.8676893,96.40941995,352.4922168,26.582364959301252,0.001022315,-0.8682465054109777
965.8675522,97.26494831,351.9747311,27.331560297751828,0.001222216,-0.8058306596552194
966.8674151,98.12022909,351.4568673,26.55392718085477,0.001433529,-0.7432802635620441
967.867278,98.97529366,350.9386795,27.044404553417003,0.001657191,-0.6805932176432545
968.8671409,99.83014257,350.4201342,27.24144683401833,0.001896705,-0.6177726334547217
969.8670038,100.6847694,349.9011779,26.631297590494537,0.002156737,-0.5548300420990094
970.8668667,101.5391679,349.381757,26.564841188233732,0.002441064,-0.4917889917377758
971.8667296,102.3933457,348.8618441,26.16016285945085,0.002750942,-0.4286863169548324
972.8665924,103.2477994,348.342306,26.950615024236715,0.003084432,-0.3655739105800038
973.8664553,104.1036266,347.8251094,26.41403380965765,0.00343628,-0.3025215493148834
974.8663182,104.9619616,347.3122887,26.03839267726435,0.00379868,-0.2396095077554889
975.8661811,105.8239389,346.805878,26.82802640489622,0.004162583,-0.1769429894068447
976.866044,106.6904931,346.3075469,26.206393024576194,0.004518655,-0.1146503211503954
977.8659069,107.5606918,345.8155535,26.270047283787786,0.004858145,-0.0528672011829967
978.8657698,108.4325837,345.3262954,26.610196662498524,0.005173496,0.0082559758730843
979.8656327,109.3042072,344.8361508,25.892728687198044,0.005458537,0.0685500089992603
980.8654956,110.1736009,344.3414987,26.32681340216938,0.005708488,0.1278394552800456
981.8653585,111.0400284,343.8410816,26.842985385545628,0.005919769,0.1859486562049415
982.8652213,111.9069372,343.3417153,25.98481646871399,0.006089558,0.2426940909852117
983.8650842,112.7786669,342.8519375,26.351399442671635,0.006215288,0.297890807215087
984.8649471,113.6595575,342.3802861,26.3336415195331,0.006294413,0.3513570882950936
985.86481,114.5532386,341.9338771,26.0872649239402,0.00632444,0.4029173638144386
986.8646729,115.4576077,341.5083503,26.361107540051222,0.006303096,0.4524050451244311
987.8645358,116.3677902,341.0937951,26.76397689121028,0.006228677,0.4996664567966762
988.8643987,117.2788933,340.6802651,26.123382401636118,0.00610034,0.5445629468242746
989.8642616,118.1862366,340.2582728,25.636021088770264,0.005918293,0.5869738389855265
990.8641245,119.0897144,339.8282274,26.4868076342983,0.00568392,0.6268004973505054
991.8639874,119.9936316,339.4000796,25.73756246587212,0.005399842,0.6639683340922795
992.8638503,120.9024728,338.9841685,26.407185805155862,0.005069903,0.6984234999485952
993.8637131,121.8207147,338.5908157,25.865390555934916,0.004699138,0.7301338012800962
994.863576,122.7507798,338.2256505,25.549855139843206,0.004293685,0.7590937827150784
995.8634389,123.6902732,337.8832995,26.058561027114266,0.003860531,0.7853230896378904
996.8633018,124.6361103,337.5568139,26.101281266070295,0.003407106,0.8088657062183189
997.8631647,125.5852065,337.2392448,26.002858580232644,0.002940829,0.8297894679580446
998.8630276,126.5347311,336.9240852,25.898463878213697,0.002468566,0.8481844140121443
999.8628905,127.4832089,336.6071852,25.550079077691667,0.001996253,0.864160711245839
1000.862753,128.4296148,336.2851781,26.08343539278913,0.001528864,0.8778446741965185
1001.862616,129.372924,335.954698,25.450897256715358,0.001070856,0.8893784268899496
1002.862479,130.3123068,335.6129853,26.316664842935094,0.000626775,0.8989168531245119
1003.862342,131.2482608,335.2614139,25.68943817040269,0.000202023,0.906624128421384
1004.862205,132.1818374,334.9030822,26.32699244820793,-0.000196932,0.9126713280566155
1005.862068,133.1140899,334.541094,26.12610548759368,-0.000563173,0.9172323669965876
1006.861931,134.0459651,334.1782545,25.394536320000412,-0.000891069,0.920477395415726
1007.861794,134.9773836,333.8144865,26.425806909824665,-0.001178128,0.9225737915540744
1008.861656,135.9076919,333.4481013,25.52879308052772,-0.001425773,0.923692213798095
1009.861519,136.8362304,333.0773925,25.894202554996795,-0.001638496,0.9239958736127706
1010.861382,137.7623399,332.7006551,26.198623210056798,-0.001820905,0.9236309954941586
1011.861245,138.6855431,332.3167049,25.47219696203811,-0.001973646,0.9227299575265556
1012.861108,139.6058095,331.9256387,26.123405614030748,-0.002090776,0.921411339480677
1013.860971,140.5231763,331.5277468,25.902108406274113,-0.002159397,0.9197810243324565
1014.860834,141.4376808,331.1233196,26.09865668981302,-0.002162365,0.9179266637445838
1015.860697,142.3493724,330.7126703,26.286539337967447,-0.002083439,0.9159158403020254
1016.86056,143.2586277,330.2967298,25.634822816031722,-0.001912614,0.9138013076387722
1017.860423,144.1661788,329.8770994,25.226769708019333,-0.001649241,0.9116218343346923
1018.860285,145.0727755,329.4554143,25.819191336140342,-0.001301927,0.9093999266123168
1019.860148,145.9791679,329.0333093,25.338741170684678,-0.000884124,0.9071450212907456
1020.860011,146.8860854,328.6123743,25.302676581497618,-0.000408873,0.904857396165652
1021.859874,147.7939021,328.1934065,25.827321016965133,0.000113863,0.9025265416201116
1022.859737,148.7026889,327.7765282,24.938465597314188,0.00067504,0.9001358854586422
1023.8596,149.6125071,327.3618399,25.672073284842025,0.001259784,0.8976651515655107
1024.859463,150.5234177,326.949442,25.215273550131872,0.001843402,0.8950924236855755
1025.859326,151.4354897,326.5394613,25.382277272045428,0.002391335,0.8923970728501116
1026.859189,152.3488986,326.1323984,25.802448004533193,0.002865458,0.8895636063223206
1027.859051,153.2638994,325.7290312,25.147230174316313,0.003232312,0.8865818604630384
1028.858914,154.1807489,325.3301445,25.615284321862376,0.003468896,0.8834505661186353
1029.858777,155.099704,324.936523,24.948601034782076,0.003566258,0.8801798378216297
1030.85864,156.0208444,324.5484872,25.3780564182778,0.003526327,0.8767907591220636
1031.858503,156.9426795,324.1622413,25.532718789360736,0.003355671,0.8733171775498213
1032.858366,157.8628975,323.7718379,25.19862059568311,0.003058903,0.8698058483929072
1033.858229,158.7791795,323.3713105,25.02385549267214,0.002633924,0.8663179758062931
1034.858092,159.6892066,322.9546928,25.25521907563636,0.002074175,0.8629278264488405
1035.857955,160.5918441,322.5191579,25.354252701428962,0.001373556,0.8597210257315353
1036.857817,161.4923407,322.0788042,25.78324761706858,0.000533224,0.8567912609848976
1037.85768,162.3980871,321.6534087,24.795299413479597,-0.000434798,0.8542405235852224
1038.857543,163.3164753,321.2627525,25.247618558999225,-0.001508948,0.8521791272656154
1039.857406,164.2545924,320.9258055,25.494618485567585,-0.002662263,0.8507144236501625
1040.857269,165.2121827,320.6420207,25.27692362636891,-0.003868473,0.849960521980743
1041.857132,166.1814638,320.3908434,25.15372222079896,-0.005105341,0.8500355176166442
1042.856995,167.1543109,320.1508095,24.831153288391572,-0.006354984,0.8510447330785526
1043.856858,168.1226855,319.9006756,24.97152295327889,-0.007602322,0.8530842985902414
1044.856721,169.0839705,319.6330769,24.588429370105914,-0.008833131,0.8562392376465444
1045.856583,170.0440976,319.3625348,25.07356072019983,-0.010033075,0.8605790974617652
1046.856446,171.0097517,319.1054981,24.43379069865247,-0.011187103,0.8661582758915285
1047.856309,171.9876175,318.8784156,25.212997651394716,-0.012279219,0.8730138503186287
1048.856172,172.9821566,318.6925439,24.45405682828734,-0.013292546,0.8811610583424383
1049.856035,173.9783299,318.5135947,25.393961310459332,-0.014209718,0.890593845321073
1050.855898,174.9509925,318.283678,24.506329959091676,-0.015013556,0.9012840929561228
1051.855761,175.8749247,317.9447267,25.308201698494287,-0.015687993,0.9131806668814392
1052.855624,176.7372548,317.4656669,24.6123151274257,-0.016219274,0.9262113395918308
1053.855487,177.5613615,316.8946667,24.938095169712714,-0.016597043,0.940286479525067
1054.855349,178.3772415,316.294361,24.857883215087558,-0.016814979,0.9552897367275072
1055.855212,179.2127968,315.7237253,24.700128697571223,-0.016870971,0.9710833551720582
1056.855075,180.0644462,315.1867344,25.34636484892916,-0.016766744,0.9875163970736612
1057.854938,180.9043019,314.6448995,24.530002699355013,-0.016506667,1.0044218721068257
1058.854801,181.7038467,314.0586323,25.095584789600004,-0.016096801,1.0216201564525662
1059.854664,182.4387826,313.393955,24.59315818149988,-0.015544541,1.0389211574149635
1060.854527,183.1181673,312.661244,24.26793691771405,-0.014858735,1.056127474296337
1061.85439,183.7669028,311.8919442,24.70088799663453,-0.014050926,1.0730368976081204
1062.854253,184.4098262,311.1174122,23.95951727967031,-0.01313695,1.0894460590092283
1063.854115,185.0626507,310.3567286,25.073487633924785,-0.012137138,1.1051500194175672
1064.853978,185.7272377,309.6103376,23.904361997783074,-0.011075298,1.1199486023226712
1065.853841,186.4042904,308.8771256,24.634483148032636,-0.009976247,1.133649586067362
1066.853704,187.0945015,308.1559841,23.852150967868265,-0.008861826,1.146068284037884
1067.853567,187.7979108,307.4461561,24.447673220984463,-0.007747787,1.1570317046105774
1068.85343,188.513531,306.7474367,23.803061101875944,-0.006643518,1.1663800185952502
1069.853293,189.2402849,306.0596692,24.00723183563347,-0.005554359,1.1739712085856715
1070.853156,189.9770956,305.3826968,24.750681166886494,-0.004487927,1.179681236846446
1071.853019,190.7226751,304.7159646,24.67570246012786,-0.003461389,1.183401294895248
1072.852881,191.474674,304.0569109,25.07822636504088,-0.002504333,1.1850428936054989
1073.852744,192.2304094,303.402344,25.94399148839865,-0.001655023,1.1845430402729755
1074.852607,192.9871987,302.749072,25.715672390931008,-0.000949947,1.1818624580786523
1075.85247,193.7423592,302.0939035,25.26821507597157,-0.000413391,1.176984854264708
1076.852333,194.4938397,301.4344147,26.9351273349563,-5.08e-05,1.1699186464337312
1077.852196,195.2414667,300.7704661,25.155413383201264,0.000149407,1.160697624533073
1078.852059,195.9854145,300.1023414,26.437734357006377,0.000209098,1.1493804892180948
1079.851922,196.7258576,299.4303241,24.01884695596668,0.000152511,1.136049676551823
1080.851785,197.4629708,298.7546983,24.25713194420043,-2.23e-06,1.1208102934945283
1081.851648,198.1971043,298.0759062,24.555982903193566,-0.000245393,1.1037941942205003
1082.85151,198.9290904,297.3948253,27.35198387980174,-0.000572336,1.085156242443374
1083.851373,199.6598434,296.7124071,24.24943772151353,-0.000977077,1.065072261751889
1084.851236,200.3902778,296.0296029,24.229821284491987,-0.001444822,1.0437380089761776
1085.851099,201.1213039,295.3473604,25.47281587265847,-0.001950557,1.021365850938096
1086.850962,201.8533201,294.666114,24.51408963732416,-0.002462353,0.99818465361243
1087.850825,202.5857031,293.985275,24.066345716268007,-0.002949018,0.9744357379539732
1088.850688,203.3177085,293.3041331,24.235439246232538,-0.003387091,0.950370755710462
1089.850551,204.0485918,292.6219783,27.400297832032905,-0.003764203,0.9262491319645676
1090.850414,204.7776387,291.9381291,24.262586930221563,-0.004078522,0.9023346840903064
1091.850276,205.5055958,291.2533098,24.95394755273793,-0.004333959,0.8788890969043254
1092.850139,206.235296,290.5702518,24.336195555791797,-0.004535791,0.8561722589710833
1093.850002,206.9697324,289.8918403,23.938885111861428,-0.00468762,0.8344409504506873
1094.849865,207.7118981,289.2209608,24.555515217605315,-0.00479033,0.8139412735894074
1095.849728,208.4643582,288.5600882,24.006790272789978,-0.00484263,0.7949046273075826
1096.849591,209.2218277,287.904167,24.159770221096057,-0.004841674,0.7775452021764715
1097.849454,209.9721403,287.2415412,23.96280392017162,-0.004784351,0.7620572707015142
1098.849317,210.7028971,286.5603312,23.940839056278634,-0.004668734,0.7486114867574895
1099.84918,211.4017372,285.8486942,27.169433592573476,-0.004495067,0.7373521449911109
1100.849042,212.0635541,285.1017159,23.897192375536466,-0.004265926,0.7283990085395564
1101.848905,212.6990126,284.3295454,25.039091292314342,-0.00398577,0.7218362407652522
1102.848768,213.3208487,283.5443102,27.264390291947215,-0.003659933,0.7177105888641215
1103.848631,213.9417984,282.7581375,23.728887629971418,-0.003293519,0.7160390079382731
1104.848494,214.5717975,281.9805051,23.90254119219525,-0.002890993,0.7168044214983897
1105.848357,215.2096428,281.2103502,26.412948304399908,-0.002456183,0.7199551137479316
1106.84822,215.8513616,280.4439895,24.943081413181236,-0.001992641,0.7254040077634666
1107.848083,216.4929816,279.6777398,25.21899727676743,-0.001504205,0.7330307042593152
1108.847946,217.1306164,278.9079961,26.65675795904817,-0.000995264,0.7426825809670148
1109.847808,217.7635337,278.1340054,26.641039310669314,-0.000470871,0.7541745485454502
1110.847671,218.3949795,277.3586132,23.698916954716058,6.33e-05,0.7672949415097657
1111.847534,219.0284544,276.5848952,26.79246556823451,0.000601149,0.7818056945728097
1112.847397,219.667459,275.815927,27.79281425918318,0.001136495,0.7974435300204303
1113.84726,220.3144108,275.0538258,23.56115902908248,0.001663444,0.8139303950767346
1114.847123,220.9667785,274.2963283,26.96704745544586,0.002176485,0.8309756241175102
1115.846986,221.6206179,273.5399206,23.451083451646802,0.002670334,0.8482747774055363
1116.846849,222.2719846,272.7810889,28.809495547840367,0.003139529,0.8655164241270656
1117.846712,222.9171615,272.0165275,29.000007200000038,0.003577448,0.8823866815603635
1118.846574,223.558001,271.2480357,26.312020657176035,0.003975398,0.8985721377035812
1119.846437,224.202122,270.4826981,23.966027213536737,0.004322671,0.913766840335535
1120.8463,224.85741,269.7278438,26.539151612783353,0.004607459,0.927676862809562
1121.846163,225.5317419,268.9907939,26.044814330441174,0.004818921,0.9400230940852704
1122.846026,226.2293774,268.2755365,23.408084294915255,0.004950255,0.9505448449561468
1123.845889,226.9453467,267.5775551,23.878617060249177,0.005000752,0.9590037101765788
1124.845752,227.6732292,266.8909967,23.066388033520706,0.004976355,0.9651870359611258
1125.845615,228.4066043,266.210008,23.83450099873864,0.00488867,0.9689110949337792
1126.845478,229.1399218,265.5295207,22.99656471052775,0.004752167,0.9700236156196448
1127.84534,229.8724592,264.8488209,24.20572165564943,0.004580808,0.9683994860594556
1128.845203,230.6051586,264.1686959,22.994082742895344,0.004385416,0.9639507112238244
1129.845066,231.3389639,263.4899344,25.495408852478207,0.004172479,0.9566332605265426
1130.844929,232.0748036,262.8133113,26.0667347962691,0.003944474,0.9464374098554308
1131.844792,232.8129596,262.1390208,23.04488868515947,0.003701813,0.9333891344644496
1132.844655,233.5528452,261.466476,26.987907190324478,0.003445284,0.9175519697321916
1133.844518,234.2938127,260.7950351,27.007612934441397,0.003177331,0.8990255869515515
1134.844381,235.0352141,260.1240565,24.793440062384956,0.002902421,0.877942094035866
1135.844244,235.7764686,259.452964,28.000527888322505,0.002626136,0.8544708932209858
1136.844106,236.5174664,258.7816424,24.172981722226574,0.002353651,0.8288140100285005
1137.843969,237.2582997,258.1101743,24.923395852277523,0.002088897,0.8012000180302282
1138.843832,237.9990614,257.4386427,27.74938536523812,0.001834179,0.771883429515538
1139.843695,238.7398442,256.7671309,26.13483174798671,0.00159072,0.7411402797671927
1140.843558,239.480705,256.0956893,27.490079147916877,0.001360018,0.7092660380246781
1141.843421,240.2216236,255.4242991,27.00170218430776,0.001144962,0.6765706113086581
1142.843284,240.9625702,254.7529326,27.36388939765797,0.000950351,0.6433748602770264
1143.843147,241.7035149,254.0815621,28.333267027243828,0.000782662,0.610005999334372
1144.84301,242.4444301,253.4101617,26.86946570963457,0.000648653,0.5767934285633266
1145.842872,243.1853186,252.7387363,27.827171355244445,0.000553789,0.5440630566789412
1146.842735,243.9262067,252.067313,28.146106255751505,0.000501308,0.5121345267472631
1147.842598,244.6671211,251.3959197,26.532301824383826,0.000491999,0.4813162004245053
1148.842461,245.4080883,250.7245842,27.373752045066023,0.000524637,0.4518996668090848
1149.842324,246.1491176,250.0533155,27.14874100008536,0.000597013,0.4241571889339439
1150.842187,246.890149,249.3820483,27.326697525823985,0.000706881,0.398337389360846
1151.84205,247.6311059,248.7106989,27.18079141656958,0.000852172,0.3746617960611655
1152.841913,248.3719112,248.0391839,27.15760874772215,0.001030856,0.3533219721872808
1153.841776,249.1124922,247.3674238,26.583694316019077,0.00124039,0.334476452191226
1154.841639,249.8529255,246.6955028,28.167944353525836,0.001476898,0.318248815411443
1155.841501,250.5934824,246.023717,27.278330289685723,0.001735103,0.304725855500782
1156.841364,251.3344467,245.3523764,26.585126287131217,0.002008823,0.2939570825658211
1157.841227,252.0761025,244.6817913,27.51948703723088,0.002291807,0.2859543488944762
1158.84109,252.8187362,244.0122769,26.457984663084193,0.002578539,0.2806919344279605
1159.840953,253.5626509,243.3441832,26.835612971193985,0.002864568,0.2781047320543958
1160.840816,254.3081567,242.6778756,26.42729390078868,0.003146362,0.2780877147229749
1161.840679,255.055564,242.0137192,27.71588029374994,0.003420841,0.2805058991686164
1162.840542,255.8051782,241.3520738,26.648700444640856,0.003685,0.2851946813252224
1163.840405,256.5567974,240.6927133,26.290713775535387,0.003935763,0.291958118594607
1164.840267,257.3092632,240.0343081,27.20668634991303,0.004170022,0.3005734994528037
1165.84013,258.0613119,239.3754062,26.46506565560869,0.004384815,0.3107958753046126
1166.839993,258.8116793,238.7145559,26.124677939129388,0.00457763,0.3223620558730805
1167.839856,259.5593496,238.0505913,26.324939843465977,0.004746664,0.3349940449130846
1168.839719,260.3060176,237.385474,27.811794811556933,0.004891,0.3484040380066314
1169.839582,261.0550494,236.7230928,26.13186152339501,0.005010785,0.3622987711563414
1170.839445,261.8098353,236.067365,26.316349376647576,0.005107251,0.3763840469959779
1171.839308,262.5737554,235.4221979,26.84121113826364,0.005182475,0.3903692080736903
1172.839171,263.3490456,234.7904198,27.364578794961304,0.005239017,0.4039716796455159
1173.839033,264.1357915,234.1728311,26.447929128028054,0.005279443,0.4169193223736982
1174.838896,264.9338416,233.5700083,27.197196278084885,0.00530575,0.4289539288244953
1175.838759,265.7430439,232.9825274,27.48788451651706,0.005318986,0.4398419217739289
1176.838622,266.5626363,232.4099216,26.151546821554387,0.005319159,0.4493747350865424
1177.838485,267.3898929,231.848367,27.073732808481335,0.005305379,0.4573639005809989
1178.838348,268.2216933,231.2933657,27.578482045632683,0.005276231,0.4636474765889098
1179.838211,269.0549172,230.7404195,25.886025029713252,0.005230343,0.4680934869003098
1180.838074,269.8866666,230.185352,26.98859221941164,0.005166823,0.4705994735756004
1181.837937,270.7164711,229.6274944,26.281206062325047,0.005085442,0.4710930718340052
1182.837799,271.5453526,229.0683345,27.35508372505283,0.00498663,0.469532042178279
1183.837662,272.3743548,228.5093915,26.96591818646309,0.00487128,0.4659038031206429
1184.837525,273.2045213,227.9521848,25.754612687489228,0.004740424,0.4602248681965882
1185.837388,274.0365552,227.3977359,27.34629475431363,0.004595053,0.452538538891385
1186.837251,274.8700025,226.8453759,26.870625190222864,0.004436107,0.4429123434079438
1187.837114,275.704164,226.2940777,26.393877958718807,0.00426461,0.4314360920437559
1188.836977,276.5383403,225.742814,27.351267842147283,0.004081948,0.4182203858986974
1189.83684,277.3718517,225.1905863,25.875943953171706,0.003890319,0.4033929239242946
1190.836703,278.2046599,224.6373313,26.68113020011624,0.003693051,0.3870948782791175
1191.836565,279.037497,224.0841103,27.331433127470703,0.003494608,0.3694779892466565
1192.836428,279.8711409,223.5320509,26.794886729418533,0.003300277,0.3507032272223787
1193.836291,280.7063693,222.982281,26.055806409550662,0.003115552,0.330936437302439
1194.836154,281.5439887,222.4360136,25.6886549450948,0.002945288,0.3103461318661239
1195.836017,282.384953,221.8949062,26.479730115908136,0.002792972,0.2891011585036134
1196.83588,283.2302644,221.3607603,25.66639606683629,0.002660259,0.2673676051935522
1197.835743,284.0809249,220.8353774,26.571394823861283,0.002546751,0.2453083480776042
1198.835606,284.9378689,220.3204432,26.169763215684867,0.002449961,0.2230799519798811
1199.835469,285.8005987,219.8151861,25.61953175190613,0.002365746,0.2008324806856485
1200.835331,286.6672502,219.3164904,26.736197333309576,0.002288926,0.1787087215803026
1201.835194,287.5359049,218.8211471,25.455269185344996,0.002213927,0.1568445903869579
1202.835057,288.4046442,218.3259469,25.868091155265834,0.002135588,0.1353645919397971
1203.83492,289.2719926,217.8284219,26.41323976054395,0.002049869,0.1143831683841811
1204.834783,290.1380808,217.3287906,26.026733042103093,0.001954269,0.0940089787292468
1205.834646,291.0034033,216.8278802,25.440151836017346,0.001848075,0.074342933473682
1206.834509,291.8684544,216.3265178,26.48184816159488,0.00173234,0.0554792176112093
1207.834372,292.73372,215.825516,25.497720208820635,0.001609429,0.0375054580229898
1208.834235,293.5994006,215.3252089,25.32941787640916,0.001482358,0.0205037714427732
1209.834097,294.4653518,214.825353,25.785717041047228,0.001354291,0.0045513716096216
1210.83396,295.3314089,214.3256703,26.00898271980559,0.001228246,-0.0102785624572888
1211.833823,296.1974069,213.8258827,25.840806283008032,0.001107049,-0.0239160319657971
1212.833686,297.0632161,213.3257722,26.298015046467377,0.000993561,-0.0362932795844199
1213.833549,297.9289462,212.8255303,25.185036413402063,0.000890789,-0.0473454764246779
1214.833412,298.7948072,212.3255204,25.642921553190053,0.000801791,-0.0570132625999382
1215.833275,299.6610093,211.826106,25.11987598284215,0.000729459,-0.0652387197331513
1216.833138,300.527762,211.3276494,25.94240169846649,0.000676249,-0.0719649673384377
