s,x,y,velocity,kappa,gradient_deg
217.9701101,-101.6102811,192.8931076,27.012404138278207,-6.84e-05,-2.1701984351197794
218.969973,-102.0880926,193.7714139,26.975772281790938,-5.36e-05,-2.168390642270458
219.9698359,-102.5658985,194.6497232,27.643856750590583,-4.08e-05,-2.166212438826237
220.9696988,-103.0436978,195.5280362,25.16380817951798,-3.03e-05,-2.1635969613180426
221.9695617,-103.5214893,196.4063534,26.744838155971973,-2.22e-05,-2.160453595585885
222.9694246,-103.9992721,197.2846753,25.401572035154217,-1.6e-05,-2.1566683357485164
223.9692875,-104.477045,198.1630026,27.544933930700235,-1.14e-05,-2.152104758332808
224.9691504,-104.9548072,199.0413358,24.979423459314965,-7.38e-06,-2.1466040361745145
225.9690132,-105.4325575,199.9196753,27.2561112921702,-3.26e-06,-2.1399855885104144
226.9688761,-105.9102963,200.7980212,27.777509966707342,1.75e-06,-2.1320511464904044
227.968739,-106.3880257,201.6763721,26.74451032471981,8.21e-06,-2.1225860137015946
228.9686019,-106.8657482,202.5547269,25.46422509499386,1.65e-05,-2.111360229642145
229.9684648,-107.343466,203.4330842,26.172865410986606,2.66e-05,-2.098124089660363
230.9683277,-107.8211811,204.3114429,25.53995009652301,3.86e-05,-2.0826237403735903
231.9681906,-108.2988906,205.1898047,26.816535291885657,5.22e-05,-2.0646150387780917
232.9680535,-108.7765888,206.0681726,25.3598000604335,6.72e-05,-2.043851539861112
233.9679164,-109.2542701,206.9465497,27.71120494108158,8.31e-05,-2.020088883906925
234.9677793,-109.7319288,207.8249392,24.923411816648947,9.96e-05,-1.993093527314307
235.9676422,-110.2095657,208.7033405,26.68295852666814,0.000116472,-1.9626473531610813
236.967505,-110.6872005,209.5817429,23.990931509309593,0.000133329,-1.9285519797391384
237.9673679,-111.1648564,210.4601339,26.522620363488322,0.000149966,-1.890633783601782
238.9672308,-111.6425564,211.3385008,23.922559681498132,0.000166183,-1.8487483685554091
239.9670937,-112.1203217,212.2168321,25.89959301579841,0.000181804,-1.8027832263274364
240.9669566,-112.5981234,213.0951436,26.216619982736773,0.000196662,-1.7526618030796906
241.9668195,-113.0758824,213.9734783,25.015804042977706,0.000210598,-1.698346583406957
242.9666824,-113.553518,214.8518804,24.37886881250296,0.000223461,-1.639841711217105
243.9665453,-114.0309491,215.7303938,27.21946533106113,0.000235113,-1.577192973601664
244.9664082,-114.5081396,216.6090384,24.11332186322097,0.000245429,-1.5104836977833849
245.9662711,-114.9853008,217.487699,25.708028685883484,0.000254303,-1.4398405902569569
246.9661339,-115.4627289,218.3662141,26.49547506634824,0.00026165,-1.3654372831349515
247.9659968,-115.9407197,219.2444224,25.605423412630397,0.000267397,-1.2874857886867597
248.9658597,-116.4195678,220.1221635,26.262700729251655,0.000271491,-1.2062279600315742
249.9657226,-116.8994412,220.9993453,27.205477297977325,0.000273896,-1.1219330075570346
250.9655855,-117.3802932,221.8759918,26.684372438828657,0.000274589,-1.0348985794898502
251.9654484,-117.8620563,222.7521384,26.4893025527671,0.000273566,-0.9454449609911176
252.9653113,-118.344663,223.6278205,25.88179233755941,0.000270835,-0.8539066962835822
253.9651742,-118.8280373,224.5030784,26.26741138996738,0.000266425,-0.7606275247665308
254.9650371,-119.3120197,225.3779995,26.610273960696677,0.000260379,-0.6659542876270707
255.9649,-119.796403,226.2526987,23.952630390141962,0.000252754,-0.5702299212027746
256.9647629,-120.2809799,227.1272906,27.00359145650218,0.000243622,-0.4737872301491104
257.9646257,-120.7655428,228.0018904,23.778720874099736,0.000233069,-0.3769434577982259
258.9644886,-121.2499451,228.876579,25.43312439874628,0.000221195,-0.2799944175808484
259.9643515,-121.7342116,229.7513428,24.234270194135597,0.000208118,-0.1832089498115336
260.9642144,-122.2183972,230.6261514,26.14357165125123,0.000193977,-0.0868259809593193
261.9640773,-122.7025567,231.5009745,26.10559260289036,0.000178934,0.0089497017736838
262.9639402,-123.1867432,232.3757827,26.68316358275573,0.000163176,0.1039498247972694
263.9638031,-123.6709758,233.2505652,24.82859472988758,0.000146903,0.1980434697920318
264.963666,-124.155241,234.1253298,24.350341819696023,0.000130324,0.2911380811122929
265.9635289,-124.6395236,235.0000847,27.025732907709383,0.00011364,0.3831786731873298
266.9633918,-125.1238085,235.8748384,24.800015651499322,9.7e-05,0.474145380320209
267.9632546,-125.6080829,236.7495978,25.241630476419378,8.07e-05,0.5640520016038978
268.9631175,-126.0923465,237.6243632,26.16550954796478,6.48e-05,0.6529420094616355
269.9629804,-126.576603,238.4991326,24.697168491759374,4.96e-05,0.740882875570794
270.9628433,-127.0608559,239.3739039,24.6163830601732,3.56e-05,0.8279626496047487
271.9627062,-127.545109,240.2486752,26.92723997996239,2.31e-05,0.9142840154384766
272.9625691,-128.0293638,241.1234455,24.146101928076572,1.27e-05,0.9999579769640552
273.962432,-128.5136183,241.998216,25.933122156049453,5.07e-06,1.0850970914359772
274.9622949,-128.9978701,242.872988,26.92161743000093,9.11e-07,1.1698105655459543
275.9621578,-129.4821168,243.7477627,24.095433662958587,1.04e-06,1.2541976774858874
276.9620207,-129.9663563,244.6225415,25.904264063188084,6.3e-06,1.33834048984671
277.9618836,-130.4505895,245.4973237,24.74990627149124,1.75e-05,1.4223012707073062
278.9617464,-130.9348189,246.3721081,26.134405884430166,3.52e-05,1.5061162185033987
279.9616093,-131.4190469,247.2468932,23.006767439546728,5.99e-05,1.589790222855218
280.9614722,-131.9032762,248.1216777,23.311628550176295,9.15e-05,1.6732950966689064
281.9613351,-132.3875061,248.9964618,23.63718451245254,0.000129398,1.7565707558879533
282.961198,-132.871727,249.871251,22.951164494197723,0.00017282,1.839521381102048
283.9610609,-133.3559272,250.7460515,25.49573759142766,0.000220577,1.9220127243157368
284.9609238,-133.8400953,251.6208698,23.396460080233698,0.000271394,2.003875433689479
285.9607867,-134.3242206,252.4957115,24.428073149051308,0.000324063,2.084906100194192
286.9606496,-134.8083172,253.3705691,23.050932358977438,0.000377526,2.164871435775313
287.9605125,-135.2924243,254.245421,22.867149459720174,0.000430922,2.2435111982166265
288.9603753,-135.7765821,255.120245,23.54239830127156,0.000483584,2.3205422571821
289.9602382,-136.2608312,255.995019,23.723236745208837,0.000535007,2.395664250945152
290.9601011,-136.7451898,256.8697327,25.165561953992174,0.000584753,2.468564299077793
291.959964,-137.2295515,257.7444448,25.86010814361999,0.000632357,2.53892347760698
292.9598269,-137.7137657,258.619238,25.820168988657638,0.0006772,2.606422251437026
293.9596898,-138.1976818,259.4941951,25.95715014385428,0.000718338,2.670746520765009
294.9595527,-138.6811519,260.3693974,26.351999509310136,0.0007544,2.731593374261957
295.9594156,-139.1642681,261.2447942,25.632373377030834,0.000783643,2.788676544813476
296.9592785,-139.6475546,262.1200974,25.70559415556614,0.000804128,2.841731437360556
297.9591414,-140.1315803,262.9949944,25.799739209788655,0.000813994,2.890519614928484
298.9590043,-140.6169145,263.8691721,26.289947771417268,0.000811831,2.9348327947983086
299.9588671,-141.1041168,264.7423216,25.30384281121251,0.000796949,2.9744952098119057
300.95873,-141.5936517,265.6141706,26.617539572270303,0.000769452,3.0093677922968465
301.9585929,-142.0859272,266.484469,25.56718338186433,0.000730176,3.039348289637479
302.9584558,-142.5813508,267.3529668,25.666984175853383,0.000680459,3.064371828280578
303.9583187,-143.0803288,268.2194147,26.656138222405676,0.000621812,3.084412312826019
304.9581816,-143.5828805,269.0837915,25.114845905520085,0.000555666,3.0994802611769248
305.9580445,-144.0880575,269.9466463,26.123468725355842,0.000483261,3.109621397236256
306.9579074,-144.5947623,270.8086162,25.225217315934714,0.000405612,3.1149158136642527
307.9577703,-145.1018976,271.670338,26.55479843477909,0.000323584,3.115476141607377
308.9576332,-145.6084129,272.5324215,26.135459246830028,0.000238023,3.11144391405562
309.957496,-146.1139936,273.3950481,26.442607976777197,0.000149815,3.102985015266653
310.9573589,-146.6189096,274.2580592,26.434831299255013,5.99e-05,3.0902866422243385
311.9572218,-147.1234471,275.1212868,25.752130464404345,-3.07e-05,3.0735543908050404
312.9570847,-147.6278923,275.984563,26.644653259721576,-0.000120969,3.053008157181204
313.9569476,-148.1324874,276.8477466,25.195457009361284,-0.000209927,3.028878604097894
314.9568105,-148.6372871,277.7108116,26.37448979258944,-0.0002966,3.0014025085218723
315.9566734,-149.1422961,278.5737625,25.339942420172218,-0.000380043,2.9708114177488643
316.9565363,-149.6475191,279.436604,26.077054264502717,-0.000459304,2.9373512173285303
317.9563992,-150.1529506,280.2993463,25.03794538805348,-0.000533367,2.901273492237024
318.9562621,-150.6580696,281.1622864,25.480700205727754,-0.000601137,2.8628120022934764
319.956125,-151.1616079,282.0261364,25.451563741048528,-0.00066146,2.822195106033689
320.9559878,-151.6622384,282.8916414,25.113389290074124,-0.000713173,2.779642275656733
