s,velocity,energy
2762.916266,23.03908274,3.911320472
2763.555757,23.02168085,3.911320472
2764.194765,23.00428981,3.911320472
2764.320516,23.00079168,3.911320472
2764.348976,23,3.911320472
2764.348976,23,3.911320472
2764.423193,22.99793547,3.911320756
2764.571602,22.99380695,3.911322799
2764.65018,22.99162101,3.911324095
2764.728751,22.98943523,3.911325788
2764.8335,22.98652111,3.911328673
2764.938228,22.98354419,3.911332681
2765.147659,22.97759118,3.911342223
2765.435814,22.96939993,3.911360497
2765.471755,22.96837818,3.911363205
2765.525663,22.96684568,3.91136756
2765.63347,22.96378084,3.911376717
2766.109512,22.95024644,3.911428287
2766.166884,22.94858046,3.911435885
2766.281618,22.9452489,3.911451642
2766.450198,22.94035367,3.911476865
2766.655421,22.93439403,3.911510977
2766.74676,22.93174144,3.911527387
2766.883737,22.92768093,3.911554324
2767.157642,22.91956123,3.911611798
2767.383478,22.91286594,3.911664701
2767.508609,22.90915594,3.911697017
2767.75883,22.90173686,3.911764907
2768.019675,22.89400214,3.911842759
2768.076905,22.89227083,3.911861006
2768.191358,22.88880865,3.911898225
2768.360277,22.88369865,3.911955845
2768.565981,22.8774754,3.912030425
2768.65535,22.87477156,3.91206436
2768.789371,22.87063784,3.912118095
2769.057365,22.86237173,3.912229922
2769.290476,22.85518087,3.912334405
2769.414552,22.8513531,3.912393798
2769.662663,22.84369848,3.91251657
2769.92506,22.83560233,3.912655255
2769.982144,22.83380797,3.912686871
2770.096304,22.83021967,3.912750991
2770.266874,22.82485804,3.912850152
2770.474805,22.81832142,3.912976562
2770.559103,22.81567126,3.913029562
2770.68552,22.81169667,3.913112129
2770.938311,22.80374845,3.913281951
2771.192584,22.79575277,3.913462404
2771.249569,22.79392873,3.913504438
2771.363529,22.79028105,3.913589504
2771.53534,22.78478139,3.913721574
2771.744948,22.77807123,3.913889013
2771.801445,22.77626249,3.913935344
2771.801445,22.77626249,3.913935344
2771.808666,22.77607502,3.91394194
2771.823109,22.775768,3.913956783
2771.825516,22.7757295,3.913959586
2771.834413,22.77562368,3.913971555
2771.852209,22.77548416,3.913998296
2771.905051,22.77590654,3.914110746
2771.989758,22.77915658,3.914394197
2772.113279,22.78946085,3.91503519
2772.458906,22.85158872,3.918255844
2772.471176,22.85470707,3.918409942
2772.495718,22.86105987,3.918723404
2772.618541,22.89625837,3.920448498
2772.871128,22.98578871,3.924805611
2773.096606,23.08417312,3.929597861
2773.109664,23.09040131,3.929902422
2773.135787,23.10296854,3.930517249
2773.189461,23.12945791,3.93181515
2773.259689,23.16545174,3.93358324
2773.384341,23.2329555,3.936914229
2773.619065,23.37198284,3.943840612
2773.742663,23.45115514,3.947823302
2773.756832,23.4605006,3.948295814
2773.785181,23.4792995,3.9492471
2773.842781,23.51810626,3.951215936
2773.917917,23.56993618,3.953856123
2774.052475,23.66605008,3.958784148
2774.302702,23.85534123,3.968609425
2774.400549,23.93290606,3.972678719
2774.415992,23.94534344,3.973333864
2774.446895,23.97032268,3.974650957
2774.447009,23.97041567,3.974655864
2774.447009,23.97041567,3.974655864
2774.491532,24.00644129,3.976550667
2774.580709,24.07816352,3.980321234
2774.670152,24.14912008,3.984054324
2774.759856,24.21927253,3.987750605
2774.868976,24.30330824,3.99218368
2775.009235,24.40924993,3.99778223
2775.072752,24.45647905,4.000281399
2775.151847,24.51427002,4.003345996
2775.310408,24.62874199,4.009422747
2775.543831,24.79236254,4.018131514
2775.758964,24.93819781,4.025917258
2775.794564,24.96180835,4.027180996
2775.86583,25.00882792,4.02969889
2775.992617,25.0912771,4.034119949
2776.156185,25.19542493,4.039715516
2776.457939,25.38125635,4.049731058
2776.492014,25.40169032,4.050835189
2776.56022,25.44239413,4.053035598
2776.808335,25.5872139,4.060881138
2777.168713,25.78883784,4.071849256
2777.209048,25.81070625,4.073043331
2777.289785,25.85423886,4.075421642
2777.433557,25.93057959,4.079598813
2777.618679,26.02670433,4.084870512
2777.890356,26.16350245,4.092396659
2777.927921,26.18196826,4.093415756
2778.003104,26.21874164,4.09544628
2778.140211,26.28486574,4.099102935
2778.317123,26.3684345,4.10373458
2778.621977,26.50797262,4.111494736
2778.661366,26.52555273,4.11247517
2778.740195,26.56055705,4.114428448
2779.029464,26.68600592,4.121447177
2779.362776,26.82490402,4.129253819
2779.410395,26.84419661,4.130342384
2779.505701,26.88257788,4.132509536
2779.684178,26.95322525,4.136506722
2779.91523,27.04236392,4.141565731
2780.112028,27.11628394,4.145774743
2780.256378,27.1688646,4.148781907
2780.545627,27.27237956,4.154715288
2780.869155,27.38389632,4.161138275
2781.037802,27.43970415,4.164371723
2781.37577,27.54930514,4.170739164
2781.633442,27.62992191,4.175445869
2781.812609,27.68395924,4.178617141
2782.171628,27.78998336,4.184858109
2782.404291,27.85632612,4.188783337
2782.544321,27.89505068,4.191086181
2782.824764,27.97135608,4.195635046
2782.932265,28,4.197348128
2782.932265,28,4.197348128
2782.932382,28.00003074,4.197348128
2782.932484,28.0000575,4.197348128
2782.932568,28.00007923,4.197348128
2782.932568,28.00007923,4.197348128
2782.932602,28.00008799,4.197348128
2782.932602,28.00008799,4.197348128
2782.932636,28.00009676,4.197348128
2782.932704,28.00011424,4.197348128
2782.932825,28.00014508,4.197348128
2782.933075,28.00020745,4.197348128
2782.933618,28.00033783,4.197348128
2782.934161,28.00046126,4.197348128
2782.934704,28.00057806,4.197348128
2782.935248,28.00068854,4.197348128
2782.935791,28.00079297,4.197348128
2782.936454,28.00091267,4.197348128
2782.937117,28.00102427,4.197348128
2782.93778,28.0011282,4.197348128
2782.938443,28.0012249,4.197348128
2782.939255,28.00133412,4.197348128
2782.940068,28.00143382,4.197348128
2782.94088,28.00152464,4.197348128
2782.941855,28.00162282,4.197348128
2782.942829,28.00171009,4.197348128
2782.943804,28.00178736,4.197348128
2782.945023,28.00187125,4.197348128
2782.946243,28.00194226,4.197348128
2782.94773,28.00201341,4.197348128
2782.949217,28.00206949,4.197348128
2782.951078,28.00212138,4.197348128
2782.952939,28.00215573,4.197348128
2782.955457,28.00217917,4.197348128
2782.957975,28.00218076,4.197348128
2782.962097,28.00214792,4.197348128
2782.967056,28.00206591,4.197348128
2782.972014,28.00195273,4.197348128
2782.976973,28.00181954,4.197348128
2782.981932,28.00167349,4.197348128
2782.98689,28.00151917,4.197348128
2782.991849,28.00135953,4.197348128
2782.998145,28.0011521,4.197348128
2783.004441,28.00094143,4.197348128
2783.010737,28.00072892,4.197348128
2783.018937,28.00045067,4.197348128
2783.027137,28.00017152,4.197348128
2783.037576,27.99981558,4.197348128
2783.048015,27.99945935,4.197348128
2783.061735,27.998991,4.197348128
2783.075455,27.99852259,4.197348128
2783.095077,27.99785267,4.197348128
2783.118757,27.99704417,4.197348128
2783.150935,27.99594556,4.197348128
2783.180792,27.99492614,4.197348128
2783.247337,27.99264567,4.197348128
2783.380415,27.98808508,4.197348128
2783.694336,27.97732643,4.197348128
2783.958056,27.96828755,4.197348128
2784.734212,27.9416122,4.197348128
2785.509628,27.91495714,4.197348128
2786.284302,27.88828843,4.197348128
2787.058237,27.86163646,4.197348128
2787.831432,27.83503144,4.197348128
2788.603891,27.80850315,4.197348128
2789.375613,27.78199486,4.197348128
2790.146601,27.75559242,4.197348128
2790.91686,27.72932414,4.197348128
2791.686394,27.70321736,4.197348128
2792.455203,27.67713011,4.197348128
2793.223293,27.65123048,4.197348128
2793.990669,27.62554317,4.197348128
2794.757338,27.60009142,4.197348128
2795.523301,27.57465854,4.197348128
2796.288565,27.54948289,4.197348128
2797.053136,27.52458436,4.197348128
2797.817025,27.49998119,4.197348128
2798.580238,27.47568992,4.197348128
2799.342778,27.45141645,4.197348128
2800.104652,27.42746974,4.197348128
2800.86587,27.4038627,4.197348128
2801.626443,27.38060657,4.197348128
2802.38637,27.35736734,4.197348128
2803.145661,27.33448845,4.197348128
2803.904327,27.31197716,4.197348128
2804.662378,27.28983901,4.197348128
2805.419815,27.26771682,4.197348128
2806.176647,27.24597159,4.197348128
2806.932886,27.22460514,4.197348128
2807.688542,27.20361831,4.197348128
2808.443616,27.18264652,4.197348128
2809.198117,27.16205416,4.197348128
2809.952057,27.14184027,4.197348128
2810.705446,27.1220036,4.197348128
2811.458285,27.10218114,4.197348128
2812.210583,27.0827347,4.197348128
2812.962351,27.06366267,4.197348128
2813.7136,27.04496357,4.197348128
2814.46433,27.02627785,4.197348128
2815.214551,27.00796359,4.197348128
2815.964274,26.99001892,4.197348128
2816.713509,26.972442,4.197348128
2817.462255,26.95487767,4.197348128
2818.210524,26.93767939,4.197348128
2818.958325,26.92084516,4.197348128
2819.705669,26.90437321,4.197348128
2820.452555,26.88791306,4.197348128
2821.198995,26.87181369,4.197348128
2821.944997,26.85607346,4.197348128
2822.690572,26.84069103,4.197348128
2823.435719,26.82531961,4.197348128
2824.18045,26.81030496,4.197348128
2824.924774,26.7956459,4.197348128
2825.6687,26.78134155,4.197348128
2826.412229,26.76704744,4.197348128
2827.155371,26.75310741,4.197348128
2827.898135,26.73952067,4.197348128
2828.640532,26.72628668,4.197348128
2829.382561,26.71306214,4.197348128
2830.124233,26.70019,4.197348128
2830.865558,26.6876697,4.197348128
2831.606544,26.67550084,4.197348128
2832.347192,26.66334065,4.197348128
2833.087512,26.65153165,4.197348128
2833.827514,26.64007332,4.197348128
2834.567208,26.62896523,4.197348128
2835.306593,26.61786503,4.197348128
2836.04568,26.60711474,4.197348128
2836.784477,26.59671372,4.197348128
2837.522996,26.58666138,4.197348128
2838.261235,26.57661615,4.197348128
2838.999205,26.56691905,4.197348128
2839.736915,26.55756916,4.197348128
2840.474366,26.54822585,4.197348128
2841.211567,26.53922898,4.197348128
2841.948527,26.53057737,4.197348128
2842.685257,26.5222699,4.197348128
2843.421756,26.51396824,4.197348128
2844.158034,26.50600969,4.197348128
2844.8941,26.49839295,4.197348128
2845.629965,26.49111687,4.197348128
2846.365627,26.48384583,4.197348128
2847.101097,26.4769144,4.197348128
2847.836384,26.47032113,4.197348128
2848.571497,26.46406437,4.197348128
2849.306436,26.45781191,4.197348128
2850.041211,26.45189403,4.197348128
2850.77583,26.44630821,4.197348128
2851.510304,26.44105179,4.197348128
2852.244632,26.43579896,4.197348128
2852.978823,26.43087334,4.197348128
2853.712886,26.42627328,4.197348128
2854.446821,26.42167632,4.197348128
2855.180638,26.41740479,4.197348128
2855.914345,26.41345987,4.197348128
2856.647952,26.4098364,4.197348128
2857.381458,26.40621535,4.197348128
2858.114872,26.40289935,4.197348128
2858.848202,26.39988364,4.197348128
2859.581456,26.39716359,4.197348128
2860.314635,26.39444534,4.197348128
2861.047747,26.39201886,4.197348128
2861.780799,26.38988081,4.197348128
2862.5138,26.38802882,4.197348128
2863.246749,26.38617804,4.197348128
2863.979655,26.38461185,4.197348128
2864.712526,26.38332924,4.197348128
2865.44536,26.38204745,4.197348128
2866.178167,26.381049,4.197348128
2866.910954,26.38033395,4.197348128
2867.643729,26.37990285,4.197348128
2868.376492,26.37947196,4.197348128
2869.109251,26.37932608,4.197348128
2869.842014,26.37946639,4.197348128
2870.574789,26.37989443,4.197348128
2871.307576,26.38032205,4.197348128
2872.040383,26.38103925,4.197348128
2872.773217,26.38204777,4.197348128
2873.506088,26.3833495,4.197348128
2874.238995,26.38465016,4.197348128
2874.971946,26.38624601,4.197348128
2875.70495,26.38813881,4.197348128
2876.438007,26.39003008,4.197348128
2877.171124,26.39222014,4.197348128
2877.90431,26.39471042,4.197348128
2878.637574,26.39750227,4.197348128
2879.370916,26.40029191,4.197348128
2880.104343,26.40338427,4.197348128
2880.837865,26.40677991,4.197348128
2881.571489,26.41047909,4.197348128
2882.305216,26.41417537,4.197348128
2883.039054,26.41817505,4.197348128
2883.773012,26.4224773,4.197348128
2884.507098,26.42708082,4.197348128
2885.241311,26.43168077,4.197348128
2885.97566,26.43658033,4.197348128
2886.710154,26.44177706,4.197348128
2887.444792,26.44696979,4.197348128
2888.179583,26.45245689,4.197348128
2888.914534,26.45823461,4.197348128
2889.649653,26.46429833,4.197348128
2890.384941,26.47035744,4.197348128
2891.120405,26.47669686,4.197348128
2891.856052,26.48330934,4.197348128
2892.591891,26.49018648,4.197348128
2893.32792,26.49705844,4.197348128
2894.064147,26.50418582,4.197348128
2894.80058,26.51155881,4.197348128
2895.537223,26.51916783,4.197348128
2896.274078,26.52677122,4.197348128
2897.01115,26.53460149,4.197348128
2897.748446,26.54264927,4.197348128
2898.485971,26.5509043,4.197348128
2899.223725,26.5591533,4.197348128
2899.961714,26.56759724,4.197348128
2900.699943,26.57622043,4.197348128
2901.43841,26.58483738,4.197348128
2902.177122,26.59361436,4.197348128
2902.916081,26.60252879,4.197348128
2903.65529,26.61151902,4.197348128
2904.394748,26.62050284,4.197348128
2905.134458,26.62954239,4.197348128
2905.87442,26.63862659,4.197348128
2906.614635,26.64774177,4.197348128
2907.355103,26.65685044,4.197348128
2908.095824,26.66597485,4.197348128
2908.836799,26.67509973,4.197348128
2909.578027,26.6842118,4.197348128
2910.319508,26.69331738,4.197348128
2911.061242,26.70240049,4.197348128
2911.803225,26.71139992,4.197348128
2912.545454,26.72024399,4.197348128
2913.287928,26.72908177,4.197348128
2914.030643,26.73771328,4.197348128
2914.77359,26.74608541,4.197348128
2915.51676,26.75414587,4.197348128
2916.260155,26.76220044,4.197348128
2917.003763,26.76989447,4.197348128
2917.747574,26.77718463,4.197348128
2918.491574,26.78403259,4.197348128
2919.235765,26.7908753,4.197348128
2919.980133,26.79723982,4.197348128
2920.724663,26.80308942,4.197348128
2921.469356,26.80893439,4.197348128
2922.214196,26.81422248,4.197348128
2922.959165,26.81890499,4.197348128
2923.704246,26.82292595,4.197348128
2924.449439,26.82694358,4.197348128
2925.194724,26.83023881,4.197348128
2925.940078,26.83275076,4.197348128
2926.685479,26.83442231,4.197348128
2927.430926,26.83609245,4.197348128
2928.176394,26.83687213,4.197348128
2928.921859,26.83672033,4.197348128
2929.667292,26.8356038,4.197348128
2930.412695,26.83448852,4.197348128
2931.158039,26.83238151,4.197348128
2931.903296,26.8292606,4.197348128
2932.648438,26.82510714,4.197348128
2933.393464,26.82095831,4.197348128
2934.138347,26.81576188,4.197348128
2934.883055,26.80950652,4.197348128
2935.62756,26.80218504,4.197348128
2936.371862,26.79487219,4.197348128
2937.115931,26.78649082,4.197348128
2937.859738,26.77704289,4.197348128
2938.603253,26.7665349,4.197348128
2939.346476,26.75603991,4.197348128
2940.089379,26.7444955,4.197348128
2940.831932,26.73191456,4.197348128
2941.574107,26.71831151,4.197348128
2942.315905,26.70472592,4.197348128
2943.057298,26.6901333,4.197348128
2943.798258,26.67454809,4.197348128
2944.538757,26.65798562,4.197348128
2945.278797,26.64144495,4.197348128
2946.018351,26.62394497,4.197348128
2946.757393,26.60550711,4.197348128
2947.495898,26.58615791,4.197348128
2948.233865,26.5668346,4.197348128
2948.971272,26.5466305,4.197348128
2949.708093,26.52557673,4.197348128
2950.444331,26.50455125,4.197348128
2951.179962,26.4827051,4.197348128
2951.914963,26.46006134,4.197348128
2952.649314,26.43663654,4.197348128
2953.383015,26.41324328,4.197348128
2954.116045,26.38907962,4.197348128
2954.848383,26.36415199,4.197348128
2955.580007,26.33846619,4.197348128
2956.310919,26.31281508,4.197348128
2957.041097,26.28641364,4.197348128
2957.770521,26.25927258,4.197348128
2958.499171,26.23140601,4.197348128
2959.227048,26.20357744,4.197348128
2959.954133,26.17504032,4.197348128
2960.680405,26.14581302,4.197348128
2961.405867,26.11662588,4.197348128
2962.1305,26.0867695,4.197348128
2962.854285,26.05626736,4.197348128
2963.577206,26.02514686,4.197348128
2964.299263,25.99406968,4.197348128
2965.020441,25.9624056,4.197348128
2965.740724,25.93018811,4.197348128
2966.460098,25.89745072,4.197348128
2967.178563,25.86475925,4.197348128
2967.896107,25.83157817,4.197348128
2968.612716,25.79793098,4.197348128
2969.328392,25.76433106,4.197348128
2970.043122,25.73028048,4.197348128
2970.756894,25.69578635,4.197348128
2971.469695,25.66085038,4.197348128
2972.181528,25.62596368,4.197348128
2972.892379,25.59063538,4.197348128
2973.602236,25.55486824,4.197348128
2974.311101,25.51915181,4.197348128
2975.018963,25.48300621,4.197348128
2975.725809,25.44644867,4.197348128
2976.431628,25.4095036,4.197348128
2977.136423,25.37261135,4.197348128
2977.840183,25.33535973,4.197348128
2978.542899,25.29777568,4.197348128
2979.244572,25.26024545,4.197348128
2979.945195,25.22240511,4.197348128
2980.644758,25.18426994,4.197348128
2981.343263,25.14618934,4.197348128
2982.040702,25.10782293,4.197348128
2982.737068,25.06917533,4.197348128
2983.432353,25.03025058,4.197348128
2984.126558,24.9913816,4.197348128
2984.819676,24.95224219,4.197348128
2985.5117,24.91284366,4.197348128
2986.20263,24.87350173,4.197348128
2986.892461,24.83391777,4.197348128
2987.581187,24.79411307,4.197348128
2988.268808,24.75436575,4.197348128
2988.95532,24.71442221,4.197348128
2989.640717,24.67430856,4.197348128
2990.325002,24.6342529,4.197348128
2991.00817,24.59405544,4.197348128
2991.690219,24.55374776,4.197348128
2992.371145,24.5133667,4.197348128
2993.050952,24.47304419,4.197348128
2993.729638,24.43269114,4.197348128
2994.407204,24.39235553,4.197348128
2995.08365,24.35207828,4.197348128
2995.75898,24.31186862,4.197348128
2996.433196,24.27177506,4.197348128
2997.1063,24.23173911,4.197348128
2997.778296,24.19186175,4.197348128
2998.44919,24.15217779,4.197348128
2999.118983,24.11255027,4.197348128
2999.787681,24.07314289,4.197348128
3000.455292,24.03397799,4.197348128
3001.121816,23.99486823,4.197348128
3001.787261,23.95602213,4.197348128
3002.451635,23.91746455,4.197348128
3003.114939,23.87896074,4.197348128
3003.777183,23.84077523,4.197348128
3004.438376,23.80294331,4.197348128
3005.098519,23.76516357,4.197348128
3005.757624,23.7277742,4.197348128
3006.415702,23.69081013,4.197348128
3007.072755,23.65389627,4.197348128
3007.728795,23.61743492,4.197348128
3008.383835,23.58144388,4.197348128
3009.037877,23.54550084,4.197348128
3009.690933,23.51003425,4.197348128
3010.343018,23.47504118,4.197348128
3010.994131,23.44009394,4.197348128
3011.644287,23.40560922,4.197348128
3012.293486,23.37116928,4.197348128
3012.941741,23.33717659,4.197348128
3013.589064,23.3036143,4.197348128
3014.235455,23.27009504,4.197348128
3014.880927,23.23698855,4.197348128
3015.52549,23.20427808,4.197348128
3016.169146,23.17160918,4.197348128
3016.811905,23.13931922,4.197348128
3017.453777,23.10739125,4.197348128
3018.094763,23.07550363,4.197348128
3018.734873,23.04396044,4.197348128
3019.374116,23.01274514,4.197348128
3019.499899,23.00660603,4.197348128
3019.635238,23,4.197348128
3019.635238,23,4.197348128
3019.637856,22.99987218,4.197348142
3019.643093,22.99961654,4.197348188
3019.650414,22.99925914,4.19734826
3019.657736,22.99890174,4.197348333
3019.66726,22.9984368,4.197348417
3019.676784,22.99797186,4.197348494
3019.69644,22.99701229,4.197348651
3019.724162,22.99565894,4.197348889
3019.751882,22.99430561,4.197349169
3019.805465,22.99168953,4.197349844
3019.897143,22.98721315,4.197351426
3020.012908,22.98155999,4.197354204
3020.590957,22.95357869,4.197393819
3020.650504,22.95069614,4.197398032
3020.948034,22.93642153,4.197426571
3021.287506,22.92013136,4.197463822
3021.831925,22.89400231,4.197557015
3021.923442,22.88960977,4.197573065
3022.380549,22.8678611,4.197675115
3022.558627,22.85938741,4.197716453
3023.192772,22.82920734,4.197911752
3023.249838,22.826517,4.197929685
3023.363957,22.82113646,4.197966271
3023.549056,22.81240787,4.198028734
3023.776445,22.80168255,4.198110866
3023.826498,22.79932131,4.198129755
3023.901562,22.7958143,4.198158978
3024.051668,22.78880059,4.198218773
3024.283382,22.77797141,4.19831649
3024.459396,22.76974357,4.198395189
3024.516314,22.76708421,4.198421685
3024.630136,22.76176579,4.198475507
3025.091475,22.74020256,4.198711208
3025.148319,22.73757144,4.198742438
3025.261994,22.7323093,4.198805783
3025.444192,22.72387376,4.198911065
3025.667737,22.71352164,4.199046664
3025.722738,22.71097422,4.199081124
3025.805221,22.70719239,4.199134125
3025.97016,22.69962914,4.199242118
3026.22011,22.68816512,4.199413517
3026.35319,22.68206017,4.199508637
3026.409889,22.67946045,4.199550238
3026.523273,22.67426128,4.199634434
3026.968886,22.65382193,4.199985148
3026.968886,22.65382193,4.199985148
3026.982843,22.65332388,4.199999452
3026.991217,22.65307035,4.200009212
3027.007966,22.65263649,4.200031183
3027.03529,22.65221833,4.200077728
3027.07605,22.65222445,4.200172028
3027.116811,22.65297888,4.200296103
3027.157574,22.65447478,4.200449968
3027.19834,22.65670543,4.200633625
3027.350335,22.67135214,4.201580584
3027.57751,22.71124112,4.203763474
3027.61265,22.71928863,4.20418286
3027.624594,22.72216323,4.204331619
3027.648484,22.72802471,4.204634197
3027.746946,22.75450447,4.205986837
3027.929952,22.81336245,4.208948765
3028.246562,22.94302456,4.215421238
3028.259463,22.94906164,4.215722043
3028.28527,22.96124599,4.216329302
3028.342315,22.98893039,4.217710363
3028.421284,23.02893642,4.219709786
3028.566607,23.10748647,4.223651099
3028.888617,23.30278263,4.233557705
3028.902555,23.31190179,4.234023773
3028.930443,23.3302466,4.234962061
3029.005724,23.3807457,4.2375523
3029.114658,23.45628088,4.241446771
3029.337493,23.61936548,4.249937814
3029.542302,23.77876973,4.258342563
3029.557519,23.79097571,4.25899085
3029.587968,23.81549138,4.260294133
3029.640607,23.85829449,4.262575359
3029.640607,23.85829449,4.262575359
3029.709698,23.91447898,4.265564152
3029.848202,24.02596355,4.271496061
3029.987345,24.13555113,4.277337886
3030.127116,24.24323479,4.283091312
3030.210306,24.30623219,4.28646234
3030.340491,24.40224054,4.291613947
3030.601867,24.59122788,4.301774159
3030.892566,24.79283993,4.31265824
3030.928055,24.81678972,4.313954924
3030.999102,24.86448445,4.316538567
3031.201009,24.99733943,4.323750118
3031.491861,25.18197563,4.33380972
3031.587576,25.24105168,4.337037935
3031.62395,25.26321637,4.338251572
3031.696763,25.30735505,4.340669723
3031.819158,25.38052689,4.344684432
3031.975412,25.47211673,4.349720419
3032.294525,25.65305737,4.359705454
3032.329247,25.67221625,4.360765918
3032.398744,25.710379,4.362879396
3032.679904,25.86111187,4.371249622
3033.012448,26.0320948,4.380789932
3033.054605,26.05316767,4.381969446
3033.138988,26.09510962,4.384318629
3033.404142,26.22387578,4.391550722
3033.740479,26.38083895,4.40040886
3033.783938,26.40056684,4.401525645
3033.87092,26.43982864,4.403749794
3034.084168,26.53422745,4.409110396
3034.352382,26.64932113,4.415671941
3034.477811,26.70179324,4.418673201
3034.525087,26.72127998,4.419790658
3034.619707,26.76004805,4.422015535
3034.793933,26.83022514,4.426052037
3035.018685,26.91850124,4.431146738
3035.223695,26.99687542,4.43568664
3035.366302,27.04979062,4.43876262
3035.652066,27.15397593,4.444833856
3035.977557,27.26825653,4.451529232
3036.149964,27.32641341,4.454953583
3036.495496,27.44057189,4.461696088
3036.738698,27.51810384,4.466300107
3036.91606,27.5726202,4.46955774
3037.271471,27.67959598,4.475971266
3037.506489,27.74788931,4.48008894
3037.69243,27.80010489,4.483251117
3038.064996,27.90249021,4.489473978
3038.280409,27.9596809,4.49297045
3038.414117,27.99426163,4.495091074
3038.43634,28,4.495443071
3038.43634,28,4.495443071
3038.436449,28.00002785,4.495443071
3038.436551,28.00005384,4.495443071
3038.436643,28.00007728,4.495443071
3038.436643,28.00007728,4.495443071
3038.436677,28.00008583,4.495443071
3038.436677,28.00008583,4.495443071
3038.436711,28.00009439,4.495443071
3038.436779,28.00011147,4.495443071
3038.436901,28.00014156,4.495443071
3038.437151,28.00020238,4.495443071
3038.437694,28.00032936,4.495443071
3038.438237,28.00044939,4.495443071
3038.43878,28.00056279,4.495443071
3038.439323,28.00066986,4.495443071
3038.439866,28.00077089,4.495443071
3038.44053,28.00088645,4.495443071
3038.441193,28.00099389,4.495443071
3038.441856,28.00109368,4.495443071
3038.442519,28.00118623,4.495443071
3038.443331,28.00129037,4.495443071
3038.444143,28.00138498,4.495443071
3038.444956,28.00147072,4.495443071
3038.44593,28.0015628,4.495443071
3038.446905,28.00164397,4.495443071
3038.44788,28.00171514,4.495443071
3038.449099,28.00179138,4.495443071
3038.450319,28.00185475,4.495443071
3038.451806,28.00191656,4.495443071
3038.453293,28.00196331,4.495443071
3038.455154,28.0020035,4.495443071
3038.457015,28.00202614,4.495443071
3038.459534,28.00203373,4.495443071
3038.462052,28.00201944,4.495443071
3038.466175,28.00196058,4.495443071
3038.471133,28.00184723,4.495443071
3038.476092,28.00170268,4.495443071
3038.48105,28.0015381,4.495443071
3038.486009,28.00136064,4.495443071
3038.490967,28.0011749,4.495443071
3038.495926,28.00098382,4.495443071
3038.502222,28.00073646,4.495443071
3038.508518,28.00048585,4.495443071
3038.514814,28.0002334,4.495443071
3038.523014,27.99990312,4.495443071
3038.531214,27.99957194,4.495443071
3038.541653,27.99914975,4.495443071
3038.552092,27.99872728,4.495443071
3038.565813,27.99817185,4.495443071
3038.579533,27.99761637,4.495443071
3038.599156,27.9968219,4.495443071
3038.622837,27.99586308,4.495443071
3038.655016,27.99456019,4.495443071
3038.698731,27.99279021,4.495443071
3038.767447,27.99000783,4.495443071
3038.891364,27.98499012,4.495443071
3039.057953,27.97824406,4.495443071
3039.834264,27.94720139,4.495443071
3040.609728,27.91672586,4.495443071
3041.384348,27.88629008,4.495443071
3042.158138,27.85646547,4.495443071
3042.931118,27.82726487,4.495443071
3043.703304,27.79869647,4.495443071
3044.474697,27.77016295,4.495443071
3045.245316,27.74226333,4.495443071
3046.015177,27.71499468,4.495443071
3046.784298,27.68834981,4.495443071
3047.552695,27.66231929,4.495443071
3048.320371,27.63631782,4.495443071
3049.087341,27.61092048,4.495443071
3049.853622,27.58611897,4.495443071
3050.61923,27.56190677,4.495443071
3051.384167,27.53771989,4.495443071
3052.148448,27.51411636,4.495443071
3052.91209,27.49109002,4.495443071
3053.675107,27.46863145,4.495443071
3054.437501,27.44619486,4.495443071
3055.199288,27.42431037,4.495443071
3055.960481,27.40295511,4.495443071
3056.721095,27.38209876,4.495443071
3057.48113,27.36126158,4.495443071
3058.240599,27.34088741,4.495443071
3058.999514,27.32093894,4.495443071
3059.757886,27.30138164,4.495443071
3060.515715,27.28184147,4.495443071
3061.273011,27.26266415,4.495443071
3062.029784,27.24382947,4.495443071
3062.786043,27.22532486,4.495443071
3063.541797,27.20714269,4.495443071
3064.297046,27.18897561,4.495443071
3065.0518,27.17112464,4.495443071
3065.806066,27.15358159,4.495443071
3066.559853,27.13633465,4.495443071
3067.313161,27.11910137,4.495443071
3068.065999,27.10214852,4.495443071
3068.818373,27.08545765,4.495443071
3069.570289,27.06900882,4.495443071
3070.32175,27.05257244,4.495443071
3071.07276,27.03635711,4.495443071
3071.823325,27.02034062,4.495443071
3072.57345,27.00449929,4.495443071
3073.323135,26.98866953,4.495443071
3074.072385,26.97298954,4.495443071
3074.821202,26.95743325,4.495443071
3075.56959,26.94197597,4.495443071
3076.31755,26.92652979,4.495443071
3077.065082,26.91116161,4.495443071
3077.812189,26.89585623,4.495443071
3078.558872,26.8806057,4.495443071
3079.305133,26.86536613,4.495443071
3080.050971,26.85018075,4.495443071
3080.796389,26.83505479,4.495443071
3081.541389,26.8199976,4.495443071
3082.285971,26.80495127,4.495443071
3083.030137,26.78998508,4.495443071
3083.77389,26.77511079,4.495443071
3084.517233,26.76033993,4.495443071
3085.260166,26.74557974,4.495443071
3086.002692,26.73093444,4.495443071
3086.744815,26.71641566,4.495443071
3087.486538,26.70203584,4.495443071
3088.227862,26.68766642,4.495443071
3088.968791,26.67344938,4.495443071
3089.70933,26.6593989,4.495443071
3090.449479,26.64535856,4.495443071
3091.189243,26.63149965,4.495443071
3091.928627,26.61783723,4.495443071
3092.667638,26.60438645,4.495443071
3093.406275,26.59094536,4.495443071
