s,velocity,energy
5572.462795,27.77539829,7.158580631
5573.234155,27.76894793,7.158580631
5574.005335,27.76250282,7.158580631
5574.776335,27.75596867,7.158580631
5575.54715,27.74934987,7.158580631
5576.317779,27.74265509,7.158580631
5577.088221,27.73589419,7.158580631
5577.858475,27.7291389,7.158580631
5578.628539,27.72232434,7.158580631
5579.398413,27.71545047,7.158580631
5580.168094,27.70850776,7.158580631
5580.937582,27.70157092,7.158580631
5581.706875,27.69454622,7.158580631
5582.475969,27.68740747,7.158580631
5583.244862,27.68012534,7.158580631
5584.013552,27.6728496,7.158580631
5584.782035,27.6654025,7.158580631
5585.550306,27.65776082,7.158580631
5586.318359,27.64990769,7.158580631
5587.086188,27.64183185,7.158580631
5587.853793,27.63376368,7.158580631
5588.621167,27.62546518,7.158580631
5589.388304,27.61692957,7.158580631
5590.155197,27.60814866,7.158580631
5590.921846,27.59937664,7.158580631
5591.688244,27.59034885,7.158580631
5592.454385,27.58105231,7.158580631
5593.220259,27.57147299,7.158580631
5593.985868,27.56190406,7.158580631
5594.751202,27.55203989,7.158580631
5595.516254,27.54187163,7.158580631
5596.281015,27.5313962,7.158580631
5597.045477,27.52061678,7.158580631
5597.809639,27.50985018,7.158580631
5598.573494,27.49878792,7.158580631
5599.337034,27.4874402,7.158580631
5600.100251,27.47581646,7.158580631
5600.863146,27.46420739,7.158580631
5601.625711,27.45232923,7.158580631
5602.387938,27.44018572,7.158580631
5603.149821,27.42777949,7.158580631
5603.911359,27.41538971,7.158580631
5604.672547,27.40274149,7.158580631
5605.433376,27.38984224,7.158580631
5606.19384,27.37670332,7.158580631
5606.953939,27.36358256,7.158580631
5607.713668,27.35023625,7.158580631
5608.47302,27.33667801,7.158580631
5609.23199,27.32291886,7.158580631
5609.990578,27.30917935,7.158580631
5610.74878,27.29524602,7.158580631
5611.506589,27.28112166,7.158580631
5612.264,27.26680661,7.158580631
5613.021008,27.25230085,7.158580631
5613.777614,27.23781645,7.158580631
5614.533813,27.22314301,7.158580631
5615.289598,27.20828471,7.158580631
5616.044966,27.19324879,7.158580631
5616.799917,27.17823542,7.158580631
5617.554447,27.16305452,7.158580631
5618.30855,27.14771804,7.158580631
5619.062223,27.13223966,7.158580631
5619.815467,27.11678477,7.158580631
5620.568279,27.10120302,7.158580631
5621.320654,27.0855101,7.158580631
5622.072591,27.06972184,7.158580631
5622.824089,27.05395758,7.158580631
5623.575148,27.03811275,7.158580631
5624.325765,27.02219947,7.158580631
5625.075938,27.00622574,7.158580631
5625.825668,26.9902761,7.158580631
5626.574953,26.97426877,7.158580631
5627.323792,26.95820115,7.158580631
5628.072182,26.94206649,7.158580631
5628.820126,26.92595579,7.158580631
5629.567619,26.909769,7.158580631
5630.314661,26.89349738,7.158580631
5631.061248,26.87713449,7.158580631
5631.807381,26.86079547,7.158580631
5632.553058,26.84436184,7.158580631
5633.298275,26.82783349,7.158580631
5634.043031,26.81121218,7.158580631
5634.787326,26.79461458,7.158580631
5635.531157,26.77792567,7.158580631
5636.274523,26.76114578,7.158580631
5637.017419,26.74427271,7.158580631
5637.759847,26.72742296,7.158580631
5638.501805,26.71047516,7.158580631
5639.243289,26.69342303,7.158580631
5639.9843,26.67639387,7.158580631
5640.724835,26.65925354,7.158580631
5641.46489,26.64199668,7.158580631
5642.204463,26.6246201,7.158580631
5642.943554,26.60726591,7.158580631
5643.682159,26.58979089,7.158580631
5644.420276,26.57219589,7.158580631
5645.1579,26.55448135,7.158580631
5645.895033,26.53678844,7.158580631
5646.631671,26.51897309,7.158580631
5647.367811,26.50102758,7.158580631
5648.103448,26.4829378,7.158580631
5648.838583,26.46486872,7.158580631
5649.573212,26.44663514,7.158580631
5650.307329,26.42821387,7.158580631
5651.040929,26.40958118,7.158580631
5651.774011,26.39096843,7.158580631
5652.50657,26.37212166,7.158580631
5653.238598,26.35302073,7.158580631
5653.970089,26.33364604,7.158580631
5654.701041,26.31429073,7.158580631
5655.431448,26.29463961,7.158580631
5656.1613,26.27466719,7.158580631
5656.890597,26.25471386,7.158580631
5657.619331,26.23440888,7.158580631
5658.34749,26.21371976,7.158580631
5659.075062,26.19261429,7.158580631
5659.802049,26.1715278,7.158580631
5660.528438,26.14999572,7.158580631
5661.254216,26.12799449,7.158580631
5661.979368,26.10550545,7.158580631
5662.703897,26.08303556,7.158580631
5663.427788,26.06006178,7.158580631
5664.151026,26.03656912,7.158580631
5664.873612,26.01309574,7.158580631
5665.595531,25.98908613,7.158580631
5666.316768,25.96452101,7.158580631
5667.037306,25.93937896,7.158580631
5667.757146,25.91425647,7.158580631
5668.476272,25.88853465,7.158580631
5669.194667,25.86219301,7.158580631
5669.91233,25.83587122,7.158580631
5670.629244,25.80891082,7.158580631
5671.345391,25.78129666,7.158580631
5672.060753,25.75301626,7.158580631
5672.775329,25.72475633,7.158580631
5673.489102,25.69581972,7.158580631
5674.202052,25.66619881,7.158580631
5674.91418,25.63659887,7.158580631
5675.625466,25.60630794,7.158580631
5676.335892,25.57532175,7.158580631
5677.045437,25.54363758,7.158580631
5677.754103,25.51197529,7.158580631
5678.46187,25.47959866,7.158580631
5679.168717,25.44648902,7.158580631
5679.874644,25.41340216,7.158580631
5680.579634,25.3796114,7.158580631
5681.283665,25.34514641,7.158580631
5681.986722,25.31003562,7.158580631
5682.688804,25.27494882,7.158580631
5683.389894,25.23924365,7.158580631
5684.089976,25.20294768,7.158580631
5684.78905,25.16667634,7.158580631
5685.487101,25.12984164,7.158580631
5686.184115,25.09247284,7.158580631
5686.88009,25.05512922,7.158580631
5687.575015,25.01727971,7.158580631
5688.268875,24.97895873,7.158580631
5688.961658,24.94020243,7.158580631
5689.653366,24.90147203,7.158580631
5690.343986,24.86234267,7.158580631
5691.03351,24.82285164,7.158580631
5691.721937,24.78338685,7.158580631
5692.40926,24.7435978,7.158580631
5693.095469,24.70352263,7.158580631
5693.780565,24.66347393,7.158580631
5694.464542,24.62317711,7.158580631
5695.147394,24.58267043,7.158580631
5695.829122,24.54219035,7.158580631
5696.50972,24.50153827,7.158580631
5697.189185,24.4607519,7.158580631
5697.867515,24.41986838,7.158580631
5698.54471,24.37901147,7.158580631
5699.220768,24.33809377,7.158580631
5699.895689,24.29715101,7.158580631
5700.569473,24.25623475,7.158580631
5701.242121,24.21532814,7.158580631
5701.913634,24.174465,7.158580631
5702.584012,24.13362815,7.158580631
5703.253259,24.09286738,7.158580631
5703.921376,24.05221423,7.158580631
5704.588364,24.01158707,7.158580631
5704.725983,24.00322583,7.158580631
5704.779075,24,7.158580631
5704.779075,24,7.158580631
5704.804168,23.99847522,7.158580665
5704.854349,23.99542581,7.158580888
5704.954697,23.98932729,7.158581805
5705.055019,23.98322936,7.158583308
5705.155316,23.97713202,7.158585248
5705.254762,23.97108546,7.158587777
5705.326387,23.96674482,7.15859013
5705.469612,23.95806405,7.158595491
5705.55616,23.95281752,7.158599365
5705.642688,23.94757144,7.158603721
5705.729198,23.94232579,7.158608572
5705.920058,23.93075011,7.158621067
5705.971579,23.92762466,7.158624961
5706.074607,23.92137408,7.158633122
5706.584238,23.89044035,7.158684997
5706.643955,23.88682905,7.158692486
5706.763371,23.87960677,7.158708023
5706.994751,23.86560905,7.158741386
5707.2473,23.85032485,7.158782846
5707.306917,23.84673338,7.158793571
5707.426132,23.83955075,7.158815635
5707.649962,23.82606153,7.158860452
5707.90925,23.81042952,7.158918047
5707.968767,23.80684027,7.158932311
5708.087784,23.79966218,7.158961508
5708.570093,23.77055943,7.159094046
5708.62951,23.76699227,7.159112152
5708.748327,23.75985822,7.159149087
5708.959255,23.74719036,7.159218292
5709.229831,23.73093398,7.159314041
5709.28915,23.7273909,7.15933629
5709.407769,23.72030501,7.159381567
5709.614875,23.70793002,7.159464426
5709.888473,23.69157597,7.159581468
5709.947693,23.68803504,7.159608163
5710.066115,23.68095361,7.159662386
5710.546021,23.6522427,7.15989976
5710.605143,23.64872785,7.159931203
5710.723369,23.6416984,7.159994974
5710.920667,23.62996461,7.160105426
5711.163901,23.61549388,7.160248655
5711.202481,23.61319813,7.160272098
5711.26034,23.6097799,7.160307859
5711.376041,23.60294363,7.160380285
5711.562913,23.59189952,7.160501158
5711.792641,23.57831834,7.16065645
5711.857861,23.5744617,7.1607019
5711.95566,23.56867749,7.16077189
5712.151209,23.55711016,7.160914626
5712.512158,23.53574968,7.161192997
5712.570988,23.53229412,7.161240486
5712.688633,23.52538321,7.161336514
5712.760732,23.52114717,7.161396372
5712.760732,23.52114717,7.161396372
5712.777596,23.52033966,7.161414516
5712.811325,23.51900668,7.161460171
5712.845052,23.51818019,7.161525084
5712.888275,23.51780219,7.161636785
5712.931499,23.51819887,7.161780366
5713.010412,23.52088375,7.16212484
5713.108203,23.52767561,7.162699091
5713.165609,23.53342013,7.163112049
5713.1748,23.53448002,7.163184078
5713.193182,23.53666493,7.163331014
5713.232127,23.54172225,7.163661244
5713.286599,23.54976396,7.164166199
5713.374196,23.56502646,7.165083206
5713.566269,23.60824308,7.1675438
5713.8211,23.68532266,7.171749396
5713.834154,23.68988693,7.17199481
5713.860269,23.69912732,7.172491238
5713.981434,23.74483071,7.174937655
5714.269103,23.87114316,7.181672189
5714.482855,23.98035851,7.187500079
5714.496912,23.98800985,7.187908853
5714.525035,24.0034207,7.188732504
5714.580277,24.03428875,7.190384275
5714.65551,24.07757558,7.192705321
5714.785952,24.1559339,7.1969223
5715.035615,24.31695991,7.205656523
5715.154542,24.39852587,7.210115485
5715.169505,24.40902248,7.210691254
5715.199443,24.43011662,7.211849161
5715.225898,24.44889712,7.212881407
5715.225898,24.44889712,7.212881407
5715.264771,24.4765818,7.214398485
5715.342604,24.5317526,7.217419941
5715.420612,24.58642966,7.220416444
5715.498792,24.64057079,7.223388491
5715.594936,24.706298,7.227001298
5715.723856,24.7929611,7.231774386
5715.83891,24.86891963,7.235966474
5715.86467,24.88573038,7.236894889
5715.916223,24.91924779,7.23874677
5716.008546,24.97864278,7.242032422
5716.126726,25.05351456,7.246181677
5716.351165,25.19223308,7.253891658
5716.535831,25.30306063,7.260073198
5716.569261,25.32278349,7.261174715
5716.636175,25.36207304,7.263370299
5716.750744,25.42848779,7.267087496
5716.894224,25.51016631,7.271669177
5717.188203,25.67250849,7.280809999
5717.244328,25.70275332,7.282518228
5717.328711,25.74757347,7.285052209
5717.497769,25.83633949,7.290078119
5717.759604,25.96985509,7.297666297
5717.963538,26.07061948,7.303416831
5718.001481,26.08901739,7.304469422
5718.07742,26.12565323,7.30656687
5718.373931,26.26522558,7.31458408
5718.692493,26.40922246,7.322901681
5718.737832,26.42919495,7.324058377
5718.828578,26.46893512,7.326361829
5718.973273,26.53134227,7.32998695
5719.151597,26.6066676,7.33437554
5719.430486,26.72107747,7.341069659
5719.478057,26.74015452,7.342188397
5719.573267,26.77810593,7.344415993
5719.720714,26.83598463,7.347821033
5719.901989,26.90568288,7.351934258
5720.176796,27.00837229,7.358020987
5720.226102,27.0263707,7.359091714
5720.324781,27.06217185,7.361223574
5720.799187,27.22836319,7.371175107
5720.930754,27.2727528,7.373849542
5721.104698,27.32984692,7.377300816
5721.4533,27.44190083,7.384098199
5721.691924,27.51592641,7.388616181
5721.850875,27.56370183,7.391544228
5722.169318,27.65763281,7.397320246
5722.459541,27.74020244,7.402430874
5722.606748,27.78073816,7.404951297
5722.901586,27.86054585,7.409929485
5723.233113,27.94706552,7.415364001
5723.35722,27.97837975,7.417343915
5723.443386,28,7.418712408
5723.443386,28,7.418712408
5723.443498,28.000028,7.418712408
5723.443602,28.0000536,7.418712408
5723.443688,28.00007484,7.418712408
5723.443688,28.00007484,7.418712408
5723.443722,28.0000831,7.418712408
5723.443722,28.0000831,7.418712408
5723.443756,28.00009138,7.418712408
5723.443825,28.00010788,7.418712408
5723.443947,28.00013726,7.418712408
5723.4442,28.00019674,7.418712408
5723.444749,28.00032043,7.418712408
5723.445298,28.00043705,7.418712408
5723.445846,28.0005469,7.418712408
5723.446395,28.0006503,7.418712408
5723.446944,28.00074755,7.418712408
5723.447615,28.00085853,7.418712408
5723.448286,28.00096122,7.418712408
5723.448958,28.0010561,7.418712408
5723.449629,28.00114361,7.418712408
5723.4503,28.00122418,7.418712408
5723.451171,28.00131907,7.418712408
5723.452042,28.00140374,7.418712408
5723.452913,28.00147895,7.418712408
5723.453968,28.00155835,7.418712408
5723.455022,28.00162606,7.418712408
5723.456076,28.00168314,7.418712408
5723.45742,28.00174202,7.418712408
5723.458764,28.00178694,7.418712408
5723.460438,28.00182579,7.418712408
5723.462111,28.00184806,7.418712408
5723.464273,28.00185611,7.418712408
5723.466435,28.00184445,7.418712408
5723.469571,28.00179969,7.418712408
5723.473654,28.00170366,7.418712408
5723.478806,28.00153965,7.418712408
5723.483958,28.00134373,7.418712408
5723.48911,28.00112767,7.418712408
5723.494262,28.0008989,7.418712408
5723.499414,28.0006621,7.418712408
5723.504566,28.00042022,7.418712408
5723.511055,28.00011119,7.418712408
5723.517544,27.99979922,7.418712408
5723.524033,27.99948561,7.418712408
5723.532565,27.99907195,7.418712408
5723.541097,27.99865751,7.418712408
5723.552052,27.9981249,7.418712408
5723.563007,27.99759205,7.418712408
5723.577573,27.99688343,7.418712408
5723.592139,27.99617477,7.418712408
5723.61337,27.99514179,7.418712408
5723.639312,27.99387958,7.418712408
5723.675361,27.9921256,7.418712408
5723.725633,27.98967946,7.418712408
5723.808662,27.98563928,7.418712408
5723.971326,27.97772329,7.418712408
5724.010554,27.9758141,7.418712408
5724.206623,27.96636747,7.418712408
5724.598629,27.94747745,7.418712408
5724.787107,27.93839299,7.418712408
5725.378356,27.91017263,7.418712408
5725.562361,27.90138945,7.418712408
5726.223053,27.87015802,7.418712408
5726.336521,27.86479407,7.418712408
5726.903264,27.83826425,7.418712408
5727.10977,27.82859675,7.418712408
5727.781138,27.79714921,7.418712408
5727.881905,27.79242902,7.418712408
5728.385273,27.76907947,7.418712408
5728.653208,27.7566496,7.418712408
5729.304213,27.7267347,7.418712408
5729.423383,27.72125837,7.418712408
5730.018591,27.69416472,7.418712408
5730.192641,27.68624155,7.418712408
5730.960731,27.65125556,7.418712408
5731.72786,27.61663701,7.418712408
5732.494037,27.58237739,7.418712408
5733.259272,27.54845873,7.418712408
5734.023565,27.51456482,7.418712408
5734.786926,27.4809933,7.418712408
5735.549363,27.44772699,7.418712408
5736.310884,27.41474858,7.418712408
5737.071496,27.38204066,7.418712408
5737.831201,27.34935665,7.418712408
5738.590004,27.31692615,7.418712408
5739.347913,27.28473242,7.418712408
5740.104934,27.25275943,7.418712408
5740.861068,27.22080992,7.418712408
5741.61632,27.1890659,7.418712408
5742.370695,27.15751262,7.418712408
5743.124199,27.12613614,7.418712408
5743.876832,27.09478285,7.418712408
5744.628598,27.0635933,7.418712408
5745.379503,27.03255509,7.418712408
5746.129549,27.00165674,7.418712408
5746.878737,26.97078136,7.418712408
5747.627071,26.94003527,7.418712408
5748.374555,26.90940866,7.418712408
5749.121191,26.87889267,7.418712408
5749.86698,26.84839948,7.418712408
5750.611924,26.81800911,7.418712408
5751.356028,26.78771473,7.418712408
5752.099292,26.75751071,7.418712408
5752.841718,26.72732931,7.418712408
5753.583307,26.69723395,7.418712408
5754.324064,26.66722165,7.418712408
5755.063988,26.63729083,7.418712408
5755.803082,26.60738241,7.418712408
5756.541348,26.57755529,7.418712408
5757.278787,26.5478106,7.418712408
5758.015402,26.51815073,7.418712408
5758.751194,26.48851296,7.418712408
5759.486165,26.45896351,7.418712408
5760.220318,26.42950685,7.418712408
5760.953654,26.40007203,7.418712408
5761.686174,26.37073527,7.418712408
5762.417883,26.34150266,7.418712408
5763.148782,26.31238111,7.418712408
5763.878873,26.28328094,7.418712408
5764.608159,26.25429982,7.418712408
5765.336644,26.22544752,7.418712408
5766.064331,26.19673625,7.418712408
5766.791221,26.16804582,7.418712408
5767.517319,26.13951116,7.418712408
5768.242628,26.11114888,7.418712408
5768.967156,26.08297538,7.418712408
5769.690901,26.054822,7.418712408
5770.413869,26.02687066,7.418712408
5771.136067,25.99912889,7.418712408
5771.857495,25.97140672,7.418712408
5772.578159,25.94389436,7.418712408
5773.298064,25.91658464,7.418712408
5774.017216,25.88946495,7.418712408
5774.735615,25.86236442,7.418712408
5775.453266,25.83543905,7.418712408
5776.170174,25.80867478,7.418712408
5776.886338,25.78192974,7.418712408
5777.601764,25.7553361,7.418712408
5778.316456,25.7288898,7.418712408
5779.030417,25.70259294,7.418712408
5779.743648,25.67631585,7.418712408
5780.456153,25.65019572,7.418712408
5781.167938,25.62424263,7.418712408
5781.879002,25.59830971,7.418712408
5782.58935,25.57255439,7.418712408
5783.298989,25.54698439,7.418712408
5784.007922,25.52160326,7.418712408
5784.716151,25.496243,7.418712408
5785.423681,25.47107088,7.418712408
5786.130517,25.44608206,7.418712408
5786.836659,25.42111466,7.418712408
5787.542112,25.39632494,7.418712408
5788.246882,25.37170802,7.418712408
5788.950973,25.3472624,7.418712408
5789.654385,25.32283927,7.418712408
5790.357123,25.29859038,7.418712408
5791.059193,25.27452093,7.418712408
5791.760595,25.25047472,7.418712408
5792.461335,25.2266144,7.418712408
5793.161417,25.2029445,7.418712408
5793.860841,25.17929854,7.418712408
5794.559615,25.15584571,7.418712408
5795.257742,25.13258629,7.418712408
5795.955229,25.10952027,7.418712408
5796.652076,25.08647923,7.418712408
5797.348288,25.06363377,7.418712408
5798.043871,25.04098846,7.418712408
5798.738825,25.01836877,7.418712408
5799.433158,24.99595758,7.418712408
5800.126873,24.97376526,7.418712408
5800.819973,24.95159907,7.418712408
5801.512464,24.9296638,7.418712408
5802.204352,24.90797127,7.418712408
5802.895645,24.88653275,7.418712408
5803.586342,24.86512082,7.418712408
5804.276453,24.84397407,7.418712408
5804.965983,24.82310335,7.418712408
5805.654935,24.80225928,7.418712408
5806.343316,24.78170307,7.418712408
5807.031134,24.76144788,7.418712408
5807.71839,24.7412192,7.418712408
5808.405093,24.72130693,7.418712408
5809.091252,24.70172844,7.418712408
5809.776868,24.68217609,7.418712408
5810.461951,24.66297641,7.418712408
5811.14651,24.64414823,7.418712408
5811.830548,24.62534554,7.418712408
5812.514073,24.60693121,7.418712408
5813.197099,24.58891837,7.418712408
5813.879636,24.5713147,7.418712408
5814.561684,24.55373511,7.418712408
5815.243255,24.53656619,7.418712408
5815.924361,24.51980349,7.418712408
5816.605001,24.50306376,7.418712408
5817.285188,24.48672002,7.418712408
5817.964931,24.47075817,7.418712408
5818.644232,24.45481824,7.418712408
5819.3231,24.43924366,7.418712408
5820.001545,24.42401839,7.418712408
5820.679567,24.40881409,7.418712408
5821.357177,24.39394551,7.418712408
5822.034382,24.3794038,7.418712408
5822.711185,24.36488218,7.418712408
5823.387593,24.35068411,7.418712408
5824.063615,24.33681238,7.418712408
5824.739253,24.32295982,7.418712408
5825.414515,24.30944094,7.418712408
5826.089412,24.2962658,7.418712408
5826.763942,24.2831088,7.418712408
5827.438117,24.27030455,7.418712408
5828.111947,24.2578581,7.418712408
5828.785431,24.2454286,7.418712408
5829.45858,24.23335434,7.418712408
5830.131403,24.22162437,7.418712408
5830.8039,24.20991016,7.418712408
5831.476081,24.19852033,7.418712408
5832.147954,24.18742862,7.418712408
5832.81952,24.17635161,7.418712408
5833.490785,24.16554286,7.418712408
5834.161756,24.15497331,7.418712408
5834.832434,24.14441761,7.418712408
5835.502825,24.1340758,7.418712408
5836.172935,24.1239289,7.418712408
5836.842762,24.11379517,7.418712408
5837.512313,24.10384344,7.418712408
5838.181593,24.09406559,7.418712408
5838.850606,24.08445556,7.418712408
5839.519352,24.0748578,7.418712408
5840.187836,24.06542148,7.418712408
5840.856062,24.05613906,7.418712408
5841.52403,24.04686835,7.418712408
5842.191745,24.03774303,7.418712408
5842.859211,24.02875543,7.418712408
5843.526427,24.01977898,7.418712408
5844.193397,24.01093463,7.418712408
5844.860126,24.00222005,7.418712408
5844.997729,24.00042264,7.418712408
5845.030084,24,7.418712408
5845.030084,24,7.418712408
5845.11373,23.99890744,7.418712746
5845.281007,23.99672267,7.418715141
5845.354724,23.99575988,7.41871637
5845.428438,23.99479717,7.418717925
5845.526718,23.99351365,7.418720506
5845.624991,23.99224874,7.418723987
5845.821526,23.98971908,7.418732177
5846.193083,23.98493722,7.418754612
5846.341454,23.98305635,7.418766961
5846.638174,23.97929505,7.41879485
5846.859208,23.97649346,7.418819851
5846.919148,23.97573421,7.418827409
5847.039022,23.97421581,7.418843085
5847.525104,23.96805963,7.418918579
5847.585022,23.96731257,7.418929379
5847.704855,23.96581844,7.418951596
5847.958035,23.96266192,7.419002659
5848.190767,23.95976067,7.419054652
5848.250665,23.95902586,7.419068998
5848.370456,23.95755625,7.419098362
5848.628064,23.95439614,7.419166126
5848.856202,23.95159787,7.419231517
5849.055778,23.94915155,7.419294989
5849.45489,23.94425983,7.41943024
5849.5214,23.94344473,7.419454403
5849.853893,23.93943577,7.419588488
5850.186357,23.93542742,7.41972882
5850.851011,23.92754516,7.420074533
5850.910828,23.92683614,7.420106085
5851.030459,23.92541818,7.420170077
5851.515555,23.91966923,7.420448204
5851.575352,23.91897191,7.420484811
5851.694943,23.91757728,7.420558967
5851.951036,23.91459107,7.420724185
5852.179881,23.91192288,7.420879345
5852.23966,23.91123686,7.420921308
5852.359212,23.90986483,7.421006229
5852.623605,23.90683081,7.421201203
5852.843995,23.90430205,7.421371377
5852.903754,23.90361674,7.421418995
5853.023268,23.90224618,7.421515283
5853.210917,23.90009444,7.421670655
5853.210917,23.90009444,7.421670655
5853.218936,23.90004911,7.42167816
5853.234974,23.90003139,7.421695077
5853.254607,23.90017756,7.421721344
5853.281056,23.90061967,7.421766768
5853.312979,23.90152214,7.421836896
5853.355804,23.90336131,7.421957303
5853.440507,23.90909322,7.422284146
5853.50798,23.91562506,7.422628732
5853.51977,23.91697148,7.42269773
5853.543351,23.91976846,7.422840283
5853.608225,23.92852861,7.423279334
5853.702675,23.94403712,7.424041141
5853.885005,23.98293612,7.42592024
5854.174095,24.06764064,7.429988168
5854.187501,24.07226496,7.43021029
5854.214319,24.08162823,7.430660231
5854.290945,24.10961216,7.432007426
5854.404056,24.15418649,7.434161637
5854.636237,24.25734209,7.439191307
5854.846468,24.36359663,7.444435191
5854.860836,24.37131127,7.44481854
5854.889581,24.38685083,7.4455914
5854.999539,24.44820401,7.448656171
5855.139267,24.53041323,7.452795203
5855.472328,24.7441651,7.463727048
5855.52883,24.78281373,7.465727134
5855.544209,24.79346999,7.466280145
5855.574981,24.81488655,7.467392679
5855.585915,24.82253629,7.467790537
5855.585915,24.82253629,7.467790537
5855.62962,24.85313288,7.469376282
5855.717136,24.91407123,7.472532201
5855.804865,24.97439764,7.475657492
5855.892805,25.03407297,7.478752726
5855.999862,25.10569884,7.482470818
5856.138878,25.19704417,7.48721877
5856.223866,25.25198796,7.490077687
5856.248663,25.26786172,7.490904325
5856.298289,25.29951625,7.492553143
5856.459859,25.40103012,7.497846251
5856.689548,25.541379,7.505178408
5856.931398,25.68432218,7.512663439
5856.969549,25.70636261,7.513819861
5857.045916,25.75024797,7.516123299
5857.200087,25.83744239,7.520705086
5857.402727,25.9492696,7.526591532
5857.65046,26.08184386,7.53358547
5857.688317,26.10165985,7.534632616
5857.764089,26.14111995,7.536718598
5858.006075,26.26449156,7.543250484
5858.380107,26.44754904,7.552971569
5858.423772,26.46827222,7.554074629
5858.511169,26.50951439,7.556270824
5858.889817,26.68289192,7.565524318
5859.119504,26.78398637,7.570936311
5859.165649,26.80387218,7.572002995
5859.258007,26.84343976,7.574126385
5859.464196,26.93011646,7.578784789
5859.740912,27.04294569,7.584863438
5859.867873,27.0934097,7.587587763
5860.01391,27.14996594,7.590647334
5860.306582,27.26128565,7.596678366
5860.624611,27.37777627,7.603009356
5860.796145,27.4381189,7.606300022
5861.139952,27.55658888,7.612772007
5861.388964,27.63936607,7.617308342
5861.569767,27.69731409,7.620494387
5861.932114,27.81099263,7.626756606
5862.160291,27.88010545,7.630576183
5862.305042,27.92262209,7.632933335
5862.498956,27.97893811,7.636058886
5862.572534,28,7.637229445
5862.572534,28,7.637229445
5862.572649,28.00003247,7.637229445
5862.572752,28.00006171,7.637229445
5862.572837,28.00008538,7.637229445
5862.572837,28.00008538,7.637229445
5862.572871,28.00009483,7.637229445
5862.572871,28.00009483,7.637229445
5862.572905,28.00010429,7.637229445
5862.572973,28.00012315,7.637229445
5862.573096,28.0001568,7.637229445
5862.573348,28.00022508,7.637229445
5862.573897,28.00036789,7.637229445
5862.574446,28.00050362,7.637229445
5862.574995,28.00063259,7.637229445
5862.575544,28.00075511,7.637229445
5862.576093,28.00087147,7.637229445
5862.576764,28.00100584,7.637229445
5862.577435,28.00113192,7.637229445
5862.578106,28.00125019,7.637229445
5862.578777,28.0013611,7.637229445
5862.579448,28.00146505,7.637229445
5862.580319,28.00159032,7.637229445
5862.581191,28.00170536,7.637229445
5862.582062,28.00181094,7.637229445
5862.583116,28.0019271,7.637229445
5862.584171,28.00203158,7.637229445
5862.585225,28.00212542,7.637229445
5862.586569,28.00223117,7.637229445
5862.587913,28.00232295,7.637229445
5862.589586,28.00242016,7.637229445
5862.591259,28.0025008,7.637229445
5862.593421,28.00258426,7.637229445
5862.595583,28.002648,7.637229445
5862.59872,28.00271264,7.637229445
5862.602802,28.00275899,7.637229445
5862.607954,28.00277469,7.637229445
5862.613106,28.00275845,7.637229445
5862.618259,28.00272207,7.637229445
5862.623411,28.00267297,7.637229445
5862.628564,28.00261583,7.637229445
5862.633716,28.00255361,7.637229445
5862.640205,28.00247086,7.637229445
5862.646695,28.00238518,7.637229445
5862.653185,28.00229784,7.637229445
5862.661717,28.0021817,7.637229445
5862.67025,28.00206478,7.637229445
5862.681207,28.00191417,7.637229445
5862.692163,28.00176333,7.637229445
5862.706731,28.00156264,7.637229445
5862.721299,28.00136192,7.637229445
5862.742533,28.00106932,7.637229445
5862.768481,28.00071179,7.637229445
5862.804537,28.00021498,7.637229445
5862.854823,27.99952211,7.637229445
5862.9373,27.99838573,7.637229445
5863.099858,27.99614461,7.637229445
5863.424946,27.99166306,7.637229445
5863.714878,27.98766675,7.637229445
5864.492016,27.97695491,7.637229445
5865.268856,27.96624556,7.637229445
5866.045399,27.95554628,7.637229445
5866.821644,27.94482246,7.637229445
5867.59759,27.93405235,7.637229445
5868.373235,27.92321778,7.637229445
5869.148576,27.91230197,7.637229445
5869.923615,27.90139554,7.637229445
5870.698348,27.89038982,7.637229445
5871.472772,27.87926441,7.637229445
5872.246883,27.86799554,7.637229445
5873.020681,27.85673573,7.637229445
5873.794162,27.84530509,7.637229445
5874.56732,27.83367351,7.637229445
5875.340148,27.82180799,7.637229445
5876.112639,27.80967305,7.637229445
5876.884793,27.79754721,7.637229445
5877.656595,27.78487064,7.637229445
5878.42803,27.77167358,7.637229445
5879.199085,27.75798843,7.637229445
5879.969761,27.74431387,7.637229445
5880.740043,27.73018114,7.637229445
5881.509922,27.7156158,7.637229445
5882.279384,27.70063695,7.637229445
5883.048419,27.68525733,7.637229445
5883.817027,27.66988949,7.637229445
5884.585197,27.65412829,7.637229445
5885.352919,27.63797857,7.637229445
5886.120181,27.62144447,7.637229445
5886.886984,27.6049229,7.637229445
5887.653318,27.58802237,7.637229445
5888.419173,27.57075109,7.637229445
5889.184537,27.55311939,7.637229445
5889.949412,27.53550093,7.637229445
5890.713788,27.51753376,7.637229445
5891.477655,27.49923058,7.637229445
5892.241006,27.48060387,7.637229445
5893.003839,27.46199102,7.637229445
5893.766146,27.44306659,7.637229445
5894.527919,27.4238425,7.637229445
5895.289151,27.40433023,7.637229445
5896.049833,27.38454124,7.637229445
5896.809965,27.36476683,7.637229445
5897.569541,27.34472725,7.637229445
5898.328553,27.32443491,7.637229445
5899.086995,27.30390276,7.637229445
