x_meter_interp,y_meter_interp,cumulative_distance,x_wall_left,y_wall_left,x_wall_right,y_wall_right
0.0,0.0,0.0,-5.247587292639489,-2.9090939493472128,5.247587292639489,2.9090939493472128
-0.48472445790684227,0.8743732413022589,0.9997431496131896,-5.732311750546331,-2.034720708044954,4.762862834732647,3.7834671906494717
-0.9694489158136845,1.7487464826045178,1.999486299226379,-6.217036208453174,-1.1603474667426923,4.2781383768258054,4.657840431951728
-1.4541733737205267,2.623119723906777,2.9992294488395688,-6.701760666360015,-0.2859742254404356,3.7934139189189624,5.53221367325399
-1.938897831627369,3.4974929652090356,3.998972598452758,-7.1864851242668575,0.5883990158618229,3.30868946101212,6.406586914556248
-2.423622289534211,4.371866206511295,4.998715748065948,-7.6712095821737005,1.4627722571640849,2.8239650031052785,7.280960155858505
-2.9083467474410534,5.246239447813554,5.9984588976791375,-8.155934040080544,2.3371454984663442,2.3392405451984364,8.155333397160764
-3.3930712053478955,6.120612689115813,6.9982020472923265,-8.640658497987385,3.2115187397686,1.8545160872915933,9.029706638463026
-3.877795663254738,6.994985930418071,7.997945196905516,-9.125382955894228,4.0858919810708585,1.3697916293847507,9.904079879765284
-4.36252012116158,7.86935917172033,8.997688346518705,-9.610107413801071,4.96026522237312,0.8850671714779095,10.778453121067539
-4.847244579068422,8.74373241302259,9.997431496131895,-10.094831871707912,5.83463846367538,0.4003427135710673,11.652826362369801
-5.331969036975265,9.618105654324848,10.997174645745085,-10.579556329614753,6.709011704977638,-0.08438174433577483,12.52719960367206
-5.816693494882107,10.492478895627109,11.996917795358275,-11.064280787521596,7.583384946279896,-0.5691062022426179,13.401572844974321
-6.30141795278895,11.366852136929367,12.996660944971465,-11.54900524542844,8.457758187582154,-1.053830660149461,14.27594608627658
-6.786142410695791,12.241225378231626,13.996404094584653,-12.03372970333528,9.332131428884416,-1.5385551180563013,15.150319327578835
-7.270866868602633,13.115598619533884,14.996147244197843,-12.51845416124212,10.20650467018667,-2.023279575963146,16.0246925688811
-7.755591326509476,13.989971860836143,15.995890393811033,-13.003178619148965,11.080877911488933,-2.5080040338699865,16.89906581018335
-8.240315784416318,14.864345102138403,16.995633543424223,-13.487903077055806,11.95525115279119,-2.9927284917768286,17.773439051485617
-8.72504024232316,15.73871834344066,17.99537669303741,-13.972627534962648,12.829624394093445,-3.4774529496836735,18.647812292787876
-9.209764700230004,16.61309158474292,18.995119842650602,-14.457351992869494,13.703997635395714,-3.962177407590513,19.522185534090127
-9.694489158136845,17.48746482604518,19.99486299226379,-14.942076450776334,14.578370876697967,-4.446901865497356,20.396558775392393
-10.179213616043688,18.36183806734744,20.994606141876982,-15.426800908683177,15.452744118000226,-4.931626323404199,21.27093201669465
-10.66393807395053,19.236211308649697,21.99434929149017,-15.91152536659002,16.32711735930249,-5.4163507813110385,22.145305257996903
-11.14866253185737,20.110584549951955,22.99409244110336,-16.396249824496863,17.20149060060475,-5.90107523921788,23.01967849929916
-11.633386989764213,20.984957791254217,23.99383559071655,-16.8809742824037,18.075863841907,-6.385799697124727,23.894051740601434
-12.118111447671057,21.859331032556472,24.99357874032974,-17.365698740310542,18.950237083209256,-6.87052415503157,24.76842498190369
-12.6028359055779,22.733704273858734,25.99332188994293,-17.850423198217392,19.824610324511525,-7.355248612938409,25.642798223205943
-13.08756036348474,23.608077515160993,26.993065039556118,-18.33514765612423,20.698983565813784,-7.83997307084525,26.517171464508202
-13.572284821391582,24.48245075646325,27.992808189169306,-18.81987211403107,21.57335680711604,-8.324697528752093,27.391544705810464
-14.057009279298425,25.35682399776551,28.992551338782498,-19.304596571937914,22.447730048418297,-8.809421986658936,28.265917947112722
-14.541733737205266,26.231197239067768,29.992294488395686,-19.789321029844757,23.32210328972056,-9.294146444565776,29.140291188414977
-15.02645819511211,27.10557048037003,30.992037638008878,-20.274045487751597,24.196476531022814,-9.778870902472622,30.014664429717246
-15.511182653018952,27.979943721672285,31.991780787622066,-20.75876994565844,25.07084977232507,-10.263595360379465,30.8890376710195
-15.995907110925796,28.854316962974547,32.99152393723526,-21.24349440356529,25.945223013627345,-10.748319818286301,31.76341091232175
-16.480631568832635,29.728690204276806,33.991267086848445,-21.728218861472126,26.8195962549296,-11.233044276193144,32.63778415362401
-16.965356026739478,30.603063445579064,34.991010236461634,-22.212943319378965,27.693969496231844,-11.717768734099993,33.512157394926284
-17.45008048464632,31.47743668688132,35.99075338607482,-22.697667777285808,28.568342737534106,-12.202493192006832,34.38653063622853
-17.934804942553164,32.351809928183584,36.99049653568802,-23.182392235192655,29.442715978836375,-12.687217649913674,35.260903877530794
-18.419529400460007,33.22618316948584,37.990239685301205,-23.667116693099498,30.317089220138634,-13.171942107820517,36.13527711883305
-18.904253858366847,34.1005564107881,38.98998283491439,-24.151841151006337,31.191462461440892,-13.656666565727356,37.00965036013531
-19.38897831627369,34.97492965209036,39.98972598452758,-24.63656560891318,32.06583570274315,-14.141391023634199,37.88402360143757
-19.87370277418053,35.84930289339262,40.98946913414077,-25.121290066820016,32.9402089440454,-14.626115481541042,38.758396842739835
-20.358427232087376,36.72367613469488,41.989212283753965,-25.60601452472686,33.81458218534765,-15.110839939447892,39.6327700840421
-20.84315168999422,37.598049375997135,42.98895543336715,-26.09073898263371,34.688955426649926,-15.595564397354728,40.507143325344344
-21.32787614790106,38.472422617299394,43.98869858298034,-26.57546344054055,35.563328667952185,-16.080288855261568,41.3815165666466
-21.8126006058079,39.34679585860165,44.98844173259353,-27.060187898447392,36.43770190925444,-16.56501331316841,42.25588980794886
