s,x,y,kappa,heading,track_width_left,track_width_right,normal_x,normal_y
2864.0,436.96248517111616,-375.9189594935221,-1.0841388350900747e-05,4.233009135310386,6.000000000000077,5.999999999999949,0.8872811268255955,-0.46122901250799625
2865.0,436.5012561586894,-376.80624062039,-8.316347663480473e-06,4.233009135470435,6.0000000000000515,5.999999999999927,0.8872811268994146,-0.4612290123659885
2866.0,436.04002714626273,-377.6935217472577,-1.0789255773872064e-05,4.233009135219481,5.999999999999953,6.000000000000028,0.8872811267836676,-0.46122901258865473
2867.0,435.57879813383596,-378.5808028741256,-1.801360048974749e-05,4.233009136063014,5.9999999999999,6.000000000000103,0.8872811271727291,-0.4612290118402041
2868.0,435.11756912140913,-379.46808400099343,-2.9368009585888304e-05,4.233009132940995,5.999999999999977,6.0000000000000275,0.8872811257327636,-0.46122901461031246
2869.0,434.65634010898236,-380.35536512786115,-4.392206758899601e-05,4.233009144581088,6.000000000000028,5.999999999999925,0.8872811311015115,-0.4612290042822787
2870.0,434.1951110965557,-381.242646254729,-6.041105853101532e-05,4.2330091011594,5.9999999999998455,6.000000000000072,0.8872811110741691,-0.4612290428095219
2871.0,433.7338820841289,-382.1299273815968,-7.80314840281843e-05,4.233009263143703,6.000000000000009,5.999999999999982,0.8872811857860229,-0.46122889908390313
2872.0,433.27265307170194,-383.0172085084646,-9.65565002143793e-05,4.233008658861447,5.999999999999301,5.999999999999278,0.8872809070734211,-0.4612294352520956
2873.0,432.8114240592757,-383.90448963533265,-0.0001158150957230977,4.233010913133528,5.999999999990491,5.999999999990491,0.8872819468078056,-0.46122743507834674
2874.0,432.3501950468471,-384.79177076219963,-0.0001355157511559339,4.233003459939142,5.999999999903302,5.99999999990338,0.8872785091654312,-0.46123404815036134
2875.0,431.8889660344272,-385.67905188907093,-0.00015535997195946873,4.233083928230136,5.99999998321806,5.99999998321806,0.8873156210083654,-0.4611626488718912
2876.0,431.4277370219746,-386.5663330159253,-0.00017507415435835555,4.233233095871999,5.9999998495254445,5.999999849525345,0.8873844016811336,-0.4610302849629472
2877.0,430.9665080096441,-387.45361414284315,-0.00019440167715991096,4.23338746152122,5.9999995706070255,5.999999570606899,0.8874555583474683,-0.4608932978013278
2878.0,430.5052789968592,-388.34089526952306,-0.00021310501366291076,4.233508122087436,5.99999925304129,5.99999925304134,0.8875111635333905,-0.4607862135563597
2879.0,430.04404998576797,-389.22817639709285,-0.00023096516247162157,4.233562137178868,5.999999082549735,5.9999990825498095,0.88753605164812,-0.4607382738875355
2880.0,429.5828209683588,-390.1154575213424,-0.0002477817974763173,4.2335265089481595,5.9999991970368916,5.999999197036842,0.8875196357952991,-0.460769894934315
2881.0,429.12159197451876,-391.00273865797766,-0.0002633732270980973,4.233386108594386,5.999999573462693,5.999999573462746,0.8874549347917462,-0.46089449846334407
2882.0,428.66036289275405,-391.89001974840806,-0.0002775764064530602,4.233133223207304,5.9999999544310985,5.999999954431277,0.8873383529325167,-0.46111890810831907
2883.0,428.1991341389938,-392.77730101120625,-0.0002902469371244267,4.232766669060972,5.999999822178443,5.999999822178521,0.8871692682763312,-0.46144413467508627
2884.0,427.73790416160796,-393.6645816309842,-0.00030125907177057777,4.232291021120346,5.999998454101105,5.9999984541011315,0.886949682975222,-0.4618660626958353
2885.0,427.27667874896986,-394.55186464955517,-0.00031050571855766875,4.231715811566586,5.999994996768681,5.999994996768708,0.8866838664872954,-0.46237616819116034
2886.0,426.8154363075149,-395.4391387194157,-0.0003178984462631591,4.2310547366573195,5.999988403453967,5.999988403453868,0.8863780074768246,-0.462962231571231
2887.0,426.35425739208,-396.3264461724506,-0.0003233674892726233,4.230324861303238,5.999979235682447,5.999979235682368,0.8860398666893678,-0.4636090536616895
2888.0,425.8928414930336,-397.21362908966137,-0.0003268617521243123,4.229545824122796,5.999960304232664,5.999960304232566,0.8856784291675986,-0.4642991709094631
2889.0,425.4322393412888,-398.1012396342947,-0.0003283488131821701,4.228739042192034,5.9999946181859745,5.999994618185924,0.8853035527839402,-0.46501356907958424
2890.0,424.96482995237534,-398.98527294889504,-0.00032781492712858544,4.227926915703079,5.999969469239743,5.9999694692398435,0.8849256110375675,-0.4657323941168231
2891.0,424.49527624268364,-399.8681794144525,-0.0003252650260596879,4.227132032523469,5.99996949893337,5.999969498933373,0.8845551286649086,-0.46643565939216863
2892.0,424.02626107290666,-400.7513688848638,-0.00032072271908974376,4.226376372742089,5.999984741927088,5.9999847419268875,0.8842024094799716,-0.46710394889126416
