Timestamp,Voltage,Current,Power,Energy,State
153,53.66,0,0,6.83,0
153.734,53.66,0,0,6.83,0
154.484,53.66,0,0,6.83,0
155.234,53.66,0,0,6.83,0
156,53.66,0,0,6.83,0
156.734,53.66,0,0,6.83,0
157.5,53.66,0,0,6.83,0
158.25,53.66,0,0,6.83,0
158.984,53.66,0,0,6.83,0
159.75,53.66,0,0,6.83,0
160.5,53.66,0,0,6.83,0
161.234,53.66,0,0,6.83,0
162,53.66,0,0,6.83,0
162.75,51.79,7.43,384.78,6.89,1
163.5,48.5,20.43,990.75,7.58,1
164.234,49.88,13.56,676.27,8.16,1
164.984,52.88,0.4,21.37,8.56,1
165.75,53.29,0,0,8.56,0
166.5,53.36,0,0,8.56,0
167.234,53.41,0,0,8.56,0
168,53.44,0,0,8.56,0
168.75,53.46,0,0,8.56,0
169.484,53.48,0,0,8.56,0
170.234,53.49,0,0,8.56,0
170.984,53.5,0,0,8.56,0
171.734,53.51,0,0,8.56,0
172.484,53.52,0,0,8.56,0
173.234,53.53,0,0,8.56,0
174,53.53,0,0,8.56,0
174.734,53.54,0,0,8.56,0
175.5,53.54,0,0,8.56,0
176.234,53.55,0,0,8.56,0
177,53.55,0,0,8.56,0
177.734,53.55,0,0,8.56,0
178.484,53.56,0,0,8.56,0
179.25,53.56,0,0,8.56,0
179.984,53.56,0,0,8.56,0
180.75,53.57,0,0,8.56,0
181.484,53.57,0,0,8.56,0
182.25,53.57,0,0,8.56,0
182.984,53.57,0,0,8.56,0
183.75,53.58,0,0,8.56,0
184.5,53.58,0,0,8.56,0
185.234,53.58,0,0,8.56,0
185.984,53.58,0,0,8.56,0
186.75,53.58,0,0,8.56,0
187.5,53.58,0,0,8.56,0
188.234,53.58,0,0,8.56,0
188.984,53.58,0,0,8.56,0
189.75,53.59,0,0,8.56,0
190.5,53.59,0,0,8.56,0
191.25,53.59,0,0,8.56,0
191.984,53.59,0,0,8.56,0
192.75,53.59,0,0,8.56,0
193.5,53.59,0,0,8.56,0
194.234,53.59,0,0,8.56,0
194.984,48.69,20.1,978.52,8.85,1
195.734,49.31,16.05,791.16,9.57,1
196.5,53.11,0,0,9.96,0
197.25,53.28,0,0,9.96,0
197.984,53.35,0,0,9.96,0
198.734,53.38,0,0,9.96,0
199.5,53.42,0,0,9.96,0
200.25,53.43,0,0,9.96,0
200.984,53.45,0,0,9.96,0
201.75,53.46,0,0,9.96,0
202.484,53.47,0,0,9.96,0
203.234,53.48,0,0,9.96,0
204,53.49,0,0,9.96,0
204.75,53.49,0,0,9.96,0
205.484,53.5,0,0,9.96,0
206.234,53.5,0,0,9.96,0
207,53.51,0,0,9.96,0
207.734,53.51,0,0,9.96,0
208.5,53.52,0,0,9.96,0
209.25,53.52,0,0,9.96,0
209.984,53.52,0,0,9.96,0
210.734,53.52,0,0,9.96,0
211.484,53.53,0,0,9.96,0
212.25,53.53,0,0,9.96,0
212.984,53.53,0,0,9.96,0
213.75,53.53,0,0,9.96,0
214.5,53.53,0,0,9.96,0
215.234,53.54,0,0,9.96,0
215.984,53.54,0,0,9.96,0
216.75,53.54,0,0,9.96,0
217.484,53.54,0,0,9.96,0
218.25,53.54,0,0,9.96,0
219,53.54,0,0,9.96,0
219.734,53.55,0,0,9.96,0
220.5,53.55,0,0,9.96,0
221.25,53.55,0,0,9.96,0
222,53.55,0,0,9.96,0
222.734,53.55,0,0,9.96,0
223.5,53.55,0,0,9.96,0
224.234,53.55,0,0,9.96,0
225,53.55,0,0,9.96,0
225.734,53.55,0,0,9.96,0
226.5,53.56,0,0,9.96,0
227.234,53.56,0,0,9.96,0
227.984,53.56,0,0,9.96,0
228.75,53.56,0,0,9.96,0
229.5,53.56,0,0,9.96,0
230.234,53.56,0,0,9.96,0
231,53.56,0,0,9.96,0
231.734,53.56,0,0,9.96,0
232.5,53.56,0,0,9.96,0
233.25,53.56,0,0,9.96,0
234,53.56,0,0,9.96,0
234.75,53.56,0,0,9.96,0
235.5,53.56,0,0,9.96,0
236.234,53.56,0,0,9.96,0
237,53.56,0,0,9.96,0
237.75,53.57,0,0,9.96,0
238.5,53.57,0,0,9.96,0
239.25,53.57,0,0,9.96,0
240,53.57,0,0,9.96,0
240.734,53.57,0,0,9.96,0
241.484,53.57,0,0,9.96,0
242.234,53.57,0,0,9.96,0
242.984,53.57,0,0,9.96,0
243.75,53.57,0,0,9.96,0
244.484,53.57,0,0,9.96,0
245.234,53.57,0,0,9.96,0
245.984,53.57,0,0,9.96,0
246.734,53.57,0,0,9.96,0
247.5,53.57,0,0,9.96,0
248.25,53.57,0,0,9.96,0
249,53.57,0,0,9.96,0
249.734,53.57,0,0,9.96,0
250.5,53.57,0,0,9.96,0
251.234,53.57,0,0,9.96,0
251.984,53.57,0,0,9.96,0
252.75,53.57,0,0,9.96,0
253.484,53.57,0,0,9.96,0
254.25,53.57,0,0,9.96,0
254.984,53.58,0,0,9.96,0
255.734,48.98,18.98,929.54,10.23,1
256.484,48.38,20.14,974.37,11.06,1
257.234,49.98,12.62,630.63,11.65,1
258,50.98,8.33,424.39,12.06,1
258.75,53.07,0,0,12.23,0
259.5,53.19,0,0,12.23,0
260.25,53.25,0,0,12.23,0
261,53.29,0,0,12.23,0
261.734,53.32,0,0,12.23,0
262.5,53.34,0,0,12.23,0
263.25,53.36,0,0,12.23,0
263.984,53.37,0,0,12.23,0
264.75,53.38,0,0,12.23,0
265.5,53.4,0,0,12.23,0
266.234,53.4,0,0,12.23,0
266.984,53.41,0,0,12.23,0
267.734,53.42,0,0,12.23,0
268.484,53.42,0,0,12.23,0
269.25,53.43,0,0,12.23,0
269.984,53.44,0,0,12.23,0
270.734,53.44,0,0,12.23,0
271.484,53.44,0,0,12.23,0
272.25,53.45,0,0,12.23,0
273,53.45,0,0,12.23,0
273.75,53.46,0,0,12.23,0
274.5,53.46,0,0,12.23,0
275.25,53.46,0,0,12.23,0
276,53.47,0,0,12.23,0
276.734,53.47,0,0,12.23,0
277.5,53.47,0,0,12.23,0
278.25,53.47,0,0,12.23,0
279,53.48,0,0,12.23,0
279.734,53.48,0,0,12.23,0
280.484,53.48,0,0,12.23,0
281.25,53.48,0,0,12.23,0
282,53.48,0,0,12.23,0
282.75,53.48,0,0,12.23,0
283.5,53.49,0,0,12.23,0
284.25,53.49,0,0,12.23,0
284.984,53.49,0,0,12.23,0
285.75,53.49,0,0,12.23,0
286.484,53.49,0,0,12.23,0
287.25,53.49,0,0,12.23,0
288,53.49,0,0,12.23,0
288.734,53.49,0,0,12.23,0
289.5,53.49,0,0,12.23,0
290.234,53.5,0,0,12.23,0
290.984,53.5,0,0,12.23,0
291.75,53.5,0,0,12.23,0
292.5,53.5,0,0,12.23,0
293.25,53.5,0,0,12.23,0
294,53.5,0,0,12.23,0
294.75,53.5,0,0,12.23,0
295.484,53.5,0,0,12.23,0
296.234,53.5,0,0,12.23,0
297,53.5,0,0,12.23,0
297.734,53.5,0,0,12.23,0
298.484,53.51,0,0,12.23,0
299.25,53.5,0,0,12.23,0
300,53.5,0,0,12.23,0
300.734,53.51,0,0,12.23,0
301.5,53.51,0,0,12.23,0
302.25,53.51,0,0,12.23,0
302.984,53.51,0,0,12.23,0
303.734,53.51,0,0,12.23,0
304.5,53.51,0,0,12.23,0
305.234,53.51,0,0,12.23,0
306,53.51,0,0,12.23,0
306.734,53.51,0,0,12.23,0
307.5,53.51,0,0,12.23,0
308.25,53.51,0,0,12.23,0
308.984,53.51,0,0,12.23,0
309.75,53.51,0,0,12.23,0
310.5,53.51,0,0,12.23,0
311.25,53.51,0,0,12.23,0
311.984,53.51,0,0,12.23,0
312.75,53.51,0,0,12.23,0
313.5,53.51,0,0,12.23,0
314.25,53.51,0,0,12.23,0
314.984,53.51,0,0,12.23,0
315.75,53.52,0,0,12.23,0
316.484,53.52,0,0,12.23,0
317.25,53.52,0,0,12.23,0
318,53.52,0,0,12.23,0
318.734,53.52,0,0,12.23,0
319.484,53.52,0,0,12.23,0
320.25,53.52,0,0,12.23,0
321,53.52,0,0,12.23,0
321.734,53.52,0,0,12.23,0
322.5,53.52,0,0,12.23,0
323.234,53.52,0,0,12.23,0
324,53.52,0,0,12.23,0
324.734,53.52,0,0,12.23,0
325.5,53.52,0,0,12.23,0
326.234,53.52,0,0,12.23,0
326.984,53.52,0,0,12.23,0
327.734,53.52,0,0,12.23,0
328.5,53.52,0,0,12.23,0
329.25,53.52,0,0,12.23,0
330,53.52,0,0,12.23,0
330.75,53.52,0,0,12.23,0
331.484,53.52,0,0,12.23,0
332.234,53.52,0,0,12.23,0
332.984,53.52,0,0,12.23,0
333.734,49.06,19.02,932.91,12.6,1
334.5,50.28,12.05,605.7,13.19,1
335.234,51.13,8.37,427.78,13.56,1
335.984,51.83,5.43,281.16,13.81,1
336.75,53.21,0,0,13.83,0
337.484,53.27,0,0,13.83,0
338.234,53.31,0,0,13.83,0
338.984,53.33,0,0,13.83,0
339.734,53.35,0,0,13.83,0
340.484,53.37,0,0,13.83,0
341.25,53.38,0,0,13.83,0
342,53.39,0,0,13.83,0
342.75,53.39,0,0,13.83,0
343.484,53.4,0,0,13.83,0
344.234,53.41,0,0,13.83,0
344.984,53.41,0,0,13.83,0
345.75,53.42,0,0,13.83,0
346.5,53.42,0,0,13.83,0
347.25,53.43,0,0,13.83,0
347.984,53.43,0,0,13.83,0
348.734,53.43,0,0,13.83,0
349.484,53.44,0,0,13.83,0
350.234,53.44,0,0,13.83,0
351,53.44,0,0,13.83,0
351.75,53.44,0,0,13.83,0
352.484,53.45,0,0,13.83,0
353.25,53.45,0,0,13.83,0
353.984,53.45,0,0,13.83,0
354.75,53.45,0,0,13.83,0
355.484,53.45,0,0,13.83,0
356.234,53.45,0,0,13.83,0
357,53.46,0,0,13.83,0
357.75,53.46,0,0,13.83,0
358.5,53.46,0,0,13.83,0
359.25,53.46,0,0,13.83,0
360,53.46,0,0,13.83,0
360.75,53.46,0,0,13.83,0
361.484,53.46,0,0,13.83,0
362.25,53.47,0,0,13.83,0
362.984,53.47,0,0,13.83,0
363.734,53.47,0,0,13.83,0
364.484,53.47,0,0,13.83,0
365.25,53.47,0,0,13.83,0
365.984,53.47,0,0,13.83,0
366.734,53.47,0,0,13.83,0
367.5,53.47,0,0,13.83,0
368.25,53.47,0,0,13.83,0
368.984,53.47,0,0,13.83,0
369.75,53.47,0,0,13.83,0
370.5,53.47,0,0,13.83,0
371.25,53.47,0,0,13.83,0
372,53.47,0,0,13.83,0
372.75,53.47,0,0,13.83,0
373.5,53.48,0,0,13.83,0
374.234,53.48,0,0,13.83,0
375,53.48,0,0,13.83,0
375.734,53.48,0,0,13.83,0
376.5,53.48,0,0,13.83,0
377.25,53.48,0,0,13.83,0
377.984,53.48,0,0,13.83,0
378.75,53.48,0,0,13.83,0
379.5,53.48,0,0,13.83,0
380.234,53.48,0,0,13.83,0
381,53.48,0,0,13.83,0
381.734,53.48,0,0,13.83,0
382.5,53.48,0,0,13.83,0
383.234,53.48,0,0,13.83,0
383.984,53.48,0,0,13.83,0
384.75,53.48,0,0,13.83,0
385.5,53.48,0,0,13.83,0
386.25,53.48,0,0,13.83,0
387,53.48,0,0,13.83,0
387.734,53.48,0,0,13.83,0
388.5,53.48,0,0,13.83,0
389.234,53.48,0,0,13.83,0
389.984,53.48,0,0,13.83,0
390.75,53.48,0,0,13.83,0
391.5,53.48,0,0,13.83,0
392.25,53.48,0,0,13.83,0
393,53.48,0,0,13.83,0
393.75,53.48,0,0,13.83,0
394.484,53.49,0,0,13.83,0
395.234,53.49,0,0,13.83,0
395.984,53.49,0,0,13.83,0
396.75,53.49,0,0,13.83,0
397.484,53.49,0,0,13.83,0
398.25,53.49,0,0,13.83,0
398.984,53.49,0,0,13.83,0
399.734,53.49,0,0,13.83,0
400.5,53.49,0,0,13.83,0
401.25,53.49,0,0,13.83,0
402,53.49,0,0,13.83,0
402.75,53.49,0,0,13.83,0
403.5,53.49,0,0,13.83,0
404.234,53.49,0,0,13.83,0
404.984,53.49,0,0,13.83,0
405.734,53.49,0,0,13.83,0
406.484,53.49,0,0,13.83,0
407.234,53.49,0,0,13.83,0
407.984,53.49,0,0,13.83,0
408.75,53.49,0,0,13.83,0
409.5,53.49,0,0,13.83,0
410.234,53.49,0,0,13.83,0
411,53.49,0,0,13.83,0
411.734,53.49,0,0,13.83,0
412.5,53.49,0,0,13.83,0
413.234,53.49,0,0,13.83,0
414,53.49,0,0,13.83,0
414.734,53.49,0,0,13.83,0
415.5,53.49,0,0,13.83,0
416.25,53.49,0,0,13.83,0
417,53.49,0,0,13.83,0
417.75,53.49,0,0,13.83,0
418.484,53.49,0,0,13.83,0
419.25,53.49,0,0,13.83,0
419.984,53.49,0,0,13.83,0
420.734,53.49,0,0,13.83,0
421.484,53.49,0,0,13.83,0
422.25,48.7,20.07,977.19,14.14,1
422.984,48.46,19.67,952.98,14.93,1
423.734,49.91,13.05,651.39,15.51,1
424.5,52.36,2.55,133.64,15.91,1
425.234,53.09,0,0,15.91,0
425.984,53.17,0,0,15.91,0
426.75,53.22,0,0,15.91,0
427.5,53.25,0,0,15.91,0
428.234,53.27,0,0,15.91,0
429,53.29,0,0,15.91,0
429.75,53.31,0,0,15.91,0
430.484,53.32,0,0,15.91,0
431.25,53.33,0,0,15.91,0
431.984,53.34,0,0,15.91,0
432.75,53.35,0,0,15.91,0
433.5,53.35,0,0,15.91,0
434.234,53.36,0,0,15.91,0
435,53.37,0,0,15.91,0
435.75,53.37,0,0,15.91,0
436.484,53.37,0,0,15.91,0
437.234,53.38,0,0,15.91,0
437.984,53.38,0,0,15.91,0
438.75,53.39,0,0,15.91,0
439.5,53.39,0,0,15.91,0
440.25,53.39,0,0,15.91,0
441,53.4,0,0,15.91,0
441.75,53.4,0,0,15.91,0
442.484,53.4,0,0,15.91,0
443.25,53.4,0,0,15.91,0
444,53.4,0,0,15.91,0
444.734,53.41,0,0,15.91,0
445.484,53.41,0,0,15.91,0
446.234,53.41,0,0,15.91,0
447,53.41,0,0,15.91,0
447.734,53.41,0,0,15.91,0
448.484,53.42,0,0,15.91,0
449.25,53.42,0,0,15.91,0
449.984,53.42,0,0,15.91,0
450.75,53.42,0,0,15.91,0
451.5,53.42,0,0,15.91,0
452.234,53.42,0,0,15.91,0
452.984,53.42,0,0,15.91,0
453.75,53.42,0,0,15.91,0
454.5,53.42,0,0,15.91,0
455.25,53.42,0,0,15.91,0
456,53.42,0,0,15.91,0
456.75,53.43,0,0,15.91,0
457.5,53.43,0,0,15.91,0
458.25,53.43,0,0,15.91,0
458.984,53.43,0,0,15.91,0
459.734,53.43,0,0,15.91,0
460.484,53.43,0,0,15.91,0
461.25,53.43,0,0,15.91,0
462,53.43,0,0,15.91,0
462.734,53.43,0,0,15.91,0
463.484,53.43,0,0,15.91,0
464.25,53.43,0,0,15.91,0
465,53.43,0,0,15.91,0
465.75,53.43,0,0,15.91,0
466.5,53.43,0,0,15.91,0
467.234,53.43,0,0,15.91,0
467.984,53.44,0,0,15.91,0
468.75,53.43,0,0,15.91,0
469.5,53.44,0,0,15.91,0
470.25,53.44,0,0,15.91,0
471,53.44,0,0,15.91,0
471.75,53.44,0,0,15.91,0
472.484,53.44,0,0,15.91,0
473.25,53.44,0,0,15.91,0
473.984,53.44,0,0,15.91,0
474.75,53.44,0,0,15.91,0
475.484,53.44,0,0,15.91,0
476.25,53.44,0,0,15.91,0
477,53.44,0,0,15.91,0
477.75,53.44,0,0,15.91,0
478.484,53.44,0,0,15.91,0
479.25,53.44,0,0,15.91,0
479.984,53.44,0,0,15.91,0
480.734,53.44,0,0,15.91,0
481.484,53.44,0,0,15.91,0
482.25,53.44,0,0,15.91,0
482.984,53.44,0,0,15.91,0
483.734,53.44,0,0,15.91,0
484.5,53.44,0,0,15.91,0
485.234,53.44,0,0,15.91,0
486,53.44,0,0,15.91,0
486.75,53.44,0,0,15.91,0
487.5,53.44,0,0,15.91,0
488.234,53.44,0,0,15.91,0
488.984,53.44,0,0,15.91,0
489.734,53.45,0,0,15.91,0
490.5,53.45,0,0,15.91,0
491.234,53.45,0,0,15.91,0
492,53.45,0,0,15.91,0
492.734,53.45,0,0,15.91,0
493.5,53.45,0,0,15.91,0
494.234,53.45,0,0,15.91,0
495,53.45,0,0,15.91,0
495.734,53.45,0,0,15.91,0
496.484,53.45,0,0,15.91,0
497.25,50.61,11.85,599.71,16.02,1
498,49.33,16.28,802.83,16.68,1
498.75,53.02,0,0,17.09,0
499.5,53.18,0,0,17.09,0
500.25,53.24,0,0,17.09,0
500.984,53.27,0,0,17.09,0
501.75,53.3,0,0,17.09,0
502.484,53.32,0,0,17.09,0
503.25,53.33,0,0,17.09,0
503.984,53.34,0,0,17.09,0
504.734,53.35,0,0,17.09,0
505.5,53.35,0,0,17.09,0
506.234,53.36,0,0,17.09,0
506.984,53.36,0,0,17.09,0
507.75,53.37,0,0,17.09,0
508.5,53.37,0,0,17.09,0
509.25,53.37,0,0,17.09,0
510,53.38,0,0,17.09,0
510.75,53.38,0,0,17.09,0
511.5,53.38,0,0,17.09,0
512.25,53.39,0,0,17.09,0
513,53.39,0,0,17.09,0
513.75,53.39,0,0,17.09,0
514.5,53.39,0,0,17.09,0
515.25,53.39,0,0,17.09,0
516,53.4,0,0,17.09,0
516.75,53.4,0,0,17.09,0
517.5,53.4,0,0,17.09,0
518.25,53.4,0,0,17.09,0
519,53.4,0,0,17.09,0
519.734,53.4,0,0,17.09,0
520.5,53.4,0,0,17.09,0
521.25,53.41,0,0,17.09,0
522,53.41,0,0,17.09,0
522.734,53.41,0,0,17.09,0
523.5,53.41,0,0,17.09,0
524.234,53.41,0,0,17.09,0
525,53.41,0,0,17.09,0
525.734,53.41,0,0,17.09,0
526.484,53.41,0,0,17.09,0
527.234,53.41,0,0,17.09,0
528,53.41,0,0,17.09,0
528.75,53.41,0,0,17.09,0
529.5,53.41,0,0,17.09,0
530.25,48.97,18.77,919.29,17.35,1
530.984,49.37,15.86,783.26,18.02,1
531.75,50.57,10.19,515.04,18.51,1
532.484,51.28,7.17,367.74,18.83,1
533.234,53.06,0,0,18.89,0
534,53.14,0,0,18.89,0
534.734,53.18,0,0,18.89,0
535.5,53.21,0,0,18.89,0
536.234,53.23,0,0,18.89,0
537,53.25,0,0,18.89,0
537.734,53.26,0,0,18.89,0
538.484,53.27,0,0,18.89,0
539.25,53.28,0,0,18.89,0
540,53.29,0,0,18.89,0
540.75,53.3,0,0,18.89,0
541.484,53.31,0,0,18.89,0
542.25,53.31,0,0,18.89,0
543,53.32,0,0,18.89,0
543.75,53.32,0,0,18.89,0
544.484,53.32,0,0,18.89,0
545.234,53.33,0,0,18.89,0
546,53.33,0,0,18.89,0
546.734,53.34,0,0,18.89,0
547.484,53.34,0,0,18.89,0
548.234,53.34,0,0,18.89,0
549,53.34,0,0,18.89,0
549.734,53.35,0,0,18.89,0
550.484,53.35,0,0,18.89,0
551.25,53.35,0,0,18.89,0
551.984,53.35,0,0,18.89,0
552.75,53.35,0,0,18.89,0
553.5,53.36,0,0,18.89,0
554.25,53.36,0,0,18.89,0
555,53.36,0,0,18.89,0
555.734,53.36,0,0,18.89,0
556.484,53.36,0,0,18.89,0
557.234,53.36,0,0,18.89,0
558,53.36,0,0,18.89,0
558.75,53.37,0,0,18.89,0
559.5,53.37,0,0,18.89,0
560.234,53.37,0,0,18.89,0
561,53.37,0,0,18.89,0
561.75,53.37,0,0,18.89,0
562.5,53.37,0,0,18.89,0
563.234,53.37,0,0,18.89,0
564,48.17,22.11,1065.21,19.3,1
564.734,49.6,14.69,728.38,19.93,1
565.5,53,0,0,20.19,0
566.25,53.11,0,0,20.19,0
567,53.17,0,0,20.19,0
567.75,53.2,0,0,20.19,0
568.5,53.22,0,0,20.19,0
569.234,53.24,0,0,20.19,0
570,53.26,0,0,20.19,0
570.75,53.27,0,0,20.19,0
571.5,53.27,0,0,20.19,0
572.25,53.28,0,0,20.19,0
572.984,53.29,0,0,20.19,0
573.734,53.29,0,0,20.19,0
574.484,53.3,0,0,20.19,0
575.234,53.3,0,0,20.19,0
576,53.31,0,0,20.19,0
576.75,53.31,0,0,20.19,0
577.5,53.31,0,0,20.19,0
578.234,53.32,0,0,20.19,0
579,53.32,0,0,20.19,0
579.75,53.32,0,0,20.19,0
580.484,53.32,0,0,20.19,0
581.25,53.33,0,0,20.19,0
582,53.33,0,0,20.19,0
582.734,53.33,0,0,20.19,0
